V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Earnings_codelist,Earnings,Gender_codelist,Gender,Provision_codelist,Provision,Size of Company_codelist,Size of Company
10.0,,12.0,Year,2016,K02000001,,,£300 - £400,,Female,,Unknown pension provision,,13 to 99 employees
190.0,,2.8,Year,2016,K02000001,,,£300 - £400,,Female,,No pension provision,,13 to 99 employees
34.0,,6.8,Year,2016,K02000001,,,£400 - £500,,Female,,Defined benefit,,13 to 99 employees
46.0,,5.8,Year,2016,K02000001,,,£400 - £500,,Female,,Defined contribution,,13 to 99 employees
59.0,,5.2,Year,2016,K02000001,,,£400 - £500,,Female,,Group personal pension,,13 to 99 employees
,x,25.0,Year,2016,K02000001,,,£400 - £500,,Female,,Group self-invested personal pension,,13 to 99 employees
19.0,,9.0,Year,2016,K02000001,,,£400 - £500,,Female,,Group stakeholder pension,,13 to 99 employees
7.0,,15.0,Year,2016,K02000001,,,£400 - £500,,Female,,Unknown pension provision,,13 to 99 employees
107.0,,3.8,Year,2016,K02000001,,,£400 - £500,,Female,,No pension provision,,13 to 99 employees
21.0,,8.8,Year,2016,K02000001,,,£500 - £600,,Female,,Defined benefit,,13 to 99 employees
24.0,,8.3,Year,2016,K02000001,,,£500 - £600,,Female,,Defined contribution,,13 to 99 employees
41.0,,6.3,Year,2016,K02000001,,,£500 - £600,,Female,,Group personal pension,,13 to 99 employees
,x,26.0,Year,2016,K02000001,,,£500 - £600,,Female,,Group self-invested personal pension,,13 to 99 employees
11.0,,12.0,Year,2016,K02000001,,,£500 - £600,,Female,,Group stakeholder pension,,13 to 99 employees
4.0,,19.0,Year,2016,K02000001,,,£500 - £600,,Female,,Unknown pension provision,,13 to 99 employees
57.0,,5.4,Year,2016,K02000001,,,£500 - £600,,Female,,No pension provision,,13 to 99 employees
61.0,,5.2,Year,2016,K02000001,,,£600 and over,,Female,,Defined benefit,,13 to 99 employees
46.0,,6.1,Year,2016,K02000001,,,£600 and over,,Female,,Defined contribution,,13 to 99 employees
97.0,,4.2,Year,2016,K02000001,,,£600 and over,,Female,,Group personal pension,,13 to 99 employees
,x,28.0,Year,2016,K02000001,,,£600 and over,,Female,,Group self-invested personal pension,,13 to 99 employees
24.0,,8.4,Year,2016,K02000001,,,£600 and over,,Female,,Group stakeholder pension,,13 to 99 employees
8.0,,15.0,Year,2016,K02000001,,,£600 and over,,Female,,Unknown pension provision,,13 to 99 employees
95.0,,4.3,Year,2016,K02000001,,,£600 and over,,Female,,No pension provision,,13 to 99 employees
420.0,,1.9,Year,2016,K02000001,,,100 to 499 employees,,Female,,Defined benefit,,100 to 499 employees
337.0,,2.1,Year,2016,K02000001,,,100 to 499 employees,,Female,,Defined contribution,,100 to 499 employees
410.0,,1.9,Year,2016,K02000001,,,100 to 499 employees,,Female,,Group personal pension,,100 to 499 employees
17.0,,9.7,Year,2016,K02000001,,,100 to 499 employees,,Female,,Group self-invested personal pension,,100 to 499 employees
96.0,,4.0,Year,2016,K02000001,,,100 to 499 employees,,Female,,Group stakeholder pension,,100 to 499 employees
34.0,,6.8,Year,2016,K02000001,,,100 to 499 employees,,Female,,Unknown pension provision,,100 to 499 employees
476.0,,1.7,Year,2016,K02000001,,,100 to 499 employees,,Female,,No pension provision,,100 to 499 employees
18.0,,8.9,Year,2016,K02000001,,,Less than £100,,Female,,Defined benefit,,100 to 499 employees
12.0,,10.0,Year,2016,K02000001,,,Less than £100,,Female,,Defined contribution,,100 to 499 employees
7.0,,14.0,Year,2016,K02000001,,,Less than £100,,Female,,Group personal pension,,100 to 499 employees
,x,,Year,2016,K02000001,,,Less than £100,,Female,,Group self-invested personal pension,,100 to 499 employees
,x,24.0,Year,2016,K02000001,,,Less than £100,,Female,,Group stakeholder pension,,100 to 499 employees
,x,42.0,Year,2016,K02000001,,,Less than £100,,Female,,Unknown pension provision,,100 to 499 employees
117.0,,3.5,Year,2016,K02000001,,,Less than £100,,Female,,No pension provision,,100 to 499 employees
40.0,,5.9,Year,2016,K02000001,,,£100 - £200,,Female,,Defined benefit,,100 to 499 employees
38.0,,6.0,Year,2016,K02000001,,,£100 - £200,,Female,,Defined contribution,,100 to 499 employees
26.0,,7.6,Year,2016,K02000001,,,£100 - £200,,Female,,Group personal pension,,100 to 499 employees
,x,29.0,Year,2016,K02000001,,,£100 - £200,,Female,,Group self-invested personal pension,,100 to 499 employees
8.0,,13.0,Year,2016,K02000001,,,£100 - £200,,Female,,Group stakeholder pension,,100 to 499 employees
,x,22.0,Year,2016,K02000001,,,£100 - £200,,Female,,Unknown pension provision,,100 to 499 employees
120.0,,3.4,Year,2016,K02000001,,,£100 - £200,,Female,,No pension provision,,100 to 499 employees
67.0,,4.7,Year,2016,K02000001,,,£200 - £300,,Female,,Defined benefit,,100 to 499 employees
68.0,,4.5,Year,2016,K02000001,,,£200 - £300,,Female,,Defined contribution,,100 to 499 employees
54.0,,5.2,Year,2016,K02000001,,,£200 - £300,,Female,,Group personal pension,,100 to 499 employees
,x,36.0,Year,2016,K02000001,,,£200 - £300,,Female,,Group self-invested personal pension,,100 to 499 employees
16.0,,9.5,Year,2016,K02000001,,,£200 - £300,,Female,,Group stakeholder pension,,100 to 499 employees
6.0,,15.0,Year,2016,K02000001,,,£200 - £300,,Female,,Unknown pension provision,,100 to 499 employees
81.0,,4.3,Year,2016,K02000001,,,£200 - £300,,Female,,No pension provision,,100 to 499 employees
63.0,,4.9,Year,2016,K02000001,,,£300 - £400,,Female,,Defined benefit,,100 to 499 employees
82.0,,4.3,Year,2016,K02000001,,,£300 - £400,,Female,,Defined contribution,,100 to 499 employees
83.0,,4.2,Year,2016,K02000001,,,£300 - £400,,Female,,Group personal pension,,100 to 499 employees
4.0,,20.0,Year,2016,K02000001,,,£300 - £400,,Female,,Group self-invested personal pension,,100 to 499 employees
17.0,,9.4,Year,2016,K02000001,,,£300 - £400,,Female,,Group stakeholder pension,,100 to 499 employees
7.0,,14.0,Year,2016,K02000001,,,£300 - £400,,Female,,Unknown pension provision,,100 to 499 employees
70.0,,4.7,Year,2016,K02000001,,,£300 - £400,,Female,,No pension provision,,100 to 499 employees
59.0,,5.2,Year,2016,K02000001,,,£400 - £500,,Female,,Defined benefit,,100 to 499 employees
51.0,,5.5,Year,2016,K02000001,,,£400 - £500,,Female,,Defined contribution,,100 to 499 employees
77.0,,4.5,Year,2016,K02000001,,,£400 - £500,,Female,,Group personal pension,,100 to 499 employees
,x,25.0,Year,2016,K02000001,,,£400 - £500,,Female,,Group self-invested personal pension,,100 to 499 employees
16.0,,9.7,Year,2016,K02000001,,,£400 - £500,,Female,,Group stakeholder pension,,100 to 499 employees
7.0,,15.0,Year,2016,K02000001,,,£400 - £500,,Female,,Unknown pension provision,,100 to 499 employees
33.0,,7.0,Year,2016,K02000001,,,£400 - £500,,Female,,No pension provision,,100 to 499 employees
42.0,,6.3,Year,2016,K02000001,,,£500 - £600,,Female,,Defined benefit,,100 to 499 employees
29.0,,7.4,Year,2016,K02000001,,,£500 - £600,,Female,,Defined contribution,,100 to 499 employees
52.0,,5.6,Year,2016,K02000001,,,£500 - £600,,Female,,Group personal pension,,100 to 499 employees
,x,28.0,Year,2016,K02000001,,,£500 - £600,,Female,,Group self-invested personal pension,,100 to 499 employees
12.0,,12.0,Year,2016,K02000001,,,£500 - £600,,Female,,Group stakeholder pension,,100 to 499 employees
,x,22.0,Year,2016,K02000001,,,£500 - £600,,Female,,Unknown pension provision,,100 to 499 employees
19.0,,9.4,Year,2016,K02000001,,,£500 - £600,,Female,,No pension provision,,100 to 499 employees
132.0,,3.6,Year,2016,K02000001,,,£600 and over,,Female,,Defined benefit,,100 to 499 employees
57.0,,5.5,Year,2016,K02000001,,,£600 and over,,Female,,Defined contribution,,100 to 499 employees
112.0,,3.9,Year,2016,K02000001,,,£600 and over,,Female,,Group personal pension,,100 to 499 employees
6.0,,18.0,Year,2016,K02000001,,,£600 and over,,Female,,Group self-invested personal pension,,100 to 499 employees
25.0,,8.3,Year,2016,K02000001,,,£600 and over,,Female,,Group stakeholder pension,,100 to 499 employees
6.0,,17.0,Year,2016,K02000001,,,£600 and over,,Female,,Unknown pension provision,,100 to 499 employees
35.0,,7.0,Year,2016,K02000001,,,£600 and over,,Female,,No pension provision,,100 to 499 employees
191.0,,2.9,Year,2016,K02000001,,,500 to 999 employees,,Female,,Defined benefit,,500 to 999 employees
141.0,,3.3,Year,2016,K02000001,,,500 to 999 employees,,Female,,Defined contribution,,500 to 999 employees
168.0,,3.0,Year,2016,K02000001,,,500 to 999 employees,,Female,,Group personal pension,,500 to 999 employees
5.0,,18.0,Year,2016,K02000001,,,500 to 999 employees,,Female,,Group self-invested personal pension,,500 to 999 employees
37.0,,6.6,Year,2016,K02000001,,,500 to 999 employees,,Female,,Group stakeholder pension,,500 to 999 employees
12.0,,11.0,Year,2016,K02000001,,,500 to 999 employees,,Female,,Unknown pension provision,,500 to 999 employees
178.0,,2.9,Year,2016,K02000001,,,500 to 999 employees,,Female,,No pension provision,,500 to 999 employees
5.0,,17.0,Year,2016,K02000001,,,Less than £100,,Female,,Defined benefit,,500 to 999 employees
4.0,,17.0,Year,2016,K02000001,,,Less than £100,,Female,,Defined contribution,,500 to 999 employees
,x,22.0,Year,2016,K02000001,,,Less than £100,,Female,,Group personal pension,,500 to 999 employees
,x,,Year,2016,K02000001,,,Less than £100,,Female,,Group self-invested personal pension,,500 to 999 employees
,x,,Year,2016,K02000001,,,Less than £100,,Female,,Group stakeholder pension,,500 to 999 employees
,x,71.0,Year,2016,K02000001,,,Less than £100,,Female,,Unknown pension provision,,500 to 999 employees
45.0,,5.8,Year,2016,K02000001,,,Less than £100,,Female,,No pension provision,,500 to 999 employees
17.0,,9.2,Year,2016,K02000001,,,£100 - £200,,Female,,Defined benefit,,500 to 999 employees
16.0,,9.2,Year,2016,K02000001,,,£100 - £200,,Female,,Defined contribution,,500 to 999 employees
12.0,,11.0,Year,2016,K02000001,,,£100 - £200,,Female,,Group personal pension,,500 to 999 employees
,x,58.0,Year,2016,K02000001,,,£100 - £200,,Female,,Group self-invested personal pension,,500 to 999 employees
,x,23.0,Year,2016,K02000001,,,£100 - £200,,Female,,Group stakeholder pension,,500 to 999 employees
,x,45.0,Year,2016,K02000001,,,£100 - £200,,Female,,Unknown pension provision,,500 to 999 employees
43.0,,5.7,Year,2016,K02000001,,,£100 - £200,,Female,,No pension provision,,500 to 999 employees
25.0,,7.7,Year,2016,K02000001,,,£200 - £300,,Female,,Defined benefit,,500 to 999 employees
26.0,,7.3,Year,2016,K02000001,,,£200 - £300,,Female,,Defined contribution,,500 to 999 employees
22.0,,8.1,Year,2016,K02000001,,,£200 - £300,,Female,,Group personal pension,,500 to 999 employees
,x,52.0,Year,2016,K02000001,,,£200 - £300,,Female,,Group self-invested personal pension,,500 to 999 employees
5.0,,17.0,Year,2016,K02000001,,,£200 - £300,,Female,,Group stakeholder pension,,500 to 999 employees
,x,21.0,Year,2016,K02000001,,,£200 - £300,,Female,,Unknown pension provision,,500 to 999 employees
28.0,,7.5,Year,2016,K02000001,,,£200 - £300,,Female,,No pension provision,,500 to 999 employees
31.0,,7.1,Year,2016,K02000001,,,£300 - £400,,Female,,Defined benefit,,500 to 999 employees
28.0,,7.2,Year,2016,K02000001,,,£300 - £400,,Female,,Defined contribution,,500 to 999 employees
34.0,,6.5,Year,2016,K02000001,,,£300 - £400,,Female,,Group personal pension,,500 to 999 employees
,x,58.0,Year,2016,K02000001,,,£300 - £400,,Female,,Group self-invested personal pension,,500 to 999 employees
7.0,,15.0,Year,2016,K02000001,,,£300 - £400,,Female,,Group stakeholder pension,,500 to 999 employees
,x,23.0,Year,2016,K02000001,,,£300 - £400,,Female,,Unknown pension provision,,500 to 999 employees
26.0,,7.6,Year,2016,K02000001,,,£300 - £400,,Female,,No pension provision,,500 to 999 employees
30.0,,7.1,Year,2016,K02000001,,,£400 - £500,,Female,,Defined benefit,,500 to 999 employees
20.0,,8.6,Year,2016,K02000001,,,£400 - £500,,Female,,Defined contribution,,500 to 999 employees
27.0,,7.4,Year,2016,K02000001,,,£400 - £500,,Female,,Group personal pension,,500 to 999 employees
,x,41.0,Year,2016,K02000001,,,£400 - £500,,Female,,Group self-invested personal pension,,500 to 999 employees
7.0,,15.0,Year,2016,K02000001,,,£400 - £500,,Female,,Group stakeholder pension,,500 to 999 employees
,x,27.0,Year,2016,K02000001,,,£400 - £500,,Female,,Unknown pension provision,,500 to 999 employees
15.0,,10.0,Year,2016,K02000001,,,£400 - £500,,Female,,No pension provision,,500 to 999 employees
24.0,,8.3,Year,2016,K02000001,,,£500 - £600,,Female,,Defined benefit,,500 to 999 employees
15.0,,10.0,Year,2016,K02000001,,,£500 - £600,,Female,,Defined contribution,,500 to 999 employees
18.0,,9.7,Year,2016,K02000001,,,£500 - £600,,Female,,Group personal pension,,500 to 999 employees
,-,0.0,Year,2016,K02000001,,,£500 - £600,,Female,,Group self-invested personal pension,,500 to 999 employees
4.0,,20.0,Year,2016,K02000001,,,£500 - £600,,Female,,Group stakeholder pension,,500 to 999 employees
,x,36.0,Year,2016,K02000001,,,£500 - £600,,Female,,Unknown pension provision,,500 to 999 employees
8.0,,14.0,Year,2016,K02000001,,,£500 - £600,,Female,,No pension provision,,500 to 999 employees
59.0,,5.4,Year,2016,K02000001,,,£600 and over,,Female,,Defined benefit,,500 to 999 employees
30.0,,7.5,Year,2016,K02000001,,,£600 and over,,Female,,Defined contribution,,500 to 999 employees
53.0,,5.7,Year,2016,K02000001,,,£600 and over,,Female,,Group personal pension,,500 to 999 employees
,x,25.0,Year,2016,K02000001,,,£600 and over,,Female,,Group self-invested personal pension,,500 to 999 employees
11.0,,13.0,Year,2016,K02000001,,,£600 and over,,Female,,Group stakeholder pension,,500 to 999 employees
,x,33.0,Year,2016,K02000001,,,£600 and over,,Female,,Unknown pension provision,,500 to 999 employees
12.0,,12.0,Year,2016,K02000001,,,£600 and over,,Female,,No pension provision,,500 to 999 employees
3787.0,,0.5,Year,2016,K02000001,,,"1,000 employees or more",,Female,,Defined benefit,,"1,000 employees or more"
1334.0,,0.9,Year,2016,K02000001,,,"1,000 employees or more",,Female,,Defined contribution,,"1,000 employees or more"
521.0,,1.7,Year,2016,K02000001,,,"1,000 employees or more",,Female,,Group personal pension,,"1,000 employees or more"
13.0,,11.0,Year,2016,K02000001,,,"1,000 employees or more",,Female,,Group self-invested personal pension,,"1,000 employees or more"
217.0,,2.4,Year,2016,K02000001,,,"1,000 employees or more",,Female,,Group stakeholder pension,,"1,000 employees or more"
61.0,,5.0,Year,2016,K02000001,,,"1,000 employees or more",,Female,,Unknown pension provision,,"1,000 employees or more"
1575.0,,0.8,Year,2016,K02000001,,,"1,000 employees or more",,Female,,No pension provision,,"1,000 employees or more"
145.0,,2.9,Year,2016,K02000001,,,Less than £100,,Female,,Defined benefit,,"1,000 employees or more"
49.0,,4.9,Year,2016,K02000001,,,Less than £100,,Female,,Defined contribution,,"1,000 employees or more"
8.0,,13.0,Year,2016,K02000001,,,Less than £100,,Female,,Group personal pension,,"1,000 employees or more"
,x,,Year,2016,K02000001,,,Less than £100,,Female,,Group self-invested personal pension,,"1,000 employees or more"
3.0,,19.0,Year,2016,K02000001,,,Less than £100,,Female,,Group stakeholder pension,,"1,000 employees or more"
,x,32.0,Year,2016,K02000001,,,Less than £100,,Female,,Unknown pension provision,,"1,000 employees or more"
385.0,,1.7,Year,2016,K02000001,,,Less than £100,,Female,,No pension provision,,"1,000 employees or more"
337.0,,1.9,Year,2016,K02000001,,,£100 - £200,,Female,,Defined benefit,,"1,000 employees or more"
210.0,,2.3,Year,2016,K02000001,,,£100 - £200,,Female,,Defined contribution,,"1,000 employees or more"
45.0,,5.5,Year,2016,K02000001,,,£100 - £200,,Female,,Group personal pension,,"1,000 employees or more"
,x,58.0,Year,2016,K02000001,,,£100 - £200,,Female,,Group self-invested personal pension,,"1,000 employees or more"
38.0,,5.4,Year,2016,K02000001,,,£100 - £200,,Female,,Group stakeholder pension,,"1,000 employees or more"
5.0,,16.0,Year,2016,K02000001,,,£100 - £200,,Female,,Unknown pension provision,,"1,000 employees or more"
488.0,,1.5,Year,2016,K02000001,,,£100 - £200,,Female,,No pension provision,,"1,000 employees or more"
516.0,,1.6,Year,2016,K02000001,,,£200 - £300,,Female,,Defined benefit,,"1,000 employees or more"
307.0,,2.0,Year,2016,K02000001,,,£200 - £300,,Female,,Defined contribution,,"1,000 employees or more"
80.0,,4.1,Year,2016,K02000001,,,£200 - £300,,Female,,Group personal pension,,"1,000 employees or more"
,x,41.0,Year,2016,K02000001,,,£200 - £300,,Female,,Group self-invested personal pension,,"1,000 employees or more"
46.0,,5.0,Year,2016,K02000001,,,£200 - £300,,Female,,Group stakeholder pension,,"1,000 employees or more"
12.0,,11.0,Year,2016,K02000001,,,£200 - £300,,Female,,Unknown pension provision,,"1,000 employees or more"
260.0,,2.3,Year,2016,K02000001,,,£200 - £300,,Female,,No pension provision,,"1,000 employees or more"
591.0,,1.5,Year,2016,K02000001,,,£300 - £400,,Female,,Defined benefit,,"1,000 employees or more"
265.0,,2.2,Year,2016,K02000001,,,£300 - £400,,Female,,Defined contribution,,"1,000 employees or more"
113.0,,3.6,Year,2016,K02000001,,,£300 - £400,,Female,,Group personal pension,,"1,000 employees or more"
,x,27.0,Year,2016,K02000001,,,£300 - £400,,Female,,Group self-invested personal pension,,"1,000 employees or more"
48.0,,5.1,Year,2016,K02000001,,,£300 - £400,,Female,,Group stakeholder pension,,"1,000 employees or more"
14.0,,10.0,Year,2016,K02000001,,,£300 - £400,,Female,,Unknown pension provision,,"1,000 employees or more"
180.0,,2.8,Year,2016,K02000001,,,£300 - £400,,Female,,No pension provision,,"1,000 employees or more"
572.0,,1.6,Year,2016,K02000001,,,£400 - £500,,Female,,Defined benefit,,"1,000 employees or more"
158.0,,3.0,Year,2016,K02000001,,,£400 - £500,,Female,,Defined contribution,,"1,000 employees or more"
84.0,,4.2,Year,2016,K02000001,,,£400 - £500,,Female,,Group personal pension,,"1,000 employees or more"
,x,32.0,Year,2016,K02000001,,,£400 - £500,,Female,,Group self-invested personal pension,,"1,000 employees or more"
25.0,,7.5,Year,2016,K02000001,,,£400 - £500,,Female,,Group stakeholder pension,,"1,000 employees or more"
9.0,,14.0,Year,2016,K02000001,,,£400 - £500,,Female,,Unknown pension provision,,"1,000 employees or more"
100.0,,3.9,Year,2016,K02000001,,,£400 - £500,,Female,,No pension provision,,"1,000 employees or more"
459.0,,1.8,Year,2016,K02000001,,,£500 - £600,,Female,,Defined benefit,,"1,000 employees or more"
96.0,,3.9,Year,2016,K02000001,,,£500 - £600,,Female,,Defined contribution,,"1,000 employees or more"
54.0,,5.4,Year,2016,K02000001,,,£500 - £600,,Female,,Group personal pension,,"1,000 employees or more"
,x,33.0,Year,2016,K02000001,,,£500 - £600,,Female,,Group self-invested personal pension,,"1,000 employees or more"
18.0,,9.2,Year,2016,K02000001,,,£500 - £600,,Female,,Group stakeholder pension,,"1,000 employees or more"
6.0,,16.0,Year,2016,K02000001,,,£500 - £600,,Female,,Unknown pension provision,,"1,000 employees or more"
61.0,,5.1,Year,2016,K02000001,,,£500 - £600,,Female,,No pension provision,,"1,000 employees or more"
1169.0,,1.0,Year,2016,K02000001,,,£600 and over,,Female,,Defined benefit,,"1,000 employees or more"
249.0,,2.5,Year,2016,K02000001,,,£600 and over,,Female,,Defined contribution,,"1,000 employees or more"
136.0,,3.5,Year,2016,K02000001,,,£600 and over,,Female,,Group personal pension,,"1,000 employees or more"
7.0,,15.0,Year,2016,K02000001,,,£600 and over,,Female,,Group self-invested personal pension,,"1,000 employees or more"
38.0,,6.5,Year,2016,K02000001,,,£600 and over,,Female,,Group stakeholder pension,,"1,000 employees or more"
14.0,,11.0,Year,2016,K02000001,,,£600 and over,,Female,,Unknown pension provision,,"1,000 employees or more"
99.0,,4.0,Year,2016,K02000001,,,£600 and over,,Female,,No pension provision,,"1,000 employees or more"
