V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Earnings_codelist,Earnings,Gender_codelist,Gender,Provision_codelist,Provision,Size of Company_codelist,Size of Company
1.5,,15.0,Year,2016,K02000001,,,£600 and over,,All,,Group self-invested personal pension,,500 to 999 employees
7.2,,6.5,Year,2016,K02000001,,,£600 and over,,All,,Group stakeholder pension,,500 to 999 employees
1.9,,13.0,Year,2016,K02000001,,,£600 and over,,All,,Unknown pension provision,,500 to 999 employees
8.0,,6.2,Year,2016,K02000001,,,£600 and over,,All,,No pension provision,,500 to 999 employees
45.1,,0.3,Year,2016,K02000001,,,All,,All,,Defined benefit,,"1,000 employees or more"
21.9,,0.6,Year,2016,K02000001,,,All,,All,,Defined contribution,,"1,000 employees or more"
9.1,,1.1,Year,2016,K02000001,,,All,,All,,Group personal pension,,"1,000 employees or more"
0.3,,6.1,Year,2016,K02000001,,,All,,All,,Group self-invested personal pension,,"1,000 employees or more"
3.7,,1.6,Year,2016,K02000001,,,All,,All,,Group stakeholder pension,,"1,000 employees or more"
0.9,,3.7,Year,2016,K02000001,,,All,,All,,Unknown pension provision,,"1,000 employees or more"
19.1,,0.6,Year,2016,K02000001,,,All,,All,,No pension provision,,"1,000 employees or more"
20.3,,2.4,Year,2016,K02000001,,,Less than £100,,All,,Defined benefit,,"1,000 employees or more"
9.7,,3.7,Year,2016,K02000001,,,Less than £100,,All,,Defined contribution,,"1,000 employees or more"
1.5,,11.0,Year,2016,K02000001,,,Less than £100,,All,,Group personal pension,,"1,000 employees or more"
,x,72.0,Year,2016,K02000001,,,Less than £100,,All,,Group self-invested personal pension,,"1,000 employees or more"
0.6,,15.0,Year,2016,K02000001,,,Less than £100,,All,,Group stakeholder pension,,"1,000 employees or more"
,x,31.0,Year,2016,K02000001,,,Less than £100,,All,,Unknown pension provision,,"1,000 employees or more"
67.8,,0.9,Year,2016,K02000001,,,Less than £100,,All,,No pension provision,,"1,000 employees or more"
26.2,,1.6,Year,2016,K02000001,,,£100 - £200,,All,,Defined benefit,,"1,000 employees or more"
20.0,,1.8,Year,2016,K02000001,,,£100 - £200,,All,,Defined contribution,,"1,000 employees or more"
3.9,,4.8,Year,2016,K02000001,,,£100 - £200,,All,,Group personal pension,,"1,000 employees or more"
,x,58.0,Year,2016,K02000001,,,£100 - £200,,All,,Group self-invested personal pension,,"1,000 employees or more"
3.4,,4.7,Year,2016,K02000001,,,£100 - £200,,All,,Group stakeholder pension,,"1,000 employees or more"
0.6,,13.0,Year,2016,K02000001,,,£100 - £200,,All,,Unknown pension provision,,"1,000 employees or more"
46.0,,1.0,Year,2016,K02000001,,,£100 - £200,,All,,No pension provision,,"1,000 employees or more"
34.3,,1.2,Year,2016,K02000001,,,£200 - £300,,All,,Defined benefit,,"1,000 employees or more"
28.9,,1.3,Year,2016,K02000001,,,£200 - £300,,All,,Defined contribution,,"1,000 employees or more"
7.0,,3.2,Year,2016,K02000001,,,£200 - £300,,All,,Group personal pension,,"1,000 employees or more"
,x,25.0,Year,2016,K02000001,,,£200 - £300,,All,,Group self-invested personal pension,,"1,000 employees or more"
4.2,,3.9,Year,2016,K02000001,,,£200 - £300,,All,,Group stakeholder pension,,"1,000 employees or more"
1.0,,9.1,Year,2016,K02000001,,,£200 - £300,,All,,Unknown pension provision,,"1,000 employees or more"
24.4,,1.6,Year,2016,K02000001,,,£200 - £300,,All,,No pension provision,,"1,000 employees or more"
39.1,,1.0,Year,2016,K02000001,,,£300 - £400,,All,,Defined benefit,,"1,000 employees or more"
26.9,,1.3,Year,2016,K02000001,,,£300 - £400,,All,,Defined contribution,,"1,000 employees or more"
10.7,,2.4,Year,2016,K02000001,,,£300 - £400,,All,,Group personal pension,,"1,000 employees or more"
0.2,,17.0,Year,2016,K02000001,,,£300 - £400,,All,,Group self-invested personal pension,,"1,000 employees or more"
4.9,,3.5,Year,2016,K02000001,,,£300 - £400,,All,,Group stakeholder pension,,"1,000 employees or more"
1.2,,7.6,Year,2016,K02000001,,,£300 - £400,,All,,Unknown pension provision,,"1,000 employees or more"
17.1,,1.8,Year,2016,K02000001,,,£300 - £400,,All,,No pension provision,,"1,000 employees or more"
48.8,,0.9,Year,2016,K02000001,,,£400 - £500,,All,,Defined benefit,,"1,000 employees or more"
23.0,,1.6,Year,2016,K02000001,,,£400 - £500,,All,,Defined contribution,,"1,000 employees or more"
11.1,,2.6,Year,2016,K02000001,,,£400 - £500,,All,,Group personal pension,,"1,000 employees or more"
0.3,,16.0,Year,2016,K02000001,,,£400 - £500,,All,,Group self-invested personal pension,,"1,000 employees or more"
3.8,,4.5,Year,2016,K02000001,,,£400 - £500,,All,,Group stakeholder pension,,"1,000 employees or more"
1.0,,9.5,Year,2016,K02000001,,,£400 - £500,,All,,Unknown pension provision,,"1,000 employees or more"
12.0,,2.5,Year,2016,K02000001,,,£400 - £500,,All,,No pension provision,,"1,000 employees or more"
53.9,,1.0,Year,2016,K02000001,,,£500 - £600,,All,,Defined benefit,,"1,000 employees or more"
20.5,,2.0,Year,2016,K02000001,,,£500 - £600,,All,,Defined contribution,,"1,000 employees or more"
10.6,,3.1,Year,2016,K02000001,,,£500 - £600,,All,,Group personal pension,,"1,000 employees or more"
0.3,,18.0,Year,2016,K02000001,,,£500 - £600,,All,,Group self-invested personal pension,,"1,000 employees or more"
3.7,,5.2,Year,2016,K02000001,,,£500 - £600,,All,,Group stakeholder pension,,"1,000 employees or more"
0.8,,12.0,Year,2016,K02000001,,,£500 - £600,,All,,Unknown pension provision,,"1,000 employees or more"
10.2,,3.1,Year,2016,K02000001,,,£500 - £600,,All,,No pension provision,,"1,000 employees or more"
58.2,,0.5,Year,2016,K02000001,,,£600 and over,,All,,Defined benefit,,"1,000 employees or more"
19.6,,1.2,Year,2016,K02000001,,,£600 and over,,All,,Defined contribution,,"1,000 employees or more"
11.0,,1.8,Year,2016,K02000001,,,£600 and over,,All,,Group personal pension,,"1,000 employees or more"
0.6,,8.3,Year,2016,K02000001,,,£600 and over,,All,,Group self-invested personal pension,,"1,000 employees or more"
3.4,,3.3,Year,2016,K02000001,,,£600 and over,,All,,Group stakeholder pension,,"1,000 employees or more"
0.8,,6.9,Year,2016,K02000001,,,£600 and over,,All,,Unknown pension provision,,"1,000 employees or more"
6.4,,2.4,Year,2016,K02000001,,,£600 and over,,All,,No pension provision,,"1,000 employees or more"
23.1,,0.6,Year,2016,K02000001,,,All,,Male,,Defined benefit,,All employees
21.3,,0.7,Year,2016,K02000001,,,All,,Male,,Defined contribution,,All employees
16.9,,0.8,Year,2016,K02000001,,,All,,Male,,Group personal pension,,All employees
0.8,,4.0,Year,2016,K02000001,,,All,,Male,,Group self-invested personal pension,,All employees
5.3,,1.5,Year,2016,K02000001,,,All,,Male,,Group stakeholder pension,,All employees
1.4,,3.0,Year,2016,K02000001,,,All,,Male,,Unknown pension provision,,All employees
31.2,,0.5,Year,2016,K02000001,,,All,,Male,,No pension provision,,All employees
5.4,,7.0,Year,2016,K02000001,,,Less than £100,,Male,,Defined benefit,,All employees
8.6,,5.2,Year,2016,K02000001,,,Less than £100,,Male,,Defined contribution,,All employees
2.4,,10.0,Year,2016,K02000001,,,Less than £100,,Male,,Group personal pension,,All employees
,x,39.0,Year,2016,K02000001,,,Less than £100,,Male,,Group self-invested personal pension,,All employees
1.0,,16.0,Year,2016,K02000001,,,Less than £100,,Male,,Group stakeholder pension,,All employees
,x,42.0,Year,2016,K02000001,,,Less than £100,,Male,,Unknown pension provision,,All employees
82.2,,0.8,Year,2016,K02000001,,,Less than £100,,Male,,No pension provision,,All employees
7.3,,4.8,Year,2016,K02000001,,,£100 - £200,,Male,,Defined benefit,,All employees
14.1,,3.1,Year,2016,K02000001,,,£100 - £200,,Male,,Defined contribution,,All employees
3.8,,6.8,Year,2016,K02000001,,,£100 - £200,,Male,,Group personal pension,,All employees
,x,27.0,Year,2016,K02000001,,,£100 - £200,,Male,,Group self-invested personal pension,,All employees
2.0,,8.6,Year,2016,K02000001,,,£100 - £200,,Male,,Group stakeholder pension,,All employees
0.6,,17.0,Year,2016,K02000001,,,£100 - £200,,Male,,Unknown pension provision,,All employees
72.0,,0.8,Year,2016,K02000001,,,£100 - £200,,Male,,No pension provision,,All employees
9.5,,3.4,Year,2016,K02000001,,,£200 - £300,,Male,,Defined benefit,,All employees
25.3,,1.8,Year,2016,K02000001,,,£200 - £300,,Male,,Defined contribution,,All employees
9.3,,3.5,Year,2016,K02000001,,,£200 - £300,,Male,,Group personal pension,,All employees
0.5,,17.0,Year,2016,K02000001,,,£200 - £300,,Male,,Group self-invested personal pension,,All employees
3.9,,5.2,Year,2016,K02000001,,,£200 - £300,,Male,,Group stakeholder pension,,All employees
1.1,,10.0,Year,2016,K02000001,,,£200 - £300,,Male,,Unknown pension provision,,All employees
50.5,,1.1,Year,2016,K02000001,,,£200 - £300,,Male,,No pension provision,,All employees
15.0,,2.0,Year,2016,K02000001,,,£300 - £400,,Male,,Defined benefit,,All employees
25.1,,1.4,Year,2016,K02000001,,,£300 - £400,,Male,,Defined contribution,,All employees
15.6,,2.0,Year,2016,K02000001,,,£300 - £400,,Male,,Group personal pension,,All employees
0.5,,13.0,Year,2016,K02000001,,,£300 - £400,,Male,,Group self-invested personal pension,,All employees
5.4,,3.5,Year,2016,K02000001,,,£300 - £400,,Male,,Group stakeholder pension,,All employees
1.6,,6.6,Year,2016,K02000001,,,£300 - £400,,Male,,Unknown pension provision,,All employees
36.8,,1.1,Year,2016,K02000001,,,£300 - £400,,Male,,No pension provision,,All employees
20.2,,1.7,Year,2016,K02000001,,,£400 - £500,,Male,,Defined benefit,,All employees
23.0,,1.6,Year,2016,K02000001,,,£400 - £500,,Male,,Defined contribution,,All employees
17.9,,1.9,Year,2016,K02000001,,,£400 - £500,,Male,,Group personal pension,,All employees
0.8,,10.0,Year,2016,K02000001,,,£400 - £500,,Male,,Group self-invested personal pension,,All employees
5.8,,3.6,Year,2016,K02000001,,,£400 - £500,,Male,,Group stakeholder pension,,All employees
1.6,,7.0,Year,2016,K02000001,,,£400 - £500,,Male,,Unknown pension provision,,All employees
30.7,,1.4,Year,2016,K02000001,,,£400 - £500,,Male,,No pension provision,,All employees
24.4,,1.8,Year,2016,K02000001,,,£500 - £600,,Male,,Defined benefit,,All employees
22.6,,1.8,Year,2016,K02000001,,,£500 - £600,,Male,,Defined contribution,,All employees
19.1,,2.1,Year,2016,K02000001,,,£500 - £600,,Male,,Group personal pension,,All employees
0.8,,11.0,Year,2016,K02000001,,,£500 - £600,,Male,,Group self-invested personal pension,,All employees
6.2,,3.9,Year,2016,K02000001,,,£500 - £600,,Male,,Group stakeholder pension,,All employees
1.5,,8.2,Year,2016,K02000001,,,£500 - £600,,Male,,Unknown pension provision,,All employees
25.4,,1.8,Year,2016,K02000001,,,£500 - £600,,Male,,No pension provision,,All employees
34.0,,0.8,Year,2016,K02000001,,,£600 and over,,Male,,Defined benefit,,All employees
20.4,,1.2,Year,2016,K02000001,,,£600 and over,,Male,,Defined contribution,,All employees
21.4,,1.1,Year,2016,K02000001,,,£600 and over,,Male,,Group personal pension,,All employees
1.2,,5.5,Year,2016,K02000001,,,£600 and over,,Male,,Group self-invested personal pension,,All employees
6.0,,2.3,Year,2016,K02000001,,,£600 and over,,Male,,Group stakeholder pension,,All employees
1.4,,5.0,Year,2016,K02000001,,,£600 and over,,Male,,Unknown pension provision,,All employees
15.6,,1.4,Year,2016,K02000001,,,£600 and over,,Male,,No pension provision,,All employees
1.5,,9.2,Year,2016,K02000001,,,All,,Male,,Defined benefit,,1 to 12 employees
7.3,,4.0,Year,2016,K02000001,,,All,,Male,,Defined contribution,,1 to 12 employees
4.2,,5.5,Year,2016,K02000001,,,All,,Male,,Group personal pension,,1 to 12 employees
0.8,,13.0,Year,2016,K02000001,,,All,,Male,,Group self-invested personal pension,,1 to 12 employees
2.4,,7.2,Year,2016,K02000001,,,All,,Male,,Group stakeholder pension,,1 to 12 employees
0.6,,14.0,Year,2016,K02000001,,,All,,Male,,Unknown pension provision,,1 to 12 employees
83.3,,0.5,Year,2016,K02000001,,,All,,Male,,No pension provision,,1 to 12 employees
,x,,Year,2016,K02000001,,,Less than £100,,Male,,Defined benefit,,1 to 12 employees
,x,28.0,Year,2016,K02000001,,,Less than £100,,Male,,Defined contribution,,1 to 12 employees
,x,51.0,Year,2016,K02000001,,,Less than £100,,Male,,Group personal pension,,1 to 12 employees
0.0,,0.0,Year,2016,K02000001,,,Less than £100,,Male,,Group self-invested personal pension,,1 to 12 employees
,x,41.0,Year,2016,K02000001,,,Less than £100,,Male,,Group stakeholder pension,,1 to 12 employees
0.0,,0.0,Year,2016,K02000001,,,Less than £100,,Male,,Unknown pension provision,,1 to 12 employees
96.2,,0.8,Year,2016,K02000001,,,Less than £100,,Male,,No pension provision,,1 to 12 employees
,x,28.0,Year,2016,K02000001,,,£100 - £200,,Male,,Defined benefit,,1 to 12 employees
2.5,,17.0,Year,2016,K02000001,,,£100 - £200,,Male,,Defined contribution,,1 to 12 employees
,x,34.0,Year,2016,K02000001,,,£100 - £200,,Male,,Group personal pension,,1 to 12 employees
,x,36.0,Year,2016,K02000001,,,£100 - £200,,Male,,Group self-invested personal pension,,1 to 12 employees
,x,70.0,Year,2016,K02000001,,,£100 - £200,,Male,,Group stakeholder pension,,1 to 12 employees
,x,52.0,Year,2016,K02000001,,,£100 - £200,,Male,,Unknown pension provision,,1 to 12 employees
94.8,,0.6,Year,2016,K02000001,,,£100 - £200,,Male,,No pension provision,,1 to 12 employees
,x,34.0,Year,2016,K02000001,,,£200 - £300,,Male,,Defined benefit,,1 to 12 employees
4.9,,13.0,Year,2016,K02000001,,,£200 - £300,,Male,,Defined contribution,,1 to 12 employees
,x,23.0,Year,2016,K02000001,,,£200 - £300,,Male,,Group personal pension,,1 to 12 employees
,x,36.0,Year,2016,K02000001,,,£200 - £300,,Male,,Group self-invested personal pension,,1 to 12 employees
,x,33.0,Year,2016,K02000001,,,£200 - £300,,Male,,Group stakeholder pension,,1 to 12 employees
,x,45.0,Year,2016,K02000001,,,£200 - £300,,Male,,Unknown pension provision,,1 to 12 employees
90.9,,0.9,Year,2016,K02000001,,,£200 - £300,,Male,,No pension provision,,1 to 12 employees
,x,23.0,Year,2016,K02000001,,,£300 - £400,,Male,,Defined benefit,,1 to 12 employees
7.6,,9.2,Year,2016,K02000001,,,£300 - £400,,Male,,Defined contribution,,1 to 12 employees
2.6,,16.0,Year,2016,K02000001,,,£300 - £400,,Male,,Group personal pension,,1 to 12 employees
,x,31.0,Year,2016,K02000001,,,£300 - £400,,Male,,Group self-invested personal pension,,1 to 12 employees
2.5,,17.0,Year,2016,K02000001,,,£300 - £400,,Male,,Group stakeholder pension,,1 to 12 employees
,x,36.0,Year,2016,K02000001,,,£300 - £400,,Male,,Unknown pension provision,,1 to 12 employees
84.6,,1.1,Year,2016,K02000001,,,£300 - £400,,Male,,No pension provision,,1 to 12 employees
2.0,,19.0,Year,2016,K02000001,,,£400 - £500,,Male,,Defined benefit,,1 to 12 employees
8.0,,9.6,Year,2016,K02000001,,,£400 - £500,,Male,,Defined contribution,,1 to 12 employees
3.1,,15.0,Year,2016,K02000001,,,£400 - £500,,Male,,Group personal pension,,1 to 12 employees
,x,36.0,Year,2016,K02000001,,,£400 - £500,,Male,,Group self-invested personal pension,,1 to 12 employees
2.5,,18.0,Year,2016,K02000001,,,£400 - £500,,Male,,Group stakeholder pension,,1 to 12 employees
,x,35.0,Year,2016,K02000001,,,£400 - £500,,Male,,Unknown pension provision,,1 to 12 employees
83.1,,1.3,Year,2016,K02000001,,,£400 - £500,,Male,,No pension provision,,1 to 12 employees
,x,29.0,Year,2016,K02000001,,,£500 - £600,,Male,,Defined benefit,,1 to 12 employees
10.7,,9.8,Year,2016,K02000001,,,£500 - £600,,Male,,Defined contribution,,1 to 12 employees
4.0,,17.0,Year,2016,K02000001,,,£500 - £600,,Male,,Group personal pension,,1 to 12 employees
,x,38.0,Year,2016,K02000001,,,£500 - £600,,Male,,Group self-invested personal pension,,1 to 12 employees
2.9,,20.0,Year,2016,K02000001,,,£500 - £600,,Male,,Group stakeholder pension,,1 to 12 employees
,x,32.0,Year,2016,K02000001,,,£500 - £600,,Male,,Unknown pension provision,,1 to 12 employees
79.2,,1.8,Year,2016,K02000001,,,£500 - £600,,Male,,No pension provision,,1 to 12 employees
2.6,,16.0,Year,2016,K02000001,,,£600 and over,,Male,,Defined benefit,,1 to 12 employees
11.8,,7.1,Year,2016,K02000001,,,£600 and over,,Male,,Defined contribution,,1 to 12 employees
12.1,,7.1,Year,2016,K02000001,,,£600 and over,,Male,,Group personal pension,,1 to 12 employees
,x,25.0,Year,2016,K02000001,,,£600 and over,,Male,,Group self-invested personal pension,,1 to 12 employees
5.3,,11.0,Year,2016,K02000001,,,£600 and over,,Male,,Group stakeholder pension,,1 to 12 employees
,x,26.0,Year,2016,K02000001,,,£600 and over,,Male,,Unknown pension provision,,1 to 12 employees
66.1,,1.9,Year,2016,K02000001,,,£600 and over,,Male,,No pension provision,,1 to 12 employees
4.8,,3.6,Year,2016,K02000001,,,All,,Male,,Defined benefit,,13 to 99 employees
15.6,,1.9,Year,2016,K02000001,,,All,,Male,,Defined contribution,,13 to 99 employees
21.0,,1.6,Year,2016,K02000001,,,All,,Male,,Group personal pension,,13 to 99 employees
1.1,,7.9,Year,2016,K02000001,,,All,,Male,,Group self-invested personal pension,,13 to 99 employees
5.9,,3.2,Year,2016,K02000001,,,All,,Male,,Group stakeholder pension,,13 to 99 employees
2.0,,5.6,Year,2016,K02000001,,,All,,Male,,Unknown pension provision,,13 to 99 employees
49.6,,0.8,Year,2016,K02000001,,,All,,Male,,No pension provision,,13 to 99 employees
,x,26.0,Year,2016,K02000001,,,Less than £100,,Male,,Defined benefit,,13 to 99 employees
5.3,,15.0,Year,2016,K02000001,,,Less than £100,,Male,,Defined contribution,,13 to 99 employees
,x,27.0,Year,2016,K02000001,,,Less than £100,,Male,,Group personal pension,,13 to 99 employees
,x,73.0,Year,2016,K02000001,,,Less than £100,,Male,,Group self-invested personal pension,,13 to 99 employees
,x,46.0,Year,2016,K02000001,,,Less than £100,,Male,,Group stakeholder pension,,13 to 99 employees
,x,58.0,Year,2016,K02000001,,,Less than £100,,Male,,Unknown pension provision,,13 to 99 employees
89.9,,1.2,Year,2016,K02000001,,,Less than £100,,Male,,No pension provision,,13 to 99 employees
,x,21.0,Year,2016,K02000001,,,£100 - £200,,Male,,Defined benefit,,13 to 99 employees
9.8,,9.6,Year,2016,K02000001,,,£100 - £200,,Male,,Defined contribution,,13 to 99 employees
4.5,,15.0,Year,2016,K02000001,,,£100 - £200,,Male,,Group personal pension,,13 to 99 employees
,x,58.0,Year,2016,K02000001,,,£100 - £200,,Male,,Group self-invested personal pension,,13 to 99 employees
,x,27.0,Year,2016,K02000001,,,£100 - £200,,Male,,Group stakeholder pension,,13 to 99 employees
,x,36.0,Year,2016,K02000001,,,£100 - £200,,Male,,Unknown pension provision,,13 to 99 employees
81.0,,1.6,Year,2016,K02000001,,,£100 - £200,,Male,,No pension provision,,13 to 99 employees
4.2,,12.0,Year,2016,K02000001,,,£200 - £300,,Male,,Defined benefit,,13 to 99 employees
14.8,,6.0,Year,2016,K02000001,,,£200 - £300,,Male,,Defined contribution,,13 to 99 employees
10.2,,7.6,Year,2016,K02000001,,,£200 - £300,,Male,,Group personal pension,,13 to 99 employees
,x,37.0,Year,2016,K02000001,,,£200 - £300,,Male,,Group self-invested personal pension,,13 to 99 employees
2.7,,15.0,Year,2016,K02000001,,,£200 - £300,,Male,,Group stakeholder pension,,13 to 99 employees
,x,23.0,Year,2016,K02000001,,,£200 - £300,,Male,,Unknown pension provision,,13 to 99 employees
66.5,,1.8,Year,2016,K02000001,,,£200 - £300,,Male,,No pension provision,,13 to 99 employees
4.0,,9.1,Year,2016,K02000001,,,£300 - £400,,Male,,Defined benefit,,13 to 99 employees
16.7,,4.1,Year,2016,K02000001,,,£300 - £400,,Male,,Defined contribution,,13 to 99 employees
17.2,,4.1,Year,2016,K02000001,,,£300 - £400,,Male,,Group personal pension,,13 to 99 employees
,x,29.0,Year,2016,K02000001,,,£300 - £400,,Male,,Group self-invested personal pension,,13 to 99 employees
4.3,,8.7,Year,2016,K02000001,,,£300 - £400,,Male,,Group stakeholder pension,,13 to 99 employees
2.5,,12.0,Year,2016,K02000001,,,£300 - £400,,Male,,Unknown pension provision,,13 to 99 employees
55.0,,1.7,Year,2016,K02000001,,,£300 - £400,,Male,,No pension provision,,13 to 99 employees
4.4,,8.9,Year,2016,K02000001,,,£400 - £500,,Male,,Defined benefit,,13 to 99 employees
16.7,,4.3,Year,2016,K02000001,,,£400 - £500,,Male,,Defined contribution,,13 to 99 employees
19.9,,3.8,Year,2016,K02000001,,,£400 - £500,,Male,,Group personal pension,,13 to 99 employees
1.1,,18.0,Year,2016,K02000001,,,£400 - £500,,Male,,Group self-invested personal pension,,13 to 99 employees
6.2,,7.4,Year,2016,K02000001,,,£400 - £500,,Male,,Group stakeholder pension,,13 to 99 employees
2.1,,13.0,Year,2016,K02000001,,,£400 - £500,,Male,,Unknown pension provision,,13 to 99 employees
49.6,,1.9,Year,2016,K02000001,,,£400 - £500,,Male,,No pension provision,,13 to 99 employees
4.4,,10.0,Year,2016,K02000001,,,£500 - £600,,Male,,Defined benefit,,13 to 99 employees
18.0,,4.8,Year,2016,K02000001,,,£500 - £600,,Male,,Defined contribution,,13 to 99 employees
24.5,,3.9,Year,2016,K02000001,,,£500 - £600,,Male,,Group personal pension,,13 to 99 employees
,x,29.0,Year,2016,K02000001,,,£500 - £600,,Male,,Group self-invested personal pension,,13 to 99 employees
6.9,,8.1,Year,2016,K02000001,,,£500 - £600,,Male,,Group stakeholder pension,,13 to 99 employees
2.3,,15.0,Year,2016,K02000001,,,£500 - £600,,Male,,Unknown pension provision,,13 to 99 employees
43.5,,2.5,Year,2016,K02000001,,,£500 - £600,,Male,,No pension provision,,13 to 99 employees
6.6,,5.5,Year,2016,K02000001,,,£600 and over,,Male,,Defined benefit,,13 to 99 employees
15.9,,3.3,Year,2016,K02000001,,,£600 and over,,Male,,Defined contribution,,13 to 99 employees
29.7,,2.2,Year,2016,K02000001,,,£600 and over,,Male,,Group personal pension,,13 to 99 employees
2.0,,10.0,Year,2016,K02000001,,,£600 and over,,Male,,Group self-invested personal pension,,13 to 99 employees
8.4,,4.7,Year,2016,K02000001,,,£600 and over,,Male,,Group stakeholder pension,,13 to 99 employees
2.3,,9.4,Year,2016,K02000001,,,£600 and over,,Male,,Unknown pension provision,,13 to 99 employees
35.3,,1.9,Year,2016,K02000001,,,£600 and over,,Male,,No pension provision,,13 to 99 employees
14.8,,2.2,Year,2016,K02000001,,,All,,Male,,Defined benefit,,100 to 499 employees
21.4,,1.7,Year,2016,K02000001,,,All,,Male,,Defined contribution,,100 to 499 employees
31.5,,1.3,Year,2016,K02000001,,,All,,Male,,Group personal pension,,100 to 499 employees
1.4,,7.8,Year,2016,K02000001,,,All,,Male,,Group self-invested personal pension,,100 to 499 employees
8.0,,3.1,Year,2016,K02000001,,,All,,Male,,Group stakeholder pension,,100 to 499 employees
2.1,,5.9,Year,2016,K02000001,,,All,,Male,,Unknown pension provision,,100 to 499 employees
20.7,,1.7,Year,2016,K02000001,,,All,,Male,,No pension provision,,100 to 499 employees
6.5,,19.0,Year,2016,K02000001,,,Less than £100,,Male,,Defined benefit,,100 to 499 employees
8.0,,15.0,Year,2016,K02000001,,,Less than £100,,Male,,Defined contribution,,100 to 499 employees
5.8,,18.0,Year,2016,K02000001,,,Less than £100,,Male,,Group personal pension,,100 to 499 employees
,x,,Year,2016,K02000001,,,Less than £100,,Male,,Group self-invested personal pension,,100 to 499 employees
,x,30.0,Year,2016,K02000001,,,Less than £100,,Male,,Group stakeholder pension,,100 to 499 employees
,x,72.0,Year,2016,K02000001,,,Less than £100,,Male,,Unknown pension provision,,100 to 499 employees
76.8,,2.5,Year,2016,K02000001,,,Less than £100,,Male,,No pension provision,,100 to 499 employees
9.1,,14.0,Year,2016,K02000001,,,£100 - £200,,Male,,Defined benefit,,100 to 499 employees
14.7,,10.0,Year,2016,K02000001,,,£100 - £200,,Male,,Defined contribution,,100 to 499 employees
10.3,,13.0,Year,2016,K02000001,,,£100 - £200,,Male,,Group personal pension,,100 to 499 employees
0.0,,0.0,Year,2016,K02000001,,,£100 - £200,,Male,,Group self-invested personal pension,,100 to 499 employees
,x,34.0,Year,2016,K02000001,,,£100 - £200,,Male,,Group stakeholder pension,,100 to 499 employees
,x,59.0,Year,2016,K02000001,,,£100 - £200,,Male,,Unknown pension provision,,100 to 499 employees
63.7,,3.3,Year,2016,K02000001,,,£100 - £200,,Male,,No pension provision,,100 to 499 employees
9.1,,10.0,Year,2016,K02000001,,,£200 - £300,,Male,,Defined benefit,,100 to 499 employees
25.2,,5.3,Year,2016,K02000001,,,£200 - £300,,Male,,Defined contribution,,100 to 499 employees
17.7,,6.9,Year,2016,K02000001,,,£200 - £300,,Male,,Group personal pension,,100 to 499 employees
,x,41.0,Year,2016,K02000001,,,£200 - £300,,Male,,Group self-invested personal pension,,100 to 499 employees
5.1,,14.0,Year,2016,K02000001,,,£200 - £300,,Male,,Group stakeholder pension,,100 to 499 employees
2.1,,20.0,Year,2016,K02000001,,,£200 - £300,,Male,,Unknown pension provision,,100 to 499 employees
40.3,,3.9,Year,2016,K02000001,,,£200 - £300,,Male,,No pension provision,,100 to 499 employees
9.9,,6.6,Year,2016,K02000001,,,£300 - £400,,Male,,Defined benefit,,100 to 499 employees
25.9,,3.6,Year,2016,K02000001,,,£300 - £400,,Male,,Defined contribution,,100 to 499 employees
28.7,,3.4,Year,2016,K02000001,,,£300 - £400,,Male,,Group personal pension,,100 to 499 employees
,x,26.0,Year,2016,K02000001,,,£300 - £400,,Male,,Group self-invested personal pension,,100 to 499 employees
6.7,,7.9,Year,2016,K02000001,,,£300 - £400,,Male,,Group stakeholder pension,,100 to 499 employees
2.3,,14.0,Year,2016,K02000001,,,£300 - £400,,Male,,Unknown pension provision,,100 to 499 employees
25.9,,3.7,Year,2016,K02000001,,,£300 - £400,,Male,,No pension provision,,100 to 499 employees
13.0,,6.0,Year,2016,K02000001,,,£400 - £500,,Male,,Defined benefit,,100 to 499 employees
22.8,,4.1,Year,2016,K02000001,,,£400 - £500,,Male,,Defined contribution,,100 to 499 employees
32.6,,3.2,Year,2016,K02000001,,,£400 - £500,,Male,,Group personal pension,,100 to 499 employees
1.4,,19.0,Year,2016,K02000001,,,£400 - £500,,Male,,Group self-invested personal pension,,100 to 499 employees
8.6,,7.3,Year,2016,K02000001,,,£400 - £500,,Male,,Group stakeholder pension,,100 to 499 employees
3.0,,12.0,Year,2016,K02000001,,,£400 - £500,,Male,,Unknown pension provision,,100 to 499 employees
18.6,,4.8,Year,2016,K02000001,,,£400 - £500,,Male,,No pension provision,,100 to 499 employees
13.9,,6.6,Year,2016,K02000001,,,£500 - £600,,Male,,Defined benefit,,100 to 499 employees
24.0,,4.5,Year,2016,K02000001,,,£500 - £600,,Male,,Defined contribution,,100 to 499 employees
33.3,,3.6,Year,2016,K02000001,,,£500 - £600,,Male,,Group personal pension,,100 to 499 employees
1.7,,20.0,Year,2016,K02000001,,,£500 - £600,,Male,,Group self-invested personal pension,,100 to 499 employees
9.7,,7.8,Year,2016,K02000001,,,£500 - £600,,Male,,Group stakeholder pension,,100 to 499 employees
3.0,,14.0,Year,2016,K02000001,,,£500 - £600,,Male,,Unknown pension provision,,100 to 499 employees
14.4,,6.2,Year,2016,K02000001,,,£500 - £600,,Male,,No pension provision,,100 to 499 employees
