V4_0,Time_codelist,Time,Geography_codelist,Geography,Housing_codelist,Housing
210000.0,Quarter,2015 Q2,J01000092,,,Terraced
146000.0,Quarter,2015 Q2,J01000092,,,Flat/Maisonette
153950.0,Quarter,2015 Q2,J01000093,,,All properties
279997.5,Quarter,2015 Q2,J01000093,,,Detached
168000.0,Quarter,2015 Q2,J01000093,,,Semi Detached
125000.0,Quarter,2015 Q2,J01000093,,,Terraced
120000.0,Quarter,2015 Q2,J01000093,,,Flat/Maisonette
117975.0,Quarter,2015 Q2,J01000094,,,All properties
174000.0,Quarter,2015 Q2,J01000094,,,Detached
122000.0,Quarter,2015 Q2,J01000094,,,Semi Detached
81500.0,Quarter,2015 Q2,J01000094,,,Terraced
71000.0,Quarter,2015 Q2,J01000094,,,Flat/Maisonette
101950.0,Quarter,2015 Q2,J01000095,,,All properties
174000.0,Quarter,2015 Q2,J01000095,,,Detached
108000.0,Quarter,2015 Q2,J01000095,,,Semi Detached
71500.0,Quarter,2015 Q2,J01000095,,,Terraced
72500.0,Quarter,2015 Q2,J01000095,,,Flat/Maisonette
110000.0,Quarter,2015 Q2,J01000096,,,All properties
204995.0,Quarter,2015 Q2,J01000096,,,Detached
124000.0,Quarter,2015 Q2,J01000096,,,Semi Detached
90000.0,Quarter,2015 Q2,J01000096,,,Terraced
80000.0,Quarter,2015 Q2,J01000096,,,Flat/Maisonette
237500.0,Quarter,2015 Q2,J01000097,,,All properties
355000.0,Quarter,2015 Q2,J01000097,,,Detached
224975.0,Quarter,2015 Q2,J01000097,,,Semi Detached
180000.0,Quarter,2015 Q2,J01000097,,,Terraced
128600.0,Quarter,2015 Q2,J01000097,,,Flat/Maisonette
125000.0,Quarter,2015 Q2,J01000098,,,All properties
193500.0,Quarter,2015 Q2,J01000098,,,Detached
126500.0,Quarter,2015 Q2,J01000098,,,Semi Detached
100000.0,Quarter,2015 Q2,J01000098,,,Terraced
120000.0,Quarter,2015 Q2,J01000098,,,Flat/Maisonette
160000.0,Quarter,2015 Q2,J01000099,,,All properties
250000.0,Quarter,2015 Q2,J01000099,,,Detached
182000.0,Quarter,2015 Q2,J01000099,,,Semi Detached
143000.0,Quarter,2015 Q2,J01000099,,,Terraced
110000.0,Quarter,2015 Q2,J01000099,,,Flat/Maisonette
139000.0,Quarter,2015 Q2,J01000100,,,All properties
205000.0,Quarter,2015 Q2,J01000100,,,Detached
125000.0,Quarter,2015 Q2,J01000100,,,Semi Detached
112500.0,Quarter,2015 Q2,J01000100,,,Terraced
66000.0,Quarter,2015 Q2,J01000100,,,Flat/Maisonette
135000.0,Quarter,2015 Q2,J01000101,,,All properties
240000.0,Quarter,2015 Q2,J01000101,,,Detached
133500.0,Quarter,2015 Q2,J01000101,,,Semi Detached
110000.0,Quarter,2015 Q2,J01000101,,,Terraced
84972.5,Quarter,2015 Q2,J01000101,,,Flat/Maisonette
125000.0,Quarter,2015 Q2,J01000102,,,All properties
271750.0,Quarter,2015 Q2,J01000102,,,Detached
148500.0,Quarter,2015 Q2,J01000102,,,Semi Detached
90000.0,Quarter,2015 Q2,J01000102,,,Terraced
86000.0,Quarter,2015 Q2,J01000102,,,Flat/Maisonette
145000.0,Quarter,2015 Q2,J01000103,,,All properties
245000.0,Quarter,2015 Q2,J01000103,,,Detached
142000.0,Quarter,2015 Q2,J01000103,,,Semi Detached
111000.0,Quarter,2015 Q2,J01000103,,,Terraced
95000.0,Quarter,2015 Q2,J01000103,,,Flat/Maisonette
290000.0,Quarter,2015 Q2,J01000104,,,All properties
572500.0,Quarter,2015 Q2,J01000104,,,Detached
370000.0,Quarter,2015 Q2,J01000104,,,Semi Detached
290000.0,Quarter,2015 Q2,J01000104,,,Terraced
205000.0,Quarter,2015 Q2,J01000104,,,Flat/Maisonette
118000.0,Quarter,2015 Q2,J01000105,,,All properties
199975.0,Quarter,2015 Q2,J01000105,,,Detached
120250.0,Quarter,2015 Q2,J01000105,,,Semi Detached
108000.0,Quarter,2015 Q2,J01000105,,,Terraced
44500.0,Quarter,2015 Q2,J01000105,,,Flat/Maisonette
165000.0,Quarter,2015 Q2,J01000106,,,All properties
237250.0,Quarter,2015 Q2,J01000106,,,Detached
173000.0,Quarter,2015 Q2,J01000106,,,Semi Detached
150000.0,Quarter,2015 Q2,J01000106,,,Terraced
115000.0,Quarter,2015 Q2,J01000106,,,Flat/Maisonette
115995.0,Quarter,2015 Q2,J01000107,,,All properties
195000.0,Quarter,2015 Q2,J01000107,,,Detached
122500.0,Quarter,2015 Q2,J01000107,,,Semi Detached
81000.0,Quarter,2015 Q2,J01000107,,,Terraced
65000.0,Quarter,2015 Q2,J01000107,,,Flat/Maisonette
329975.0,Quarter,2015 Q2,J01000108,,,All properties
630000.0,Quarter,2015 Q2,J01000108,,,Detached
358000.0,Quarter,2015 Q2,J01000108,,,Semi Detached
290000.0,Quarter,2015 Q2,J01000108,,,Terraced
226225.0,Quarter,2015 Q2,J01000108,,,Flat/Maisonette
130000.0,Quarter,2015 Q2,J01000109,,,All properties
213000.0,Quarter,2015 Q2,J01000109,,,Detached
127000.0,Quarter,2015 Q2,J01000109,,,Semi Detached
108250.0,Quarter,2015 Q2,J01000109,,,Terraced
75000.0,Quarter,2015 Q2,J01000109,,,Flat/Maisonette
176000.0,Quarter,2015 Q2,J01000110,,,All properties
265000.0,Quarter,2015 Q2,J01000110,,,Detached
175000.0,Quarter,2015 Q2,J01000110,,,Semi Detached
155000.0,Quarter,2015 Q2,J01000110,,,Terraced
125000.0,Quarter,2015 Q2,J01000110,,,Flat/Maisonette
240000.0,Quarter,2015 Q2,J01000111,,,All properties
370000.0,Quarter,2015 Q2,J01000111,,,Detached
268000.0,Quarter,2015 Q2,J01000111,,,Semi Detached
236000.0,Quarter,2015 Q2,J01000111,,,Terraced
160000.0,Quarter,2015 Q2,J01000111,,,Flat/Maisonette
191150.0,Quarter,2015 Q2,J01000112,,,All properties
275000.0,Quarter,2015 Q2,J01000112,,,Detached
199950.0,Quarter,2015 Q2,J01000112,,,Semi Detached
185000.0,Quarter,2015 Q2,J01000112,,,Terraced
149000.0,Quarter,2015 Q2,J01000112,,,Flat/Maisonette
