V4_0,Time_codelist,Time,Geography_codelist,Geography,Housing_codelist,Housing
6.624319419237749,Quarter,2015 Q2,J01000079,,,Flat/Maisonette
4.225352112676056,Quarter,2015 Q2,J01000080,,,Detached
19.840783833435395,Quarter,2015 Q2,J01000080,,,Semi Detached
26.393141457440294,Quarter,2015 Q2,J01000080,,,Terraced
49.540722596448255,Quarter,2015 Q2,J01000080,,,Flat/Maisonette
23.48401323042999,Quarter,2015 Q2,J01000081,,,Detached
56.560088202866595,Quarter,2015 Q2,J01000081,,,Semi Detached
16.64829106945976,Quarter,2015 Q2,J01000081,,,Terraced
3.307607497243661,Quarter,2015 Q2,J01000081,,,Flat/Maisonette
15.814648729446937,Quarter,2015 Q2,J01000082,,,Detached
35.82959641255605,Quarter,2015 Q2,J01000082,,,Semi Detached
34.469357249626306,Quarter,2015 Q2,J01000082,,,Terraced
13.886397608370702,Quarter,2015 Q2,J01000082,,,Flat/Maisonette
21.572871572871573,Quarter,2015 Q2,J01000083,,,Detached
32.106782106782106,Quarter,2015 Q2,J01000083,,,Semi Detached
30.519480519480517,Quarter,2015 Q2,J01000083,,,Terraced
15.800865800865802,Quarter,2015 Q2,J01000083,,,Flat/Maisonette
9.63345864661654,Quarter,2015 Q2,J01000084,,,Detached
18.656015037593985,Quarter,2015 Q2,J01000084,,,Semi Detached
29.605263157894733,Quarter,2015 Q2,J01000084,,,Terraced
42.10526315789473,Quarter,2015 Q2,J01000084,,,Flat/Maisonette
26.248612652608212,Quarter,2015 Q2,J01000085,,,Detached
38.40177580466148,Quarter,2015 Q2,J01000085,,,Semi Detached
15.316315205327413,Quarter,2015 Q2,J01000085,,,Terraced
20.033296337402888,Quarter,2015 Q2,J01000085,,,Flat/Maisonette
9.36374549819928,Quarter,2015 Q2,J01000086,,,Detached
39.13565426170468,Quarter,2015 Q2,J01000086,,,Semi Detached
34.93397358943577,Quarter,2015 Q2,J01000086,,,Terraced
16.56662665066026,Quarter,2015 Q2,J01000086,,,Flat/Maisonette
16.142857142857142,Quarter,2015 Q2,J01000087,,,Detached
21.5,Quarter,2015 Q2,J01000087,,,Semi Detached
24.904761904761905,Quarter,2015 Q2,J01000087,,,Terraced
37.452380952380956,Quarter,2015 Q2,J01000087,,,Flat/Maisonette
14.8859543817527,Quarter,2015 Q2,J01000088,,,Detached
28.061224489795915,Quarter,2015 Q2,J01000088,,,Semi Detached
21.45858343337335,Quarter,2015 Q2,J01000088,,,Terraced
35.59423769507803,Quarter,2015 Q2,J01000088,,,Flat/Maisonette
20.526671168129642,Quarter,2015 Q2,J01000089,,,Detached
50.303848750844026,Quarter,2015 Q2,J01000089,,,Semi Detached
8.23767724510466,Quarter,2015 Q2,J01000089,,,Terraced
20.931802835921676,Quarter,2015 Q2,J01000089,,,Flat/Maisonette
14.391599752933908,Quarter,2015 Q2,J01000090,,,Detached
19.703520691785055,Quarter,2015 Q2,J01000090,,,Semi Detached
30.883261272390367,Quarter,2015 Q2,J01000090,,,Terraced
35.02161828289067,Quarter,2015 Q2,J01000090,,,Flat/Maisonette
17.602283539486205,Quarter,2015 Q2,J01000091,,,Detached
38.24928639391056,Quarter,2015 Q2,J01000091,,,Semi Detached
38.15413891531874,Quarter,2015 Q2,J01000091,,,Terraced
5.99429115128449,Quarter,2015 Q2,J01000091,,,Flat/Maisonette
13.150492264416316,Quarter,2015 Q2,J01000092,,,Detached
15.471167369901547,Quarter,2015 Q2,J01000092,,,Semi Detached
49.57805907172996,Quarter,2015 Q2,J01000092,,,Terraced
21.80028129395218,Quarter,2015 Q2,J01000092,,,Flat/Maisonette
11.305822498586773,Quarter,2015 Q2,J01000093,,,Detached
42.45336348219333,Quarter,2015 Q2,J01000093,,,Semi Detached
34.765404183154324,Quarter,2015 Q2,J01000093,,,Terraced
11.475409836065573,Quarter,2015 Q2,J01000093,,,Flat/Maisonette
16.316793893129773,Quarter,2015 Q2,J01000094,,,Detached
48.95038167938932,Quarter,2015 Q2,J01000094,,,Semi Detached
31.01145038167939,Quarter,2015 Q2,J01000094,,,Terraced
3.7213740458015265,Quarter,2015 Q2,J01000094,,,Flat/Maisonette
19.587037568110123,Quarter,2015 Q2,J01000095,,,Detached
42.07054774878119,Quarter,2015 Q2,J01000095,,,Semi Detached
35.33123028391167,Quarter,2015 Q2,J01000095,,,Terraced
3.0111843991970177,Quarter,2015 Q2,J01000095,,,Flat/Maisonette
10.765687967760506,Quarter,2015 Q2,J01000096,,,Detached
41.62348877374784,Quarter,2015 Q2,J01000096,,,Semi Detached
39.43580886586068,Quarter,2015 Q2,J01000096,,,Terraced
8.175014392630974,Quarter,2015 Q2,J01000096,,,Flat/Maisonette
36.8044920877999,Quarter,2015 Q2,J01000097,,,Detached
31.240428790199083,Quarter,2015 Q2,J01000097,,,Semi Detached
13.578356304236856,Quarter,2015 Q2,J01000097,,,Terraced
18.376722817764165,Quarter,2015 Q2,J01000097,,,Flat/Maisonette
19.5536147501213,Quarter,2015 Q2,J01000098,,,Detached
30.470645317806888,Quarter,2015 Q2,J01000098,,,Semi Detached
36.923823386705486,Quarter,2015 Q2,J01000098,,,Terraced
13.051916545366327,Quarter,2015 Q2,J01000098,,,Flat/Maisonette
17.797383632491634,Quarter,2015 Q2,J01000099,,,Detached
21.75235777304533,Quarter,2015 Q2,J01000099,,,Semi Detached
45.299665348341954,Quarter,2015 Q2,J01000099,,,Terraced
15.150593246121083,Quarter,2015 Q2,J01000099,,,Flat/Maisonette
34.55702398433676,Quarter,2015 Q2,J01000100,,,Detached
32.20753793441018,Quarter,2015 Q2,J01000100,,,Semi Detached
27.802251590797844,Quarter,2015 Q2,J01000100,,,Terraced
5.4331864904552125,Quarter,2015 Q2,J01000100,,,Flat/Maisonette
26.119402985074625,Quarter,2015 Q2,J01000101,,,Detached
39.02985074626866,Quarter,2015 Q2,J01000101,,,Semi Detached
26.343283582089555,Quarter,2015 Q2,J01000101,,,Terraced
8.507462686567164,Quarter,2015 Q2,J01000101,,,Flat/Maisonette
27.027027027027028,Quarter,2015 Q2,J01000102,,,Detached
28.764478764478763,Quarter,2015 Q2,J01000102,,,Semi Detached
30.888030888030887,Quarter,2015 Q2,J01000102,,,Terraced
13.320463320463322,Quarter,2015 Q2,J01000102,,,Flat/Maisonette
24.762267021681247,Quarter,2015 Q2,J01000103,,,Detached
34.49980981361735,Quarter,2015 Q2,J01000103,,,Semi Detached
28.642069227843287,Quarter,2015 Q2,J01000103,,,Terraced
12.095853936858122,Quarter,2015 Q2,J01000103,,,Flat/Maisonette
11.315115286080275,Quarter,2015 Q2,J01000104,,,Detached
