V4_0,Time_codelist,Time,Geography_codelist,Geography,Gender_codelist,Gender,Life Measure_codelist,Life Measure
63.82036,Year,2013,E08000027,,,Female,,Healthy Life Expectancy
83.0691,Year,2013,E10000028,,,Female,,Life Expectancy
63.42035,Year,2013,E10000028,,,Female,,Healthy Life Expectancy
82.42218,Year,2013,E08000026,,,Female,,Life Expectancy
62.60027,Year,2013,E08000026,,,Female,,Healthy Life Expectancy
82.15615,Year,2013,E08000025,,,Female,,Life Expectancy
60.53278,Year,2013,E08000025,,,Female,,Healthy Life Expectancy
82.76362,Year,2013,E08000030,,,Female,,Life Expectancy
59.6537,Year,2013,E08000030,,,Female,,Healthy Life Expectancy
80.55585,Year,2013,E06000021,,,Female,,Life Expectancy
58.89978,Year,2013,E06000021,,,Female,,Healthy Life Expectancy
82.00288,Year,2013,E08000031,,,Female,,Life Expectancy
58.83949,Year,2013,E08000031,,,Female,,Healthy Life Expectancy
81.39568,Year,2013,E08000028,,,Female,,Life Expectancy
58.55645,Year,2013,E08000028,,,Female,,Healthy Life Expectancy
81.52217,Year,2013,E06000020,,,Female,,Life Expectancy
57.05519,Year,2013,E06000020,,,Female,,Healthy Life Expectancy
83.55763,Year,2013,E06000055,,,Female,,Life Expectancy
67.2287,Year,2013,E06000055,,,Female,,Healthy Life Expectancy
84.00401,Year,2013,E10000015,,,Female,,Life Expectancy
66.64931,Year,2013,E10000015,,,Female,,Healthy Life Expectancy
84.05961,Year,2013,E10000029,,,Female,,Life Expectancy
66.06007,Year,2013,E10000029,,,Female,,Healthy Life Expectancy
83.76729,Year,2013,E10000020,,,Female,,Life Expectancy
65.77237,Year,2013,E10000020,,,Female,,Healthy Life Expectancy
84.58779,Year,2013,E10000003,,,Female,,Life Expectancy
65.45038,Year,2013,E10000003,,,Female,,Healthy Life Expectancy
83.90599,Year,2013,E06000056,,,Female,,Life Expectancy
65.38909,Year,2013,E06000056,,,Female,,Healthy Life Expectancy
83.53547,Year,2013,E10000012,,,Female,,Life Expectancy
65.26471,Year,2013,E10000012,,,Female,,Healthy Life Expectancy
82.89645,Year,2013,E06000033,,,Female,,Life Expectancy
64.56566,Year,2013,E06000033,,,Female,,Healthy Life Expectancy
82.72275,Year,2013,E06000034,,,Female,,Life Expectancy
63.34587,Year,2013,E06000034,,,Female,,Healthy Life Expectancy
82.31509,Year,2013,E06000032,,,Female,,Life Expectancy
59.86035,Year,2013,E06000032,,,Female,,Healthy Life Expectancy
82.58861,Year,2013,E06000031,,,Female,,Life Expectancy
58.99567,Year,2013,E06000031,,,Female,,Healthy Life Expectancy
85.87967,Year,2013,E09000027,,,Female,,Life Expectancy
71.23376,Year,2013,E09000027,,,Female,,Healthy Life Expectancy
84.95526,Year,2013,E09000003,,,Female,,Life Expectancy
68.84461,Year,2013,E09000003,,,Female,,Healthy Life Expectancy
85.93608,Year,2013,E09000015,,,Female,,Life Expectancy
68.133,Year,2013,E09000015,,,Female,,Healthy Life Expectancy
86.15793,Year,2013,E09000020,,,Female,,Life Expectancy
67.91817,Year,2013,E09000020,,,Female,,Healthy Life Expectancy
84.92078,Year,2013,E09000006,,,Female,,Life Expectancy
67.63091,Year,2013,E09000006,,,Female,,Healthy Life Expectancy
84.32785,Year,2013,E09000004,,,Female,,Life Expectancy
66.91038,Year,2013,E09000004,,,Female,,Healthy Life Expectancy
85.98312,Year,2013,E09000007,,,Female,,Life Expectancy
66.6945,Year,2013,E09000007,,,Female,,Healthy Life Expectancy
84.48265,Year,2013,E09000021,,,Female,,Life Expectancy
66.67446,Year,2013,E09000021,,,Female,,Healthy Life Expectancy
84.0535,Year,2013,E09000029,,,Female,,Life Expectancy
66.58891,Year,2013,E09000029,,,Female,,Healthy Life Expectancy
83.84522,Year,2013,E09000016,,,Female,,Life Expectancy
65.83728,Year,2013,E09000016,,,Female,,Healthy Life Expectancy
84.07139,Year,2013,E09000024,,,Female,,Life Expectancy
65.1343,Year,2013,E09000024,,,Female,,Healthy Life Expectancy
83.69334,Year,2013,E09000017,,,Female,,Life Expectancy
64.66405,Year,2013,E09000017,,,Female,,Healthy Life Expectancy
82.96737,Year,2013,E09000023,,,Female,,Life Expectancy
64.30759,Year,2013,E09000023,,,Female,,Healthy Life Expectancy
82.81883,Year,2013,E09000011,,,Female,,Life Expectancy
64.25842,Year,2013,E09000011,,,Female,,Healthy Life Expectancy
83.45026,Year,2013,E09000013,,,Female,,Life Expectancy
63.91127,Year,2013,E09000013,,,Female,,Healthy Life Expectancy
83.44757,Year,2013,E09000018,,,Female,,Life Expectancy
63.75638,Year,2013,E09000018,,,Female,,Healthy Life Expectancy
83.25052,Year,2013,E09000032,,,Female,,Life Expectancy
63.65116,Year,2013,E09000032,,,Female,,Healthy Life Expectancy
84.88753,Year,2013,E09000005,,,Female,,Life Expectancy
63.49716,Year,2013,E09000005,,,Female,,Healthy Life Expectancy
85.8514,Year,2013,E09000033,,,Female,,Life Expectancy
63.37815,Year,2013,E09000033,,,Female,,Healthy Life Expectancy
84.21507,Year,2013,E09000026,,,Female,,Life Expectancy
63.03636,Year,2013,E09000026,,,Female,,Healthy Life Expectancy
84.33487,Year,2013,E09000010,,,Female,,Life Expectancy
62.71988,Year,2013,E09000010,,,Female,,Healthy Life Expectancy
83.4945,Year,2013,E09000008,,,Female,,Life Expectancy
62.26102,Year,2013,E09000008,,,Female,,Healthy Life Expectancy
83.48226,Year,2013,E09000022,,,Female,,Life Expectancy
61.71983,Year,2013,E09000022,,,Female,,Healthy Life Expectancy
84.29314,Year,2013,E09000009,,,Female,,Life Expectancy
61.30938,Year,2013,E09000009,,,Female,,Healthy Life Expectancy
83.80282,Year,2013,E09000028,,,Female,,Life Expectancy
60.5509,Year,2013,E09000028,,,Female,,Healthy Life Expectancy
84.65393,Year,2013,E09000014,,,Female,,Life Expectancy
59.61155,Year,2013,E09000014,,,Female,,Healthy Life Expectancy
83.70928,Year,2013,E09000031,,,Female,,Life Expectancy
59.09453,Year,2013,E09000031,,,Female,,Healthy Life Expectancy
83.42112,Year,2013,E09000019,,,Female,,Life Expectancy
58.73464,Year,2013,E09000019,,,Female,,Healthy Life Expectancy
82.5517,Year,2013,E09000025,,,Female,,Life Expectancy
57.72604,Year,2013,E09000025,,,Female,,Healthy Life Expectancy
83.19778,Year,2013,E09000012,,,Female,,Life Expectancy
57.46425,Year,2013,E09000012,,,Female,,Healthy Life Expectancy
82.64035,Year,2013,E09000030,,,Female,,Life Expectancy
57.10797,Year,2013,E09000030,,,Female,,Healthy Life Expectancy
82.36102,Year,2013,E09000002,,,Female,,Life Expectancy
55.50099,Year,2013,E09000002,,,Female,,Healthy Life Expectancy
84.69904,Year,2013,E06000040,,,Female,,Life Expectancy
71.19673,Year,2013,E06000040,,,Female,,Healthy Life Expectancy
84.70515,Year,2013,E06000041,,,Female,,Life Expectancy
69.92308,Year,2013,E06000041,,,Female,,Healthy Life Expectancy
84.5568,Year,2013,E10000030,,,Female,,Life Expectancy
69.49273,Year,2013,E10000030,,,Female,,Healthy Life Expectancy
84.1719,Year,2013,E06000037,,,Female,,Life Expectancy
69.26498,Year,2013,E06000037,,,Female,,Healthy Life Expectancy
84.91727,Year,2013,E10000002,,,Female,,Life Expectancy
69.13328,Year,2013,E10000002,,,Female,,Healthy Life Expectancy
84.11298,Year,2013,E10000032,,,Female,,Life Expectancy
67.78723,Year,2013,E10000032,,,Female,,Healthy Life Expectancy
83.61244,Year,2013,E10000016,,,Female,,Life Expectancy
66.35158,Year,2013,E10000016,,,Female,,Healthy Life Expectancy
84.21689,Year,2013,E10000014,,,Female,,Life Expectancy
66.2579,Year,2013,E10000014,,,Female,,Healthy Life Expectancy
82.59656,Year,2013,E06000042,,,Female,,Life Expectancy
66.10579,Year,2013,E06000042,,,Female,,Healthy Life Expectancy
84.19055,Year,2013,E06000036,,,Female,,Life Expectancy
66.03009,Year,2013,E06000036,,,Female,,Healthy Life Expectancy
82.96889,Year,2013,E06000038,,,Female,,Life Expectancy
66.00083,Year,2013,E06000038,,,Female,,Healthy Life Expectancy
83.87798,Year,2013,E10000011,,,Female,,Life Expectancy
65.55619,Year,2013,E10000011,,,Female,,Healthy Life Expectancy
83.9879,Year,2013,E10000025,,,Female,,Life Expectancy
65.42799,Year,2013,E10000025,,,Female,,Healthy Life Expectancy
83.09487,Year,2013,E06000043,,,Female,,Life Expectancy
64.40342,Year,2013,E06000043,,,Female,,Healthy Life Expectancy
82.71835,Year,2013,E06000045,,,Female,,Life Expectancy
63.49092,Year,2013,E06000045,,,Female,,Healthy Life Expectancy
83.37593,Year,2013,E06000046,,,Female,,Life Expectancy
63.48727,Year,2013,E06000046,,,Female,,Healthy Life Expectancy
82.20421,Year,2013,E06000044,,,Female,,Life Expectancy
63.44389,Year,2013,E06000044,,,Female,,Healthy Life Expectancy
82.48156,Year,2013,E06000035,,,Female,,Life Expectancy
60.96455,Year,2013,E06000035,,,Female,,Healthy Life Expectancy
82.49236,Year,2013,E06000039,,,Female,,Life Expectancy
58.98901,Year,2013,E06000039,,,Female,,Healthy Life Expectancy
84.49485,Year,2013,E06000022,,,Female,,Life Expectancy
68.52121,Year,2013,E06000022,,,Female,,Healthy Life Expectancy
84.19279,Year,2013,E10000027,,,Female,,Life Expectancy
68.09345,Year,2013,E10000027,,,Female,,Healthy Life Expectancy
84.22992,Year,2013,E10000008,,,Female,,Life Expectancy
67.65161,Year,2013,E10000008,,,Female,,Healthy Life Expectancy
84.46432,Year,2013,E06000025,,,Female,,Life Expectancy
66.80981,Year,2013,E06000025,,,Female,,Healthy Life Expectancy
83.83957,Year,2013,E10000013,,,Female,,Life Expectancy
66.77237,Year,2013,E10000013,,,Female,,Healthy Life Expectancy
83.87075,Year,2013,E06000054,,,Female,,Life Expectancy
66.69027,Year,2013,E06000054,,,Female,,Healthy Life Expectancy
84.04975,Year,2013,E06000029,,,Female,,Life Expectancy
66.56666,Year,2013,E06000029,,,Female,,Healthy Life Expectancy
85.04873,Year,2013,E10000009,,,Female,,Life Expectancy
65.20997,Year,2013,E10000009,,,Female,,Healthy Life Expectancy
83.4958,Year,2013,E06000052,,,Female,,Life Expectancy
64.09042,Year,2013,E06000052,,,Female,,Healthy Life Expectancy
82.76946,Year,2013,E06000027,,,Female,,Life Expectancy
63.99798,Year,2013,E06000027,,,Female,,Healthy Life Expectancy
82.99267,Year,2013,E06000028,,,Female,,Life Expectancy
63.85677,Year,2013,E06000028,,,Female,,Healthy Life Expectancy
82.7885,Year,2013,E06000030,,,Female,,Life Expectancy
62.79448,Year,2013,E06000030,,,Female,,Healthy Life Expectancy
82.80104,Year,2013,E06000023,,,Female,,Life Expectancy
62.60517,Year,2013,E06000023,,,Female,,Healthy Life Expectancy
83.41437,Year,2013,E06000024,,,Female,,Life Expectancy
62.55538,Year,2013,E06000024,,,Female,,Healthy Life Expectancy
82.37946,Year,2013,E06000026,,,Female,,Life Expectancy
59.40053,Year,2013,E06000026,,,Female,,Healthy Life Expectancy
