V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Earnings_codelist,Earnings,Gender_codelist,Gender,Industry_codelist,Industry,Provision_codelist,Provision
,x,71.0,Year,2016,K02000001,,,£100 - £200,,Male,,Real estate activities ,,Defined benefit
,x,60.0,Year,2016,K02000001,,,£100 - £200,,Male,,Real estate activities ,,Defined contribution
,x,52.0,Year,2016,K02000001,,,£100 - £200,,Male,,Real estate activities ,,Group personal pension
,-,0.0,Year,2016,K02000001,,,£100 - £200,,Male,,Real estate activities ,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,£100 - £200,,Male,,Real estate activities ,,Group stakeholder pension
,-,0.0,Year,2016,K02000001,,,£100 - £200,,Male,,Real estate activities ,,Unknown pension provision
7.0,,16.0,Year,2016,K02000001,,,£100 - £200,,Male,,Real estate activities ,,No pension provision
,x,51.0,Year,2016,K02000001,,,£200 - £300,,Male,,Real estate activities ,,Defined benefit
,x,26.0,Year,2016,K02000001,,,£200 - £300,,Male,,Real estate activities ,,Defined contribution
,x,33.0,Year,2016,K02000001,,,£200 - £300,,Male,,Real estate activities ,,Group personal pension
,x,,Year,2016,K02000001,,,£200 - £300,,Male,,Real estate activities ,,Group self-invested personal pension
,x,45.0,Year,2016,K02000001,,,£200 - £300,,Male,,Real estate activities ,,Group stakeholder pension
,x,73.0,Year,2016,K02000001,,,£200 - £300,,Male,,Real estate activities ,,Unknown pension provision
7.0,,16.0,Year,2016,K02000001,,,£200 - £300,,Male,,Real estate activities ,,No pension provision
5.0,,19.0,Year,2016,K02000001,,,£300 - £400,,Male,,Real estate activities ,,Defined benefit
6.0,,17.0,Year,2016,K02000001,,,£300 - £400,,Male,,Real estate activities ,,Defined contribution
,x,29.0,Year,2016,K02000001,,,£300 - £400,,Male,,Real estate activities ,,Group personal pension
,x,,Year,2016,K02000001,,,£300 - £400,,Male,,Real estate activities ,,Group self-invested personal pension
,x,34.0,Year,2016,K02000001,,,£300 - £400,,Male,,Real estate activities ,,Group stakeholder pension
,x,60.0,Year,2016,K02000001,,,£300 - £400,,Male,,Real estate activities ,,Unknown pension provision
11.0,,12.0,Year,2016,K02000001,,,£300 - £400,,Male,,Real estate activities ,,No pension provision
9.0,,14.0,Year,2016,K02000001,,,£400 - £500,,Male,,Real estate activities ,,Defined benefit
8.0,,15.0,Year,2016,K02000001,,,£400 - £500,,Male,,Real estate activities ,,Defined contribution
5.0,,19.0,Year,2016,K02000001,,,£400 - £500,,Male,,Real estate activities ,,Group personal pension
,x,71.0,Year,2016,K02000001,,,£400 - £500,,Male,,Real estate activities ,,Group self-invested personal pension
,x,33.0,Year,2016,K02000001,,,£400 - £500,,Male,,Real estate activities ,,Group stakeholder pension
,x,72.0,Year,2016,K02000001,,,£400 - £500,,Male,,Real estate activities ,,Unknown pension provision
11.0,,13.0,Year,2016,K02000001,,,£400 - £500,,Male,,Real estate activities ,,No pension provision
8.0,,15.0,Year,2016,K02000001,,,£500 - £600,,Male,,Real estate activities ,,Defined benefit
5.0,,18.0,Year,2016,K02000001,,,£500 - £600,,Male,,Real estate activities ,,Defined contribution
,x,26.0,Year,2016,K02000001,,,£500 - £600,,Male,,Real estate activities ,,Group personal pension
,x,50.0,Year,2016,K02000001,,,£500 - £600,,Male,,Real estate activities ,,Group self-invested personal pension
,x,34.0,Year,2016,K02000001,,,£500 - £600,,Male,,Real estate activities ,,Group stakeholder pension
,x,73.0,Year,2016,K02000001,,,£500 - £600,,Male,,Real estate activities ,,Unknown pension provision
8.0,,15.0,Year,2016,K02000001,,,£500 - £600,,Male,,Real estate activities ,,No pension provision
12.0,,13.0,Year,2016,K02000001,,,£600 and over,,Male,,Real estate activities ,,Defined benefit
17.0,,11.0,Year,2016,K02000001,,,£600 and over,,Male,,Real estate activities ,,Defined contribution
12.0,,13.0,Year,2016,K02000001,,,£600 and over,,Male,,Real estate activities ,,Group personal pension
,x,35.0,Year,2016,K02000001,,,£600 and over,,Male,,Real estate activities ,,Group self-invested personal pension
,x,24.0,Year,2016,K02000001,,,£600 and over,,Male,,Real estate activities ,,Group stakeholder pension
,x,45.0,Year,2016,K02000001,,,£600 and over,,Male,,Real estate activities ,,Unknown pension provision
18.0,,11.0,Year,2016,K02000001,,,£600 and over,,Male,,Real estate activities ,,No pension provision
72.0,,5.2,Year,2016,K02000001,,,"Professional, scientific and technical activities",,Male,,"Professional, scientific and technical activities ",,Defined benefit
179.0,,3.2,Year,2016,K02000001,,,"Professional, scientific and technical activities",,Male,,"Professional, scientific and technical activities ",,Defined contribution
294.0,,2.5,Year,2016,K02000001,,,"Professional, scientific and technical activities",,Male,,"Professional, scientific and technical activities ",,Group personal pension
16.0,,11.0,Year,2016,K02000001,,,"Professional, scientific and technical activities",,Male,,"Professional, scientific and technical activities ",,Group self-invested personal pension
52.0,,6.1,Year,2016,K02000001,,,"Professional, scientific and technical activities",,Male,,"Professional, scientific and technical activities ",,Group stakeholder pension
11.0,,14.0,Year,2016,K02000001,,,"Professional, scientific and technical activities",,Male,,"Professional, scientific and technical activities ",,Unknown pension provision
311.0,,2.5,Year,2016,K02000001,,,"Professional, scientific and technical activities",,Male,,"Professional, scientific and technical activities ",,No pension provision
,-,0.0,Year,2016,K02000001,,,Less than £100,,Male,,"Professional, scientific and technical activities ",,Defined benefit
,x,39.0,Year,2016,K02000001,,,Less than £100,,Male,,"Professional, scientific and technical activities ",,Defined contribution
,x,73.0,Year,2016,K02000001,,,Less than £100,,Male,,"Professional, scientific and technical activities ",,Group personal pension
,-,0.0,Year,2016,K02000001,,,Less than £100,,Male,,"Professional, scientific and technical activities ",,Group self-invested personal pension
,x,71.0,Year,2016,K02000001,,,Less than £100,,Male,,"Professional, scientific and technical activities ",,Group stakeholder pension
,-,0.0,Year,2016,K02000001,,,Less than £100,,Male,,"Professional, scientific and technical activities ",,Unknown pension provision
13.0,,11.0,Year,2016,K02000001,,,Less than £100,,Male,,"Professional, scientific and technical activities ",,No pension provision
,x,38.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Professional, scientific and technical activities ",,Defined benefit
,x,21.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Professional, scientific and technical activities ",,Defined contribution
,x,32.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Professional, scientific and technical activities ",,Group personal pension
,x,,Year,2016,K02000001,,,£100 - £200,,Male,,"Professional, scientific and technical activities ",,Group self-invested personal pension
,x,,Year,2016,K02000001,,,£100 - £200,,Male,,"Professional, scientific and technical activities ",,Group stakeholder pension
,x,71.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Professional, scientific and technical activities ",,Unknown pension provision
35.0,,7.3,Year,2016,K02000001,,,£100 - £200,,Male,,"Professional, scientific and technical activities ",,No pension provision
,x,39.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Professional, scientific and technical activities ",,Defined benefit
6.0,,17.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Professional, scientific and technical activities ",,Defined contribution
,x,22.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Professional, scientific and technical activities ",,Group personal pension
,x,58.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Professional, scientific and technical activities ",,Group self-invested personal pension
,x,42.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Professional, scientific and technical activities ",,Group stakeholder pension
,-,0.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Professional, scientific and technical activities ",,Unknown pension provision
32.0,,7.6,Year,2016,K02000001,,,£200 - £300,,Male,,"Professional, scientific and technical activities ",,No pension provision
,x,28.0,Year,2016,K02000001,,,£300 - £400,,Male,,"Professional, scientific and technical activities ",,Defined benefit
16.0,,10.0,Year,2016,K02000001,,,£300 - £400,,Male,,"Professional, scientific and technical activities ",,Defined contribution
19.0,,9.4,Year,2016,K02000001,,,£300 - £400,,Male,,"Professional, scientific and technical activities ",,Group personal pension
,x,58.0,Year,2016,K02000001,,,£300 - £400,,Male,,"Professional, scientific and technical activities ",,Group self-invested personal pension
5.0,,19.0,Year,2016,K02000001,,,£300 - £400,,Male,,"Professional, scientific and technical activities ",,Group stakeholder pension
,x,41.0,Year,2016,K02000001,,,£300 - £400,,Male,,"Professional, scientific and technical activities ",,Unknown pension provision
42.0,,6.8,Year,2016,K02000001,,,£300 - £400,,Male,,"Professional, scientific and technical activities ",,No pension provision
,x,21.0,Year,2016,K02000001,,,£400 - £500,,Male,,"Professional, scientific and technical activities ",,Defined benefit
20.0,,9.3,Year,2016,K02000001,,,£400 - £500,,Male,,"Professional, scientific and technical activities ",,Defined contribution
27.0,,8.2,Year,2016,K02000001,,,£400 - £500,,Male,,"Professional, scientific and technical activities ",,Group personal pension
,x,41.0,Year,2016,K02000001,,,£400 - £500,,Male,,"Professional, scientific and technical activities ",,Group self-invested personal pension
6.0,,18.0,Year,2016,K02000001,,,£400 - £500,,Male,,"Professional, scientific and technical activities ",,Group stakeholder pension
,x,46.0,Year,2016,K02000001,,,£400 - £500,,Male,,"Professional, scientific and technical activities ",,Unknown pension provision
43.0,,6.7,Year,2016,K02000001,,,£400 - £500,,Male,,"Professional, scientific and technical activities ",,No pension provision
11.0,,13.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Professional, scientific and technical activities ",,Defined benefit
20.0,,9.4,Year,2016,K02000001,,,£500 - £600,,Male,,"Professional, scientific and technical activities ",,Defined contribution
33.0,,7.7,Year,2016,K02000001,,,£500 - £600,,Male,,"Professional, scientific and technical activities ",,Group personal pension
,x,29.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Professional, scientific and technical activities ",,Group self-invested personal pension
7.0,,17.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Professional, scientific and technical activities ",,Group stakeholder pension
,x,42.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Professional, scientific and technical activities ",,Unknown pension provision
36.0,,7.3,Year,2016,K02000001,,,£500 - £600,,Male,,"Professional, scientific and technical activities ",,No pension provision
52.0,,6.2,Year,2016,K02000001,,,£600 and over,,Male,,"Professional, scientific and technical activities ",,Defined benefit
113.0,,4.2,Year,2016,K02000001,,,£600 and over,,Male,,"Professional, scientific and technical activities ",,Defined contribution
209.0,,3.1,Year,2016,K02000001,,,£600 and over,,Male,,"Professional, scientific and technical activities ",,Group personal pension
12.0,,13.0,Year,2016,K02000001,,,£600 and over,,Male,,"Professional, scientific and technical activities ",,Group self-invested personal pension
34.0,,7.8,Year,2016,K02000001,,,£600 and over,,Male,,"Professional, scientific and technical activities ",,Group stakeholder pension
7.0,,17.0,Year,2016,K02000001,,,£600 and over,,Male,,"Professional, scientific and technical activities ",,Unknown pension provision
110.0,,4.3,Year,2016,K02000001,,,£600 and over,,Male,,"Professional, scientific and technical activities ",,No pension provision
70.0,,4.8,Year,2016,K02000001,,,Administrative and support service activities,,Male,,Administrative and support service activities ,,Defined benefit
297.0,,2.2,Year,2016,K02000001,,,Administrative and support service activities,,Male,,Administrative and support service activities ,,Defined contribution
150.0,,3.3,Year,2016,K02000001,,,Administrative and support service activities,,Male,,Administrative and support service activities ,,Group personal pension
5.0,,19.0,Year,2016,K02000001,,,Administrative and support service activities,,Male,,Administrative and support service activities ,,Group self-invested personal pension
45.0,,6.1,Year,2016,K02000001,,,Administrative and support service activities,,Male,,Administrative and support service activities ,,Group stakeholder pension
21.0,,8.5,Year,2016,K02000001,,,Administrative and support service activities,,Male,,Administrative and support service activities ,,Unknown pension provision
443.0,,1.8,Year,2016,K02000001,,,Administrative and support service activities,,Male,,Administrative and support service activities ,,No pension provision
,x,45.0,Year,2016,K02000001,,,Less than £100,,Male,,Administrative and support service activities ,,Defined benefit
8.0,,13.0,Year,2016,K02000001,,,Less than £100,,Male,,Administrative and support service activities ,,Defined contribution
,x,24.0,Year,2016,K02000001,,,Less than £100,,Male,,Administrative and support service activities ,,Group personal pension
,-,0.0,Year,2016,K02000001,,,Less than £100,,Male,,Administrative and support service activities ,,Group self-invested personal pension
,x,58.0,Year,2016,K02000001,,,Less than £100,,Male,,Administrative and support service activities ,,Group stakeholder pension
,-,0.0,Year,2016,K02000001,,,Less than £100,,Male,,Administrative and support service activities ,,Unknown pension provision
53.0,,5.1,Year,2016,K02000001,,,Less than £100,,Male,,Administrative and support service activities ,,No pension provision
,x,22.0,Year,2016,K02000001,,,£100 - £200,,Male,,Administrative and support service activities ,,Defined benefit
18.0,,8.3,Year,2016,K02000001,,,£100 - £200,,Male,,Administrative and support service activities ,,Defined contribution
5.0,,17.0,Year,2016,K02000001,,,£100 - £200,,Male,,Administrative and support service activities ,,Group personal pension
,x,62.0,Year,2016,K02000001,,,£100 - £200,,Male,,Administrative and support service activities ,,Group self-invested personal pension
,x,34.0,Year,2016,K02000001,,,£100 - £200,,Male,,Administrative and support service activities ,,Group stakeholder pension
,x,31.0,Year,2016,K02000001,,,£100 - £200,,Male,,Administrative and support service activities ,,Unknown pension provision
67.0,,4.7,Year,2016,K02000001,,,£100 - £200,,Male,,Administrative and support service activities ,,No pension provision
8.0,,13.0,Year,2016,K02000001,,,£200 - £300,,Male,,Administrative and support service activities ,,Defined benefit
55.0,,4.7,Year,2016,K02000001,,,£200 - £300,,Male,,Administrative and support service activities ,,Defined contribution
10.0,,11.0,Year,2016,K02000001,,,£200 - £300,,Male,,Administrative and support service activities ,,Group personal pension
,x,59.0,Year,2016,K02000001,,,£200 - £300,,Male,,Administrative and support service activities ,,Group self-invested personal pension
3.0,,20.0,Year,2016,K02000001,,,£200 - £300,,Male,,Administrative and support service activities ,,Group stakeholder pension
4.0,,19.0,Year,2016,K02000001,,,£200 - £300,,Male,,Administrative and support service activities ,,Unknown pension provision
73.0,,4.4,Year,2016,K02000001,,,£200 - £300,,Male,,Administrative and support service activities ,,No pension provision
14.0,,10.0,Year,2016,K02000001,,,£300 - £400,,Male,,Administrative and support service activities ,,Defined benefit
67.0,,4.4,Year,2016,K02000001,,,£300 - £400,,Male,,Administrative and support service activities ,,Defined contribution
26.0,,7.4,Year,2016,K02000001,,,£300 - £400,,Male,,Administrative and support service activities ,,Group personal pension
,x,36.0,Year,2016,K02000001,,,£300 - £400,,Male,,Administrative and support service activities ,,Group self-invested personal pension
7.0,,14.0,Year,2016,K02000001,,,£300 - £400,,Male,,Administrative and support service activities ,,Group stakeholder pension
4.0,,17.0,Year,2016,K02000001,,,£300 - £400,,Male,,Administrative and support service activities ,,Unknown pension provision
88.0,,4.2,Year,2016,K02000001,,,£300 - £400,,Male,,Administrative and support service activities ,,No pension provision
15.0,,10.0,Year,2016,K02000001,,,£400 - £500,,Male,,Administrative and support service activities ,,Defined benefit
48.0,,5.5,Year,2016,K02000001,,,£400 - £500,,Male,,Administrative and support service activities ,,Defined contribution
22.0,,8.4,Year,2016,K02000001,,,£400 - £500,,Male,,Administrative and support service activities ,,Group personal pension
,x,51.0,Year,2016,K02000001,,,£400 - £500,,Male,,Administrative and support service activities ,,Group self-invested personal pension
9.0,,13.0,Year,2016,K02000001,,,£400 - £500,,Male,,Administrative and support service activities ,,Group stakeholder pension
4.0,,20.0,Year,2016,K02000001,,,£400 - £500,,Male,,Administrative and support service activities ,,Unknown pension provision
59.0,,5.3,Year,2016,K02000001,,,£400 - £500,,Male,,Administrative and support service activities ,,No pension provision
9.0,,14.0,Year,2016,K02000001,,,£500 - £600,,Male,,Administrative and support service activities ,,Defined benefit
34.0,,6.8,Year,2016,K02000001,,,£500 - £600,,Male,,Administrative and support service activities ,,Defined contribution
22.0,,8.9,Year,2016,K02000001,,,£500 - £600,,Male,,Administrative and support service activities ,,Group personal pension
,x,71.0,Year,2016,K02000001,,,£500 - £600,,Male,,Administrative and support service activities ,,Group self-invested personal pension
5.0,,18.0,Year,2016,K02000001,,,£500 - £600,,Male,,Administrative and support service activities ,,Group stakeholder pension
,x,34.0,Year,2016,K02000001,,,£500 - £600,,Male,,Administrative and support service activities ,,Unknown pension provision
37.0,,6.9,Year,2016,K02000001,,,£500 - £600,,Male,,Administrative and support service activities ,,No pension provision
21.0,,9.6,Year,2016,K02000001,,,£600 and over,,Male,,Administrative and support service activities ,,Defined benefit
66.0,,5.2,Year,2016,K02000001,,,£600 and over,,Male,,Administrative and support service activities ,,Defined contribution
63.0,,5.6,Year,2016,K02000001,,,£600 and over,,Male,,Administrative and support service activities ,,Group personal pension
,x,34.0,Year,2016,K02000001,,,£600 and over,,Male,,Administrative and support service activities ,,Group self-invested personal pension
18.0,,10.0,Year,2016,K02000001,,,£600 and over,,Male,,Administrative and support service activities ,,Group stakeholder pension
6.0,,18.0,Year,2016,K02000001,,,£600 and over,,Male,,Administrative and support service activities ,,Unknown pension provision
68.0,,5.3,Year,2016,K02000001,,,£600 and over,,Male,,Administrative and support service activities ,,No pension provision
584.0,,1.6,Year,2016,K02000001,,,Public administration and defence; compulsory social security,,Male,,Public administration and defence; compulsory social security ,,Defined benefit
6.0,,16.0,Year,2016,K02000001,,,Public administration and defence; compulsory social security,,Male,,Public administration and defence; compulsory social security ,,Defined contribution
40.0,,6.0,Year,2016,K02000001,,,Public administration and defence; compulsory social security,,Male,,Public administration and defence; compulsory social security ,,Group personal pension
,x,,Year,2016,K02000001,,,Public administration and defence; compulsory social security,,Male,,Public administration and defence; compulsory social security ,,Group self-invested personal pension
,x,29.0,Year,2016,K02000001,,,Public administration and defence; compulsory social security,,Male,,Public administration and defence; compulsory social security ,,Group stakeholder pension
,x,30.0,Year,2016,K02000001,,,Public administration and defence; compulsory social security,,Male,,Public administration and defence; compulsory social security ,,Unknown pension provision
47.0,,6.1,Year,2016,K02000001,,,Public administration and defence; compulsory social security,,Male,,Public administration and defence; compulsory social security ,,No pension provision
,x,27.0,Year,2016,K02000001,,,Less than £100,,Male,,Public administration and defence; compulsory social security ,,Defined benefit
,-,0.0,Year,2016,K02000001,,,Less than £100,,Male,,Public administration and defence; compulsory social security ,,Defined contribution
,-,0.0,Year,2016,K02000001,,,Less than £100,,Male,,Public administration and defence; compulsory social security ,,Group personal pension
,-,0.0,Year,2016,K02000001,,,Less than £100,,Male,,Public administration and defence; compulsory social security ,,Group self-invested personal pension
,x,73.0,Year,2016,K02000001,,,Less than £100,,Male,,Public administration and defence; compulsory social security ,,Group stakeholder pension
,-,0.0,Year,2016,K02000001,,,Less than £100,,Male,,Public administration and defence; compulsory social security ,,Unknown pension provision
5.0,,19.0,Year,2016,K02000001,,,Less than £100,,Male,,Public administration and defence; compulsory social security ,,No pension provision
5.0,,17.0,Year,2016,K02000001,,,£100 - £200,,Male,,Public administration and defence; compulsory social security ,,Defined benefit
,-,0.0,Year,2016,K02000001,,,£100 - £200,,Male,,Public administration and defence; compulsory social security ,,Defined contribution
,-,0.0,Year,2016,K02000001,,,£100 - £200,,Male,,Public administration and defence; compulsory social security ,,Group personal pension
,-,0.0,Year,2016,K02000001,,,£100 - £200,,Male,,Public administration and defence; compulsory social security ,,Group self-invested personal pension
,x,73.0,Year,2016,K02000001,,,£100 - £200,,Male,,Public administration and defence; compulsory social security ,,Group stakeholder pension
,-,0.0,Year,2016,K02000001,,,£100 - £200,,Male,,Public administration and defence; compulsory social security ,,Unknown pension provision
4.0,,20.0,Year,2016,K02000001,,,£100 - £200,,Male,,Public administration and defence; compulsory social security ,,No pension provision
14.0,,10.0,Year,2016,K02000001,,,£200 - £300,,Male,,Public administration and defence; compulsory social security ,,Defined benefit
,x,71.0,Year,2016,K02000001,,,£200 - £300,,Male,,Public administration and defence; compulsory social security ,,Defined contribution
,x,50.0,Year,2016,K02000001,,,£200 - £300,,Male,,Public administration and defence; compulsory social security ,,Group personal pension
,-,0.0,Year,2016,K02000001,,,£200 - £300,,Male,,Public administration and defence; compulsory social security ,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,£200 - £300,,Male,,Public administration and defence; compulsory social security ,,Group stakeholder pension
,-,0.0,Year,2016,K02000001,,,£200 - £300,,Male,,Public administration and defence; compulsory social security ,,Unknown pension provision
,x,23.0,Year,2016,K02000001,,,£200 - £300,,Male,,Public administration and defence; compulsory social security ,,No pension provision
60.0,,4.7,Year,2016,K02000001,,,£300 - £400,,Male,,Public administration and defence; compulsory social security ,,Defined benefit
,x,31.0,Year,2016,K02000001,,,£300 - £400,,Male,,Public administration and defence; compulsory social security ,,Defined contribution
4.0,,18.0,Year,2016,K02000001,,,£300 - £400,,Male,,Public administration and defence; compulsory social security ,,Group personal pension
,x,,Year,2016,K02000001,,,£300 - £400,,Male,,Public administration and defence; compulsory social security ,,Group self-invested personal pension
,x,71.0,Year,2016,K02000001,,,£300 - £400,,Male,,Public administration and defence; compulsory social security ,,Group stakeholder pension
,x,72.0,Year,2016,K02000001,,,£300 - £400,,Male,,Public administration and defence; compulsory social security ,,Unknown pension provision
7.0,,15.0,Year,2016,K02000001,,,£300 - £400,,Male,,Public administration and defence; compulsory social security ,,No pension provision
69.0,,4.6,Year,2016,K02000001,,,£400 - £500,,Male,,Public administration and defence; compulsory social security ,,Defined benefit
,x,42.0,Year,2016,K02000001,,,£400 - £500,,Male,,Public administration and defence; compulsory social security ,,Defined contribution
9.0,,12.0,Year,2016,K02000001,,,£400 - £500,,Male,,Public administration and defence; compulsory social security ,,Group personal pension
,-,0.0,Year,2016,K02000001,,,£400 - £500,,Male,,Public administration and defence; compulsory social security ,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,£400 - £500,,Male,,Public administration and defence; compulsory social security ,,Group stakeholder pension
,x,58.0,Year,2016,K02000001,,,£400 - £500,,Male,,Public administration and defence; compulsory social security ,,Unknown pension provision
7.0,,16.0,Year,2016,K02000001,,,£400 - £500,,Male,,Public administration and defence; compulsory social security ,,No pension provision
93.0,,4.1,Year,2016,K02000001,,,£500 - £600,,Male,,Public administration and defence; compulsory social security ,,Defined benefit
,x,39.0,Year,2016,K02000001,,,£500 - £600,,Male,,Public administration and defence; compulsory social security ,,Defined contribution
10.0,,12.0,Year,2016,K02000001,,,£500 - £600,,Male,,Public administration and defence; compulsory social security ,,Group personal pension
,-,0.0,Year,2016,K02000001,,,£500 - £600,,Male,,Public administration and defence; compulsory social security ,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,£500 - £600,,Male,,Public administration and defence; compulsory social security ,,Group stakeholder pension
,x,71.0,Year,2016,K02000001,,,£500 - £600,,Male,,Public administration and defence; compulsory social security ,,Unknown pension provision
5.0,,19.0,Year,2016,K02000001,,,£500 - £600,,Male,,Public administration and defence; compulsory social security ,,No pension provision
340.0,,2.2,Year,2016,K02000001,,,£600 and over,,Male,,Public administration and defence; compulsory social security ,,Defined benefit
,x,25.0,Year,2016,K02000001,,,£600 and over,,Male,,Public administration and defence; compulsory social security ,,Defined contribution
17.0,,9.7,Year,2016,K02000001,,,£600 and over,,Male,,Public administration and defence; compulsory social security ,,Group personal pension
,-,0.0,Year,2016,K02000001,,,£600 and over,,Male,,Public administration and defence; compulsory social security ,,Group self-invested personal pension
,x,46.0,Year,2016,K02000001,,,£600 and over,,Male,,Public administration and defence; compulsory social security ,,Group stakeholder pension
,x,50.0,Year,2016,K02000001,,,£600 and over,,Male,,Public administration and defence; compulsory social security ,,Unknown pension provision
16.0,,11.0,Year,2016,K02000001,,,£600 and over,,Male,,Public administration and defence; compulsory social security ,,No pension provision
897.0,,1.3,Year,2016,K02000001,,,Education,,Male,,Education ,,Defined benefit
47.0,,6.2,Year,2016,K02000001,,,Education,,Male,,Education ,,Defined contribution
52.0,,6.0,Year,2016,K02000001,,,Education,,Male,,Education ,,Group personal pension
,x,51.0,Year,2016,K02000001,,,Education,,Male,,Education ,,Group self-invested personal pension
13.0,,12.0,Year,2016,K02000001,,,Education,,Male,,Education ,,Group stakeholder pension
8.0,,16.0,Year,2016,K02000001,,,Education,,Male,,Education ,,Unknown pension provision
199.0,,3.0,Year,2016,K02000001,,,Education,,Male,,Education ,,No pension provision
17.0,,9.6,Year,2016,K02000001,,,Less than £100,,Male,,Education ,,Defined benefit
,x,33.0,Year,2016,K02000001,,,Less than £100,,Male,,Education ,,Defined contribution
,x,45.0,Year,2016,K02000001,,,Less than £100,,Male,,Education ,,Group personal pension
,-,0.0,Year,2016,K02000001,,,Less than £100,,Male,,Education ,,Group self-invested personal pension
,x,72.0,Year,2016,K02000001,,,Less than £100,,Male,,Education ,,Group stakeholder pension
,x,,Year,2016,K02000001,,,Less than £100,,Male,,Education ,,Unknown pension provision
43.0,,6.3,Year,2016,K02000001,,,Less than £100,,Male,,Education ,,No pension provision
27.0,,7.8,Year,2016,K02000001,,,£100 - £200,,Male,,Education ,,Defined benefit
,x,23.0,Year,2016,K02000001,,,£100 - £200,,Male,,Education ,,Defined contribution
,x,30.0,Year,2016,K02000001,,,£100 - £200,,Male,,Education ,,Group personal pension
,x,,Year,2016,K02000001,,,£100 - £200,,Male,,Education ,,Group self-invested personal pension
,x,53.0,Year,2016,K02000001,,,£100 - £200,,Male,,Education ,,Group stakeholder pension
,x,,Year,2016,K02000001,,,£100 - £200,,Male,,Education ,,Unknown pension provision
27.0,,7.8,Year,2016,K02000001,,,£100 - £200,,Male,,Education ,,No pension provision
40.0,,6.1,Year,2016,K02000001,,,£200 - £300,,Male,,Education ,,Defined benefit
4.0,,20.0,Year,2016,K02000001,,,£200 - £300,,Male,,Education ,,Defined contribution
,x,23.0,Year,2016,K02000001,,,£200 - £300,,Male,,Education ,,Group personal pension
,-,0.0,Year,2016,K02000001,,,£200 - £300,,Male,,Education ,,Group self-invested personal pension
,x,31.0,Year,2016,K02000001,,,£200 - £300,,Male,,Education ,,Group stakeholder pension
,x,52.0,Year,2016,K02000001,,,£200 - £300,,Male,,Education ,,Unknown pension provision
21.0,,8.8,Year,2016,K02000001,,,£200 - £300,,Male,,Education ,,No pension provision
94.0,,4.0,Year,2016,K02000001,,,£300 - £400,,Male,,Education ,,Defined benefit
9.0,,14.0,Year,2016,K02000001,,,£300 - £400,,Male,,Education ,,Defined contribution
9.0,,14.0,Year,2016,K02000001,,,£300 - £400,,Male,,Education ,,Group personal pension
,-,0.0,Year,2016,K02000001,,,£300 - £400,,Male,,Education ,,Group self-invested personal pension
,x,26.0,Year,2016,K02000001,,,£300 - £400,,Male,,Education ,,Group stakeholder pension
,x,46.0,Year,2016,K02000001,,,£300 - £400,,Male,,Education ,,Unknown pension provision
27.0,,7.9,Year,2016,K02000001,,,£300 - £400,,Male,,Education ,,No pension provision
125.0,,3.7,Year,2016,K02000001,,,£400 - £500,,Male,,Education ,,Defined benefit
11.0,,13.0,Year,2016,K02000001,,,£400 - £500,,Male,,Education ,,Defined contribution
9.0,,14.0,Year,2016,K02000001,,,£400 - £500,,Male,,Education ,,Group personal pension
,-,0.0,Year,2016,K02000001,,,£400 - £500,,Male,,Education ,,Group self-invested personal pension
,x,30.0,Year,2016,K02000001,,,£400 - £500,,Male,,Education ,,Group stakeholder pension
,x,43.0,Year,2016,K02000001,,,£400 - £500,,Male,,Education ,,Unknown pension provision
22.0,,8.8,Year,2016,K02000001,,,£400 - £500,,Male,,Education ,,No pension provision
108.0,,4.1,Year,2016,K02000001,,,£500 - £600,,Male,,Education ,,Defined benefit
7.0,,17.0,Year,2016,K02000001,,,£500 - £600,,Male,,Education ,,Defined contribution
7.0,,17.0,Year,2016,K02000001,,,£500 - £600,,Male,,Education ,,Group personal pension
,-,0.0,Year,2016,K02000001,,,£500 - £600,,Male,,Education ,,Group self-invested personal pension
,x,71.0,Year,2016,K02000001,,,£500 - £600,,Male,,Education ,,Group stakeholder pension
,x,41.0,Year,2016,K02000001,,,£500 - £600,,Male,,Education ,,Unknown pension provision
20.0,,9.9,Year,2016,K02000001,,,£500 - £600,,Male,,Education ,,No pension provision
487.0,,1.9,Year,2016,K02000001,,,£600 and over,,Male,,Education ,,Defined benefit
12.0,,13.0,Year,2016,K02000001,,,£600 and over,,Male,,Education ,,Defined contribution
