V4_0,Time_codelist,Time,Geography_codelist,Geography,Split_codelist,Split,Industry_codelist,Industry
4,Quarter,2014 Q1,K03000001,,T,,9,
3,Quarter,2014 Q2,K03000001,,T,,9,
4,Quarter,2014 Q3,K03000001,,T,,9,
4,Quarter,2014 Q4,K03000001,,T,,9,
8,Quarter,2015 Q1,K03000001,,T,,9,
7,Quarter,2015 Q2,K03000001,,T,,9,
5,Quarter,2015 Q3,K03000001,,T,,9,
3,Quarter,2015 Q4,K03000001,,T,,9,
5,Quarter,2016 Q1,K03000001,,T,,9,
2,Quarter,2016 Q2,K03000001,,T,,9,
3,Quarter,2016 Q3,K03000001,,T,,9,
5,Quarter,2016 Q4,K03000001,,T,,9,
4,Quarter,2017 Q1,K03000001,,T,,9,
6,Quarter,2017 Q2,K03000001,,T,,9,
11,Quarter,1996 Q1,K03000001,,T,,10,
10,Quarter,1996 Q2,K03000001,,T,,10,
11,Quarter,1996 Q3,K03000001,,T,,10,
13,Quarter,1996 Q4,K03000001,,T,,10,
11,Quarter,1997 Q1,K03000001,,T,,10,
13,Quarter,1997 Q2,K03000001,,T,,10,
14,Quarter,1997 Q3,K03000001,,T,,10,
14,Quarter,1997 Q4,K03000001,,T,,10,
10,Quarter,1998 Q1,K03000001,,T,,10,
11,Quarter,1998 Q2,K03000001,,T,,10,
11,Quarter,1998 Q3,K03000001,,T,,10,
8,Quarter,1998 Q4,K03000001,,T,,10,
6,Quarter,1999 Q1,K03000001,,T,,10,
7,Quarter,1999 Q2,K03000001,,T,,10,
8,Quarter,1999 Q3,K03000001,,T,,10,
9,Quarter,1999 Q4,K03000001,,T,,10,
7,Quarter,2000 Q1,K03000001,,T,,10,
6,Quarter,2000 Q2,K03000001,,T,,10,
6,Quarter,2000 Q3,K03000001,,T,,10,
6,Quarter,2000 Q4,K03000001,,T,,10,
6,Quarter,2001 Q1,K03000001,,T,,10,
9,Quarter,2001 Q2,K03000001,,T,,10,
8,Quarter,2001 Q3,K03000001,,T,,10,
8,Quarter,2001 Q4,K03000001,,T,,10,
6,Quarter,2002 Q1,K03000001,,T,,10,
8,Quarter,2002 Q2,K03000001,,T,,10,
7,Quarter,2002 Q3,K03000001,,T,,10,
7,Quarter,2002 Q4,K03000001,,T,,10,
7,Quarter,2003 Q1,K03000001,,T,,10,
5,Quarter,2003 Q2,K03000001,,T,,10,
4,Quarter,2003 Q3,K03000001,,T,,10,
5,Quarter,2003 Q4,K03000001,,T,,10,
8,Quarter,2004 Q1,K03000001,,T,,10,
8,Quarter,2004 Q2,K03000001,,T,,10,
9,Quarter,2004 Q3,K03000001,,T,,10,
10,Quarter,2004 Q4,K03000001,,T,,10,
8,Quarter,2005 Q1,K03000001,,T,,10,
6,Quarter,2005 Q2,K03000001,,T,,10,
8,Quarter,2005 Q3,K03000001,,T,,10,
11,Quarter,2005 Q4,K03000001,,T,,10,
11,Quarter,2006 Q1,K03000001,,T,,10,
9,Quarter,2006 Q2,K03000001,,T,,10,
13,Quarter,2006 Q3,K03000001,,T,,10,
14,Quarter,2006 Q4,K03000001,,T,,10,
13,Quarter,2007 Q1,K03000001,,T,,10,
11,Quarter,2007 Q2,K03000001,,T,,10,
13,Quarter,2007 Q3,K03000001,,T,,10,
12,Quarter,2007 Q4,K03000001,,T,,10,
13,Quarter,2008 Q1,K03000001,,T,,10,
12,Quarter,2008 Q2,K03000001,,T,,10,
12,Quarter,2008 Q3,K03000001,,T,,10,
16,Quarter,2008 Q4,K03000001,,T,,10,
12,Quarter,2009 Q1,K03000001,,T,,10,
12,Quarter,2009 Q2,K03000001,,T,,10,
10,Quarter,2009 Q3,K03000001,,T,,10,
6,Quarter,2009 Q4,K03000001,,T,,10,
7,Quarter,2010 Q1,K03000001,,T,,10,
8,Quarter,2010 Q2,K03000001,,T,,10,
9,Quarter,2010 Q3,K03000001,,T,,10,
5,Quarter,2010 Q4,K03000001,,T,,10,
5,Quarter,2011 Q1,K03000001,,T,,10,
6,Quarter,2011 Q2,K03000001,,T,,10,
8,Quarter,2011 Q3,K03000001,,T,,10,
10,Quarter,2011 Q4,K03000001,,T,,10,
10,Quarter,2012 Q1,K03000001,,T,,10,
12,Quarter,2012 Q2,K03000001,,T,,10,
15,Quarter,2012 Q3,K03000001,,T,,10,
12,Quarter,2012 Q4,K03000001,,T,,10,
14,Quarter,2013 Q1,K03000001,,T,,10,
13,Quarter,2013 Q2,K03000001,,T,,10,
12,Quarter,2013 Q3,K03000001,,T,,10,
8,Quarter,2013 Q4,K03000001,,T,,10,
9,Quarter,2014 Q1,K03000001,,T,,10,
10,Quarter,2014 Q2,K03000001,,T,,10,
14,Quarter,2014 Q3,K03000001,,T,,10,
18,Quarter,2014 Q4,K03000001,,T,,10,
18,Quarter,2015 Q1,K03000001,,T,,10,
18,Quarter,2015 Q2,K03000001,,T,,10,
15,Quarter,2015 Q3,K03000001,,T,,10,
14,Quarter,2015 Q4,K03000001,,T,,10,
12,Quarter,2016 Q1,K03000001,,T,,10,
17,Quarter,2016 Q2,K03000001,,T,,10,
14,Quarter,2016 Q3,K03000001,,T,,10,
15,Quarter,2016 Q4,K03000001,,T,,10,
17,Quarter,2017 Q1,K03000001,,T,,10,
21,Quarter,2017 Q2,K03000001,,T,,10,
3,Quarter,1996 Q1,K03000001,,T,,11-Dec,
2,Quarter,1996 Q2,K03000001,,T,,11-Dec,
1,Quarter,1996 Q3,K03000001,,T,,11-Dec,
1,Quarter,1996 Q4,K03000001,,T,,11-Dec,
3,Quarter,1997 Q1,K03000001,,T,,11-Dec,
2,Quarter,1997 Q2,K03000001,,T,,11-Dec,
2,Quarter,1997 Q3,K03000001,,T,,11-Dec,
1,Quarter,1997 Q4,K03000001,,T,,11-Dec,
0,Quarter,1998 Q1,K03000001,,T,,11-Dec,
0,Quarter,1998 Q2,K03000001,,T,,11-Dec,
0,Quarter,1998 Q3,K03000001,,T,,11-Dec,
0,Quarter,1998 Q4,K03000001,,T,,11-Dec,
0,Quarter,1999 Q1,K03000001,,T,,11-Dec,
0,Quarter,1999 Q2,K03000001,,T,,11-Dec,
1,Quarter,1999 Q3,K03000001,,T,,11-Dec,
1,Quarter,1999 Q4,K03000001,,T,,11-Dec,
1,Quarter,2000 Q1,K03000001,,T,,11-Dec,
1,Quarter,2000 Q2,K03000001,,T,,11-Dec,
1,Quarter,2000 Q3,K03000001,,T,,11-Dec,
1,Quarter,2000 Q4,K03000001,,T,,11-Dec,
1,Quarter,2001 Q1,K03000001,,T,,11-Dec,
0,Quarter,2001 Q2,K03000001,,T,,11-Dec,
0,Quarter,2001 Q3,K03000001,,T,,11-Dec,
0,Quarter,2001 Q4,K03000001,,T,,11-Dec,
0,Quarter,2002 Q1,K03000001,,T,,11-Dec,
1,Quarter,2002 Q2,K03000001,,T,,11-Dec,
0,Quarter,2002 Q3,K03000001,,T,,11-Dec,
1,Quarter,2002 Q4,K03000001,,T,,11-Dec,
0,Quarter,2003 Q1,K03000001,,T,,11-Dec,
0,Quarter,2003 Q2,K03000001,,T,,11-Dec,
0,Quarter,2003 Q3,K03000001,,T,,11-Dec,
1,Quarter,2003 Q4,K03000001,,T,,11-Dec,
0,Quarter,2004 Q1,K03000001,,T,,11-Dec,
1,Quarter,2004 Q2,K03000001,,T,,11-Dec,
0,Quarter,2004 Q3,K03000001,,T,,11-Dec,
1,Quarter,2004 Q4,K03000001,,T,,11-Dec,
0,Quarter,2005 Q1,K03000001,,T,,11-Dec,
2,Quarter,2005 Q2,K03000001,,T,,11-Dec,
1,Quarter,2005 Q3,K03000001,,T,,11-Dec,
1,Quarter,2005 Q4,K03000001,,T,,11-Dec,
0,Quarter,2006 Q1,K03000001,,T,,11-Dec,
0,Quarter,2006 Q2,K03000001,,T,,11-Dec,
0,Quarter,2006 Q3,K03000001,,T,,11-Dec,
2,Quarter,2006 Q4,K03000001,,T,,11-Dec,
1,Quarter,2007 Q1,K03000001,,T,,11-Dec,
2,Quarter,2007 Q2,K03000001,,T,,11-Dec,
1,Quarter,2007 Q3,K03000001,,T,,11-Dec,
2,Quarter,2007 Q4,K03000001,,T,,11-Dec,
1,Quarter,2008 Q1,K03000001,,T,,11-Dec,
1,Quarter,2008 Q2,K03000001,,T,,11-Dec,
1,Quarter,2008 Q3,K03000001,,T,,11-Dec,
1,Quarter,2008 Q4,K03000001,,T,,11-Dec,
0,Quarter,2009 Q1,K03000001,,T,,11-Dec,
0,Quarter,2009 Q2,K03000001,,T,,11-Dec,
1,Quarter,2009 Q3,K03000001,,T,,11-Dec,
1,Quarter,2009 Q4,K03000001,,T,,11-Dec,
1,Quarter,2010 Q1,K03000001,,T,,11-Dec,
1,Quarter,2010 Q2,K03000001,,T,,11-Dec,
2,Quarter,2010 Q3,K03000001,,T,,11-Dec,
1,Quarter,2010 Q4,K03000001,,T,,11-Dec,
1,Quarter,2011 Q1,K03000001,,T,,11-Dec,
0,Quarter,2011 Q2,K03000001,,T,,11-Dec,
1,Quarter,2011 Q3,K03000001,,T,,11-Dec,
1,Quarter,2011 Q4,K03000001,,T,,11-Dec,
1,Quarter,2012 Q1,K03000001,,T,,11-Dec,
1,Quarter,2012 Q2,K03000001,,T,,11-Dec,
1,Quarter,2012 Q3,K03000001,,T,,11-Dec,
1,Quarter,2012 Q4,K03000001,,T,,11-Dec,
1,Quarter,2013 Q1,K03000001,,T,,11-Dec,
1,Quarter,2013 Q2,K03000001,,T,,11-Dec,
0,Quarter,2013 Q3,K03000001,,T,,11-Dec,
0,Quarter,2013 Q4,K03000001,,T,,11-Dec,
0,Quarter,2014 Q1,K03000001,,T,,11-Dec,
1,Quarter,2014 Q2,K03000001,,T,,11-Dec,
1,Quarter,2014 Q3,K03000001,,T,,11-Dec,
1,Quarter,2014 Q4,K03000001,,T,,11-Dec,
1,Quarter,2015 Q1,K03000001,,T,,11-Dec,
1,Quarter,2015 Q2,K03000001,,T,,11-Dec,
1,Quarter,2015 Q3,K03000001,,T,,11-Dec,
3,Quarter,2015 Q4,K03000001,,T,,11-Dec,
3,Quarter,2016 Q1,K03000001,,T,,11-Dec,
3,Quarter,2016 Q2,K03000001,,T,,11-Dec,
2,Quarter,2016 Q3,K03000001,,T,,11-Dec,
2,Quarter,2016 Q4,K03000001,,T,,11-Dec,
2,Quarter,2017 Q1,K03000001,,T,,11-Dec,
1,Quarter,2017 Q2,K03000001,,T,,11-Dec,
13,Quarter,1996 Q1,K03000001,,T,,13,
14,Quarter,1996 Q2,K03000001,,T,,13,
16,Quarter,1996 Q3,K03000001,,T,,13,
15,Quarter,1996 Q4,K03000001,,T,,13,
13,Quarter,1997 Q1,K03000001,,T,,13,
13,Quarter,1997 Q2,K03000001,,T,,13,
14,Quarter,1997 Q3,K03000001,,T,,13,
13,Quarter,1997 Q4,K03000001,,T,,13,
13,Quarter,1998 Q1,K03000001,,T,,13,
14,Quarter,1998 Q2,K03000001,,T,,13,
13,Quarter,1998 Q3,K03000001,,T,,13,
13,Quarter,1998 Q4,K03000001,,T,,13,
13,Quarter,1999 Q1,K03000001,,T,,13,
12,Quarter,1999 Q2,K03000001,,T,,13,
13,Quarter,1999 Q3,K03000001,,T,,13,
12,Quarter,1999 Q4,K03000001,,T,,13,
12,Quarter,2000 Q1,K03000001,,T,,13,
9,Quarter,2000 Q2,K03000001,,T,,13,
10,Quarter,2000 Q3,K03000001,,T,,13,
13,Quarter,2000 Q4,K03000001,,T,,13,
14,Quarter,2001 Q1,K03000001,,T,,13,
16,Quarter,2001 Q2,K03000001,,T,,13,
16,Quarter,2001 Q3,K03000001,,T,,13,
17,Quarter,2001 Q4,K03000001,,T,,13,
14,Quarter,2002 Q1,K03000001,,T,,13,
15,Quarter,2002 Q2,K03000001,,T,,13,
14,Quarter,2002 Q3,K03000001,,T,,13,
12,Quarter,2002 Q4,K03000001,,T,,13,
12,Quarter,2003 Q1,K03000001,,T,,13,
11,Quarter,2003 Q2,K03000001,,T,,13,
12,Quarter,2003 Q3,K03000001,,T,,13,
9,Quarter,2003 Q4,K03000001,,T,,13,
12,Quarter,2004 Q1,K03000001,,T,,13,
12,Quarter,2004 Q2,K03000001,,T,,13,
12,Quarter,2004 Q3,K03000001,,T,,13,
12,Quarter,2004 Q4,K03000001,,T,,13,
12,Quarter,2005 Q1,K03000001,,T,,13,
10,Quarter,2005 Q2,K03000001,,T,,13,
14,Quarter,2005 Q3,K03000001,,T,,13,
12,Quarter,2005 Q4,K03000001,,T,,13,
12,Quarter,2006 Q1,K03000001,,T,,13,
15,Quarter,2006 Q2,K03000001,,T,,13,
15,Quarter,2006 Q3,K03000001,,T,,13,
14,Quarter,2006 Q4,K03000001,,T,,13,
10,Quarter,2007 Q1,K03000001,,T,,13,
11,Quarter,2007 Q2,K03000001,,T,,13,
13,Quarter,2007 Q3,K03000001,,T,,13,
13,Quarter,2007 Q4,K03000001,,T,,13,
14,Quarter,2008 Q1,K03000001,,T,,13,
13,Quarter,2008 Q2,K03000001,,T,,13,
11,Quarter,2008 Q3,K03000001,,T,,13,
10,Quarter,2008 Q4,K03000001,,T,,13,
9,Quarter,2009 Q1,K03000001,,T,,13,
11,Quarter,2009 Q2,K03000001,,T,,13,
12,Quarter,2009 Q3,K03000001,,T,,13,
11,Quarter,2009 Q4,K03000001,,T,,13,
7,Quarter,2010 Q1,K03000001,,T,,13,
11,Quarter,2010 Q2,K03000001,,T,,13,
9,Quarter,2010 Q3,K03000001,,T,,13,
10,Quarter,2010 Q4,K03000001,,T,,13,
11,Quarter,2011 Q1,K03000001,,T,,13,
10,Quarter,2011 Q2,K03000001,,T,,13,
6,Quarter,2011 Q3,K03000001,,T,,13,
9,Quarter,2011 Q4,K03000001,,T,,13,
11,Quarter,2012 Q1,K03000001,,T,,13,
16,Quarter,2012 Q2,K03000001,,T,,13,
13,Quarter,2012 Q3,K03000001,,T,,13,
11,Quarter,2012 Q4,K03000001,,T,,13,
10,Quarter,2013 Q1,K03000001,,T,,13,
14,Quarter,2013 Q2,K03000001,,T,,13,
12,Quarter,2013 Q3,K03000001,,T,,13,
11,Quarter,2013 Q4,K03000001,,T,,13,
10,Quarter,2014 Q1,K03000001,,T,,13,
11,Quarter,2014 Q2,K03000001,,T,,13,
12,Quarter,2014 Q3,K03000001,,T,,13,
11,Quarter,2014 Q4,K03000001,,T,,13,
10,Quarter,2015 Q1,K03000001,,T,,13,
12,Quarter,2015 Q2,K03000001,,T,,13,
10,Quarter,2015 Q3,K03000001,,T,,13,
12,Quarter,2015 Q4,K03000001,,T,,13,
14,Quarter,2016 Q1,K03000001,,T,,13,
15,Quarter,2016 Q2,K03000001,,T,,13,
17,Quarter,2016 Q3,K03000001,,T,,13,
12,Quarter,2016 Q4,K03000001,,T,,13,
8,Quarter,2017 Q1,K03000001,,T,,13,
8,Quarter,2017 Q2,K03000001,,T,,13,
14,Quarter,1996 Q1,K03000001,,T,,14,
14,Quarter,1996 Q2,K03000001,,T,,14,
14,Quarter,1996 Q3,K03000001,,T,,14,
12,Quarter,1996 Q4,K03000001,,T,,14,
14,Quarter,1997 Q1,K03000001,,T,,14,
13,Quarter,1997 Q2,K03000001,,T,,14,
13,Quarter,1997 Q3,K03000001,,T,,14,
11,Quarter,1997 Q4,K03000001,,T,,14,
13,Quarter,1998 Q1,K03000001,,T,,14,
14,Quarter,1998 Q2,K03000001,,T,,14,
14,Quarter,1998 Q3,K03000001,,T,,14,
13,Quarter,1998 Q4,K03000001,,T,,14,
14,Quarter,1999 Q1,K03000001,,T,,14,
11,Quarter,1999 Q2,K03000001,,T,,14,
11,Quarter,1999 Q3,K03000001,,T,,14,
11,Quarter,1999 Q4,K03000001,,T,,14,
9,Quarter,2000 Q1,K03000001,,T,,14,
11,Quarter,2000 Q2,K03000001,,T,,14,
11,Quarter,2000 Q3,K03000001,,T,,14,
9,Quarter,2000 Q4,K03000001,,T,,14,
8,Quarter,2001 Q1,K03000001,,T,,14,
5,Quarter,2001 Q2,K03000001,,T,,14,
6,Quarter,2001 Q3,K03000001,,T,,14,
8,Quarter,2001 Q4,K03000001,,T,,14,
8,Quarter,2002 Q1,K03000001,,T,,14,
10,Quarter,2002 Q2,K03000001,,T,,14,
7,Quarter,2002 Q3,K03000001,,T,,14,
7,Quarter,2002 Q4,K03000001,,T,,14,
8,Quarter,2003 Q1,K03000001,,T,,14,
7,Quarter,2003 Q2,K03000001,,T,,14,
8,Quarter,2003 Q3,K03000001,,T,,14,
9,Quarter,2003 Q4,K03000001,,T,,14,
10,Quarter,2004 Q1,K03000001,,T,,14,
9,Quarter,2004 Q2,K03000001,,T,,14,
8,Quarter,2004 Q3,K03000001,,T,,14,
11,Quarter,2004 Q4,K03000001,,T,,14,
16,Quarter,2005 Q1,K03000001,,T,,14,
11,Quarter,2005 Q2,K03000001,,T,,14,
9,Quarter,2005 Q3,K03000001,,T,,14,
9,Quarter,2005 Q4,K03000001,,T,,14,
8,Quarter,2006 Q1,K03000001,,T,,14,
9,Quarter,2006 Q2,K03000001,,T,,14,
8,Quarter,2006 Q3,K03000001,,T,,14,
11,Quarter,2006 Q4,K03000001,,T,,14,
9,Quarter,2007 Q1,K03000001,,T,,14,
9,Quarter,2007 Q2,K03000001,,T,,14,
7,Quarter,2007 Q3,K03000001,,T,,14,
4,Quarter,2007 Q4,K03000001,,T,,14,
4,Quarter,2008 Q1,K03000001,,T,,14,
6,Quarter,2008 Q2,K03000001,,T,,14,
5,Quarter,2008 Q3,K03000001,,T,,14,
3,Quarter,2008 Q4,K03000001,,T,,14,
5,Quarter,2009 Q1,K03000001,,T,,14,
4,Quarter,2009 Q2,K03000001,,T,,14,
3,Quarter,2009 Q3,K03000001,,T,,14,
3,Quarter,2009 Q4,K03000001,,T,,14,
4,Quarter,2010 Q1,K03000001,,T,,14,
3,Quarter,2010 Q2,K03000001,,T,,14,
4,Quarter,2010 Q3,K03000001,,T,,14,
6,Quarter,2010 Q4,K03000001,,T,,14,
6,Quarter,2011 Q1,K03000001,,T,,14,
6,Quarter,2011 Q2,K03000001,,T,,14,
8,Quarter,2011 Q3,K03000001,,T,,14,
11,Quarter,2011 Q4,K03000001,,T,,14,
12,Quarter,2012 Q1,K03000001,,T,,14,
11,Quarter,2012 Q2,K03000001,,T,,14,
8,Quarter,2012 Q3,K03000001,,T,,14,
7,Quarter,2012 Q4,K03000001,,T,,14,
7,Quarter,2013 Q1,K03000001,,T,,14,
7,Quarter,2013 Q2,K03000001,,T,,14,
11,Quarter,2013 Q3,K03000001,,T,,14,
12,Quarter,2013 Q4,K03000001,,T,,14,
12,Quarter,2014 Q1,K03000001,,T,,14,
11,Quarter,2014 Q2,K03000001,,T,,14,
9,Quarter,2014 Q3,K03000001,,T,,14,
4,Quarter,2014 Q4,K03000001,,T,,14,
7,Quarter,2015 Q1,K03000001,,T,,14,
5,Quarter,2015 Q2,K03000001,,T,,14,
7,Quarter,2015 Q3,K03000001,,T,,14,
14,Quarter,2015 Q4,K03000001,,T,,14,
7,Quarter,2016 Q1,K03000001,,T,,14,
8,Quarter,2016 Q2,K03000001,,T,,14,
8,Quarter,2016 Q3,K03000001,,T,,14,
13,Quarter,2016 Q4,K03000001,,T,,14,
10,Quarter,2017 Q1,K03000001,,T,,14,
11,Quarter,2017 Q2,K03000001,,T,,14,
1,Quarter,1996 Q1,K03000001,,T,,15,
2,Quarter,1996 Q2,K03000001,,T,,15,
4,Quarter,1996 Q3,K03000001,,T,,15,
3,Quarter,1996 Q4,K03000001,,T,,15,
2,Quarter,1997 Q1,K03000001,,T,,15,
3,Quarter,1997 Q2,K03000001,,T,,15,
3,Quarter,1997 Q3,K03000001,,T,,15,
3,Quarter,1997 Q4,K03000001,,T,,15,
3,Quarter,1998 Q1,K03000001,,T,,15,
3,Quarter,1998 Q2,K03000001,,T,,15,
2,Quarter,1998 Q3,K03000001,,T,,15,
1,Quarter,1998 Q4,K03000001,,T,,15,
0,Quarter,1999 Q1,K03000001,,T,,15,
1,Quarter,1999 Q2,K03000001,,T,,15,
0,Quarter,1999 Q3,K03000001,,T,,15,
0,Quarter,1999 Q4,K03000001,,T,,15,
0,Quarter,2000 Q1,K03000001,,T,,15,
1,Quarter,2000 Q2,K03000001,,T,,15,
1,Quarter,2000 Q3,K03000001,,T,,15,
0,Quarter,2000 Q4,K03000001,,T,,15,
0,Quarter,2001 Q1,K03000001,,T,,15,
0,Quarter,2001 Q2,K03000001,,T,,15,
0,Quarter,2001 Q3,K03000001,,T,,15,
0,Quarter,2001 Q4,K03000001,,T,,15,
1,Quarter,2002 Q1,K03000001,,T,,15,
2,Quarter,2002 Q2,K03000001,,T,,15,
1,Quarter,2002 Q3,K03000001,,T,,15,
1,Quarter,2002 Q4,K03000001,,T,,15,
1,Quarter,2003 Q1,K03000001,,T,,15,
2,Quarter,2003 Q2,K03000001,,T,,15,
1,Quarter,2003 Q3,K03000001,,T,,15,
1,Quarter,2003 Q4,K03000001,,T,,15,
2,Quarter,2004 Q1,K03000001,,T,,15,
2,Quarter,2004 Q2,K03000001,,T,,15,
2,Quarter,2004 Q3,K03000001,,T,,15,
1,Quarter,2004 Q4,K03000001,,T,,15,
0,Quarter,2005 Q1,K03000001,,T,,15,
0,Quarter,2005 Q2,K03000001,,T,,15,
0,Quarter,2005 Q3,K03000001,,T,,15,
1,Quarter,2005 Q4,K03000001,,T,,15,
0,Quarter,2006 Q1,K03000001,,T,,15,
1,Quarter,2006 Q2,K03000001,,T,,15,
1,Quarter,2006 Q3,K03000001,,T,,15,
1,Quarter,2006 Q4,K03000001,,T,,15,
1,Quarter,2007 Q1,K03000001,,T,,15,
1,Quarter,2007 Q2,K03000001,,T,,15,
2,Quarter,2007 Q3,K03000001,,T,,15,
2,Quarter,2007 Q4,K03000001,,T,,15,
0,Quarter,2008 Q1,K03000001,,T,,15,
0,Quarter,2008 Q2,K03000001,,T,,15,
1,Quarter,2008 Q3,K03000001,,T,,15,
1,Quarter,2008 Q4,K03000001,,T,,15,
2,Quarter,2009 Q1,K03000001,,T,,15,
2,Quarter,2009 Q2,K03000001,,T,,15,
1,Quarter,2009 Q3,K03000001,,T,,15,
1,Quarter,2009 Q4,K03000001,,T,,15,
0,Quarter,2010 Q1,K03000001,,T,,15,
0,Quarter,2010 Q2,K03000001,,T,,15,
0,Quarter,2010 Q3,K03000001,,T,,15,
0,Quarter,2010 Q4,K03000001,,T,,15,
0,Quarter,2011 Q1,K03000001,,T,,15,
1,Quarter,2011 Q2,K03000001,,T,,15,
1,Quarter,2011 Q3,K03000001,,T,,15,
1,Quarter,2011 Q4,K03000001,,T,,15,
0,Quarter,2012 Q1,K03000001,,T,,15,
1,Quarter,2012 Q2,K03000001,,T,,15,
1,Quarter,2012 Q3,K03000001,,T,,15,
1,Quarter,2012 Q4,K03000001,,T,,15,
2,Quarter,2013 Q1,K03000001,,T,,15,
2,Quarter,2013 Q2,K03000001,,T,,15,
3,Quarter,2013 Q3,K03000001,,T,,15,
4,Quarter,2013 Q4,K03000001,,T,,15,
2,Quarter,2014 Q1,K03000001,,T,,15,
0,Quarter,2014 Q2,K03000001,,T,,15,
1,Quarter,2014 Q3,K03000001,,T,,15,
1,Quarter,2014 Q4,K03000001,,T,,15,
1,Quarter,2015 Q1,K03000001,,T,,15,
2,Quarter,2015 Q2,K03000001,,T,,15,
0,Quarter,2015 Q3,K03000001,,T,,15,
0,Quarter,2015 Q4,K03000001,,T,,15,
2,Quarter,2016 Q1,K03000001,,T,,15,
1,Quarter,2016 Q2,K03000001,,T,,15,
2,Quarter,2016 Q3,K03000001,,T,,15,
1,Quarter,2016 Q4,K03000001,,T,,15,
2,Quarter,2017 Q1,K03000001,,T,,15,
2,Quarter,2017 Q2,K03000001,,T,,15,
17,Quarter,1996 Q1,K03000001,,T,,16,
17,Quarter,1996 Q2,K03000001,,T,,16,
17,Quarter,1996 Q3,K03000001,,T,,16,
16,Quarter,1996 Q4,K03000001,,T,,16,
11,Quarter,1997 Q1,K03000001,,T,,16,
13,Quarter,1997 Q2,K03000001,,T,,16,
11,Quarter,1997 Q3,K03000001,,T,,16,
12,Quarter,1997 Q4,K03000001,,T,,16,
12,Quarter,1998 Q1,K03000001,,T,,16,
16,Quarter,1998 Q2,K03000001,,T,,16,
18,Quarter,1998 Q3,K03000001,,T,,16,
17,Quarter,1998 Q4,K03000001,,T,,16,
16,Quarter,1999 Q1,K03000001,,T,,16,
15,Quarter,1999 Q2,K03000001,,T,,16,
15,Quarter,1999 Q3,K03000001,,T,,16,
13,Quarter,1999 Q4,K03000001,,T,,16,
12,Quarter,2000 Q1,K03000001,,T,,16,
11,Quarter,2000 Q2,K03000001,,T,,16,
12,Quarter,2000 Q3,K03000001,,T,,16,
10,Quarter,2000 Q4,K03000001,,T,,16,
10,Quarter,2001 Q1,K03000001,,T,,16,
12,Quarter,2001 Q2,K03000001,,T,,16,
9,Quarter,2001 Q3,K03000001,,T,,16,
11,Quarter,2001 Q4,K03000001,,T,,16,
8,Quarter,2002 Q1,K03000001,,T,,16,
10,Quarter,2002 Q2,K03000001,,T,,16,
11,Quarter,2002 Q3,K03000001,,T,,16,
8,Quarter,2002 Q4,K03000001,,T,,16,
10,Quarter,2003 Q1,K03000001,,T,,16,
11,Quarter,2003 Q2,K03000001,,T,,16,
11,Quarter,2003 Q3,K03000001,,T,,16,
10,Quarter,2003 Q4,K03000001,,T,,16,
8,Quarter,2004 Q1,K03000001,,T,,16,
10,Quarter,2004 Q2,K03000001,,T,,16,
9,Quarter,2004 Q3,K03000001,,T,,16,
9,Quarter,2004 Q4,K03000001,,T,,16,
10,Quarter,2005 Q1,K03000001,,T,,16,
10,Quarter,2005 Q2,K03000001,,T,,16,
11,Quarter,2005 Q3,K03000001,,T,,16,
13,Quarter,2005 Q4,K03000001,,T,,16,
10,Quarter,2006 Q1,K03000001,,T,,16,
9,Quarter,2006 Q2,K03000001,,T,,16,
11,Quarter,2006 Q3,K03000001,,T,,16,
10,Quarter,2006 Q4,K03000001,,T,,16,
9,Quarter,2007 Q1,K03000001,,T,,16,
9,Quarter,2007 Q2,K03000001,,T,,16,
11,Quarter,2007 Q3,K03000001,,T,,16,
10,Quarter,2007 Q4,K03000001,,T,,16,
6,Quarter,2008 Q1,K03000001,,T,,16,
9,Quarter,2008 Q2,K03000001,,T,,16,
6,Quarter,2008 Q3,K03000001,,T,,16,
5,Quarter,2008 Q4,K03000001,,T,,16,
7,Quarter,2009 Q1,K03000001,,T,,16,
7,Quarter,2009 Q2,K03000001,,T,,16,
6,Quarter,2009 Q3,K03000001,,T,,16,
10,Quarter,2009 Q4,K03000001,,T,,16,
11,Quarter,2010 Q1,K03000001,,T,,16,
9,Quarter,2010 Q2,K03000001,,T,,16,
8,Quarter,2010 Q3,K03000001,,T,,16,
12,Quarter,2010 Q4,K03000001,,T,,16,
16,Quarter,2011 Q1,K03000001,,T,,16,
15,Quarter,2011 Q2,K03000001,,T,,16,
15,Quarter,2011 Q3,K03000001,,T,,16,
18,Quarter,2011 Q4,K03000001,,T,,16,
12,Quarter,2012 Q1,K03000001,,T,,16,
16,Quarter,2012 Q2,K03000001,,T,,16,
14,Quarter,2012 Q3,K03000001,,T,,16,
13,Quarter,2012 Q4,K03000001,,T,,16,
16,Quarter,2013 Q1,K03000001,,T,,16,
13,Quarter,2013 Q2,K03000001,,T,,16,
16,Quarter,2013 Q3,K03000001,,T,,16,
10,Quarter,2013 Q4,K03000001,,T,,16,
8,Quarter,2014 Q1,K03000001,,T,,16,
11,Quarter,2014 Q2,K03000001,,T,,16,
12,Quarter,2014 Q3,K03000001,,T,,16,
12,Quarter,2014 Q4,K03000001,,T,,16,
20,Quarter,2015 Q1,K03000001,,T,,16,
20,Quarter,2015 Q2,K03000001,,T,,16,
17,Quarter,2015 Q3,K03000001,,T,,16,
