V4_0,Time_codelist,Time,Geography_codelist,Geography,Split_codelist,Split,Industry_codelist,Industry
36,Quarter,2013 Q2,K03000001,,MALL,,96,
40,Quarter,2013 Q3,K03000001,,MALL,,96,
41,Quarter,2013 Q4,K03000001,,MALL,,96,
41,Quarter,2014 Q1,K03000001,,MALL,,96,
38,Quarter,2014 Q2,K03000001,,MALL,,96,
46,Quarter,2014 Q3,K03000001,,MALL,,96,
40,Quarter,2014 Q4,K03000001,,MALL,,96,
44,Quarter,2015 Q1,K03000001,,MALL,,96,
41,Quarter,2015 Q2,K03000001,,MALL,,96,
37,Quarter,2015 Q3,K03000001,,MALL,,96,
39,Quarter,2015 Q4,K03000001,,MALL,,96,
38,Quarter,2016 Q1,K03000001,,MALL,,96,
50,Quarter,2016 Q2,K03000001,,MALL,,96,
51,Quarter,2016 Q3,K03000001,,MALL,,96,
49,Quarter,2016 Q4,K03000001,,MALL,,96,
46,Quarter,2017 Q1,K03000001,,MALL,,96,
47,Quarter,2017 Q2,K03000001,,MALL,,96,
35,Quarter,1996 Q1,K03000001,,MALL,,97-98,
41,Quarter,1996 Q2,K03000001,,MALL,,97-98,
40,Quarter,1996 Q3,K03000001,,MALL,,97-98,
34,Quarter,1996 Q4,K03000001,,MALL,,97-98,
32,Quarter,1997 Q1,K03000001,,MALL,,97-98,
35,Quarter,1997 Q2,K03000001,,MALL,,97-98,
29,Quarter,1997 Q3,K03000001,,MALL,,97-98,
25,Quarter,1997 Q4,K03000001,,MALL,,97-98,
25,Quarter,1998 Q1,K03000001,,MALL,,97-98,
31,Quarter,1998 Q2,K03000001,,MALL,,97-98,
32,Quarter,1998 Q3,K03000001,,MALL,,97-98,
33,Quarter,1998 Q4,K03000001,,MALL,,97-98,
29,Quarter,1999 Q1,K03000001,,MALL,,97-98,
33,Quarter,1999 Q2,K03000001,,MALL,,97-98,
36,Quarter,1999 Q3,K03000001,,MALL,,97-98,
38,Quarter,1999 Q4,K03000001,,MALL,,97-98,
34,Quarter,2000 Q1,K03000001,,MALL,,97-98,
33,Quarter,2000 Q2,K03000001,,MALL,,97-98,
37,Quarter,2000 Q3,K03000001,,MALL,,97-98,
37,Quarter,2000 Q4,K03000001,,MALL,,97-98,
30,Quarter,2001 Q1,K03000001,,MALL,,97-98,
31,Quarter,2001 Q2,K03000001,,MALL,,97-98,
37,Quarter,2001 Q3,K03000001,,MALL,,97-98,
38,Quarter,2001 Q4,K03000001,,MALL,,97-98,
32,Quarter,2002 Q1,K03000001,,MALL,,97-98,
40,Quarter,2002 Q2,K03000001,,MALL,,97-98,
42,Quarter,2002 Q3,K03000001,,MALL,,97-98,
37,Quarter,2002 Q4,K03000001,,MALL,,97-98,
41,Quarter,2003 Q1,K03000001,,MALL,,97-98,
46,Quarter,2003 Q2,K03000001,,MALL,,97-98,
45,Quarter,2003 Q3,K03000001,,MALL,,97-98,
43,Quarter,2003 Q4,K03000001,,MALL,,97-98,
47,Quarter,2004 Q1,K03000001,,MALL,,97-98,
51,Quarter,2004 Q2,K03000001,,MALL,,97-98,
46,Quarter,2004 Q3,K03000001,,MALL,,97-98,
40,Quarter,2004 Q4,K03000001,,MALL,,97-98,
37,Quarter,2005 Q1,K03000001,,MALL,,97-98,
41,Quarter,2005 Q2,K03000001,,MALL,,97-98,
41,Quarter,2005 Q3,K03000001,,MALL,,97-98,
39,Quarter,2005 Q4,K03000001,,MALL,,97-98,
37,Quarter,2006 Q1,K03000001,,MALL,,97-98,
41,Quarter,2006 Q2,K03000001,,MALL,,97-98,
46,Quarter,2006 Q3,K03000001,,MALL,,97-98,
44,Quarter,2006 Q4,K03000001,,MALL,,97-98,
46,Quarter,2007 Q1,K03000001,,MALL,,97-98,
45,Quarter,2007 Q2,K03000001,,MALL,,97-98,
40,Quarter,2007 Q3,K03000001,,MALL,,97-98,
39,Quarter,2007 Q4,K03000001,,MALL,,97-98,
41,Quarter,2008 Q1,K03000001,,MALL,,97-98,
39,Quarter,2008 Q2,K03000001,,MALL,,97-98,
40,Quarter,2008 Q3,K03000001,,MALL,,97-98,
39,Quarter,2008 Q4,K03000001,,MALL,,97-98,
14,Quarter,2009 Q1,K03000001,,MALL,,97-98,
12,Quarter,2009 Q2,K03000001,,MALL,,97-98,
12,Quarter,2009 Q3,K03000001,,MALL,,97-98,
9,Quarter,2009 Q4,K03000001,,MALL,,97-98,
10,Quarter,2010 Q1,K03000001,,MALL,,97-98,
10,Quarter,2010 Q2,K03000001,,MALL,,97-98,
9,Quarter,2010 Q3,K03000001,,MALL,,97-98,
8,Quarter,2010 Q4,K03000001,,MALL,,97-98,
8,Quarter,2011 Q1,K03000001,,MALL,,97-98,
10,Quarter,2011 Q2,K03000001,,MALL,,97-98,
10,Quarter,2011 Q3,K03000001,,MALL,,97-98,
12,Quarter,2011 Q4,K03000001,,MALL,,97-98,
14,Quarter,2012 Q1,K03000001,,MALL,,97-98,
10,Quarter,2012 Q2,K03000001,,MALL,,97-98,
12,Quarter,2012 Q3,K03000001,,MALL,,97-98,
12,Quarter,2012 Q4,K03000001,,MALL,,97-98,
9,Quarter,2013 Q1,K03000001,,MALL,,97-98,
9,Quarter,2013 Q2,K03000001,,MALL,,97-98,
10,Quarter,2013 Q3,K03000001,,MALL,,97-98,
12,Quarter,2013 Q4,K03000001,,MALL,,97-98,
15,Quarter,2014 Q1,K03000001,,MALL,,97-98,
15,Quarter,2014 Q2,K03000001,,MALL,,97-98,
13,Quarter,2014 Q3,K03000001,,MALL,,97-98,
9,Quarter,2014 Q4,K03000001,,MALL,,97-98,
8,Quarter,2015 Q1,K03000001,,MALL,,97-98,
8,Quarter,2015 Q2,K03000001,,MALL,,97-98,
7,Quarter,2015 Q3,K03000001,,MALL,,97-98,
6,Quarter,2015 Q4,K03000001,,MALL,,97-98,
11,Quarter,2016 Q1,K03000001,,MALL,,97-98,
11,Quarter,2016 Q2,K03000001,,MALL,,97-98,
17,Quarter,2016 Q3,K03000001,,MALL,,97-98,
16,Quarter,2016 Q4,K03000001,,MALL,,97-98,
14,Quarter,2017 Q1,K03000001,,MALL,,97-98,
13,Quarter,2017 Q2,K03000001,,MALL,,97-98,
2395,Quarter,1996 Q1,K03000001,,MALL,,A-T,
2418,Quarter,1996 Q2,K03000001,,MALL,,A-T,
2458,Quarter,1996 Q3,K03000001,,MALL,,A-T,
2426,Quarter,1996 Q4,K03000001,,MALL,,A-T,
2359,Quarter,1997 Q1,K03000001,,MALL,,A-T,
2340,Quarter,1997 Q2,K03000001,,MALL,,A-T,
2329,Quarter,1997 Q3,K03000001,,MALL,,A-T,
2318,Quarter,1997 Q4,K03000001,,MALL,,A-T,
2288,Quarter,1998 Q1,K03000001,,MALL,,A-T,
2257,Quarter,1998 Q2,K03000001,,MALL,,A-T,
2246,Quarter,1998 Q3,K03000001,,MALL,,A-T,
2256,Quarter,1998 Q4,K03000001,,MALL,,A-T,
2238,Quarter,1999 Q1,K03000001,,MALL,,A-T,
2265,Quarter,1999 Q2,K03000001,,MALL,,A-T,
2229,Quarter,1999 Q3,K03000001,,MALL,,A-T,
2209,Quarter,1999 Q4,K03000001,,MALL,,A-T,
2177,Quarter,2000 Q1,K03000001,,MALL,,A-T,
2166,Quarter,2000 Q2,K03000001,,MALL,,A-T,
2179,Quarter,2000 Q3,K03000001,,MALL,,A-T,
2193,Quarter,2000 Q4,K03000001,,MALL,,A-T,
2195,Quarter,2001 Q1,K03000001,,MALL,,A-T,
2207,Quarter,2001 Q2,K03000001,,MALL,,A-T,
2216,Quarter,2001 Q3,K03000001,,MALL,,A-T,
2225,Quarter,2001 Q4,K03000001,,MALL,,A-T,
2209,Quarter,2002 Q1,K03000001,,MALL,,A-T,
2255,Quarter,2002 Q2,K03000001,,MALL,,A-T,
2273,Quarter,2002 Q3,K03000001,,MALL,,A-T,
2259,Quarter,2002 Q4,K03000001,,MALL,,A-T,
2310,Quarter,2003 Q1,K03000001,,MALL,,A-T,
2375,Quarter,2003 Q2,K03000001,,MALL,,A-T,
2430,Quarter,2003 Q3,K03000001,,MALL,,A-T,
2422,Quarter,2003 Q4,K03000001,,MALL,,A-T,
2434,Quarter,2004 Q1,K03000001,,MALL,,A-T,
2439,Quarter,2004 Q2,K03000001,,MALL,,A-T,
2421,Quarter,2004 Q3,K03000001,,MALL,,A-T,
2415,Quarter,2004 Q4,K03000001,,MALL,,A-T,
2410,Quarter,2005 Q1,K03000001,,MALL,,A-T,
2413,Quarter,2005 Q2,K03000001,,MALL,,A-T,
2427,Quarter,2005 Q3,K03000001,,MALL,,A-T,
2484,Quarter,2005 Q4,K03000001,,MALL,,A-T,
2455,Quarter,2006 Q1,K03000001,,MALL,,A-T,
2440,Quarter,2006 Q2,K03000001,,MALL,,A-T,
2497,Quarter,2006 Q3,K03000001,,MALL,,A-T,
2525,Quarter,2006 Q4,K03000001,,MALL,,A-T,
2521,Quarter,2007 Q1,K03000001,,MALL,,A-T,
2513,Quarter,2007 Q2,K03000001,,MALL,,A-T,
2531,Quarter,2007 Q3,K03000001,,MALL,,A-T,
2541,Quarter,2007 Q4,K03000001,,MALL,,A-T,
2543,Quarter,2008 Q1,K03000001,,MALL,,A-T,
2519,Quarter,2008 Q2,K03000001,,MALL,,A-T,
2499,Quarter,2008 Q3,K03000001,,MALL,,A-T,
2538,Quarter,2008 Q4,K03000001,,MALL,,A-T,
2531,Quarter,2009 Q1,K03000001,,MALL,,A-T,
2503,Quarter,2009 Q2,K03000001,,MALL,,A-T,
2544,Quarter,2009 Q3,K03000001,,MALL,,A-T,
2513,Quarter,2009 Q4,K03000001,,MALL,,A-T,
2510,Quarter,2010 Q1,K03000001,,MALL,,A-T,
2572,Quarter,2010 Q2,K03000001,,MALL,,A-T,
2577,Quarter,2010 Q3,K03000001,,MALL,,A-T,
2596,Quarter,2010 Q4,K03000001,,MALL,,A-T,
2598,Quarter,2011 Q1,K03000001,,MALL,,A-T,
2615,Quarter,2011 Q2,K03000001,,MALL,,A-T,
2707,Quarter,2011 Q3,K03000001,,MALL,,A-T,
2668,Quarter,2011 Q4,K03000001,,MALL,,A-T,
2739,Quarter,2012 Q1,K03000001,,MALL,,A-T,
2768,Quarter,2012 Q2,K03000001,,MALL,,A-T,
2792,Quarter,2012 Q3,K03000001,,MALL,,A-T,
2670,Quarter,2012 Q4,K03000001,,MALL,,A-T,
2717,Quarter,2013 Q1,K03000001,,MALL,,A-T,
2705,Quarter,2013 Q2,K03000001,,MALL,,A-T,
2753,Quarter,2013 Q3,K03000001,,MALL,,A-T,
2877,Quarter,2013 Q4,K03000001,,MALL,,A-T,
2912,Quarter,2014 Q1,K03000001,,MALL,,A-T,
2894,Quarter,2014 Q2,K03000001,,MALL,,A-T,
2881,Quarter,2014 Q3,K03000001,,MALL,,A-T,
2809,Quarter,2014 Q4,K03000001,,MALL,,A-T,
2762,Quarter,2015 Q1,K03000001,,MALL,,A-T,
2803,Quarter,2015 Q2,K03000001,,MALL,,A-T,
2823,Quarter,2015 Q3,K03000001,,MALL,,A-T,
2804,Quarter,2015 Q4,K03000001,,MALL,,A-T,
2838,Quarter,2016 Q1,K03000001,,MALL,,A-T,
2845,Quarter,2016 Q2,K03000001,,MALL,,A-T,
2806,Quarter,2016 Q3,K03000001,,MALL,,A-T,
2828,Quarter,2016 Q4,K03000001,,MALL,,A-T,
2821,Quarter,2017 Q1,K03000001,,MALL,,A-T,
2831,Quarter,2017 Q2,K03000001,,MALL,,A-T,
1377,Quarter,1996 Q1,K03000001,,MALL,,G-T,
1379,Quarter,1996 Q2,K03000001,,MALL,,G-T,
1412,Quarter,1996 Q3,K03000001,,MALL,,G-T,
1405,Quarter,1996 Q4,K03000001,,MALL,,G-T,
1373,Quarter,1997 Q1,K03000001,,MALL,,G-T,
1406,Quarter,1997 Q2,K03000001,,MALL,,G-T,
1401,Quarter,1997 Q3,K03000001,,MALL,,G-T,
1397,Quarter,1997 Q4,K03000001,,MALL,,G-T,
1397,Quarter,1998 Q1,K03000001,,MALL,,G-T,
1374,Quarter,1998 Q2,K03000001,,MALL,,G-T,
1372,Quarter,1998 Q3,K03000001,,MALL,,G-T,
1393,Quarter,1998 Q4,K03000001,,MALL,,G-T,
1390,Quarter,1999 Q1,K03000001,,MALL,,G-T,
1404,Quarter,1999 Q2,K03000001,,MALL,,G-T,
1394,Quarter,1999 Q3,K03000001,,MALL,,G-T,
1399,Quarter,1999 Q4,K03000001,,MALL,,G-T,
1379,Quarter,2000 Q1,K03000001,,MALL,,G-T,
1354,Quarter,2000 Q2,K03000001,,MALL,,G-T,
1369,Quarter,2000 Q3,K03000001,,MALL,,G-T,
1401,Quarter,2000 Q4,K03000001,,MALL,,G-T,
1393,Quarter,2001 Q1,K03000001,,MALL,,G-T,
1381,Quarter,2001 Q2,K03000001,,MALL,,G-T,
1383,Quarter,2001 Q3,K03000001,,MALL,,G-T,
1369,Quarter,2001 Q4,K03000001,,MALL,,G-T,
1358,Quarter,2002 Q1,K03000001,,MALL,,G-T,
1396,Quarter,2002 Q2,K03000001,,MALL,,G-T,
1400,Quarter,2002 Q3,K03000001,,MALL,,G-T,
1389,Quarter,2002 Q4,K03000001,,MALL,,G-T,
1399,Quarter,2003 Q1,K03000001,,MALL,,G-T,
1462,Quarter,2003 Q2,K03000001,,MALL,,G-T,
1491,Quarter,2003 Q3,K03000001,,MALL,,G-T,
1484,Quarter,2003 Q4,K03000001,,MALL,,G-T,
1491,Quarter,2004 Q1,K03000001,,MALL,,G-T,
1478,Quarter,2004 Q2,K03000001,,MALL,,G-T,
1457,Quarter,2004 Q3,K03000001,,MALL,,G-T,
1447,Quarter,2004 Q4,K03000001,,MALL,,G-T,
1420,Quarter,2005 Q1,K03000001,,MALL,,G-T,
1433,Quarter,2005 Q2,K03000001,,MALL,,G-T,
1449,Quarter,2005 Q3,K03000001,,MALL,,G-T,
1478,Quarter,2005 Q4,K03000001,,MALL,,G-T,
1462,Quarter,2006 Q1,K03000001,,MALL,,G-T,
1461,Quarter,2006 Q2,K03000001,,MALL,,G-T,
1507,Quarter,2006 Q3,K03000001,,MALL,,G-T,
1513,Quarter,2006 Q4,K03000001,,MALL,,G-T,
1482,Quarter,2007 Q1,K03000001,,MALL,,G-T,
1485,Quarter,2007 Q2,K03000001,,MALL,,G-T,
1500,Quarter,2007 Q3,K03000001,,MALL,,G-T,
1512,Quarter,2007 Q4,K03000001,,MALL,,G-T,
1500,Quarter,2008 Q1,K03000001,,MALL,,G-T,
1484,Quarter,2008 Q2,K03000001,,MALL,,G-T,
1451,Quarter,2008 Q3,K03000001,,MALL,,G-T,
1507,Quarter,2008 Q4,K03000001,,MALL,,G-T,
1534,Quarter,2009 Q1,K03000001,,MALL,,G-T,
1535,Quarter,2009 Q2,K03000001,,MALL,,G-T,
1548,Quarter,2009 Q3,K03000001,,MALL,,G-T,
1527,Quarter,2009 Q4,K03000001,,MALL,,G-T,
1537,Quarter,2010 Q1,K03000001,,MALL,,G-T,
1571,Quarter,2010 Q2,K03000001,,MALL,,G-T,
1560,Quarter,2010 Q3,K03000001,,MALL,,G-T,
1555,Quarter,2010 Q4,K03000001,,MALL,,G-T,
1568,Quarter,2011 Q1,K03000001,,MALL,,G-T,
1578,Quarter,2011 Q2,K03000001,,MALL,,G-T,
1646,Quarter,2011 Q3,K03000001,,MALL,,G-T,
1622,Quarter,2011 Q4,K03000001,,MALL,,G-T,
1687,Quarter,2012 Q1,K03000001,,MALL,,G-T,
1715,Quarter,2012 Q2,K03000001,,MALL,,G-T,
1749,Quarter,2012 Q3,K03000001,,MALL,,G-T,
1657,Quarter,2012 Q4,K03000001,,MALL,,G-T,
1695,Quarter,2013 Q1,K03000001,,MALL,,G-T,
1674,Quarter,2013 Q2,K03000001,,MALL,,G-T,
1698,Quarter,2013 Q3,K03000001,,MALL,,G-T,
1794,Quarter,2013 Q4,K03000001,,MALL,,G-T,
1848,Quarter,2014 Q1,K03000001,,MALL,,G-T,
1832,Quarter,2014 Q2,K03000001,,MALL,,G-T,
1803,Quarter,2014 Q3,K03000001,,MALL,,G-T,
1732,Quarter,2014 Q4,K03000001,,MALL,,G-T,
1715,Quarter,2015 Q1,K03000001,,MALL,,G-T,
1782,Quarter,2015 Q2,K03000001,,MALL,,G-T,
1763,Quarter,2015 Q3,K03000001,,MALL,,G-T,
1759,Quarter,2015 Q4,K03000001,,MALL,,G-T,
1744,Quarter,2016 Q1,K03000001,,MALL,,G-T,
1755,Quarter,2016 Q2,K03000001,,MALL,,G-T,
1773,Quarter,2016 Q3,K03000001,,MALL,,G-T,
1763,Quarter,2016 Q4,K03000001,,MALL,,G-T,
1720,Quarter,2017 Q1,K03000001,,MALL,,G-T,
1752,Quarter,2017 Q2,K03000001,,MALL,,G-T,
107,Quarter,1996 Q1,K03000001,,MFT,,1,
109,Quarter,1996 Q2,K03000001,,MFT,,1,
113,Quarter,1996 Q3,K03000001,,MFT,,1,
109,Quarter,1996 Q4,K03000001,,MFT,,1,
101,Quarter,1997 Q1,K03000001,,MFT,,1,
108,Quarter,1997 Q2,K03000001,,MFT,,1,
102,Quarter,1997 Q3,K03000001,,MFT,,1,
95,Quarter,1997 Q4,K03000001,,MFT,,1,
88,Quarter,1998 Q1,K03000001,,MFT,,1,
89,Quarter,1998 Q2,K03000001,,MFT,,1,
79,Quarter,1998 Q3,K03000001,,MFT,,1,
68,Quarter,1998 Q4,K03000001,,MFT,,1,
66,Quarter,1999 Q1,K03000001,,MFT,,1,
69,Quarter,1999 Q2,K03000001,,MFT,,1,
65,Quarter,1999 Q3,K03000001,,MFT,,1,
63,Quarter,1999 Q4,K03000001,,MFT,,1,
64,Quarter,2000 Q1,K03000001,,MFT,,1,
65,Quarter,2000 Q2,K03000001,,MFT,,1,
67,Quarter,2000 Q3,K03000001,,MFT,,1,
66,Quarter,2000 Q4,K03000001,,MFT,,1,
61,Quarter,2001 Q1,K03000001,,MFT,,1,
60,Quarter,2001 Q2,K03000001,,MFT,,1,
56,Quarter,2001 Q3,K03000001,,MFT,,1,
54,Quarter,2001 Q4,K03000001,,MFT,,1,
48,Quarter,2002 Q1,K03000001,,MFT,,1,
48,Quarter,2002 Q2,K03000001,,MFT,,1,
51,Quarter,2002 Q3,K03000001,,MFT,,1,
54,Quarter,2002 Q4,K03000001,,MFT,,1,
56,Quarter,2003 Q1,K03000001,,MFT,,1,
60,Quarter,2003 Q2,K03000001,,MFT,,1,
60,Quarter,2003 Q3,K03000001,,MFT,,1,
64,Quarter,2003 Q4,K03000001,,MFT,,1,
61,Quarter,2004 Q1,K03000001,,MFT,,1,
58,Quarter,2004 Q2,K03000001,,MFT,,1,
56,Quarter,2004 Q3,K03000001,,MFT,,1,
53,Quarter,2004 Q4,K03000001,,MFT,,1,
67,Quarter,2005 Q1,K03000001,,MFT,,1,
60,Quarter,2005 Q2,K03000001,,MFT,,1,
62,Quarter,2005 Q3,K03000001,,MFT,,1,
67,Quarter,2005 Q4,K03000001,,MFT,,1,
60,Quarter,2006 Q1,K03000001,,MFT,,1,
60,Quarter,2006 Q2,K03000001,,MFT,,1,
61,Quarter,2006 Q3,K03000001,,MFT,,1,
61,Quarter,2006 Q4,K03000001,,MFT,,1,
59,Quarter,2007 Q1,K03000001,,MFT,,1,
63,Quarter,2007 Q2,K03000001,,MFT,,1,
71,Quarter,2007 Q3,K03000001,,MFT,,1,
68,Quarter,2007 Q4,K03000001,,MFT,,1,
68,Quarter,2008 Q1,K03000001,,MFT,,1,
66,Quarter,2008 Q2,K03000001,,MFT,,1,
67,Quarter,2008 Q3,K03000001,,MFT,,1,
75,Quarter,2008 Q4,K03000001,,MFT,,1,
83,Quarter,2009 Q1,K03000001,,MFT,,1,
87,Quarter,2009 Q2,K03000001,,MFT,,1,
96,Quarter,2009 Q3,K03000001,,MFT,,1,
89,Quarter,2009 Q4,K03000001,,MFT,,1,
100,Quarter,2010 Q1,K03000001,,MFT,,1,
100,Quarter,2010 Q2,K03000001,,MFT,,1,
109,Quarter,2010 Q3,K03000001,,MFT,,1,
128,Quarter,2010 Q4,K03000001,,MFT,,1,
116,Quarter,2011 Q1,K03000001,,MFT,,1,
99,Quarter,2011 Q2,K03000001,,MFT,,1,
119,Quarter,2011 Q3,K03000001,,MFT,,1,
114,Quarter,2011 Q4,K03000001,,MFT,,1,
95,Quarter,2012 Q1,K03000001,,MFT,,1,
103,Quarter,2012 Q2,K03000001,,MFT,,1,
94,Quarter,2012 Q3,K03000001,,MFT,,1,
82,Quarter,2012 Q4,K03000001,,MFT,,1,
87,Quarter,2013 Q1,K03000001,,MFT,,1,
84,Quarter,2013 Q2,K03000001,,MFT,,1,
83,Quarter,2013 Q3,K03000001,,MFT,,1,
98,Quarter,2013 Q4,K03000001,,MFT,,1,
111,Quarter,2014 Q1,K03000001,,MFT,,1,
107,Quarter,2014 Q2,K03000001,,MFT,,1,
128,Quarter,2014 Q3,K03000001,,MFT,,1,
111,Quarter,2014 Q4,K03000001,,MFT,,1,
96,Quarter,2015 Q1,K03000001,,MFT,,1,
89,Quarter,2015 Q2,K03000001,,MFT,,1,
98,Quarter,2015 Q3,K03000001,,MFT,,1,
81,Quarter,2015 Q4,K03000001,,MFT,,1,
88,Quarter,2016 Q1,K03000001,,MFT,,1,
82,Quarter,2016 Q2,K03000001,,MFT,,1,
95,Quarter,2016 Q3,K03000001,,MFT,,1,
102,Quarter,2016 Q4,K03000001,,MFT,,1,
108,Quarter,2017 Q1,K03000001,,MFT,,1,
91,Quarter,2017 Q2,K03000001,,MFT,,1,
5,Quarter,1996 Q1,K03000001,,MFT,,2,
6,Quarter,1996 Q2,K03000001,,MFT,,2,
8,Quarter,1996 Q3,K03000001,,MFT,,2,
7,Quarter,1996 Q4,K03000001,,MFT,,2,
6,Quarter,1997 Q1,K03000001,,MFT,,2,
5,Quarter,1997 Q2,K03000001,,MFT,,2,
4,Quarter,1997 Q3,K03000001,,MFT,,2,
4,Quarter,1997 Q4,K03000001,,MFT,,2,
5,Quarter,1998 Q1,K03000001,,MFT,,2,
6,Quarter,1998 Q2,K03000001,,MFT,,2,
7,Quarter,1998 Q3,K03000001,,MFT,,2,
7,Quarter,1998 Q4,K03000001,,MFT,,2,
7,Quarter,1999 Q1,K03000001,,MFT,,2,
5,Quarter,1999 Q2,K03000001,,MFT,,2,
4,Quarter,1999 Q3,K03000001,,MFT,,2,
4,Quarter,1999 Q4,K03000001,,MFT,,2,
3,Quarter,2000 Q1,K03000001,,MFT,,2,
3,Quarter,2000 Q2,K03000001,,MFT,,2,
4,Quarter,2000 Q3,K03000001,,MFT,,2,
4,Quarter,2000 Q4,K03000001,,MFT,,2,
5,Quarter,2001 Q1,K03000001,,MFT,,2,
5,Quarter,2001 Q2,K03000001,,MFT,,2,
4,Quarter,2001 Q3,K03000001,,MFT,,2,
4,Quarter,2001 Q4,K03000001,,MFT,,2,
5,Quarter,2002 Q1,K03000001,,MFT,,2,
6,Quarter,2002 Q2,K03000001,,MFT,,2,
6,Quarter,2002 Q3,K03000001,,MFT,,2,
5,Quarter,2002 Q4,K03000001,,MFT,,2,
5,Quarter,2003 Q1,K03000001,,MFT,,2,
7,Quarter,2003 Q2,K03000001,,MFT,,2,
6,Quarter,2003 Q3,K03000001,,MFT,,2,
5,Quarter,2003 Q4,K03000001,,MFT,,2,
5,Quarter,2004 Q1,K03000001,,MFT,,2,
4,Quarter,2004 Q2,K03000001,,MFT,,2,
3,Quarter,2004 Q3,K03000001,,MFT,,2,
5,Quarter,2004 Q4,K03000001,,MFT,,2,
7,Quarter,2005 Q1,K03000001,,MFT,,2,
7,Quarter,2005 Q2,K03000001,,MFT,,2,
5,Quarter,2005 Q3,K03000001,,MFT,,2,
7,Quarter,2005 Q4,K03000001,,MFT,,2,
5,Quarter,2006 Q1,K03000001,,MFT,,2,
4,Quarter,2006 Q2,K03000001,,MFT,,2,
3,Quarter,2006 Q3,K03000001,,MFT,,2,
2,Quarter,2006 Q4,K03000001,,MFT,,2,
2,Quarter,2007 Q1,K03000001,,MFT,,2,
2,Quarter,2007 Q2,K03000001,,MFT,,2,
4,Quarter,2007 Q3,K03000001,,MFT,,2,
7,Quarter,2007 Q4,K03000001,,MFT,,2,
9,Quarter,2008 Q1,K03000001,,MFT,,2,
7,Quarter,2008 Q2,K03000001,,MFT,,2,
4,Quarter,2008 Q3,K03000001,,MFT,,2,
5,Quarter,2008 Q4,K03000001,,MFT,,2,
4,Quarter,2009 Q1,K03000001,,MFT,,2,
7,Quarter,2009 Q2,K03000001,,MFT,,2,
7,Quarter,2009 Q3,K03000001,,MFT,,2,
7,Quarter,2009 Q4,K03000001,,MFT,,2,
7,Quarter,2010 Q1,K03000001,,MFT,,2,
7,Quarter,2010 Q2,K03000001,,MFT,,2,
3,Quarter,2010 Q3,K03000001,,MFT,,2,
4,Quarter,2010 Q4,K03000001,,MFT,,2,
6,Quarter,2011 Q1,K03000001,,MFT,,2,
7,Quarter,2011 Q2,K03000001,,MFT,,2,
10,Quarter,2011 Q3,K03000001,,MFT,,2,
5,Quarter,2011 Q4,K03000001,,MFT,,2,
6,Quarter,2012 Q1,K03000001,,MFT,,2,
6,Quarter,2012 Q2,K03000001,,MFT,,2,
7,Quarter,2012 Q3,K03000001,,MFT,,2,
9,Quarter,2012 Q4,K03000001,,MFT,,2,
9,Quarter,2013 Q1,K03000001,,MFT,,2,
6,Quarter,2013 Q2,K03000001,,MFT,,2,
6,Quarter,2013 Q3,K03000001,,MFT,,2,
7,Quarter,2013 Q4,K03000001,,MFT,,2,
5,Quarter,2014 Q1,K03000001,,MFT,,2,
7,Quarter,2014 Q2,K03000001,,MFT,,2,
11,Quarter,2014 Q3,K03000001,,MFT,,2,
9,Quarter,2014 Q4,K03000001,,MFT,,2,
5,Quarter,2015 Q1,K03000001,,MFT,,2,
3,Quarter,2015 Q2,K03000001,,MFT,,2,
6,Quarter,2015 Q3,K03000001,,MFT,,2,
5,Quarter,2015 Q4,K03000001,,MFT,,2,
4,Quarter,2016 Q1,K03000001,,MFT,,2,
3,Quarter,2016 Q2,K03000001,,MFT,,2,
5,Quarter,2016 Q3,K03000001,,MFT,,2,
5,Quarter,2016 Q4,K03000001,,MFT,,2,
4,Quarter,2017 Q1,K03000001,,MFT,,2,
7,Quarter,2017 Q2,K03000001,,MFT,,2,
8,Quarter,1996 Q1,K03000001,,MFT,,3,
8,Quarter,1996 Q2,K03000001,,MFT,,3,
8,Quarter,1996 Q3,K03000001,,MFT,,3,
7,Quarter,1996 Q4,K03000001,,MFT,,3,
6,Quarter,1997 Q1,K03000001,,MFT,,3,
7,Quarter,1997 Q2,K03000001,,MFT,,3,
8,Quarter,1997 Q3,K03000001,,MFT,,3,
7,Quarter,1997 Q4,K03000001,,MFT,,3,
8,Quarter,1998 Q1,K03000001,,MFT,,3,
8,Quarter,1998 Q2,K03000001,,MFT,,3,
7,Quarter,1998 Q3,K03000001,,MFT,,3,
7,Quarter,1998 Q4,K03000001,,MFT,,3,
9,Quarter,1999 Q1,K03000001,,MFT,,3,
9,Quarter,1999 Q2,K03000001,,MFT,,3,
6,Quarter,1999 Q3,K03000001,,MFT,,3,
6,Quarter,1999 Q4,K03000001,,MFT,,3,
6,Quarter,2000 Q1,K03000001,,MFT,,3,
6,Quarter,2000 Q2,K03000001,,MFT,,3,
8,Quarter,2000 Q3,K03000001,,MFT,,3,
7,Quarter,2000 Q4,K03000001,,MFT,,3,
6,Quarter,2001 Q1,K03000001,,MFT,,3,
6,Quarter,2001 Q2,K03000001,,MFT,,3,
6,Quarter,2001 Q3,K03000001,,MFT,,3,
5,Quarter,2001 Q4,K03000001,,MFT,,3,
8,Quarter,2002 Q1,K03000001,,MFT,,3,
6,Quarter,2002 Q2,K03000001,,MFT,,3,
