V4_1,Standard Error,Unweighted Count,Time_codelist,Time,Geography_codelist,Geography,HRP Age_codelist,HRP Age,Measurement Type_codelist,Measurement Type,Crime Type_codelist,Crime Type,Age_codelist,Age,Sex_codelist,Sex
3.426575019,0.27119751,5028,Quarter,2017 Q1,K04000001,,,35-44,,Prevalence rate,,Theft from a motor vehicle,, ,, 
3.413288257,0.24260242899999998,6303,Quarter,2017 Q1,K04000001,,,45-54,,Prevalence rate,,Theft from a motor vehicle,, ,, 
2.8417745310000004,0.24597990600000003,5193,Quarter,2017 Q1,K04000001,,,55-64,,Prevalence rate,,Theft from a motor vehicle,, ,, 
1.418727291,0.17884588199999998,4641,Quarter,2017 Q1,K04000001,,,65-74,,Prevalence rate,,Theft from a motor vehicle,, ,, 
1.036682955,0.206809575,2906,Quarter,2017 Q1,K04000001,,,75+,,Prevalence rate,,Theft from a motor vehicle,, ,, 
0.822361498,0.270818234,1032,Quarter,2017 Q1,K04000001,,,16-24,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.28655278100000003,0.079819834,4747,Quarter,2017 Q1,K04000001,,,25-34,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.29075207,0.06915085,6024,Quarter,2017 Q1,K04000001,,,35-44,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.281125573,0.063482743,7231,Quarter,2017 Q1,K04000001,,,45-54,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.180673683,0.067601131,6099,Quarter,2017 Q1,K04000001,,,55-64,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.03018808,0.022558382000000002,5715,Quarter,2017 Q1,K04000001,,,65-74,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.096423867,0.050914466,4486,Quarter,2017 Q1,K04000001,,,75+,,Prevalence rate,,Theft of a motor vehicle,, ,, 
1.712397299,0.562289812,520,Quarter,2017 Q1,K04000001,,,16-24,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.38585651299999996,0.107408987,3625,Quarter,2017 Q1,K04000001,,,25-34,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.356930419,0.084845158,5028,Quarter,2017 Q1,K04000001,,,35-44,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.328205759,0.07409204900000001,6303,Quarter,2017 Q1,K04000001,,,45-54,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.21608264100000002,0.08084181,5193,Quarter,2017 Q1,K04000001,,,55-64,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.038113505,0.028477308,4641,Quarter,2017 Q1,K04000001,,,65-74,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.158380083,0.08360530599999999,2906,Quarter,2017 Q1,K04000001,,,75+,,Prevalence rate,,Theft of a motor vehicle,, ,, 
0.9637143290000001,0.380301116,1032,Quarter,2017 Q1,K04000001,,,16-24,,Prevalence rate,,Theft from a dwelling and meter,, ,, 
0.250785971,0.083863907,4747,Quarter,2017 Q1,K04000001,,,25-34,,Prevalence rate,,Theft from a dwelling and meter,, ,, 
0.258597737,0.066713816,6024,Quarter,2017 Q1,K04000001,,,35-44,,Prevalence rate,,Theft from a dwelling and meter,, ,, 
0.18815965399999998,0.050461411,7231,Quarter,2017 Q1,K04000001,,,45-54,,Prevalence rate,,Theft from a dwelling and meter,, ,, 
0.142638127,0.044166356,6099,Quarter,2017 Q1,K04000001,,,55-64,,Prevalence rate,,Theft from a dwelling and meter,, ,, 
0.116644885,0.045937516,5715,Quarter,2017 Q1,K04000001,,,65-74,,Prevalence rate,,Theft from a dwelling and meter,, ,, 
0.208127605,0.073658875,4486,Quarter,2017 Q1,K04000001,,,75+,,Prevalence rate,,Theft from a dwelling and meter,, ,, 
10.573190400000001,1.016889666,1032,Quarter,2017 Q1,K04000001,,,16-24,,Prevalence rate,,All household theft,, ,, 
9.130247,0.442015007,4747,Quarter,2017 Q1,K04000001,,,25-34,,Prevalence rate,,All household theft,, ,, 
9.574642501,0.397821745,6024,Quarter,2017 Q1,K04000001,,,35-44,,Prevalence rate,,All household theft,, ,, 
9.124686123,0.34471561,7231,Quarter,2017 Q1,K04000001,,,45-54,,Prevalence rate,,All household theft,, ,, 
7.219341985,0.35609211,6099,Quarter,2017 Q1,K04000001,,,55-64,,Prevalence rate,,All household theft,, ,, 
4.6316071910000005,0.289514515,5715,Quarter,2017 Q1,K04000001,,,65-74,,Prevalence rate,,All household theft,, ,, 
3.195740775,0.27156057,4486,Quarter,2017 Q1,K04000001,,,75+,,Prevalence rate,,All household theft,, ,, 
1.881227648,0.409100975,1032,Quarter,2017 Q1,K04000001,,,16-24,,Prevalence rate,,Theft from outside dwelling,, ,, 
2.31837161,0.231147515,4747,Quarter,2017 Q1,K04000001,,,25-34,,Prevalence rate,,Theft from outside dwelling,, ,, 
1.986604882,0.18555590600000002,6024,Quarter,2017 Q1,K04000001,,,35-44,,Prevalence rate,,Theft from outside dwelling,, ,, 
2.185216413,0.17448904399999998,7231,Quarter,2017 Q1,K04000001,,,45-54,,Prevalence rate,,Theft from outside dwelling,, ,, 
1.8068147559999999,0.175713345,6099,Quarter,2017 Q1,K04000001,,,55-64,,Prevalence rate,,Theft from outside dwelling,, ,, 
1.199153291,0.149358466,5715,Quarter,2017 Q1,K04000001,,,65-74,,Prevalence rate,,Theft from outside dwelling,, ,, 
0.8423753690000001,0.143148965,4486,Quarter,2017 Q1,K04000001,,,75+,,Prevalence rate,,Theft from outside dwelling,, ,, 
13.70841447,1.155556317,1032,Quarter,2017 Q1,K04000001,,,16-24,,Prevalence rate,,All household crime,, ,, 
12.77053613,0.509506654,4747,Quarter,2017 Q1,K04000001,,,25-34,,Prevalence rate,,All household crime,, ,, 
12.93709514,0.45636706,6024,Quarter,2017 Q1,K04000001,,,35-44,,Prevalence rate,,All household crime,, ,, 
12.85671668,0.410307139,7231,Quarter,2017 Q1,K04000001,,,45-54,,Prevalence rate,,All household crime,, ,, 
10.1584213,0.42057572,6099,Quarter,2017 Q1,K04000001,,,55-64,,Prevalence rate,,All household crime,, ,, 
6.676443009,0.345872726,5715,Quarter,2017 Q1,K04000001,,,65-74,,Prevalence rate,,All household crime,, ,, 
4.138595438,0.303843794,4486,Quarter,2017 Q1,K04000001,,,75+,,Prevalence rate,,All household crime,, ,, 
3.68675509,0.6397241220000001,1032,Quarter,2017 Q1,K04000001,,,16-24,,Prevalence rate,,Criminal damage  ,, ,, 
4.187906296,0.303778988,4747,Quarter,2017 Q1,K04000001,,,25-34,,Prevalence rate,,Criminal damage  ,, ,, 
4.316854019,0.272943754,6024,Quarter,2017 Q1,K04000001,,,35-44,,Prevalence rate,,Criminal damage  ,, ,, 
4.527566014,0.250997077,7231,Quarter,2017 Q1,K04000001,,,45-54,,Prevalence rate,,Criminal damage  ,, ,, 
3.516474918,0.250860465,6099,Quarter,2017 Q1,K04000001,,,55-64,,Prevalence rate,,Criminal damage  ,, ,, 
2.2988566009999998,0.209395425,5715,Quarter,2017 Q1,K04000001,,,65-74,,Prevalence rate,,Criminal damage  ,, ,, 
1.110611003,0.162891976,4486,Quarter,2017 Q1,K04000001,,,75+,,Prevalence rate,,Criminal damage  ,, ,, 
