V4_0,Time_codelist,Time,Geography_codelist,Geography,Costs_codelist,Costs,Growth Period_codelist,Growth Period,SA / NSA_codelist,SA / NSA,SIC_codelist,SIC
4.3,Quarter,2001 Q2,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_P Education
4.2,Quarter,2001 Q2,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_P Education
4.5,Quarter,2001 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_P Education
7.1,Quarter,2001 Q2,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_Q Health and Social Work
6.6,Quarter,2001 Q2,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_Q Health and Social Work
11.8,Quarter,2001 Q2,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_Q Health and Social Work
7.6,Quarter,2001 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_Q Health and Social Work
-4.6,Quarter,2001 Q2,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
-6.5,Quarter,2001 Q2,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
11.3,Quarter,2001 Q2,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
-4.0,Quarter,2001 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
4.5,Quarter,2001 Q2,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_S Other Service Activities
4.2,Quarter,2001 Q2,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_S Other Service Activities
6.9,Quarter,2001 Q2,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_S Other Service Activities
4.8,Quarter,2001 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_S Other Service Activities
17.8,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
20.4,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
-0.9,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
17.6,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
10.1,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_B Mining and Quarrying
10.3,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_B Mining and Quarrying
9.1,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_B Mining and Quarrying
6.3,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_B Mining and Quarrying
1.8,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
1.8,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
1.5,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
2.0,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
0.5,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
0.5,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
-0.9,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
0.4,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
-2.7,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
-3.1,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
-0.3,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
-2.0,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
1.2,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
1.0,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
2.5,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
2.0,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
6.4,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
6.2,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
7.6,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
6.7,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
3.3,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
4.1,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
-2.5,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
3.4,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
2.6,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
1.7,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
8.5,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
2.5,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
9.4,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_F Construction
9.4,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_F Construction
9.4,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_F Construction
9.0,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_F Construction
3.8,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_G46 Wholesale Trade
3.7,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_G46 Wholesale Trade
4.7,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_G46 Wholesale Trade
3.0,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_G46 Wholesale Trade
1.1,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
1.6,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
-3.8,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
0.6,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
5.3,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_H Transport and Storage
5.1,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_H Transport and Storage
6.6,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_H Transport and Storage
5.8,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_H Transport and Storage
6.6,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
7.7,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
-3.9,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
6.5,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
3.4,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_J Information and Communication
3.6,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_J Information and Communication
2.9,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_J Information and Communication
7.0,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_J Information and Communication
5.7,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_K Financial & Insurance Activities
5.4,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_K Financial & Insurance Activities
8.1,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_K Financial & Insurance Activities
7.1,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_K Financial & Insurance Activities
2.7,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_L Real Estate Activities
2.9,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_L Real Estate Activities
1.8,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_L Real Estate Activities
1.7,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_L Real Estate Activities
5.1,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
5.5,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
2.3,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
5.7,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
4.4,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_N Administrative and Support Service Activities
5.0,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_N Administrative and Support Service Activities
1.4,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_N Administrative and Support Service Activities
4.9,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_N Administrative and Support Service Activities
5.9,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_O Public Administration
5.4,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_O Public Administration
9.9,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_O Public Administration
5.9,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_O Public Administration
5.7,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_P Education
6.5,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_P Education
1.2,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_P Education
5.0,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_P Education
6.2,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_Q Health and Social Work
6.1,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_Q Health and Social Work
9.0,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_Q Health and Social Work
6.6,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_Q Health and Social Work
-5.8,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
-8.1,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
11.1,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
-3.5,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
1.8,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_S Other Service Activities
2.7,Quarter,2001 Q3,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_S Other Service Activities
-4.4,Quarter,2001 Q3,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_S Other Service Activities
4.4,Quarter,2001 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_S Other Service Activities
14.9,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
13.8,Quarter,2001 Q4,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
9.9,Quarter,2001 Q4,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
14.0,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
0.7,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_B Mining and Quarrying
4.3,Quarter,2001 Q4,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_B Mining and Quarrying
-19.3,Quarter,2001 Q4,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_B Mining and Quarrying
1.8,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_B Mining and Quarrying
2.5,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
3.1,Quarter,2001 Q4,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
-0.7,Quarter,2001 Q4,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
2.5,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
2.6,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
3.2,Quarter,2001 Q4,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
-0.5,Quarter,2001 Q4,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
4.1,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
6.6,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
4.2,Quarter,2001 Q4,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
19.5,Quarter,2001 Q4,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
5.8,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
5.2,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
5.7,Quarter,2001 Q4,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
1.7,Quarter,2001 Q4,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
6.2,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
4.9,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
5.1,Quarter,2001 Q4,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
7.3,Quarter,2001 Q4,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
5.4,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
2.4,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
2.6,Quarter,2001 Q4,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
1.1,Quarter,2001 Q4,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
3.2,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_C6 Other Manufacturing
-3.0,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
-3.3,Quarter,2001 Q4,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
-1.5,Quarter,2001 Q4,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
-2.6,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
8.7,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_F Construction
8.2,Quarter,2001 Q4,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_F Construction
11.8,Quarter,2001 Q4,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_F Construction
9.3,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_F Construction
1.6,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_G46 Wholesale Trade
2.0,Quarter,2001 Q4,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_G46 Wholesale Trade
-0.8,Quarter,2001 Q4,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_G46 Wholesale Trade
3.1,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_G46 Wholesale Trade
3.5,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
3.9,Quarter,2001 Q4,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
1.4,Quarter,2001 Q4,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
2.9,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Annual,,Seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
6.7,Quarter,2001 Q4,K02000001,,,Labour Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_H Transport and Storage
6.6,Quarter,2001 Q4,K02000001,,,Wage Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_H Transport and Storage
8.5,Quarter,2001 Q4,K02000001,,,Other Costs per Hour,,Annual,,Seasonally adjusted,,ILCH_H Transport and Storage
