V4_0,Time_codelist,Time,Geography_codelist,Geography,Costs_codelist,Costs,SA / NSA_codelist,SA / NSA,SIC_codelist,SIC
133.2,Quarter,2007 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
134.8,Quarter,2007 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
132.0,Quarter,2007 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
149.9,Quarter,2007 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
133.5,Quarter,2007 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
133.5,Quarter,2007 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
133.0,Quarter,2007 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
135.4,Quarter,2007 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
133.2,Quarter,2007 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_O Public Administration
134.7,Quarter,2007 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
131.5,Quarter,2007 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
155.3,Quarter,2007 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
135.0,Quarter,2007 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_P Education
143.5,Quarter,2007 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
141.6,Quarter,2007 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
156.8,Quarter,2007 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
144.6,Quarter,2007 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_Q Health and Social Work
111.7,Quarter,2007 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
108.6,Quarter,2007 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
121.8,Quarter,2007 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
111.1,Quarter,2007 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
156.5,Quarter,2007 Q1,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
149.1,Quarter,2007 Q1,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
208.5,Quarter,2007 Q1,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
155.3,Quarter,2007 Q1,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_S Other Service Activities
143.6,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
145.7,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
134.1,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
142.7,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
165.4,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
159.3,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
211.3,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
157.0,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
134.3,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
131.7,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
151.8,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
134.2,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
143.5,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
141.0,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
166.1,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
142.2,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
134.8,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
127.5,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
180.5,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
131.1,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
139.8,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
135.3,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
177.0,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
136.5,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
134.8,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
128.4,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
164.9,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
133.6,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
131.3,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
126.4,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
166.5,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
130.7,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C6 Other Manufacturing
122.0,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
114.7,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
170.1,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
118.9,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_D&E Electricity, Gas and Water Supply"
139.9,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
138.4,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
148.2,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_F Construction
138.1,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_F Construction
128.3,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
126.0,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
143.3,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
127.8,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_G46 Wholesale Trade
134.6,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
132.5,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
153.1,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
131.6,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_G45&G47 Retail Trade and Repairs
147.6,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
143.2,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
181.8,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_H Transport and Storage
143.9,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_H Transport and Storage
137.5,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
136.2,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
151.6,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
137.3,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_I Accommodation and Food Service Activities
134.7,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
131.5,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
155.4,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_J Information and Communication
132.7,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_J Information and Communication
148.1,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
144.6,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
171.0,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
135.5,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_K Financial & Insurance Activities
133.9,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_L Real Estate Activities
134.1,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_L Real Estate Activities
137.4,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_L Real Estate Activities
128.8,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_L Real Estate Activities
136.7,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
133.4,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
159.3,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
134.3,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_M Professional, Scientific & Technical Activities"
137.2,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
135.0,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
159.2,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
136.4,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_N Administrative and Support Service Activities
134.8,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
133.7,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
138.5,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_O Public Administration
134.0,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_O Public Administration
134.7,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
131.2,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
156.4,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_P Education
134.6,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_P Education
143.1,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
142.3,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
149.9,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_Q Health and Social Work
143.7,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_Q Health and Social Work
111.9,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
109.8,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
127.1,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
111.9,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_R Arts, Entertainment and Recreation"
163.7,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
157.9,Quarter,2007 Q2,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
206.0,Quarter,2007 Q2,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_S Other Service Activities
165.7,Quarter,2007 Q2,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_S Other Service Activities
144.1,Quarter,2007 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
146.5,Quarter,2007 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
134.3,Quarter,2007 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
144.4,Quarter,2007 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_A Agriculture, Forestry and Fishing"
182.0,Quarter,2007 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
171.7,Quarter,2007 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
248.0,Quarter,2007 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
168.8,Quarter,2007 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_B Mining and Quarrying
139.9,Quarter,2007 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
138.2,Quarter,2007 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
151.8,Quarter,2007 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
139.2,Quarter,2007 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_C1 Manufacturing - Food Products, Beverages and Tobacco "
167.5,Quarter,2007 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
161.3,Quarter,2007 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
214.8,Quarter,2007 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
158.1,Quarter,2007 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,"ILCH_C2 Manufacturing - Textiles, Leather and Clothing"
135.3,Quarter,2007 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
128.8,Quarter,2007 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
177.3,Quarter,2007 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
134.5,Quarter,2007 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C3 Manufacturing - Chemicals and Man-made Fibres
137.4,Quarter,2007 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
132.1,Quarter,2007 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
174.1,Quarter,2007 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
134.7,Quarter,2007 Q3,K02000001,,,Labour Costs per Hour Excluding Bonuses and Arrears,,Not seasonally adjusted,,ILCH_C4 Manufacturing - Basic Metals and Metal Products
135.7,Quarter,2007 Q3,K02000001,,,Labour Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
129.0,Quarter,2007 Q3,K02000001,,,Wage Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
168.6,Quarter,2007 Q3,K02000001,,,Other Costs per Hour,,Not seasonally adjusted,,ILCH_C5 Manufacturing - Engineering and Allied Industries
