V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Earnings_codelist,Earnings,Gender_codelist,Gender,Occupation_codelist,Occupation,Provision_codelist,Provision
5.8,,4.0,Year,2016,K02000001,,,Total,,Male,,Skilled trades occupations,,Group stakeholder pension
1.4,,8.6,Year,2016,K02000001,,,Total,,Male,,Skilled trades occupations,,Unknown pension provision
42.8,,1.1,Year,2016,K02000001,,,Total,,Male,,Skilled trades occupations,,No pension provision
,x,99.0,Year,2016,K02000001,,,Less than £100,,Male,,Skilled trades occupations,,Defined benefit
,x,24.0,Year,2016,K02000001,,,Less than £100,,Male,,Skilled trades occupations,,Defined contribution
,x,34.0,Year,2016,K02000001,,,Less than £100,,Male,,Skilled trades occupations,,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,Less than £100,,Male,,Skilled trades occupations,,Group self-invested personal pension
,x,40.0,Year,2016,K02000001,,,Less than £100,,Male,,Skilled trades occupations,,Group stakeholder pension
0.0,,0.0,Year,2016,K02000001,,,Less than £100,,Male,,Skilled trades occupations,,Unknown pension provision
76.4,,4.8,Year,2016,K02000001,,,Less than £100,,Male,,Skilled trades occupations,,No pension provision
,x,24.0,Year,2016,K02000001,,,£100 - £200,,Male,,Skilled trades occupations,,Defined benefit
5.2,,19.0,Year,2016,K02000001,,,£100 - £200,,Male,,Skilled trades occupations,,Defined contribution
,x,27.0,Year,2016,K02000001,,,£100 - £200,,Male,,Skilled trades occupations,,Group personal pension
,x,,Year,2016,K02000001,,,£100 - £200,,Male,,Skilled trades occupations,,Group self-invested personal pension
,x,45.0,Year,2016,K02000001,,,£100 - £200,,Male,,Skilled trades occupations,,Group stakeholder pension
,x,70.0,Year,2016,K02000001,,,£100 - £200,,Male,,Skilled trades occupations,,Unknown pension provision
87.9,,1.6,Year,2016,K02000001,,,£100 - £200,,Male,,Skilled trades occupations,,No pension provision
5.6,,14.0,Year,2016,K02000001,,,£200 - £300,,Male,,Skilled trades occupations,,Defined benefit
17.3,,7.5,Year,2016,K02000001,,,£200 - £300,,Male,,Skilled trades occupations,,Defined contribution
6.2,,13.0,Year,2016,K02000001,,,£200 - £300,,Male,,Skilled trades occupations,,Group personal pension
,x,70.0,Year,2016,K02000001,,,£200 - £300,,Male,,Skilled trades occupations,,Group self-invested personal pension
,x,29.0,Year,2016,K02000001,,,£200 - £300,,Male,,Skilled trades occupations,,Group stakeholder pension
,x,45.0,Year,2016,K02000001,,,£200 - £300,,Male,,Skilled trades occupations,,Unknown pension provision
68.7,,2.3,Year,2016,K02000001,,,£200 - £300,,Male,,Skilled trades occupations,,No pension provision
8.3,,7.9,Year,2016,K02000001,,,£300 - £400,,Male,,Skilled trades occupations,,Defined benefit
21.0,,4.6,Year,2016,K02000001,,,£300 - £400,,Male,,Skilled trades occupations,,Defined contribution
14.1,,5.9,Year,2016,K02000001,,,£300 - £400,,Male,,Skilled trades occupations,,Group personal pension
,x,41.0,Year,2016,K02000001,,,£300 - £400,,Male,,Skilled trades occupations,,Group self-invested personal pension
4.4,,11.0,Year,2016,K02000001,,,£300 - £400,,Male,,Skilled trades occupations,,Group stakeholder pension
1.4,,20.0,Year,2016,K02000001,,,£300 - £400,,Male,,Skilled trades occupations,,Unknown pension provision
50.5,,2.4,Year,2016,K02000001,,,£300 - £400,,Male,,Skilled trades occupations,,No pension provision
10.6,,6.1,Year,2016,K02000001,,,£400 - £500,,Male,,Skilled trades occupations,,Defined benefit
20.9,,4.2,Year,2016,K02000001,,,£400 - £500,,Male,,Skilled trades occupations,,Defined contribution
14.9,,5.1,Year,2016,K02000001,,,£400 - £500,,Male,,Skilled trades occupations,,Group personal pension
,x,25.0,Year,2016,K02000001,,,£400 - £500,,Male,,Skilled trades occupations,,Group self-invested personal pension
6.2,,8.4,Year,2016,K02000001,,,£400 - £500,,Male,,Skilled trades occupations,,Group stakeholder pension
1.7,,16.0,Year,2016,K02000001,,,£400 - £500,,Male,,Skilled trades occupations,,Unknown pension provision
45.0,,2.4,Year,2016,K02000001,,,£400 - £500,,Male,,Skilled trades occupations,,No pension provision
13.3,,5.9,Year,2016,K02000001,,,£500 - £600,,Male,,Skilled trades occupations,,Defined benefit
23.3,,4.4,Year,2016,K02000001,,,£500 - £600,,Male,,Skilled trades occupations,,Defined contribution
18.6,,5.0,Year,2016,K02000001,,,£500 - £600,,Male,,Skilled trades occupations,,Group personal pension
,x,28.0,Year,2016,K02000001,,,£500 - £600,,Male,,Skilled trades occupations,,Group self-invested personal pension
6.5,,9.1,Year,2016,K02000001,,,£500 - £600,,Male,,Skilled trades occupations,,Group stakeholder pension
1.7,,18.0,Year,2016,K02000001,,,£500 - £600,,Male,,Skilled trades occupations,,Unknown pension provision
35.9,,3.2,Year,2016,K02000001,,,£500 - £600,,Male,,Skilled trades occupations,,No pension provision
21.2,,3.5,Year,2016,K02000001,,,£600 and over,,Male,,Skilled trades occupations,,Defined benefit
23.2,,3.4,Year,2016,K02000001,,,£600 and over,,Male,,Skilled trades occupations,,Defined contribution
22.5,,3.5,Year,2016,K02000001,,,£600 and over,,Male,,Skilled trades occupations,,Group personal pension
,x,27.0,Year,2016,K02000001,,,£600 and over,,Male,,Skilled trades occupations,,Group self-invested personal pension
8.0,,6.3,Year,2016,K02000001,,,£600 and over,,Male,,Skilled trades occupations,,Group stakeholder pension
1.3,,16.0,Year,2016,K02000001,,,£600 and over,,Male,,Skilled trades occupations,,Unknown pension provision
23.4,,3.4,Year,2016,K02000001,,,£600 and over,,Male,,Skilled trades occupations,,No pension provision
33.5,,2.4,Year,2016,K02000001,,,Total,,Male,,"Caring, leisure and other service occupations",,Defined benefit
18.2,,3.6,Year,2016,K02000001,,,Total,,Male,,"Caring, leisure and other service occupations",,Defined contribution
9.7,,5.2,Year,2016,K02000001,,,Total,,Male,,"Caring, leisure and other service occupations",,Group personal pension
,x,35.0,Year,2016,K02000001,,,Total,,Male,,"Caring, leisure and other service occupations",,Group self-invested personal pension
2.6,,11.0,Year,2016,K02000001,,,Total,,Male,,"Caring, leisure and other service occupations",,Group stakeholder pension
1.2,,15.0,Year,2016,K02000001,,,Total,,Male,,"Caring, leisure and other service occupations",,Unknown pension provision
34.5,,2.3,Year,2016,K02000001,,,Total,,Male,,"Caring, leisure and other service occupations",,No pension provision
8.3,,17.0,Year,2016,K02000001,,,Less than £100,,Male,,"Caring, leisure and other service occupations",,Defined benefit
7.9,,18.0,Year,2016,K02000001,,,Less than £100,,Male,,"Caring, leisure and other service occupations",,Defined contribution
,x,27.0,Year,2016,K02000001,,,Less than £100,,Male,,"Caring, leisure and other service occupations",,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,Less than £100,,Male,,"Caring, leisure and other service occupations",,Group self-invested personal pension
,x,58.0,Year,2016,K02000001,,,Less than £100,,Male,,"Caring, leisure and other service occupations",,Group stakeholder pension
,x,,Year,2016,K02000001,,,Less than £100,,Male,,"Caring, leisure and other service occupations",,Unknown pension provision
79.0,,2.7,Year,2016,K02000001,,,Less than £100,,Male,,"Caring, leisure and other service occupations",,No pension provision
17.8,,10.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Caring, leisure and other service occupations",,Defined benefit
14.8,,12.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Caring, leisure and other service occupations",,Defined contribution
,x,21.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Caring, leisure and other service occupations",,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Caring, leisure and other service occupations",,Group self-invested personal pension
,x,41.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Caring, leisure and other service occupations",,Group stakeholder pension
,x,57.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Caring, leisure and other service occupations",,Unknown pension provision
59.7,,4.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Caring, leisure and other service occupations",,No pension provision
25.5,,6.6,Year,2016,K02000001,,,£200 - £300,,Male,,"Caring, leisure and other service occupations",,Defined benefit
23.6,,7.1,Year,2016,K02000001,,,£200 - £300,,Male,,"Caring, leisure and other service occupations",,Defined contribution
10.5,,12.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Caring, leisure and other service occupations",,Group personal pension
,x,58.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Caring, leisure and other service occupations",,Group self-invested personal pension
,x,23.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Caring, leisure and other service occupations",,Group stakeholder pension
,x,30.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Caring, leisure and other service occupations",,Unknown pension provision
35.4,,5.3,Year,2016,K02000001,,,£200 - £300,,Male,,"Caring, leisure and other service occupations",,No pension provision
35.8,,4.3,Year,2016,K02000001,,,£300 - £400,,Male,,"Caring, leisure and other service occupations",,Defined benefit
21.0,,6.4,Year,2016,K02000001,,,£300 - £400,,Male,,"Caring, leisure and other service occupations",,Defined contribution
12.8,,8.6,Year,2016,K02000001,,,£300 - £400,,Male,,"Caring, leisure and other service occupations",,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,£300 - £400,,Male,,"Caring, leisure and other service occupations",,Group self-invested personal pension
2.7,,20.0,Year,2016,K02000001,,,£300 - £400,,Male,,"Caring, leisure and other service occupations",,Group stakeholder pension
,x,25.0,Year,2016,K02000001,,,£300 - £400,,Male,,"Caring, leisure and other service occupations",,Unknown pension provision
25.9,,5.6,Year,2016,K02000001,,,£300 - £400,,Male,,"Caring, leisure and other service occupations",,No pension provision
42.9,,4.7,Year,2016,K02000001,,,£400 - £500,,Male,,"Caring, leisure and other service occupations",,Defined benefit
19.3,,8.5,Year,2016,K02000001,,,£400 - £500,,Male,,"Caring, leisure and other service occupations",,Defined contribution
11.2,,12.0,Year,2016,K02000001,,,£400 - £500,,Male,,"Caring, leisure and other service occupations",,Group personal pension
,x,50.0,Year,2016,K02000001,,,£400 - £500,,Male,,"Caring, leisure and other service occupations",,Group self-invested personal pension
4.0,,20.0,Year,2016,K02000001,,,£400 - £500,,Male,,"Caring, leisure and other service occupations",,Group stakeholder pension
,x,41.0,Year,2016,K02000001,,,£400 - £500,,Male,,"Caring, leisure and other service occupations",,Unknown pension provision
21.0,,7.9,Year,2016,K02000001,,,£400 - £500,,Male,,"Caring, leisure and other service occupations",,No pension provision
48.9,,6.2,Year,2016,K02000001,,,£500 - £600,,Male,,"Caring, leisure and other service occupations",,Defined benefit
18.0,,13.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Caring, leisure and other service occupations",,Defined contribution
10.9,,18.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Caring, leisure and other service occupations",,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Caring, leisure and other service occupations",,Group self-invested personal pension
,x,50.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Caring, leisure and other service occupations",,Group stakeholder pension
,x,,Year,2016,K02000001,,,£500 - £600,,Male,,"Caring, leisure and other service occupations",,Unknown pension provision
20.3,,12.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Caring, leisure and other service occupations",,No pension provision
64.9,,4.6,Year,2016,K02000001,,,£600 and over,,Male,,"Caring, leisure and other service occupations",,Defined benefit
11.2,,17.0,Year,2016,K02000001,,,£600 and over,,Male,,"Caring, leisure and other service occupations",,Defined contribution
,x,23.0,Year,2016,K02000001,,,£600 and over,,Male,,"Caring, leisure and other service occupations",,Group personal pension
,x,99.0,Year,2016,K02000001,,,£600 and over,,Male,,"Caring, leisure and other service occupations",,Group self-invested personal pension
,x,33.0,Year,2016,K02000001,,,£600 and over,,Male,,"Caring, leisure and other service occupations",,Group stakeholder pension
,x,50.0,Year,2016,K02000001,,,£600 and over,,Male,,"Caring, leisure and other service occupations",,Unknown pension provision
11.2,,18.0,Year,2016,K02000001,,,£600 and over,,Male,,"Caring, leisure and other service occupations",,No pension provision
8.1,,3.7,Year,2016,K02000001,,,Total,,Male,,Sales and customer service occupations,,Defined benefit
27.6,,1.8,Year,2016,K02000001,,,Total,,Male,,Sales and customer service occupations,,Defined contribution
11.6,,3.2,Year,2016,K02000001,,,Total,,Male,,Sales and customer service occupations,,Group personal pension
,x,23.0,Year,2016,K02000001,,,Total,,Male,,Sales and customer service occupations,,Group self-invested personal pension
7.5,,3.9,Year,2016,K02000001,,,Total,,Male,,Sales and customer service occupations,,Group stakeholder pension
0.9,,12.0,Year,2016,K02000001,,,Total,,Male,,Sales and customer service occupations,,Unknown pension provision
44.0,,1.1,Year,2016,K02000001,,,Total,,Male,,Sales and customer service occupations,,No pension provision
,x,21.0,Year,2016,K02000001,,,Less than £100,,Male,,Sales and customer service occupations,,Defined benefit
8.2,,11.0,Year,2016,K02000001,,,Less than £100,,Male,,Sales and customer service occupations,,Defined contribution
,x,31.0,Year,2016,K02000001,,,Less than £100,,Male,,Sales and customer service occupations,,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,Less than £100,,Male,,Sales and customer service occupations,,Group self-invested personal pension
,x,30.0,Year,2016,K02000001,,,Less than £100,,Male,,Sales and customer service occupations,,Group stakeholder pension
,x,,Year,2016,K02000001,,,Less than £100,,Male,,Sales and customer service occupations,,Unknown pension provision
87.0,,1.2,Year,2016,K02000001,,,Less than £100,,Male,,Sales and customer service occupations,,No pension provision
4.1,,12.0,Year,2016,K02000001,,,£100 - £200,,Male,,Sales and customer service occupations,,Defined benefit
19.7,,5.2,Year,2016,K02000001,,,£100 - £200,,Male,,Sales and customer service occupations,,Defined contribution
2.8,,16.0,Year,2016,K02000001,,,£100 - £200,,Male,,Sales and customer service occupations,,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,£100 - £200,,Male,,Sales and customer service occupations,,Group self-invested personal pension
5.4,,11.0,Year,2016,K02000001,,,£100 - £200,,Male,,Sales and customer service occupations,,Group stakeholder pension
,x,31.0,Year,2016,K02000001,,,£100 - £200,,Male,,Sales and customer service occupations,,Unknown pension provision
67.3,,1.8,Year,2016,K02000001,,,£100 - £200,,Male,,Sales and customer service occupations,,No pension provision
5.0,,10.0,Year,2016,K02000001,,,£200 - £300,,Male,,Sales and customer service occupations,,Defined benefit
35.3,,3.2,Year,2016,K02000001,,,£200 - £300,,Male,,Sales and customer service occupations,,Defined contribution
9.7,,7.5,Year,2016,K02000001,,,£200 - £300,,Male,,Sales and customer service occupations,,Group personal pension
,x,71.0,Year,2016,K02000001,,,£200 - £300,,Male,,Sales and customer service occupations,,Group self-invested personal pension
8.5,,7.6,Year,2016,K02000001,,,£200 - £300,,Male,,Sales and customer service occupations,,Group stakeholder pension
,x,33.0,Year,2016,K02000001,,,£200 - £300,,Male,,Sales and customer service occupations,,Unknown pension provision
40.8,,2.9,Year,2016,K02000001,,,£200 - £300,,Male,,Sales and customer service occupations,,No pension provision
8.3,,7.6,Year,2016,K02000001,,,£300 - £400,,Male,,Sales and customer service occupations,,Defined benefit
34.1,,3.2,Year,2016,K02000001,,,£300 - £400,,Male,,Sales and customer service occupations,,Defined contribution
16.1,,5.4,Year,2016,K02000001,,,£300 - £400,,Male,,Sales and customer service occupations,,Group personal pension
,x,41.0,Year,2016,K02000001,,,£300 - £400,,Male,,Sales and customer service occupations,,Group self-invested personal pension
10.1,,6.7,Year,2016,K02000001,,,£300 - £400,,Male,,Sales and customer service occupations,,Group stakeholder pension
1.7,,18.0,Year,2016,K02000001,,,£300 - £400,,Male,,Sales and customer service occupations,,Unknown pension provision
29.3,,3.6,Year,2016,K02000001,,,£300 - £400,,Male,,Sales and customer service occupations,,No pension provision
11.9,,9.3,Year,2016,K02000001,,,£400 - £500,,Male,,Sales and customer service occupations,,Defined benefit
30.3,,5.2,Year,2016,K02000001,,,£400 - £500,,Male,,Sales and customer service occupations,,Defined contribution
22.2,,6.5,Year,2016,K02000001,,,£400 - £500,,Male,,Sales and customer service occupations,,Group personal pension
,x,50.0,Year,2016,K02000001,,,£400 - £500,,Male,,Sales and customer service occupations,,Group self-invested personal pension
9.7,,10.0,Year,2016,K02000001,,,£400 - £500,,Male,,Sales and customer service occupations,,Group stakeholder pension
,x,38.0,Year,2016,K02000001,,,£400 - £500,,Male,,Sales and customer service occupations,,Unknown pension provision
24.7,,6.0,Year,2016,K02000001,,,£400 - £500,,Male,,Sales and customer service occupations,,No pension provision
19.1,,10.0,Year,2016,K02000001,,,£500 - £600,,Male,,Sales and customer service occupations,,Defined benefit
29.6,,7.5,Year,2016,K02000001,,,£500 - £600,,Male,,Sales and customer service occupations,,Defined contribution
19.8,,10.0,Year,2016,K02000001,,,£500 - £600,,Male,,Sales and customer service occupations,,Group personal pension
,x,70.0,Year,2016,K02000001,,,£500 - £600,,Male,,Sales and customer service occupations,,Group self-invested personal pension
9.8,,15.0,Year,2016,K02000001,,,£500 - £600,,Male,,Sales and customer service occupations,,Group stakeholder pension
,x,50.0,Year,2016,K02000001,,,£500 - £600,,Male,,Sales and customer service occupations,,Unknown pension provision
20.2,,9.9,Year,2016,K02000001,,,£500 - £600,,Male,,Sales and customer service occupations,,No pension provision
26.8,,7.6,Year,2016,K02000001,,,£600 and over,,Male,,Sales and customer service occupations,,Defined benefit
29.2,,7.3,Year,2016,K02000001,,,£600 and over,,Male,,Sales and customer service occupations,,Defined contribution
21.8,,9.1,Year,2016,K02000001,,,£600 and over,,Male,,Sales and customer service occupations,,Group personal pension
,x,44.0,Year,2016,K02000001,,,£600 and over,,Male,,Sales and customer service occupations,,Group self-invested personal pension
6.1,,18.0,Year,2016,K02000001,,,£600 and over,,Male,,Sales and customer service occupations,,Group stakeholder pension
,x,50.0,Year,2016,K02000001,,,£600 and over,,Male,,Sales and customer service occupations,,Unknown pension provision
14.0,,12.0,Year,2016,K02000001,,,£600 and over,,Male,,Sales and customer service occupations,,No pension provision
12.6,,2.6,Year,2016,K02000001,,,Total,,Male,,"Process, plant and machine operatives",,Defined benefit
26.6,,1.7,Year,2016,K02000001,,,Total,,Male,,"Process, plant and machine operatives",,Defined contribution
17.5,,2.2,Year,2016,K02000001,,,Total,,Male,,"Process, plant and machine operatives",,Group personal pension
1.0,,10.0,Year,2016,K02000001,,,Total,,Male,,"Process, plant and machine operatives",,Group self-invested personal pension
6.0,,4.0,Year,2016,K02000001,,,Total,,Male,,"Process, plant and machine operatives",,Group stakeholder pension
1.9,,7.3,Year,2016,K02000001,,,Total,,Male,,"Process, plant and machine operatives",,Unknown pension provision
34.6,,1.4,Year,2016,K02000001,,,Total,,Male,,"Process, plant and machine operatives",,No pension provision
,x,35.0,Year,2016,K02000001,,,Less than £100,,Male,,"Process, plant and machine operatives",,Defined benefit
10.3,,18.0,Year,2016,K02000001,,,Less than £100,,Male,,"Process, plant and machine operatives",,Defined contribution
,x,24.0,Year,2016,K02000001,,,Less than £100,,Male,,"Process, plant and machine operatives",,Group personal pension
,x,70.0,Year,2016,K02000001,,,Less than £100,,Male,,"Process, plant and machine operatives",,Group self-invested personal pension
,x,44.0,Year,2016,K02000001,,,Less than £100,,Male,,"Process, plant and machine operatives",,Group stakeholder pension
0.0,,0.0,Year,2016,K02000001,,,Less than £100,,Male,,"Process, plant and machine operatives",,Unknown pension provision
78.1,,3.3,Year,2016,K02000001,,,Less than £100,,Male,,"Process, plant and machine operatives",,No pension provision
4.3,,20.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Process, plant and machine operatives",,Defined benefit
14.2,,11.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Process, plant and machine operatives",,Defined contribution
5.0,,19.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Process, plant and machine operatives",,Group personal pension
,x,,Year,2016,K02000001,,,£100 - £200,,Male,,"Process, plant and machine operatives",,Group self-invested personal pension
,x,50.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Process, plant and machine operatives",,Group stakeholder pension
,x,58.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Process, plant and machine operatives",,Unknown pension provision
75.1,,2.5,Year,2016,K02000001,,,£100 - £200,,Male,,"Process, plant and machine operatives",,No pension provision
4.6,,15.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Process, plant and machine operatives",,Defined benefit
24.0,,5.8,Year,2016,K02000001,,,£200 - £300,,Male,,"Process, plant and machine operatives",,Defined contribution
11.3,,9.2,Year,2016,K02000001,,,£200 - £300,,Male,,"Process, plant and machine operatives",,Group personal pension
,x,35.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Process, plant and machine operatives",,Group self-invested personal pension
5.2,,14.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Process, plant and machine operatives",,Group stakeholder pension
,x,30.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Process, plant and machine operatives",,Unknown pension provision
52.8,,3.1,Year,2016,K02000001,,,£200 - £300,,Male,,"Process, plant and machine operatives",,No pension provision
6.8,,7.8,Year,2016,K02000001,,,£300 - £400,,Male,,"Process, plant and machine operatives",,Defined benefit
27.8,,3.5,Year,2016,K02000001,,,£300 - £400,,Male,,"Process, plant and machine operatives",,Defined contribution
18.6,,4.5,Year,2016,K02000001,,,£300 - £400,,Male,,"Process, plant and machine operatives",,Group personal pension
,x,22.0,Year,2016,K02000001,,,£300 - £400,,Male,,"Process, plant and machine operatives",,Group self-invested personal pension
5.9,,8.5,Year,2016,K02000001,,,£300 - £400,,Male,,"Process, plant and machine operatives",,Group stakeholder pension
2.5,,14.0,Year,2016,K02000001,,,£300 - £400,,Male,,"Process, plant and machine operatives",,Unknown pension provision
37.6,,2.8,Year,2016,K02000001,,,£300 - £400,,Male,,"Process, plant and machine operatives",,No pension provision
10.9,,6.2,Year,2016,K02000001,,,£400 - £500,,Male,,"Process, plant and machine operatives",,Defined benefit
28.4,,3.5,Year,2016,K02000001,,,£400 - £500,,Male,,"Process, plant and machine operatives",,Defined contribution
22.6,,4.1,Year,2016,K02000001,,,£400 - £500,,Male,,"Process, plant and machine operatives",,Group personal pension
1.2,,20.0,Year,2016,K02000001,,,£400 - £500,,Male,,"Process, plant and machine operatives",,Group self-invested personal pension
5.9,,8.8,Year,2016,K02000001,,,£400 - £500,,Male,,"Process, plant and machine operatives",,Group stakeholder pension
1.8,,17.0,Year,2016,K02000001,,,£400 - £500,,Male,,"Process, plant and machine operatives",,Unknown pension provision
29.2,,3.5,Year,2016,K02000001,,,£400 - £500,,Male,,"Process, plant and machine operatives",,No pension provision
11.9,,6.6,Year,2016,K02000001,,,£500 - £600,,Male,,"Process, plant and machine operatives",,Defined benefit
30.7,,3.7,Year,2016,K02000001,,,£500 - £600,,Male,,"Process, plant and machine operatives",,Defined contribution
20.1,,5.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Process, plant and machine operatives",,Group personal pension
,x,22.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Process, plant and machine operatives",,Group self-invested personal pension
7.0,,9.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Process, plant and machine operatives",,Group stakeholder pension
2.0,,18.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Process, plant and machine operatives",,Unknown pension provision
27.1,,4.1,Year,2016,K02000001,,,£500 - £600,,Male,,"Process, plant and machine operatives",,No pension provision
26.0,,3.4,Year,2016,K02000001,,,£600 and over,,Male,,"Process, plant and machine operatives",,Defined benefit
26.7,,3.4,Year,2016,K02000001,,,£600 and over,,Male,,"Process, plant and machine operatives",,Defined contribution
16.6,,4.6,Year,2016,K02000001,,,£600 and over,,Male,,"Process, plant and machine operatives",,Group personal pension
,x,22.0,Year,2016,K02000001,,,£600 and over,,Male,,"Process, plant and machine operatives",,Group self-invested personal pension
7.4,,7.3,Year,2016,K02000001,,,£600 and over,,Male,,"Process, plant and machine operatives",,Group stakeholder pension
2.2,,14.0,Year,2016,K02000001,,,£600 and over,,Male,,"Process, plant and machine operatives",,Unknown pension provision
20.3,,4.1,Year,2016,K02000001,,,£600 and over,,Male,,"Process, plant and machine operatives",,No pension provision
11.8,,2.1,Year,2016,K02000001,,,Total,,Male,,Elementary occupations,,Defined benefit
27.0,,1.3,Year,2016,K02000001,,,Total,,Male,,Elementary occupations,,Defined contribution
10.6,,2.3,Year,2016,K02000001,,,Total,,Male,,Elementary occupations,,Group personal pension
0.4,,13.0,Year,2016,K02000001,,,Total,,Male,,Elementary occupations,,Group self-invested personal pension
4.3,,3.7,Year,2016,K02000001,,,Total,,Male,,Elementary occupations,,Group stakeholder pension
1.5,,6.4,Year,2016,K02000001,,,Total,,Male,,Elementary occupations,,Unknown pension provision
44.5,,0.8,Year,2016,K02000001,,,Total,,Male,,Elementary occupations,,No pension provision
3.3,,12.0,Year,2016,K02000001,,,Less than £100,,Male,,Elementary occupations,,Defined benefit
10.4,,7.2,Year,2016,K02000001,,,Less than £100,,Male,,Elementary occupations,,Defined contribution
2.2,,17.0,Year,2016,K02000001,,,Less than £100,,Male,,Elementary occupations,,Group personal pension
,x,46.0,Year,2016,K02000001,,,Less than £100,,Male,,Elementary occupations,,Group self-invested personal pension
,x,33.0,Year,2016,K02000001,,,Less than £100,,Male,,Elementary occupations,,Group stakeholder pension
,x,71.0,Year,2016,K02000001,,,Less than £100,,Male,,Elementary occupations,,Unknown pension provision
83.0,,1.1,Year,2016,K02000001,,,Less than £100,,Male,,Elementary occupations,,No pension provision
4.9,,10.0,Year,2016,K02000001,,,£100 - £200,,Male,,Elementary occupations,,Defined benefit
19.4,,4.6,Year,2016,K02000001,,,£100 - £200,,Male,,Elementary occupations,,Defined contribution
4.0,,11.0,Year,2016,K02000001,,,£100 - £200,,Male,,Elementary occupations,,Group personal pension
,x,45.0,Year,2016,K02000001,,,£100 - £200,,Male,,Elementary occupations,,Group self-invested personal pension
1.4,,19.0,Year,2016,K02000001,,,£100 - £200,,Male,,Elementary occupations,,Group stakeholder pension
,x,26.0,Year,2016,K02000001,,,£100 - £200,,Male,,Elementary occupations,,Unknown pension provision
69.3,,1.5,Year,2016,K02000001,,,£100 - £200,,Male,,Elementary occupations,,No pension provision
5.5,,7.7,Year,2016,K02000001,,,£200 - £300,,Male,,Elementary occupations,,Defined benefit
34.0,,2.6,Year,2016,K02000001,,,£200 - £300,,Male,,Elementary occupations,,Defined contribution
7.9,,6.5,Year,2016,K02000001,,,£200 - £300,,Male,,Elementary occupations,,Group personal pension
,x,30.0,Year,2016,K02000001,,,£200 - £300,,Male,,Elementary occupations,,Group self-invested personal pension
2.9,,11.0,Year,2016,K02000001,,,£200 - £300,,Male,,Elementary occupations,,Group stakeholder pension
1.6,,14.0,Year,2016,K02000001,,,£200 - £300,,Male,,Elementary occupations,,Unknown pension provision
47.8,,2.0,Year,2016,K02000001,,,£200 - £300,,Male,,Elementary occupations,,No pension provision
12.0,,4.1,Year,2016,K02000001,,,£300 - £400,,Male,,Elementary occupations,,Defined benefit
31.7,,2.3,Year,2016,K02000001,,,£300 - £400,,Male,,Elementary occupations,,Defined contribution
14.0,,3.9,Year,2016,K02000001,,,£300 - £400,,Male,,Elementary occupations,,Group personal pension
,x,24.0,Year,2016,K02000001,,,£300 - £400,,Male,,Elementary occupations,,Group self-invested personal pension
5.0,,6.7,Year,2016,K02000001,,,£300 - £400,,Male,,Elementary occupations,,Group stakeholder pension
1.9,,11.0,Year,2016,K02000001,,,£300 - £400,,Male,,Elementary occupations,,Unknown pension provision
35.0,,2.2,Year,2016,K02000001,,,£300 - £400,,Male,,Elementary occupations,,No pension provision
20.1,,3.7,Year,2016,K02000001,,,£400 - £500,,Male,,Elementary occupations,,Defined benefit
29.7,,3.0,Year,2016,K02000001,,,£400 - £500,,Male,,Elementary occupations,,Defined contribution
15.7,,4.6,Year,2016,K02000001,,,£400 - £500,,Male,,Elementary occupations,,Group personal pension
,x,27.0,Year,2016,K02000001,,,£400 - £500,,Male,,Elementary occupations,,Group self-invested personal pension
6.5,,7.4,Year,2016,K02000001,,,£400 - £500,,Male,,Elementary occupations,,Group stakeholder pension
