V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Earnings_codelist,Earnings,Gender_codelist,Gender,Occupation_codelist,Occupation,Provision_codelist,Provision
17.1,,3.6,Year,2016,K02000001,,,£300 - £400,,All,,Sales and customer service occupations,,Group personal pension
,x,29.0,Year,2016,K02000001,,,£300 - £400,,All,,Sales and customer service occupations,,Group self-invested personal pension
10.6,,4.5,Year,2016,K02000001,,,£300 - £400,,All,,Sales and customer service occupations,,Group stakeholder pension
1.7,,13.0,Year,2016,K02000001,,,£300 - £400,,All,,Sales and customer service occupations,,Unknown pension provision
27.9,,2.6,Year,2016,K02000001,,,£300 - £400,,All,,Sales and customer service occupations,,No pension provision
14.6,,6.0,Year,2016,K02000001,,,£400 - £500,,All,,Sales and customer service occupations,,Defined benefit
31.8,,3.6,Year,2016,K02000001,,,£400 - £500,,All,,Sales and customer service occupations,,Defined contribution
20.0,,5.0,Year,2016,K02000001,,,£400 - £500,,All,,Sales and customer service occupations,,Group personal pension
,x,31.0,Year,2016,K02000001,,,£400 - £500,,All,,Sales and customer service occupations,,Group self-invested personal pension
8.9,,7.8,Year,2016,K02000001,,,£400 - £500,,All,,Sales and customer service occupations,,Group stakeholder pension
,x,30.0,Year,2016,K02000001,,,£400 - £500,,All,,Sales and customer service occupations,,Unknown pension provision
23.3,,4.5,Year,2016,K02000001,,,£400 - £500,,All,,Sales and customer service occupations,,No pension provision
21.6,,7.0,Year,2016,K02000001,,,£500 - £600,,All,,Sales and customer service occupations,,Defined benefit
29.2,,5.7,Year,2016,K02000001,,,£500 - £600,,All,,Sales and customer service occupations,,Defined contribution
19.6,,7.5,Year,2016,K02000001,,,£500 - £600,,All,,Sales and customer service occupations,,Group personal pension
,x,50.0,Year,2016,K02000001,,,£500 - £600,,All,,Sales and customer service occupations,,Group self-invested personal pension
9.0,,12.0,Year,2016,K02000001,,,£500 - £600,,All,,Sales and customer service occupations,,Group stakeholder pension
,x,33.0,Year,2016,K02000001,,,£500 - £600,,All,,Sales and customer service occupations,,Unknown pension provision
18.7,,7.8,Year,2016,K02000001,,,£500 - £600,,All,,Sales and customer service occupations,,No pension provision
26.8,,6.1,Year,2016,K02000001,,,£600 and over,,All,,Sales and customer service occupations,,Defined benefit
28.5,,5.9,Year,2016,K02000001,,,£600 and over,,All,,Sales and customer service occupations,,Defined contribution
21.2,,7.3,Year,2016,K02000001,,,£600 and over,,All,,Sales and customer service occupations,,Group personal pension
,x,30.0,Year,2016,K02000001,,,£600 and over,,All,,Sales and customer service occupations,,Group self-invested personal pension
5.9,,15.0,Year,2016,K02000001,,,£600 and over,,All,,Sales and customer service occupations,,Group stakeholder pension
,x,35.0,Year,2016,K02000001,,,£600 and over,,All,,Sales and customer service occupations,,Unknown pension provision
14.7,,9.2,Year,2016,K02000001,,,£600 and over,,All,,Sales and customer service occupations,,No pension provision
12.3,,2.4,Year,2016,K02000001,,,Total,,All,,"Process, plant and machine operatives",,Defined benefit
26.6,,1.5,Year,2016,K02000001,,,Total,,All,,"Process, plant and machine operatives",,Defined contribution
17.9,,2.0,Year,2016,K02000001,,,Total,,All,,"Process, plant and machine operatives",,Group personal pension
1.0,,9.6,Year,2016,K02000001,,,Total,,All,,"Process, plant and machine operatives",,Group self-invested personal pension
6.0,,3.7,Year,2016,K02000001,,,Total,,All,,"Process, plant and machine operatives",,Group stakeholder pension
1.8,,7.0,Year,2016,K02000001,,,Total,,All,,"Process, plant and machine operatives",,Unknown pension provision
34.5,,1.3,Year,2016,K02000001,,,Total,,All,,"Process, plant and machine operatives",,No pension provision
,x,30.0,Year,2016,K02000001,,,Less than £100,,All,,"Process, plant and machine operatives",,Defined benefit
9.0,,18.0,Year,2016,K02000001,,,Less than £100,,All,,"Process, plant and machine operatives",,Defined contribution
,x,21.0,Year,2016,K02000001,,,Less than £100,,All,,"Process, plant and machine operatives",,Group personal pension
,x,70.0,Year,2016,K02000001,,,Less than £100,,All,,"Process, plant and machine operatives",,Group self-invested personal pension
,x,41.0,Year,2016,K02000001,,,Less than £100,,All,,"Process, plant and machine operatives",,Group stakeholder pension
0.0,,0.0,Year,2016,K02000001,,,Less than £100,,All,,"Process, plant and machine operatives",,Unknown pension provision
78.2,,3.0,Year,2016,K02000001,,,Less than £100,,All,,"Process, plant and machine operatives",,No pension provision
5.6,,15.0,Year,2016,K02000001,,,£100 - £200,,All,,"Process, plant and machine operatives",,Defined benefit
14.9,,8.9,Year,2016,K02000001,,,£100 - £200,,All,,"Process, plant and machine operatives",,Defined contribution
6.7,,14.0,Year,2016,K02000001,,,£100 - £200,,All,,"Process, plant and machine operatives",,Group personal pension
,x,70.0,Year,2016,K02000001,,,£100 - £200,,All,,"Process, plant and machine operatives",,Group self-invested personal pension
,x,29.0,Year,2016,K02000001,,,£100 - £200,,All,,"Process, plant and machine operatives",,Group stakeholder pension
,x,50.0,Year,2016,K02000001,,,£100 - £200,,All,,"Process, plant and machine operatives",,Unknown pension provision
70.6,,2.4,Year,2016,K02000001,,,£100 - £200,,All,,"Process, plant and machine operatives",,No pension provision
4.7,,12.0,Year,2016,K02000001,,,£200 - £300,,All,,"Process, plant and machine operatives",,Defined benefit
25.0,,4.8,Year,2016,K02000001,,,£200 - £300,,All,,"Process, plant and machine operatives",,Defined contribution
13.9,,6.9,Year,2016,K02000001,,,£200 - £300,,All,,"Process, plant and machine operatives",,Group personal pension
,x,35.0,Year,2016,K02000001,,,£200 - £300,,All,,"Process, plant and machine operatives",,Group self-invested personal pension
5.3,,11.0,Year,2016,K02000001,,,£200 - £300,,All,,"Process, plant and machine operatives",,Group stakeholder pension
,x,25.0,Year,2016,K02000001,,,£200 - £300,,All,,"Process, plant and machine operatives",,Unknown pension provision
49.3,,2.8,Year,2016,K02000001,,,£200 - £300,,All,,"Process, plant and machine operatives",,No pension provision
7.1,,7.0,Year,2016,K02000001,,,£300 - £400,,All,,"Process, plant and machine operatives",,Defined benefit
28.4,,3.1,Year,2016,K02000001,,,£300 - £400,,All,,"Process, plant and machine operatives",,Defined contribution
19.6,,4.0,Year,2016,K02000001,,,£300 - £400,,All,,"Process, plant and machine operatives",,Group personal pension
1.0,,20.0,Year,2016,K02000001,,,£300 - £400,,All,,"Process, plant and machine operatives",,Group self-invested personal pension
6.1,,7.7,Year,2016,K02000001,,,£300 - £400,,All,,"Process, plant and machine operatives",,Group stakeholder pension
2.2,,13.0,Year,2016,K02000001,,,£300 - £400,,All,,"Process, plant and machine operatives",,Unknown pension provision
35.7,,2.6,Year,2016,K02000001,,,£300 - £400,,All,,"Process, plant and machine operatives",,No pension provision
11.0,,5.9,Year,2016,K02000001,,,£400 - £500,,All,,"Process, plant and machine operatives",,Defined benefit
28.7,,3.3,Year,2016,K02000001,,,£400 - £500,,All,,"Process, plant and machine operatives",,Defined contribution
22.9,,3.9,Year,2016,K02000001,,,£400 - £500,,All,,"Process, plant and machine operatives",,Group personal pension
1.2,,19.0,Year,2016,K02000001,,,£400 - £500,,All,,"Process, plant and machine operatives",,Group self-invested personal pension
6.1,,8.2,Year,2016,K02000001,,,£400 - £500,,All,,"Process, plant and machine operatives",,Group stakeholder pension
1.8,,16.0,Year,2016,K02000001,,,£400 - £500,,All,,"Process, plant and machine operatives",,Unknown pension provision
28.3,,3.4,Year,2016,K02000001,,,£400 - £500,,All,,"Process, plant and machine operatives",,No pension provision
12.4,,6.3,Year,2016,K02000001,,,£500 - £600,,All,,"Process, plant and machine operatives",,Defined benefit
30.7,,3.6,Year,2016,K02000001,,,£500 - £600,,All,,"Process, plant and machine operatives",,Defined contribution
20.2,,4.8,Year,2016,K02000001,,,£500 - £600,,All,,"Process, plant and machine operatives",,Group personal pension
,x,21.0,Year,2016,K02000001,,,£500 - £600,,All,,"Process, plant and machine operatives",,Group self-invested personal pension
7.1,,8.7,Year,2016,K02000001,,,£500 - £600,,All,,"Process, plant and machine operatives",,Group stakeholder pension
2.0,,17.0,Year,2016,K02000001,,,£500 - £600,,All,,"Process, plant and machine operatives",,Unknown pension provision
26.3,,4.1,Year,2016,K02000001,,,£500 - £600,,All,,"Process, plant and machine operatives",,No pension provision
26.5,,3.3,Year,2016,K02000001,,,£600 and over,,All,,"Process, plant and machine operatives",,Defined benefit
26.6,,3.3,Year,2016,K02000001,,,£600 and over,,All,,"Process, plant and machine operatives",,Defined contribution
16.7,,4.5,Year,2016,K02000001,,,£600 and over,,All,,"Process, plant and machine operatives",,Group personal pension
,x,22.0,Year,2016,K02000001,,,£600 and over,,All,,"Process, plant and machine operatives",,Group self-invested personal pension
7.2,,7.3,Year,2016,K02000001,,,£600 and over,,All,,"Process, plant and machine operatives",,Group stakeholder pension
2.1,,14.0,Year,2016,K02000001,,,£600 and over,,All,,"Process, plant and machine operatives",,Unknown pension provision
20.0,,4.1,Year,2016,K02000001,,,£600 and over,,All,,"Process, plant and machine operatives",,No pension provision
13.8,,1.4,Year,2016,K02000001,,,Total,,All,,Elementary occupations,,Defined benefit
23.4,,1.0,Year,2016,K02000001,,,Total,,All,,Elementary occupations,,Defined contribution
8.1,,2.0,Year,2016,K02000001,,,Total,,All,,Elementary occupations,,Group personal pension
0.3,,11.0,Year,2016,K02000001,,,Total,,All,,Elementary occupations,,Group self-invested personal pension
3.2,,3.2,Year,2016,K02000001,,,Total,,All,,Elementary occupations,,Group stakeholder pension
1.2,,5.3,Year,2016,K02000001,,,Total,,All,,Elementary occupations,,Unknown pension provision
50.2,,0.6,Year,2016,K02000001,,,Total,,All,,Elementary occupations,,No pension provision
13.6,,3.2,Year,2016,K02000001,,,Less than £100,,All,,Elementary occupations,,Defined benefit
7.8,,4.6,Year,2016,K02000001,,,Less than £100,,All,,Elementary occupations,,Defined contribution
1.4,,12.0,Year,2016,K02000001,,,Less than £100,,All,,Elementary occupations,,Group personal pension
,x,36.0,Year,2016,K02000001,,,Less than £100,,All,,Elementary occupations,,Group self-invested personal pension
0.5,,20.0,Year,2016,K02000001,,,Less than £100,,All,,Elementary occupations,,Group stakeholder pension
,x,25.0,Year,2016,K02000001,,,Less than £100,,All,,Elementary occupations,,Unknown pension provision
76.3,,0.7,Year,2016,K02000001,,,Less than £100,,All,,Elementary occupations,,No pension provision
11.4,,3.5,Year,2016,K02000001,,,£100 - £200,,All,,Elementary occupations,,Defined benefit
16.8,,2.8,Year,2016,K02000001,,,£100 - £200,,All,,Elementary occupations,,Defined contribution
3.5,,6.9,Year,2016,K02000001,,,£100 - £200,,All,,Elementary occupations,,Group personal pension
,x,32.0,Year,2016,K02000001,,,£100 - £200,,All,,Elementary occupations,,Group self-invested personal pension
1.7,,9.8,Year,2016,K02000001,,,£100 - £200,,All,,Elementary occupations,,Group stakeholder pension
0.6,,16.0,Year,2016,K02000001,,,£100 - £200,,All,,Elementary occupations,,Unknown pension provision
65.8,,0.9,Year,2016,K02000001,,,£100 - £200,,All,,Elementary occupations,,No pension provision
9.6,,4.1,Year,2016,K02000001,,,£200 - £300,,All,,Elementary occupations,,Defined benefit
33.5,,1.9,Year,2016,K02000001,,,£200 - £300,,All,,Elementary occupations,,Defined contribution
7.8,,4.7,Year,2016,K02000001,,,£200 - £300,,All,,Elementary occupations,,Group personal pension
,x,25.0,Year,2016,K02000001,,,£200 - £300,,All,,Elementary occupations,,Group self-invested personal pension
3.0,,7.6,Year,2016,K02000001,,,£200 - £300,,All,,Elementary occupations,,Group stakeholder pension
1.5,,11.0,Year,2016,K02000001,,,£200 - £300,,All,,Elementary occupations,,Unknown pension provision
44.3,,1.5,Year,2016,K02000001,,,£200 - £300,,All,,Elementary occupations,,No pension provision
12.5,,3.5,Year,2016,K02000001,,,£300 - £400,,All,,Elementary occupations,,Defined benefit
32.9,,1.9,Year,2016,K02000001,,,£300 - £400,,All,,Elementary occupations,,Defined contribution
14.1,,3.3,Year,2016,K02000001,,,£300 - £400,,All,,Elementary occupations,,Group personal pension
,x,21.0,Year,2016,K02000001,,,£300 - £400,,All,,Elementary occupations,,Group self-invested personal pension
4.6,,6.0,Year,2016,K02000001,,,£300 - £400,,All,,Elementary occupations,,Group stakeholder pension
1.8,,9.8,Year,2016,K02000001,,,£300 - £400,,All,,Elementary occupations,,Unknown pension provision
33.7,,1.9,Year,2016,K02000001,,,£300 - £400,,All,,Elementary occupations,,No pension provision
21.1,,3.3,Year,2016,K02000001,,,£400 - £500,,All,,Elementary occupations,,Defined benefit
29.9,,2.7,Year,2016,K02000001,,,£400 - £500,,All,,Elementary occupations,,Defined contribution
15.7,,4.2,Year,2016,K02000001,,,£400 - £500,,All,,Elementary occupations,,Group personal pension
,x,26.0,Year,2016,K02000001,,,£400 - £500,,All,,Elementary occupations,,Group self-invested personal pension
6.0,,7.1,Year,2016,K02000001,,,£400 - £500,,All,,Elementary occupations,,Group stakeholder pension
2.2,,12.0,Year,2016,K02000001,,,£400 - £500,,All,,Elementary occupations,,Unknown pension provision
24.7,,3.2,Year,2016,K02000001,,,£400 - £500,,All,,Elementary occupations,,No pension provision
22.8,,4.7,Year,2016,K02000001,,,£500 - £600,,All,,Elementary occupations,,Defined benefit
27.7,,4.3,Year,2016,K02000001,,,£500 - £600,,All,,Elementary occupations,,Defined contribution
14.3,,6.6,Year,2016,K02000001,,,£500 - £600,,All,,Elementary occupations,,Group personal pension
,x,38.0,Year,2016,K02000001,,,£500 - £600,,All,,Elementary occupations,,Group self-invested personal pension
8.1,,9.0,Year,2016,K02000001,,,£500 - £600,,All,,Elementary occupations,,Group stakeholder pension
1.9,,19.0,Year,2016,K02000001,,,£500 - £600,,All,,Elementary occupations,,Unknown pension provision
24.8,,4.7,Year,2016,K02000001,,,£500 - £600,,All,,Elementary occupations,,No pension provision
26.7,,4.9,Year,2016,K02000001,,,£600 and over,,All,,Elementary occupations,,Defined benefit
26.1,,5.1,Year,2016,K02000001,,,£600 and over,,All,,Elementary occupations,,Defined contribution
15.2,,7.2,Year,2016,K02000001,,,£600 and over,,All,,Elementary occupations,,Group personal pension
,x,50.0,Year,2016,K02000001,,,£600 and over,,All,,Elementary occupations,,Group self-invested personal pension
8.3,,10.0,Year,2016,K02000001,,,£600 and over,,All,,Elementary occupations,,Group stakeholder pension
,x,25.0,Year,2016,K02000001,,,£600 and over,,All,,Elementary occupations,,Unknown pension provision
21.9,,6.0,Year,2016,K02000001,,,£600 and over,,All,,Elementary occupations,,No pension provision
23.1,,0.6,Year,2016,K02000001,,,Total,,Male,,All employees,,Defined benefit
21.3,,0.7,Year,2016,K02000001,,,Total,,Male,,All employees,,Defined contribution
16.9,,0.8,Year,2016,K02000001,,,Total,,Male,,All employees,,Group personal pension
0.8,,4.0,Year,2016,K02000001,,,Total,,Male,,All employees,,Group self-invested personal pension
5.3,,1.5,Year,2016,K02000001,,,Total,,Male,,All employees,,Group stakeholder pension
1.4,,3.0,Year,2016,K02000001,,,Total,,Male,,All employees,,Unknown pension provision
31.2,,0.5,Year,2016,K02000001,,,Total,,Male,,All employees,,No pension provision
5.4,,7.0,Year,2016,K02000001,,,Less than £100,,Male,,All employees,,Defined benefit
8.6,,5.2,Year,2016,K02000001,,,Less than £100,,Male,,All employees,,Defined contribution
2.4,,10.0,Year,2016,K02000001,,,Less than £100,,Male,,All employees,,Group personal pension
,x,39.0,Year,2016,K02000001,,,Less than £100,,Male,,All employees,,Group self-invested personal pension
1.0,,16.0,Year,2016,K02000001,,,Less than £100,,Male,,All employees,,Group stakeholder pension
,x,42.0,Year,2016,K02000001,,,Less than £100,,Male,,All employees,,Unknown pension provision
82.2,,0.8,Year,2016,K02000001,,,Less than £100,,Male,,All employees,,No pension provision
7.3,,4.8,Year,2016,K02000001,,,£100 - £200,,Male,,All employees,,Defined benefit
14.1,,3.1,Year,2016,K02000001,,,£100 - £200,,Male,,All employees,,Defined contribution
3.8,,6.8,Year,2016,K02000001,,,£100 - £200,,Male,,All employees,,Group personal pension
,x,27.0,Year,2016,K02000001,,,£100 - £200,,Male,,All employees,,Group self-invested personal pension
2.0,,8.6,Year,2016,K02000001,,,£100 - £200,,Male,,All employees,,Group stakeholder pension
0.6,,17.0,Year,2016,K02000001,,,£100 - £200,,Male,,All employees,,Unknown pension provision
72.0,,0.8,Year,2016,K02000001,,,£100 - £200,,Male,,All employees,,No pension provision
9.5,,3.4,Year,2016,K02000001,,,£200 - £300,,Male,,All employees,,Defined benefit
25.3,,1.8,Year,2016,K02000001,,,£200 - £300,,Male,,All employees,,Defined contribution
9.3,,3.5,Year,2016,K02000001,,,£200 - £300,,Male,,All employees,,Group personal pension
0.5,,17.0,Year,2016,K02000001,,,£200 - £300,,Male,,All employees,,Group self-invested personal pension
3.9,,5.2,Year,2016,K02000001,,,£200 - £300,,Male,,All employees,,Group stakeholder pension
1.1,,10.0,Year,2016,K02000001,,,£200 - £300,,Male,,All employees,,Unknown pension provision
50.5,,1.1,Year,2016,K02000001,,,£200 - £300,,Male,,All employees,,No pension provision
15.0,,2.0,Year,2016,K02000001,,,£300 - £400,,Male,,All employees,,Defined benefit
25.1,,1.4,Year,2016,K02000001,,,£300 - £400,,Male,,All employees,,Defined contribution
15.6,,2.0,Year,2016,K02000001,,,£300 - £400,,Male,,All employees,,Group personal pension
0.5,,13.0,Year,2016,K02000001,,,£300 - £400,,Male,,All employees,,Group self-invested personal pension
5.4,,3.5,Year,2016,K02000001,,,£300 - £400,,Male,,All employees,,Group stakeholder pension
1.6,,6.6,Year,2016,K02000001,,,£300 - £400,,Male,,All employees,,Unknown pension provision
36.8,,1.1,Year,2016,K02000001,,,£300 - £400,,Male,,All employees,,No pension provision
20.2,,1.7,Year,2016,K02000001,,,£400 - £500,,Male,,All employees,,Defined benefit
23.0,,1.6,Year,2016,K02000001,,,£400 - £500,,Male,,All employees,,Defined contribution
17.9,,1.9,Year,2016,K02000001,,,£400 - £500,,Male,,All employees,,Group personal pension
0.8,,10.0,Year,2016,K02000001,,,£400 - £500,,Male,,All employees,,Group self-invested personal pension
5.8,,3.6,Year,2016,K02000001,,,£400 - £500,,Male,,All employees,,Group stakeholder pension
1.6,,7.0,Year,2016,K02000001,,,£400 - £500,,Male,,All employees,,Unknown pension provision
30.7,,1.4,Year,2016,K02000001,,,£400 - £500,,Male,,All employees,,No pension provision
24.4,,1.8,Year,2016,K02000001,,,£500 - £600,,Male,,All employees,,Defined benefit
22.6,,1.8,Year,2016,K02000001,,,£500 - £600,,Male,,All employees,,Defined contribution
19.1,,2.1,Year,2016,K02000001,,,£500 - £600,,Male,,All employees,,Group personal pension
0.8,,11.0,Year,2016,K02000001,,,£500 - £600,,Male,,All employees,,Group self-invested personal pension
6.2,,3.9,Year,2016,K02000001,,,£500 - £600,,Male,,All employees,,Group stakeholder pension
1.5,,8.2,Year,2016,K02000001,,,£500 - £600,,Male,,All employees,,Unknown pension provision
25.4,,1.8,Year,2016,K02000001,,,£500 - £600,,Male,,All employees,,No pension provision
34.0,,0.8,Year,2016,K02000001,,,£600 and over,,Male,,All employees,,Defined benefit
20.4,,1.2,Year,2016,K02000001,,,£600 and over,,Male,,All employees,,Defined contribution
21.4,,1.1,Year,2016,K02000001,,,£600 and over,,Male,,All employees,,Group personal pension
1.2,,5.5,Year,2016,K02000001,,,£600 and over,,Male,,All employees,,Group self-invested personal pension
6.0,,2.3,Year,2016,K02000001,,,£600 and over,,Male,,All employees,,Group stakeholder pension
1.4,,5.0,Year,2016,K02000001,,,£600 and over,,Male,,All employees,,Unknown pension provision
15.6,,1.4,Year,2016,K02000001,,,£600 and over,,Male,,All employees,,No pension provision
16.9,,2.4,Year,2016,K02000001,,,Total,,Male,,"Managers, directors and senior officials",,Defined benefit
22.9,,2.0,Year,2016,K02000001,,,Total,,Male,,"Managers, directors and senior officials",,Defined contribution
21.6,,2.1,Year,2016,K02000001,,,Total,,Male,,"Managers, directors and senior officials",,Group personal pension
1.7,,8.3,Year,2016,K02000001,,,Total,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
6.4,,4.1,Year,2016,K02000001,,,Total,,Male,,"Managers, directors and senior officials",,Group stakeholder pension
1.5,,8.9,Year,2016,K02000001,,,Total,,Male,,"Managers, directors and senior officials",,Unknown pension provision
28.9,,1.7,Year,2016,K02000001,,,Total,,Male,,"Managers, directors and senior officials",,No pension provision
,x,69.0,Year,2016,K02000001,,,Less than £100,,Male,,"Managers, directors and senior officials",,Defined benefit
0.0,,0.0,Year,2016,K02000001,,,Less than £100,,Male,,"Managers, directors and senior officials",,Defined contribution
0.0,,0.0,Year,2016,K02000001,,,Less than £100,,Male,,"Managers, directors and senior officials",,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,Less than £100,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
0.0,,0.0,Year,2016,K02000001,,,Less than £100,,Male,,"Managers, directors and senior officials",,Group stakeholder pension
0.0,,0.0,Year,2016,K02000001,,,Less than £100,,Male,,"Managers, directors and senior officials",,Unknown pension provision
95.3,,3.4,Year,2016,K02000001,,,Less than £100,,Male,,"Managers, directors and senior officials",,No pension provision
,x,50.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Managers, directors and senior officials",,Defined benefit
,x,24.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Managers, directors and senior officials",,Defined contribution
,x,37.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Managers, directors and senior officials",,Group personal pension
,x,40.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,44.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Managers, directors and senior officials",,Group stakeholder pension
,x,,Year,2016,K02000001,,,£100 - £200,,Male,,"Managers, directors and senior officials",,Unknown pension provision
87.0,,2.2,Year,2016,K02000001,,,£100 - £200,,Male,,"Managers, directors and senior officials",,No pension provision
,x,27.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Managers, directors and senior officials",,Defined benefit
12.7,,15.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Managers, directors and senior officials",,Defined contribution
,x,25.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Managers, directors and senior officials",,Group personal pension
,x,45.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,35.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Managers, directors and senior officials",,Group stakeholder pension
,x,57.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Managers, directors and senior officials",,Unknown pension provision
73.2,,3.4,Year,2016,K02000001,,,£200 - £300,,Male,,"Managers, directors and senior officials",,No pension provision
6.5,,17.0,Year,2016,K02000001,,,£300 - £400,,Male,,"Managers, directors and senior officials",,Defined benefit
21.2,,8.5,Year,2016,K02000001,,,£300 - £400,,Male,,"Managers, directors and senior officials",,Defined contribution
14.7,,11.0,Year,2016,K02000001,,,£300 - £400,,Male,,"Managers, directors and senior officials",,Group personal pension
,x,50.0,Year,2016,K02000001,,,£300 - £400,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
5.5,,18.0,Year,2016,K02000001,,,£300 - £400,,Male,,"Managers, directors and senior officials",,Group stakeholder pension
,x,33.0,Year,2016,K02000001,,,£300 - £400,,Male,,"Managers, directors and senior officials",,Unknown pension provision
49.5,,4.5,Year,2016,K02000001,,,£300 - £400,,Male,,"Managers, directors and senior officials",,No pension provision
9.3,,11.0,Year,2016,K02000001,,,£400 - £500,,Male,,"Managers, directors and senior officials",,Defined benefit
22.1,,6.8,Year,2016,K02000001,,,£400 - £500,,Male,,"Managers, directors and senior officials",,Defined contribution
17.4,,8.0,Year,2016,K02000001,,,£400 - £500,,Male,,"Managers, directors and senior officials",,Group personal pension
,x,45.0,Year,2016,K02000001,,,£400 - £500,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
4.8,,16.0,Year,2016,K02000001,,,£400 - £500,,Male,,"Managers, directors and senior officials",,Group stakeholder pension
,x,26.0,Year,2016,K02000001,,,£400 - £500,,Male,,"Managers, directors and senior officials",,Unknown pension provision
43.8,,4.2,Year,2016,K02000001,,,£400 - £500,,Male,,"Managers, directors and senior officials",,No pension provision
10.3,,10.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Managers, directors and senior officials",,Defined benefit
26.8,,5.7,Year,2016,K02000001,,,£500 - £600,,Male,,"Managers, directors and senior officials",,Defined contribution
19.6,,7.1,Year,2016,K02000001,,,£500 - £600,,Male,,"Managers, directors and senior officials",,Group personal pension
,x,44.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
7.5,,12.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Managers, directors and senior officials",,Group stakeholder pension
,x,33.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Managers, directors and senior officials",,Unknown pension provision
34.0,,4.9,Year,2016,K02000001,,,£500 - £600,,Male,,"Managers, directors and senior officials",,No pension provision
21.4,,2.5,Year,2016,K02000001,,,£600 and over,,Male,,"Managers, directors and senior officials",,Defined benefit
24.3,,2.3,Year,2016,K02000001,,,£600 and over,,Male,,"Managers, directors and senior officials",,Defined contribution
25.1,,2.3,Year,2016,K02000001,,,£600 and over,,Male,,"Managers, directors and senior officials",,Group personal pension
2.1,,9.2,Year,2016,K02000001,,,£600 and over,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
7.1,,4.8,Year,2016,K02000001,,,£600 and over,,Male,,"Managers, directors and senior officials",,Group stakeholder pension
1.6,,11.0,Year,2016,K02000001,,,£600 and over,,Male,,"Managers, directors and senior officials",,Unknown pension provision
18.5,,2.8,Year,2016,K02000001,,,£600 and over,,Male,,"Managers, directors and senior officials",,No pension provision
41.6,,1.0,Year,2016,K02000001,,,Total,,Male,,Professional occupations,,Defined benefit
15.4,,2.0,Year,2016,K02000001,,,Total,,Male,,Professional occupations,,Defined contribution
18.2,,1.9,Year,2016,K02000001,,,Total,,Male,,Professional occupations,,Group personal pension
0.9,,9.3,Year,2016,K02000001,,,Total,,Male,,Professional occupations,,Group self-invested personal pension
4.3,,4.1,Year,2016,K02000001,,,Total,,Male,,Professional occupations,,Group stakeholder pension
1.1,,8.3,Year,2016,K02000001,,,Total,,Male,,Professional occupations,,Unknown pension provision
18.5,,1.8,Year,2016,K02000001,,,Total,,Male,,Professional occupations,,No pension provision
24.4,,15.0,Year,2016,K02000001,,,Less than £100,,Male,,Professional occupations,,Defined benefit
,x,31.0,Year,2016,K02000001,,,Less than £100,,Male,,Professional occupations,,Defined contribution
,x,70.0,Year,2016,K02000001,,,Less than £100,,Male,,Professional occupations,,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,Less than £100,,Male,,Professional occupations,,Group self-invested personal pension
0.0,,0.0,Year,2016,K02000001,,,Less than £100,,Male,,Professional occupations,,Group stakeholder pension
,x,99.0,Year,2016,K02000001,,,Less than £100,,Male,,Professional occupations,,Unknown pension provision
66.8,,5.9,Year,2016,K02000001,,,Less than £100,,Male,,Professional occupations,,No pension provision
22.3,,11.0,Year,2016,K02000001,,,£100 - £200,,Male,,Professional occupations,,Defined benefit
,x,21.0,Year,2016,K02000001,,,£100 - £200,,Male,,Professional occupations,,Defined contribution
,x,30.0,Year,2016,K02000001,,,£100 - £200,,Male,,Professional occupations,,Group personal pension
,x,,Year,2016,K02000001,,,£100 - £200,,Male,,Professional occupations,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,£100 - £200,,Male,,Professional occupations,,Group stakeholder pension
,x,57.0,Year,2016,K02000001,,,£100 - £200,,Male,,Professional occupations,,Unknown pension provision
64.8,,4.4,Year,2016,K02000001,,,£100 - £200,,Male,,Professional occupations,,No pension provision
24.1,,10.0,Year,2016,K02000001,,,£200 - £300,,Male,,Professional occupations,,Defined benefit
9.8,,18.0,Year,2016,K02000001,,,£200 - £300,,Male,,Professional occupations,,Defined contribution
