V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Earnings_codelist,Earnings,Gender_codelist,Gender,Occupation_codelist,Occupation,Provision_codelist,Provision
,x,32.0,Year,2016,K02000001,,,£400 - £500,,All,,Sales and customer service occupations,,Group self-invested personal pension
17.0,,8.1,Year,2016,K02000001,,,£400 - £500,,All,,Sales and customer service occupations,,Group stakeholder pension
,x,30.0,Year,2016,K02000001,,,£400 - £500,,All,,Sales and customer service occupations,,Unknown pension provision
45.0,,5.1,Year,2016,K02000001,,,£400 - £500,,All,,Sales and customer service occupations,,No pension provision
19.0,,7.8,Year,2016,K02000001,,,£500 - £600,,All,,Sales and customer service occupations,,Defined benefit
25.0,,6.7,Year,2016,K02000001,,,£500 - £600,,All,,Sales and customer service occupations,,Defined contribution
17.0,,8.4,Year,2016,K02000001,,,£500 - £600,,All,,Sales and customer service occupations,,Group personal pension
,x,50.0,Year,2016,K02000001,,,£500 - £600,,All,,Sales and customer service occupations,,Group self-invested personal pension
8.0,,12.0,Year,2016,K02000001,,,£500 - £600,,All,,Sales and customer service occupations,,Group stakeholder pension
,x,33.0,Year,2016,K02000001,,,£500 - £600,,All,,Sales and customer service occupations,,Unknown pension provision
16.0,,8.6,Year,2016,K02000001,,,£500 - £600,,All,,Sales and customer service occupations,,No pension provision
22.0,,7.0,Year,2016,K02000001,,,£600 and over,,All,,Sales and customer service occupations,,Defined benefit
24.0,,6.9,Year,2016,K02000001,,,£600 and over,,All,,Sales and customer service occupations,,Defined contribution
18.0,,8.2,Year,2016,K02000001,,,£600 and over,,All,,Sales and customer service occupations,,Group personal pension
,x,30.0,Year,2016,K02000001,,,£600 and over,,All,,Sales and customer service occupations,,Group self-invested personal pension
5.0,,15.0,Year,2016,K02000001,,,£600 and over,,All,,Sales and customer service occupations,,Group stakeholder pension
,x,35.0,Year,2016,K02000001,,,£600 and over,,All,,Sales and customer service occupations,,Unknown pension provision
12.0,,9.9,Year,2016,K02000001,,,£600 and over,,All,,Sales and customer service occupations,,No pension provision
203.0,,2.4,Year,2016,K02000001,,,"Process, plant and machine operatives",,All,,"Process, plant and machine operatives",,Defined benefit
438.0,,1.5,Year,2016,K02000001,,,"Process, plant and machine operatives",,All,,"Process, plant and machine operatives",,Defined contribution
295.0,,2.0,Year,2016,K02000001,,,"Process, plant and machine operatives",,All,,"Process, plant and machine operatives",,Group personal pension
16.0,,9.6,Year,2016,K02000001,,,"Process, plant and machine operatives",,All,,"Process, plant and machine operatives",,Group self-invested personal pension
99.0,,3.7,Year,2016,K02000001,,,"Process, plant and machine operatives",,All,,"Process, plant and machine operatives",,Group stakeholder pension
29.0,,7.0,Year,2016,K02000001,,,"Process, plant and machine operatives",,All,,"Process, plant and machine operatives",,Unknown pension provision
568.0,,1.3,Year,2016,K02000001,,,"Process, plant and machine operatives",,All,,"Process, plant and machine operatives",,No pension provision
,x,30.0,Year,2016,K02000001,,,Less than £100,,All,,"Process, plant and machine operatives",,Defined benefit
4.0,,19.0,Year,2016,K02000001,,,Less than £100,,All,,"Process, plant and machine operatives",,Defined contribution
,x,21.0,Year,2016,K02000001,,,Less than £100,,All,,"Process, plant and machine operatives",,Group personal pension
,x,71.0,Year,2016,K02000001,,,Less than £100,,All,,"Process, plant and machine operatives",,Group self-invested personal pension
,x,41.0,Year,2016,K02000001,,,Less than £100,,All,,"Process, plant and machine operatives",,Group stakeholder pension
,-,0.0,Year,2016,K02000001,,,Less than £100,,All,,"Process, plant and machine operatives",,Unknown pension provision
36.0,,6.2,Year,2016,K02000001,,,Less than £100,,All,,"Process, plant and machine operatives",,No pension provision
6.0,,16.0,Year,2016,K02000001,,,£100 - £200,,All,,"Process, plant and machine operatives",,Defined benefit
16.0,,9.5,Year,2016,K02000001,,,£100 - £200,,All,,"Process, plant and machine operatives",,Defined contribution
7.0,,15.0,Year,2016,K02000001,,,£100 - £200,,All,,"Process, plant and machine operatives",,Group personal pension
,x,71.0,Year,2016,K02000001,,,£100 - £200,,All,,"Process, plant and machine operatives",,Group self-invested personal pension
,x,29.0,Year,2016,K02000001,,,£100 - £200,,All,,"Process, plant and machine operatives",,Group stakeholder pension
,x,50.0,Year,2016,K02000001,,,£100 - £200,,All,,"Process, plant and machine operatives",,Unknown pension provision
75.0,,4.3,Year,2016,K02000001,,,£100 - £200,,All,,"Process, plant and machine operatives",,No pension provision
9.0,,13.0,Year,2016,K02000001,,,£200 - £300,,All,,"Process, plant and machine operatives",,Defined benefit
48.0,,5.4,Year,2016,K02000001,,,£200 - £300,,All,,"Process, plant and machine operatives",,Defined contribution
27.0,,7.3,Year,2016,K02000001,,,£200 - £300,,All,,"Process, plant and machine operatives",,Group personal pension
,x,35.0,Year,2016,K02000001,,,£200 - £300,,All,,"Process, plant and machine operatives",,Group self-invested personal pension
10.0,,12.0,Year,2016,K02000001,,,£200 - £300,,All,,"Process, plant and machine operatives",,Group stakeholder pension
,x,25.0,Year,2016,K02000001,,,£200 - £300,,All,,"Process, plant and machine operatives",,Unknown pension provision
95.0,,3.8,Year,2016,K02000001,,,£200 - £300,,All,,"Process, plant and machine operatives",,No pension provision
27.0,,7.2,Year,2016,K02000001,,,£300 - £400,,All,,"Process, plant and machine operatives",,Defined benefit
107.0,,3.6,Year,2016,K02000001,,,£300 - £400,,All,,"Process, plant and machine operatives",,Defined contribution
74.0,,4.4,Year,2016,K02000001,,,£300 - £400,,All,,"Process, plant and machine operatives",,Group personal pension
4.0,,20.0,Year,2016,K02000001,,,£300 - £400,,All,,"Process, plant and machine operatives",,Group self-invested personal pension
23.0,,7.8,Year,2016,K02000001,,,£300 - £400,,All,,"Process, plant and machine operatives",,Group stakeholder pension
8.0,,13.0,Year,2016,K02000001,,,£300 - £400,,All,,"Process, plant and machine operatives",,Unknown pension provision
135.0,,3.2,Year,2016,K02000001,,,£300 - £400,,All,,"Process, plant and machine operatives",,No pension provision
36.0,,6.2,Year,2016,K02000001,,,£400 - £500,,All,,"Process, plant and machine operatives",,Defined benefit
94.0,,3.8,Year,2016,K02000001,,,£400 - £500,,All,,"Process, plant and machine operatives",,Defined contribution
75.0,,4.3,Year,2016,K02000001,,,£400 - £500,,All,,"Process, plant and machine operatives",,Group personal pension
4.0,,19.0,Year,2016,K02000001,,,£400 - £500,,All,,"Process, plant and machine operatives",,Group self-invested personal pension
20.0,,8.5,Year,2016,K02000001,,,£400 - £500,,All,,"Process, plant and machine operatives",,Group stakeholder pension
6.0,,16.0,Year,2016,K02000001,,,£400 - £500,,All,,"Process, plant and machine operatives",,Unknown pension provision
93.0,,3.9,Year,2016,K02000001,,,£400 - £500,,All,,"Process, plant and machine operatives",,No pension provision
31.0,,6.7,Year,2016,K02000001,,,£500 - £600,,All,,"Process, plant and machine operatives",,Defined benefit
76.0,,4.2,Year,2016,K02000001,,,£500 - £600,,All,,"Process, plant and machine operatives",,Defined contribution
50.0,,5.3,Year,2016,K02000001,,,£500 - £600,,All,,"Process, plant and machine operatives",,Group personal pension
,x,21.0,Year,2016,K02000001,,,£500 - £600,,All,,"Process, plant and machine operatives",,Group self-invested personal pension
18.0,,9.0,Year,2016,K02000001,,,£500 - £600,,All,,"Process, plant and machine operatives",,Group stakeholder pension
5.0,,17.0,Year,2016,K02000001,,,£500 - £600,,All,,"Process, plant and machine operatives",,Unknown pension provision
65.0,,4.7,Year,2016,K02000001,,,£500 - £600,,All,,"Process, plant and machine operatives",,No pension provision
93.0,,3.7,Year,2016,K02000001,,,£600 and over,,All,,"Process, plant and machine operatives",,Defined benefit
93.0,,3.8,Year,2016,K02000001,,,£600 and over,,All,,"Process, plant and machine operatives",,Defined contribution
59.0,,4.9,Year,2016,K02000001,,,£600 and over,,All,,"Process, plant and machine operatives",,Group personal pension
,x,22.0,Year,2016,K02000001,,,£600 and over,,All,,"Process, plant and machine operatives",,Group self-invested personal pension
25.0,,7.5,Year,2016,K02000001,,,£600 and over,,All,,"Process, plant and machine operatives",,Group stakeholder pension
7.0,,14.0,Year,2016,K02000001,,,£600 and over,,All,,"Process, plant and machine operatives",,Unknown pension provision
70.0,,4.5,Year,2016,K02000001,,,£600 and over,,All,,"Process, plant and machine operatives",,No pension provision
435.0,,1.4,Year,2016,K02000001,,,Elementary occupations,,All,,Elementary occupations,,Defined benefit
736.0,,1.0,Year,2016,K02000001,,,Elementary occupations,,All,,Elementary occupations,,Defined contribution
254.0,,2.0,Year,2016,K02000001,,,Elementary occupations,,All,,Elementary occupations,,Group personal pension
9.0,,11.0,Year,2016,K02000001,,,Elementary occupations,,All,,Elementary occupations,,Group self-invested personal pension
101.0,,3.2,Year,2016,K02000001,,,Elementary occupations,,All,,Elementary occupations,,Group stakeholder pension
38.0,,5.3,Year,2016,K02000001,,,Elementary occupations,,All,,Elementary occupations,,Unknown pension provision
1582.0,,0.6,Year,2016,K02000001,,,Elementary occupations,,All,,Elementary occupations,,No pension provision
92.0,,3.3,Year,2016,K02000001,,,Less than £100,,All,,Elementary occupations,,Defined benefit
53.0,,4.7,Year,2016,K02000001,,,Less than £100,,All,,Elementary occupations,,Defined contribution
9.0,,12.0,Year,2016,K02000001,,,Less than £100,,All,,Elementary occupations,,Group personal pension
,x,36.0,Year,2016,K02000001,,,Less than £100,,All,,Elementary occupations,,Group self-invested personal pension
3.0,,20.0,Year,2016,K02000001,,,Less than £100,,All,,Elementary occupations,,Group stakeholder pension
,x,25.0,Year,2016,K02000001,,,Less than £100,,All,,Elementary occupations,,Unknown pension provision
516.0,,1.3,Year,2016,K02000001,,,Less than £100,,All,,Elementary occupations,,No pension provision
78.0,,3.6,Year,2016,K02000001,,,£100 - £200,,All,,Elementary occupations,,Defined benefit
116.0,,3.0,Year,2016,K02000001,,,£100 - £200,,All,,Elementary occupations,,Defined contribution
24.0,,7.0,Year,2016,K02000001,,,£100 - £200,,All,,Elementary occupations,,Group personal pension
,x,32.0,Year,2016,K02000001,,,£100 - £200,,All,,Elementary occupations,,Group self-invested personal pension
11.0,,9.9,Year,2016,K02000001,,,£100 - £200,,All,,Elementary occupations,,Group stakeholder pension
4.0,,16.0,Year,2016,K02000001,,,£100 - £200,,All,,Elementary occupations,,Unknown pension provision
452.0,,1.5,Year,2016,K02000001,,,£100 - £200,,All,,Elementary occupations,,No pension provision
60.0,,4.2,Year,2016,K02000001,,,£200 - £300,,All,,Elementary occupations,,Defined benefit
207.0,,2.2,Year,2016,K02000001,,,£200 - £300,,All,,Elementary occupations,,Defined contribution
48.0,,4.8,Year,2016,K02000001,,,£200 - £300,,All,,Elementary occupations,,Group personal pension
,x,25.0,Year,2016,K02000001,,,£200 - £300,,All,,Elementary occupations,,Group self-invested personal pension
18.0,,7.7,Year,2016,K02000001,,,£200 - £300,,All,,Elementary occupations,,Group stakeholder pension
9.0,,11.0,Year,2016,K02000001,,,£200 - £300,,All,,Elementary occupations,,Unknown pension provision
274.0,,2.0,Year,2016,K02000001,,,£200 - £300,,All,,Elementary occupations,,No pension provision
75.0,,3.6,Year,2016,K02000001,,,£300 - £400,,All,,Elementary occupations,,Defined benefit
197.0,,2.2,Year,2016,K02000001,,,£300 - £400,,All,,Elementary occupations,,Defined contribution
85.0,,3.5,Year,2016,K02000001,,,£300 - £400,,All,,Elementary occupations,,Group personal pension
,x,21.0,Year,2016,K02000001,,,£300 - £400,,All,,Elementary occupations,,Group self-invested personal pension
28.0,,6.1,Year,2016,K02000001,,,£300 - £400,,All,,Elementary occupations,,Group stakeholder pension
11.0,,9.9,Year,2016,K02000001,,,£300 - £400,,All,,Elementary occupations,,Unknown pension provision
202.0,,2.3,Year,2016,K02000001,,,£300 - £400,,All,,Elementary occupations,,No pension provision
68.0,,3.6,Year,2016,K02000001,,,£400 - £500,,All,,Elementary occupations,,Defined benefit
96.0,,3.2,Year,2016,K02000001,,,£400 - £500,,All,,Elementary occupations,,Defined contribution
50.0,,4.5,Year,2016,K02000001,,,£400 - £500,,All,,Elementary occupations,,Group personal pension
,x,26.0,Year,2016,K02000001,,,£400 - £500,,All,,Elementary occupations,,Group self-invested personal pension
19.0,,7.3,Year,2016,K02000001,,,£400 - £500,,All,,Elementary occupations,,Group stakeholder pension
7.0,,12.0,Year,2016,K02000001,,,£400 - £500,,All,,Elementary occupations,,Unknown pension provision
79.0,,3.7,Year,2016,K02000001,,,£400 - £500,,All,,Elementary occupations,,No pension provision
32.0,,5.3,Year,2016,K02000001,,,£500 - £600,,All,,Elementary occupations,,Defined benefit
39.0,,5.0,Year,2016,K02000001,,,£500 - £600,,All,,Elementary occupations,,Defined contribution
20.0,,7.1,Year,2016,K02000001,,,£500 - £600,,All,,Elementary occupations,,Group personal pension
,x,38.0,Year,2016,K02000001,,,£500 - £600,,All,,Elementary occupations,,Group self-invested personal pension
12.0,,9.4,Year,2016,K02000001,,,£500 - £600,,All,,Elementary occupations,,Group stakeholder pension
3.0,,20.0,Year,2016,K02000001,,,£500 - £600,,All,,Elementary occupations,,Unknown pension provision
35.0,,5.5,Year,2016,K02000001,,,£500 - £600,,All,,Elementary occupations,,No pension provision
30.0,,5.6,Year,2016,K02000001,,,£600 and over,,All,,Elementary occupations,,Defined benefit
29.0,,5.8,Year,2016,K02000001,,,£600 and over,,All,,Elementary occupations,,Defined contribution
17.0,,7.8,Year,2016,K02000001,,,£600 and over,,All,,Elementary occupations,,Group personal pension
,x,50.0,Year,2016,K02000001,,,£600 and over,,All,,Elementary occupations,,Group self-invested personal pension
9.0,,11.0,Year,2016,K02000001,,,£600 and over,,All,,Elementary occupations,,Group stakeholder pension
,x,25.0,Year,2016,K02000001,,,£600 and over,,All,,Elementary occupations,,Unknown pension provision
25.0,,6.9,Year,2016,K02000001,,,£600 and over,,All,,Elementary occupations,,No pension provision
3174.0,,0.6,Year,2016,K02000001,,,Total,,Male,,All employees,,Defined benefit
2924.0,,0.7,Year,2016,K02000001,,,Total,,Male,,All employees,,Defined contribution
2317.0,,0.8,Year,2016,K02000001,,,Total,,Male,,All employees,,Group personal pension
115.0,,4.0,Year,2016,K02000001,,,Total,,Male,,All employees,,Group self-invested personal pension
728.0,,1.5,Year,2016,K02000001,,,Total,,Male,,All employees,,Group stakeholder pension
186.0,,3.0,Year,2016,K02000001,,,Total,,Male,,All employees,,Unknown pension provision
4272.0,,0.5,Year,2016,K02000001,,,Total,,Male,,All employees,,No pension provision
28.0,,7.2,Year,2016,K02000001,,,Less than £100,,Male,,All employees,,Defined benefit
46.0,,5.4,Year,2016,K02000001,,,Less than £100,,Male,,All employees,,Defined contribution
13.0,,11.0,Year,2016,K02000001,,,Less than £100,,Male,,All employees,,Group personal pension
,x,39.0,Year,2016,K02000001,,,Less than £100,,Male,,All employees,,Group self-invested personal pension
5.0,,16.0,Year,2016,K02000001,,,Less than £100,,Male,,All employees,,Group stakeholder pension
,x,42.0,Year,2016,K02000001,,,Less than £100,,Male,,All employees,,Unknown pension provision
436.0,,1.7,Year,2016,K02000001,,,Less than £100,,Male,,All employees,,No pension provision
60.0,,5.0,Year,2016,K02000001,,,£100 - £200,,Male,,All employees,,Defined benefit
117.0,,3.3,Year,2016,K02000001,,,£100 - £200,,Male,,All employees,,Defined contribution
31.0,,6.9,Year,2016,K02000001,,,£100 - £200,,Male,,All employees,,Group personal pension
,x,27.0,Year,2016,K02000001,,,£100 - £200,,Male,,All employees,,Group self-invested personal pension
16.0,,8.7,Year,2016,K02000001,,,£100 - £200,,Male,,All employees,,Group stakeholder pension
5.0,,17.0,Year,2016,K02000001,,,£100 - £200,,Male,,All employees,,Unknown pension provision
595.0,,1.5,Year,2016,K02000001,,,£100 - £200,,Male,,All employees,,No pension provision
111.0,,3.6,Year,2016,K02000001,,,£200 - £300,,Male,,All employees,,Defined benefit
295.0,,2.0,Year,2016,K02000001,,,£200 - £300,,Male,,All employees,,Defined contribution
109.0,,3.7,Year,2016,K02000001,,,£200 - £300,,Male,,All employees,,Group personal pension
6.0,,17.0,Year,2016,K02000001,,,£200 - £300,,Male,,All employees,,Group self-invested personal pension
45.0,,5.3,Year,2016,K02000001,,,£200 - £300,,Male,,All employees,,Group stakeholder pension
13.0,,10.0,Year,2016,K02000001,,,£200 - £300,,Male,,All employees,,Unknown pension provision
590.0,,1.6,Year,2016,K02000001,,,£200 - £300,,Male,,All employees,,No pension provision
305.0,,2.1,Year,2016,K02000001,,,£300 - £400,,Male,,All employees,,Defined benefit
510.0,,1.6,Year,2016,K02000001,,,£300 - £400,,Male,,All employees,,Defined contribution
318.0,,2.1,Year,2016,K02000001,,,£300 - £400,,Male,,All employees,,Group personal pension
9.0,,13.0,Year,2016,K02000001,,,£300 - £400,,Male,,All employees,,Group self-invested personal pension
111.0,,3.6,Year,2016,K02000001,,,£300 - £400,,Male,,All employees,,Group stakeholder pension
33.0,,6.6,Year,2016,K02000001,,,£300 - £400,,Male,,All employees,,Unknown pension provision
749.0,,1.4,Year,2016,K02000001,,,£300 - £400,,Male,,All employees,,No pension provision
411.0,,1.9,Year,2016,K02000001,,,£400 - £500,,Male,,All employees,,Defined benefit
466.0,,1.8,Year,2016,K02000001,,,£400 - £500,,Male,,All employees,,Defined contribution
364.0,,2.1,Year,2016,K02000001,,,£400 - £500,,Male,,All employees,,Group personal pension
16.0,,10.0,Year,2016,K02000001,,,£400 - £500,,Male,,All employees,,Group self-invested personal pension
118.0,,3.7,Year,2016,K02000001,,,£400 - £500,,Male,,All employees,,Group stakeholder pension
33.0,,7.0,Year,2016,K02000001,,,£400 - £500,,Male,,All employees,,Unknown pension provision
624.0,,1.6,Year,2016,K02000001,,,£400 - £500,,Male,,All employees,,No pension provision
413.0,,2.0,Year,2016,K02000001,,,£500 - £600,,Male,,All employees,,Defined benefit
383.0,,2.1,Year,2016,K02000001,,,£500 - £600,,Male,,All employees,,Defined contribution
323.0,,2.3,Year,2016,K02000001,,,£500 - £600,,Male,,All employees,,Group personal pension
14.0,,11.0,Year,2016,K02000001,,,£500 - £600,,Male,,All employees,,Group self-invested personal pension
105.0,,4.0,Year,2016,K02000001,,,£500 - £600,,Male,,All employees,,Group stakeholder pension
26.0,,8.2,Year,2016,K02000001,,,£500 - £600,,Male,,All employees,,Unknown pension provision
429.0,,2.0,Year,2016,K02000001,,,£500 - £600,,Male,,All employees,,No pension provision
1846.0,,0.9,Year,2016,K02000001,,,£600 and over,,Male,,All employees,,Defined benefit
1106.0,,1.2,Year,2016,K02000001,,,£600 and over,,Male,,All employees,,Defined contribution
1160.0,,1.2,Year,2016,K02000001,,,£600 and over,,Male,,All employees,,Group personal pension
66.0,,5.5,Year,2016,K02000001,,,£600 and over,,Male,,All employees,,Group self-invested personal pension
328.0,,2.4,Year,2016,K02000001,,,£600 and over,,Male,,All employees,,Group stakeholder pension
75.0,,5.0,Year,2016,K02000001,,,£600 and over,,Male,,All employees,,Unknown pension provision
849.0,,1.4,Year,2016,K02000001,,,£600 and over,,Male,,All employees,,No pension provision
292.0,,2.4,Year,2016,K02000001,,,"Managers, directors and senior officials",,Male,,"Managers, directors and senior officials",,Defined benefit
396.0,,2.0,Year,2016,K02000001,,,"Managers, directors and senior officials",,Male,,"Managers, directors and senior officials",,Defined contribution
373.0,,2.1,Year,2016,K02000001,,,"Managers, directors and senior officials",,Male,,"Managers, directors and senior officials",,Group personal pension
29.0,,8.3,Year,2016,K02000001,,,"Managers, directors and senior officials",,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
111.0,,4.1,Year,2016,K02000001,,,"Managers, directors and senior officials",,Male,,"Managers, directors and senior officials",,Group stakeholder pension
26.0,,8.9,Year,2016,K02000001,,,"Managers, directors and senior officials",,Male,,"Managers, directors and senior officials",,Unknown pension provision
498.0,,1.7,Year,2016,K02000001,,,"Managers, directors and senior officials",,Male,,"Managers, directors and senior officials",,No pension provision
,x,71.0,Year,2016,K02000001,,,Less than £100,,Male,,"Managers, directors and senior officials",,Defined benefit
,-,0.0,Year,2016,K02000001,,,Less than £100,,Male,,"Managers, directors and senior officials",,Defined contribution
,-,0.0,Year,2016,K02000001,,,Less than £100,,Male,,"Managers, directors and senior officials",,Group personal pension
,-,0.0,Year,2016,K02000001,,,Less than £100,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,Less than £100,,Male,,"Managers, directors and senior officials",,Group stakeholder pension
,-,0.0,Year,2016,K02000001,,,Less than £100,,Male,,"Managers, directors and senior officials",,Unknown pension provision
7.0,,17.0,Year,2016,K02000001,,,Less than £100,,Male,,"Managers, directors and senior officials",,No pension provision
,x,50.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Managers, directors and senior officials",,Defined benefit
,x,25.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Managers, directors and senior officials",,Defined contribution
,x,38.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Managers, directors and senior officials",,Group personal pension
,x,41.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,45.0,Year,2016,K02000001,,,£100 - £200,,Male,,"Managers, directors and senior officials",,Group stakeholder pension
,x,,Year,2016,K02000001,,,£100 - £200,,Male,,"Managers, directors and senior officials",,Unknown pension provision
53.0,,6.2,Year,2016,K02000001,,,£100 - £200,,Male,,"Managers, directors and senior officials",,No pension provision
,x,28.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Managers, directors and senior officials",,Defined benefit
8.0,,16.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Managers, directors and senior officials",,Defined contribution
,x,26.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Managers, directors and senior officials",,Group personal pension
,x,45.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
,x,35.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Managers, directors and senior officials",,Group stakeholder pension
,x,58.0,Year,2016,K02000001,,,£200 - £300,,Male,,"Managers, directors and senior officials",,Unknown pension provision
48.0,,6.5,Year,2016,K02000001,,,£200 - £300,,Male,,"Managers, directors and senior officials",,No pension provision
7.0,,17.0,Year,2016,K02000001,,,£300 - £400,,Male,,"Managers, directors and senior officials",,Defined benefit
22.0,,9.5,Year,2016,K02000001,,,£300 - £400,,Male,,"Managers, directors and senior officials",,Defined contribution
16.0,,11.0,Year,2016,K02000001,,,£300 - £400,,Male,,"Managers, directors and senior officials",,Group personal pension
,x,50.0,Year,2016,K02000001,,,£300 - £400,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
6.0,,19.0,Year,2016,K02000001,,,£300 - £400,,Male,,"Managers, directors and senior officials",,Group stakeholder pension
,x,33.0,Year,2016,K02000001,,,£300 - £400,,Male,,"Managers, directors and senior officials",,Unknown pension provision
53.0,,6.2,Year,2016,K02000001,,,£300 - £400,,Male,,"Managers, directors and senior officials",,No pension provision
14.0,,12.0,Year,2016,K02000001,,,£400 - £500,,Male,,"Managers, directors and senior officials",,Defined benefit
33.0,,7.6,Year,2016,K02000001,,,£400 - £500,,Male,,"Managers, directors and senior officials",,Defined contribution
26.0,,8.8,Year,2016,K02000001,,,£400 - £500,,Male,,"Managers, directors and senior officials",,Group personal pension
,x,45.0,Year,2016,K02000001,,,£400 - £500,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
7.0,,16.0,Year,2016,K02000001,,,£400 - £500,,Male,,"Managers, directors and senior officials",,Group stakeholder pension
,x,27.0,Year,2016,K02000001,,,£400 - £500,,Male,,"Managers, directors and senior officials",,Unknown pension provision
66.0,,5.5,Year,2016,K02000001,,,£400 - £500,,Male,,"Managers, directors and senior officials",,No pension provision
17.0,,11.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Managers, directors and senior officials",,Defined benefit
44.0,,6.6,Year,2016,K02000001,,,£500 - £600,,Male,,"Managers, directors and senior officials",,Defined contribution
32.0,,7.9,Year,2016,K02000001,,,£500 - £600,,Male,,"Managers, directors and senior officials",,Group personal pension
,x,45.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
12.0,,13.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Managers, directors and senior officials",,Group stakeholder pension
,x,33.0,Year,2016,K02000001,,,£500 - £600,,Male,,"Managers, directors and senior officials",,Unknown pension provision
56.0,,5.9,Year,2016,K02000001,,,£500 - £600,,Male,,"Managers, directors and senior officials",,No pension provision
250.0,,2.6,Year,2016,K02000001,,,£600 and over,,Male,,"Managers, directors and senior officials",,Defined benefit
284.0,,2.4,Year,2016,K02000001,,,£600 and over,,Male,,"Managers, directors and senior officials",,Defined contribution
294.0,,2.4,Year,2016,K02000001,,,£600 and over,,Male,,"Managers, directors and senior officials",,Group personal pension
24.0,,9.2,Year,2016,K02000001,,,£600 and over,,Male,,"Managers, directors and senior officials",,Group self-invested personal pension
83.0,,4.8,Year,2016,K02000001,,,£600 and over,,Male,,"Managers, directors and senior officials",,Group stakeholder pension
18.0,,11.0,Year,2016,K02000001,,,£600 and over,,Male,,"Managers, directors and senior officials",,Unknown pension provision
216.0,,2.9,Year,2016,K02000001,,,£600 and over,,Male,,"Managers, directors and senior officials",,No pension provision
1159.0,,1.0,Year,2016,K02000001,,,Professional occupations,,Male,,Professional occupations,,Defined benefit
430.0,,2.0,Year,2016,K02000001,,,Professional occupations,,Male,,Professional occupations,,Defined contribution
508.0,,1.9,Year,2016,K02000001,,,Professional occupations,,Male,,Professional occupations,,Group personal pension
24.0,,9.3,Year,2016,K02000001,,,Professional occupations,,Male,,Professional occupations,,Group self-invested personal pension
119.0,,4.1,Year,2016,K02000001,,,Professional occupations,,Male,,Professional occupations,,Group stakeholder pension
31.0,,8.3,Year,2016,K02000001,,,Professional occupations,,Male,,Professional occupations,,Unknown pension provision
515.0,,1.8,Year,2016,K02000001,,,Professional occupations,,Male,,Professional occupations,,No pension provision
8.0,,16.0,Year,2016,K02000001,,,Less than £100,,Male,,Professional occupations,,Defined benefit
,x,32.0,Year,2016,K02000001,,,Less than £100,,Male,,Professional occupations,,Defined contribution
,x,71.0,Year,2016,K02000001,,,Less than £100,,Male,,Professional occupations,,Group personal pension
,-,0.0,Year,2016,K02000001,,,Less than £100,,Male,,Professional occupations,,Group self-invested personal pension
,-,0.0,Year,2016,K02000001,,,Less than £100,,Male,,Professional occupations,,Group stakeholder pension
,x,,Year,2016,K02000001,,,Less than £100,,Male,,Professional occupations,,Unknown pension provision
21.0,,11.0,Year,2016,K02000001,,,Less than £100,,Male,,Professional occupations,,No pension provision
14.0,,12.0,Year,2016,K02000001,,,£100 - £200,,Male,,Professional occupations,,Defined benefit
,x,22.0,Year,2016,K02000001,,,£100 - £200,,Male,,Professional occupations,,Defined contribution
,x,31.0,Year,2016,K02000001,,,£100 - £200,,Male,,Professional occupations,,Group personal pension
,x,,Year,2016,K02000001,,,£100 - £200,,Male,,Professional occupations,,Group self-invested personal pension
,x,,Year,2016,K02000001,,,£100 - £200,,Male,,Professional occupations,,Group stakeholder pension
,x,58.0,Year,2016,K02000001,,,£100 - £200,,Male,,Professional occupations,,Unknown pension provision
42.0,,7.4,Year,2016,K02000001,,,£100 - £200,,Male,,Professional occupations,,No pension provision
16.0,,11.0,Year,2016,K02000001,,,£200 - £300,,Male,,Professional occupations,,Defined benefit
6.0,,19.0,Year,2016,K02000001,,,£200 - £300,,Male,,Professional occupations,,Defined contribution
,x,22.0,Year,2016,K02000001,,,£200 - £300,,Male,,Professional occupations,,Group personal pension
,x,58.0,Year,2016,K02000001,,,£200 - £300,,Male,,Professional occupations,,Group self-invested personal pension
,x,50.0,Year,2016,K02000001,,,£200 - £300,,Male,,Professional occupations,,Group stakeholder pension
,x,50.0,Year,2016,K02000001,,,£200 - £300,,Male,,Professional occupations,,Unknown pension provision
36.0,,8.2,Year,2016,K02000001,,,£200 - £300,,Male,,Professional occupations,,No pension provision
