V4_0,Time_codelist,Time,Geography_codelist,Geography,Tenure_codelist,Tenure
22.186046511627907,Deccenial,2011,J01000087,,,Households socially renting
2.069292833412435,Deccenial,2011,J01000087,,,Other households
65.41964392242122,Deccenial,2011,J01000088,,,Households owned
21.86045895032678,Deccenial,2011,J01000088,,,Households privately renting
11.410125541871595,Deccenial,2011,J01000088,,,Households socially renting
1.3097715853804037,Deccenial,2011,J01000088,,,Other households
72.66435986159169,Deccenial,2011,J01000089,,,Households owned
18.596144340088976,Deccenial,2011,J01000089,,,Households privately renting
6.9278299555116165,Deccenial,2011,J01000089,,,Households socially renting
1.8116658428077113,Deccenial,2011,J01000089,,,Other households
68.5078866259745,Deccenial,2011,J01000090,,,Households owned
15.824620777180154,Deccenial,2011,J01000090,,,Households privately renting
14.078080618843295,Deccenial,2011,J01000090,,,Households socially renting
1.5894119780020546,Deccenial,2011,J01000090,,,Other households
62.40705593390644,Deccenial,2011,J01000091,,,Households owned
11.492687283688735,Deccenial,2011,J01000091,,,Households privately renting
24.14647761527297,Deccenial,2011,J01000091,,,Households socially renting
1.953779167131852,Deccenial,2011,J01000091,,,Other households
59.2094605540256,Deccenial,2011,J01000092,,,Households owned
11.539499973000703,Deccenial,2011,J01000092,,,Households privately renting
27.163993736162862,Deccenial,2011,J01000092,,,Households socially renting
2.087045736810843,Deccenial,2011,J01000092,,,Other households
66.00994726235905,Deccenial,2011,J01000093,,,Households owned
14.738669982420785,Deccenial,2011,J01000093,,,Households privately renting
17.341251125498435,Deccenial,2011,J01000093,,,Households socially renting
1.9101316297217337,Deccenial,2011,J01000093,,,Other households
63.64338424575253,Deccenial,2011,J01000094,,,Households owned
13.852182369429666,Deccenial,2011,J01000094,,,Households privately renting
21.200160173903097,Deccenial,2011,J01000094,,,Households socially renting
1.3042732109147075,Deccenial,2011,J01000094,,,Other households
61.738572162300976,Deccenial,2011,J01000095,,,Households owned
13.713405238828969,Deccenial,2011,J01000095,,,Households privately renting
22.574045540147235,Deccenial,2011,J01000095,,,Households socially renting
1.9739770587228214,Deccenial,2011,J01000095,,,Other households
57.39067724382089,Deccenial,2011,J01000096,,,Households owned
13.997246443322625,Deccenial,2011,J01000096,,,Households privately renting
27.51458729430276,Deccenial,2011,J01000096,,,Households socially renting
1.0974890185537272,Deccenial,2011,J01000096,,,Other households
