V4_0,Time_codelist,Time,Geography_codelist,Geography,Category_codelist,Category,Pay Type_codelist,Pay Type
614.806319735176,Month,Jan 2011,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
466.03066724438,Month,Jan 2011,K03000001,,,Public sector excluding financial services,,Total Pay
521.820755941692,Month,Jan 2011,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
532.934099319017,Month,Jan 2011,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
292.595591578553,Month,Jan 2011,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
452.843677584855,Month,Feb 2011,K03000001,,,Whole Economy,,Total Pay
446.739958411944,Month,Feb 2011,K03000001,,,Private sector,,Total Pay
476.549055691277,Month,Feb 2011,K03000001,,,Public sector,,Total Pay
439.568484190871,Month,Feb 2011,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
597.165510607972,Month,Feb 2011,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
466.155073531795,Month,Feb 2011,K03000001,,,Public sector excluding financial services,,Total Pay
516.344156361558,Month,Feb 2011,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
539.765085165818,Month,Feb 2011,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
293.366863751912,Month,Feb 2011,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
453.222045025218,Month,Mar 2011,K03000001,,,Whole Economy,,Total Pay
445.810993920046,Month,Mar 2011,K03000001,,,Private sector,,Total Pay
478.831513076825,Month,Mar 2011,K03000001,,,Public sector,,Total Pay
439.701919092413,Month,Mar 2011,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
595.860477063541,Month,Mar 2011,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
467.325335460573,Month,Mar 2011,K03000001,,,Public sector excluding financial services,,Total Pay
525.840808300627,Month,Mar 2011,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
540.758222608935,Month,Mar 2011,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
295.402520073455,Month,Mar 2011,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
451.773317018996,Month,Apr 2011,K03000001,,,Whole Economy,,Total Pay
442.820199340232,Month,Apr 2011,K03000001,,,Private sector,,Total Pay
477.422874728137,Month,Apr 2011,K03000001,,,Public sector,,Total Pay
435.797680528453,Month,Apr 2011,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
580.341683284017,Month,Apr 2011,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
467.334944873461,Month,Apr 2011,K03000001,,,Public sector excluding financial services,,Total Pay
518.41301398136,Month,Apr 2011,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
525.940154885164,Month,Apr 2011,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
292.687857243573,Month,Apr 2011,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
453.45740920259,Month,May 2011,K03000001,,,Whole Economy,,Total Pay
446.074363727652,Month,May 2011,K03000001,,,Private sector,,Total Pay
476.663936997489,Month,May 2011,K03000001,,,Public sector,,Total Pay
439.08205994276,Month,May 2011,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
592.086749969729,Month,May 2011,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
467.103898071181,Month,May 2011,K03000001,,,Public sector excluding financial services,,Total Pay
518.602696003373,Month,May 2011,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
527.058532632424,Month,May 2011,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
294.366139752955,Month,May 2011,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
457.62625349167,Month,Jun 2011,K03000001,,,Whole Economy,,Total Pay
446.995022677688,Month,Jun 2011,K03000001,,,Private sector,,Total Pay
481.202719058142,Month,Jun 2011,K03000001,,,Public sector,,Total Pay
443.922668262854,Month,Jun 2011,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
610.13452206357,Month,Jun 2011,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
465.160739876731,Month,Jun 2011,K03000001,,,Public sector excluding financial services,,Total Pay
519.618053418127,Month,Jun 2011,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
533.450304010436,Month,Jun 2011,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
299.968592242456,Month,Jun 2011,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
456.061905605118,Month,Jul 2011,K03000001,,,Whole Economy,,Total Pay
448.452680130207,Month,Jul 2011,K03000001,,,Private sector,,Total Pay
481.585899342634,Month,Jul 2011,K03000001,,,Public sector,,Total Pay
442.177691168065,Month,Jul 2011,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
598.843700037142,Month,Jul 2011,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
467.952973628567,Month,Jul 2011,K03000001,,,Public sector excluding financial services,,Total Pay
522.886365245036,Month,Jul 2011,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
530.734504195049,Month,Jul 2011,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
296.25245172628,Month,Jul 2011,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
453.695861553316,Month,Aug 2011,K03000001,,,Whole Economy,,Total Pay
447.14822587632,Month,Aug 2011,K03000001,,,Private sector,,Total Pay
478.273026314187,Month,Aug 2011,K03000001,,,Public sector,,Total Pay
439.92885169347,Month,Aug 2011,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
587.520386777558,Month,Aug 2011,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
468.884217362205,Month,Aug 2011,K03000001,,,Public sector excluding financial services,,Total Pay
522.402977786359,Month,Aug 2011,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
534.769359267204,Month,Aug 2011,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
294.467296906688,Month,Aug 2011,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
454.325061903925,Month,Sep 2011,K03000001,,,Whole Economy,,Total Pay
447.666260976959,Month,Sep 2011,K03000001,,,Private sector,,Total Pay
479.266936029408,Month,Sep 2011,K03000001,,,Public sector,,Total Pay
440.289086457337,Month,Sep 2011,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
590.561894189523,Month,Sep 2011,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
468.253041331387,Month,Sep 2011,K03000001,,,Public sector excluding financial services,,Total Pay
527.393509712249,Month,Sep 2011,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
534.649548598279,Month,Sep 2011,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
295.641136294174,Month,Sep 2011,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
455.921579707147,Month,Oct 2011,K03000001,,,Whole Economy,,Total Pay
449.374469455292,Month,Oct 2011,K03000001,,,Private sector,,Total Pay
480.077416038999,Month,Oct 2011,K03000001,,,Public sector,,Total Pay
442.529644731336,Month,Oct 2011,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
595.1135246494,Month,Oct 2011,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
468.28723630364,Month,Oct 2011,K03000001,,,Public sector excluding financial services,,Total Pay
524.042396478292,Month,Oct 2011,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
533.842192004621,Month,Oct 2011,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
297.139078681316,Month,Oct 2011,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
456.625473749995,Month,Nov 2011,K03000001,,,Whole Economy,,Total Pay
449.992756599572,Month,Nov 2011,K03000001,,,Private sector,,Total Pay
480.68737828483,Month,Nov 2011,K03000001,,,Public sector,,Total Pay
442.714743059894,Month,Nov 2011,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
596.126387134084,Month,Nov 2011,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
468.566835198535,Month,Nov 2011,K03000001,,,Public sector excluding financial services,,Total Pay
527.123412711781,Month,Nov 2011,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
538.473584420414,Month,Nov 2011,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
297.632501112781,Month,Nov 2011,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
456.827473785165,Month,Dec 2011,K03000001,,,Whole Economy,,Total Pay
448.7234525113,Month,Dec 2011,K03000001,,,Private sector,,Total Pay
480.72663681401,Month,Dec 2011,K03000001,,,Public sector,,Total Pay
442.467984617207,Month,Dec 2011,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
591.205433789331,Month,Dec 2011,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
467.834867091138,Month,Dec 2011,K03000001,,,Public sector excluding financial services,,Total Pay
525.703697522035,Month,Dec 2011,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
537.345667014688,Month,Dec 2011,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
299.323573064634,Month,Dec 2011,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
454.845567120342,Month,Jan 2012,K03000001,,,Whole Economy,,Total Pay
451.275439443984,Month,Jan 2012,K03000001,,,Private sector,,Total Pay
480.97809694059,Month,Jan 2012,K03000001,,,Public sector,,Total Pay
443.944195946149,Month,Jan 2012,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
592.204841763467,Month,Jan 2012,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
467.97349682563,Month,Jan 2012,K03000001,,,Public sector excluding financial services,,Total Pay
526.057359124527,Month,Jan 2012,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
536.385464374984,Month,Jan 2012,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
300.849886995475,Month,Jan 2012,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
456.797782682134,Month,Feb 2012,K03000001,,,Whole Economy,,Total Pay
450.040377969582,Month,Feb 2012,K03000001,,,Private sector,,Total Pay
482.831421514662,Month,Feb 2012,K03000001,,,Public sector,,Total Pay
442.825210681351,Month,Feb 2012,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
589.179514542246,Month,Feb 2012,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
470.170285696002,Month,Feb 2012,K03000001,,,Public sector excluding financial services,,Total Pay
527.640253367369,Month,Feb 2012,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
537.44304071037,Month,Feb 2012,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
302.592359663942,Month,Feb 2012,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
457.332299358956,Month,Mar 2012,K03000001,,,Whole Economy,,Total Pay
450.439917339686,Month,Mar 2012,K03000001,,,Private sector,,Total Pay
482.72614387751,Month,Mar 2012,K03000001,,,Public sector,,Total Pay
443.660299755631,Month,Mar 2012,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
601.077270676291,Month,Mar 2012,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
471.146269104053,Month,Mar 2012,K03000001,,,Public sector excluding financial services,,Total Pay
523.248684322794,Month,Mar 2012,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
546.335675440184,Month,Mar 2012,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
300.727862783947,Month,Mar 2012,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
460.220451361443,Month,Apr 2012,K03000001,,,Whole Economy,,Total Pay
453.272574607874,Month,Apr 2012,K03000001,,,Private sector,,Total Pay
483.441728355801,Month,Apr 2012,K03000001,,,Public sector,,Total Pay
444.841791744519,Month,Apr 2012,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
600.427120606028,Month,Apr 2012,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
471.583738032015,Month,Apr 2012,K03000001,,,Public sector excluding financial services,,Total Pay
530.124769545929,Month,Apr 2012,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
542.255304602558,Month,Apr 2012,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
298.352829338727,Month,Apr 2012,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
460.41365942206,Month,May 2012,K03000001,,,Whole Economy,,Total Pay
453.545943807625,Month,May 2012,K03000001,,,Private sector,,Total Pay
484.304399145742,Month,May 2012,K03000001,,,Public sector,,Total Pay
445.227550258597,Month,May 2012,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
592.608506729191,Month,May 2012,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
472.612420432018,Month,May 2012,K03000001,,,Public sector excluding financial services,,Total Pay
533.622553914077,Month,May 2012,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
545.391976058901,Month,May 2012,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
301.546329250924,Month,May 2012,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
462.57371799643,Month,Jun 2012,K03000001,,,Whole Economy,,Total Pay
454.416855278499,Month,Jun 2012,K03000001,,,Private sector,,Total Pay
486.089099225131,Month,Jun 2012,K03000001,,,Public sector,,Total Pay
447.978647185379,Month,Jun 2012,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
600.021615582428,Month,Jun 2012,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
477.085640629253,Month,Jun 2012,K03000001,,,Public sector excluding financial services,,Total Pay
531.89519750674,Month,Jun 2012,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
544.621473892524,Month,Jun 2012,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
306.631429514239,Month,Jun 2012,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
462.70268527667,Month,Jul 2012,K03000001,,,Whole Economy,,Total Pay
455.962748292311,Month,Jul 2012,K03000001,,,Private sector,,Total Pay
486.846438485535,Month,Jul 2012,K03000001,,,Public sector,,Total Pay
448.500453830105,Month,Jul 2012,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
602.57591437548,Month,Jul 2012,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
477.999978438868,Month,Jul 2012,K03000001,,,Public sector excluding financial services,,Total Pay
533.000983568851,Month,Jul 2012,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
539.427150883901,Month,Jul 2012,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
302.716628247963,Month,Jul 2012,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
463.682235841221,Month,Aug 2012,K03000001,,,Whole Economy,,Total Pay
455.903412719756,Month,Aug 2012,K03000001,,,Private sector,,Total Pay
495.648091517077,Month,Aug 2012,K03000001,,,Public sector,,Total Pay
450.293930056821,Month,Aug 2012,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
602.368099187005,Month,Aug 2012,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
482.288137394668,Month,Aug 2012,K03000001,,,Public sector excluding financial services,,Total Pay
536.243264329842,Month,Aug 2012,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
532.392757647215,Month,Aug 2012,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
305.805579804874,Month,Aug 2012,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
462.031613018026,Month,Sep 2012,K03000001,,,Whole Economy,,Total Pay
455.110591853084,Month,Sep 2012,K03000001,,,Private sector,,Total Pay
490.341111466951,Month,Sep 2012,K03000001,,,Public sector,,Total Pay
448.669341863272,Month,Sep 2012,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
596.572210860379,Month,Sep 2012,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
478.552103401717,Month,Sep 2012,K03000001,,,Public sector excluding financial services,,Total Pay
534.261389948203,Month,Sep 2012,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
529.679584704465,Month,Sep 2012,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
304.755535406068,Month,Sep 2012,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
461.55041150431,Month,Oct 2012,K03000001,,,Whole Economy,,Total Pay
454.396419034962,Month,Oct 2012,K03000001,,,Private sector,,Total Pay
489.842987272044,Month,Oct 2012,K03000001,,,Public sector,,Total Pay
447.64131546365,Month,Oct 2012,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
593.282637849913,Month,Oct 2012,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
478.978581712246,Month,Oct 2012,K03000001,,,Public sector excluding financial services,,Total Pay
535.529614578241,Month,Oct 2012,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
535.411904951963,Month,Oct 2012,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
305.255679554942,Month,Oct 2012,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
463.147342189552,Month,Nov 2012,K03000001,,,Whole Economy,,Total Pay
456.306080085594,Month,Nov 2012,K03000001,,,Private sector,,Total Pay
489.702421992339,Month,Nov 2012,K03000001,,,Public sector,,Total Pay
449.403545429783,Month,Nov 2012,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
595.375037029585,Month,Nov 2012,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
478.375238511562,Month,Nov 2012,K03000001,,,Public sector excluding financial services,,Total Pay
535.515920747489,Month,Nov 2012,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
533.464399813911,Month,Nov 2012,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
306.156004194448,Month,Nov 2012,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
461.536316426336,Month,Dec 2012,K03000001,,,Whole Economy,,Total Pay
453.466973082259,Month,Dec 2012,K03000001,,,Private sector,,Total Pay
490.359722802822,Month,Dec 2012,K03000001,,,Public sector,,Total Pay
447.796175956725,Month,Dec 2012,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
590.118031821382,Month,Dec 2012,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
478.500771512898,Month,Dec 2012,K03000001,,,Public sector excluding financial services,,Total Pay
535.009800681531,Month,Dec 2012,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
529.875017152062,Month,Dec 2012,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
304.911043502614,Month,Dec 2012,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
461.005392610787,Month,Jan 2013,K03000001,,,Whole Economy,,Total Pay
455.082993460011,Month,Jan 2013,K03000001,,,Private sector,,Total Pay
490.291136529402,Month,Jan 2013,K03000001,,,Public sector,,Total Pay
448.895658815653,Month,Jan 2013,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
595.15345506635,Month,Jan 2013,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
477.334939135768,Month,Jan 2013,K03000001,,,Public sector excluding financial services,,Total Pay
534.431322479468,Month,Jan 2013,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
522.470787655454,Month,Jan 2013,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
303.409532947465,Month,Jan 2013,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
461.9294373287,Month,Feb 2013,K03000001,,,Whole Economy,,Total Pay
455.484716026842,Month,Feb 2013,K03000001,,,Private sector,,Total Pay
487.848737588435,Month,Feb 2013,K03000001,,,Public sector,,Total Pay
447.646765687618,Month,Feb 2013,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
594.550440727293,Month,Feb 2013,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
474.736553976821,Month,Feb 2013,K03000001,,,Public sector excluding financial services,,Total Pay
537.848808004362,Month,Feb 2013,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
533.901806991283,Month,Feb 2013,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
304.632703409764,Month,Feb 2013,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
454.197013553667,Month,Mar 2013,K03000001,,,Whole Economy,,Total Pay
445.664255545012,Month,Mar 2013,K03000001,,,Private sector,,Total Pay
488.921372285792,Month,Mar 2013,K03000001,,,Public sector,,Total Pay
439.65496016055,Month,Mar 2013,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
583.647516241259,Month,Mar 2013,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
476.764732345688,Month,Mar 2013,K03000001,,,Public sector excluding financial services,,Total Pay
538.484395341971,Month,Mar 2013,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
518.692417913733,Month,Mar 2013,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
301.799099399971,Month,Mar 2013,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
477.640641005803,Month,Apr 2013,K03000001,,,Whole Economy,,Total Pay
474.434456197709,Month,Apr 2013,K03000001,,,Private sector,,Total Pay
490.016391956854,Month,Apr 2013,K03000001,,,Public sector,,Total Pay
462.636744729558,Month,Apr 2013,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
636.905383799413,Month,Apr 2013,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
478.383218929694,Month,Apr 2013,K03000001,,,Public sector excluding financial services,,Total Pay
548.797000170261,Month,Apr 2013,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
561.003325694558,Month,Apr 2013,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
312.934209724229,Month,Apr 2013,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
468.279352841516,Month,May 2013,K03000001,,,Whole Economy,,Total Pay
462.371134178371,Month,May 2013,K03000001,,,Private sector,,Total Pay
490.845069018632,Month,May 2013,K03000001,,,Public sector,,Total Pay
453.333258075479,Month,May 2013,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
605.618349454475,Month,May 2013,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
479.986895085217,Month,May 2013,K03000001,,,Public sector excluding financial services,,Total Pay
542.569426410359,Month,May 2013,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
538.819872623143,Month,May 2013,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
309.945611854953,Month,May 2013,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
466.876144464292,Month,Jun 2013,K03000001,,,Whole Economy,,Total Pay
460.367632590747,Month,Jun 2013,K03000001,,,Private sector,,Total Pay
485.401929954323,Month,Jun 2013,K03000001,,,Public sector,,Total Pay
452.501766247932,Month,Jun 2013,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
600.664665367296,Month,Jun 2013,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
481.264937797444,Month,Jun 2013,K03000001,,,Public sector excluding financial services,,Total Pay
544.726851072668,Month,Jun 2013,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
538.035462305777,Month,Jun 2013,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
311.81944122132,Month,Jun 2013,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
465.887005990106,Month,Jul 2013,K03000001,,,Whole Economy,,Total Pay
459.766805508132,Month,Jul 2013,K03000001,,,Private sector,,Total Pay
487.931913288227,Month,Jul 2013,K03000001,,,Public sector,,Total Pay
451.767068362602,Month,Jul 2013,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
594.789760427579,Month,Jul 2013,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
480.10076714948,Month,Jul 2013,K03000001,,,Public sector excluding financial services,,Total Pay
543.70317975212,Month,Jul 2013,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
531.359085525524,Month,Jul 2013,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
315.289302042742,Month,Jul 2013,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
465.963098911303,Month,Aug 2013,K03000001,,,Whole Economy,,Total Pay
460.533311286493,Month,Aug 2013,K03000001,,,Private sector,,Total Pay
488.432681267274,Month,Aug 2013,K03000001,,,Public sector,,Total Pay
451.653916833179,Month,Aug 2013,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
592.971093223949,Month,Aug 2013,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
479.526174536361,Month,Aug 2013,K03000001,,,Public sector excluding financial services,,Total Pay
544.95166731354,Month,Aug 2013,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
540.320336477254,Month,Aug 2013,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
318.056394329053,Month,Aug 2013,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
466.093442201274,Month,Sep 2013,K03000001,,,Whole Economy,,Total Pay
460.257804995161,Month,Sep 2013,K03000001,,,Private sector,,Total Pay
487.915961186825,Month,Sep 2013,K03000001,,,Public sector,,Total Pay
452.005264971099,Month,Sep 2013,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
592.795592816252,Month,Sep 2013,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
479.902119364348,Month,Sep 2013,K03000001,,,Public sector excluding financial services,,Total Pay
543.330641079549,Month,Sep 2013,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
539.865208749103,Month,Sep 2013,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
313.967471827799,Month,Sep 2013,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
465.975706118712,Month,Oct 2013,K03000001,,,Whole Economy,,Total Pay
460.065151154235,Month,Oct 2013,K03000001,,,Private sector,,Total Pay
489.452502113442,Month,Oct 2013,K03000001,,,Public sector,,Total Pay
451.664711580038,Month,Oct 2013,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay
590.07814459412,Month,Oct 2013,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay
481.935464794541,Month,Oct 2013,K03000001,,,Public sector excluding financial services,,Total Pay
546.957189947034,Month,Oct 2013,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay
532.360932172311,Month,Oct 2013,K03000001,,,"Construction, SIC 2007 section F",,Total Pay
315.149556450948,Month,Oct 2013,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay
466.272959093147,Month,Nov 2013,K03000001,,,Whole Economy,,Total Pay
460.448412470494,Month,Nov 2013,K03000001,,,Private sector,,Total Pay
489.242192962079,Month,Nov 2013,K03000001,,,Public sector,,Total Pay
