V4_0,Time_codelist,Time,Geography_codelist,Geography,Category_codelist,Category,Pay Type_codelist,Pay Type,Percentage Change_codelist,Percentage Change
1.487178384672,Month,Mar 2014,K03000001,,,Public sector excluding financial services,,Total Pay,,3 month average
2.469613689671,Month,Mar 2014,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,Single month
3.070166706964,Month,Mar 2014,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,3 month average
1.161774584621,Month,Mar 2014,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,Single month
2.447130619619,Month,Mar 2014,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,3 month average
4.031725014607,Month,Mar 2014,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,Single month
3.433223362972,Month,Mar 2014,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,3 month average
-1.728166066376,Month,Apr 2014,K03000001,,,Whole Economy,,Total Pay,,Single month
0.621727736625,Month,Apr 2014,K03000001,,,Whole Economy,,Total Pay,,3 month average
-2.135396862255,Month,Apr 2014,K03000001,,,Private sector,,Total Pay,,Single month
0.595610415595,Month,Apr 2014,K03000001,,,Private sector,,Total Pay,,3 month average
-0.033184781797,Month,Apr 2014,K03000001,,,Public sector,,Total Pay,,Single month
0.726060379179,Month,Apr 2014,K03000001,,,Public sector,,Total Pay,,3 month average
-1.739113518344,Month,Apr 2014,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,Single month
0.593696099548,Month,Apr 2014,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,3 month average
-7.1918501787,Month,Apr 2014,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,Single month
-1.708710694527,Month,Apr 2014,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,3 month average
1.336911554732,Month,Apr 2014,K03000001,,,Public sector excluding financial services,,Total Pay,,Single month
1.475744351409,Month,Apr 2014,K03000001,,,Public sector excluding financial services,,Total Pay,,3 month average
0.669253762312,Month,Apr 2014,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,Single month
2.014180632874,Month,Apr 2014,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,3 month average
-4.649750292824,Month,Apr 2014,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,Single month
-0.991715192246,Month,Apr 2014,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,3 month average
0.54762084539,Month,Apr 2014,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,Single month
1.997971793258,Month,Apr 2014,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,3 month average
0.262688885484,Month,May 2014,K03000001,,,Whole Economy,,Total Pay,,Single month
0.014386565835,Month,May 2014,K03000001,,,Whole Economy,,Total Pay,,3 month average
0.484487243965,Month,May 2014,K03000001,,,Private sector,,Total Pay,,Single month
-0.032572550096,Month,May 2014,K03000001,,,Private sector,,Total Pay,,3 month average
-0.080486341576,Month,May 2014,K03000001,,,Public sector,,Total Pay,,Single month
0.531789161517,Month,May 2014,K03000001,,,Public sector,,Total Pay,,3 month average
0.263483017139,Month,May 2014,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,Single month
-0.028951548639,Month,May 2014,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,3 month average
-1.748273486575,Month,May 2014,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,Single month
-2.930171660593,Month,May 2014,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,3 month average
1.038228143805,Month,May 2014,K03000001,,,Public sector excluding financial services,,Total Pay,,Single month
1.236349498689,Month,May 2014,K03000001,,,Public sector excluding financial services,,Total Pay,,3 month average
1.817507286928,Month,May 2014,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,Single month
1.646320473993,Month,May 2014,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,3 month average
-2.195106353503,Month,May 2014,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,Single month
-1.970131522592,Month,May 2014,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,3 month average
1.566003440944,Month,May 2014,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,Single month
2.026126179673,Month,May 2014,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,3 month average
0.654188956856,Month,Jun 2014,K03000001,,,Whole Economy,,Total Pay,,Single month
-0.281006818833,Month,Jun 2014,K03000001,,,Whole Economy,,Total Pay,,3 month average
1.567030173183,Month,Jun 2014,K03000001,,,Private sector,,Total Pay,,Single month
-0.048442784677,Month,Jun 2014,K03000001,,,Private sector,,Total Pay,,3 month average
1.394225284159,Month,Jun 2014,K03000001,,,Public sector,,Total Pay,,Single month
0.423520246522,Month,Jun 2014,K03000001,,,Public sector,,Total Pay,,3 month average
0.541870404173,Month,Jun 2014,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,Single month
-0.321478964505,Month,Jun 2014,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,3 month average
-1.205213132462,Month,Jun 2014,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,Single month
-3.452302298178,Month,Jun 2014,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,3 month average
0.609027903566,Month,Jun 2014,K03000001,,,Public sector excluding financial services,,Total Pay,,Single month
0.993998951635,Month,Jun 2014,K03000001,,,Public sector excluding financial services,,Total Pay,,3 month average
1.956058729508,Month,Jun 2014,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,Single month
1.478476862262,Month,Jun 2014,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,3 month average
0.370227352709,Month,Jun 2014,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,Single month
-2.193166568764,Month,Jun 2014,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,3 month average
0.985547082799,Month,Jun 2014,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,Single month
1.031409748755,Month,Jun 2014,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,3 month average
0.441848724927,Month,Jul 2014,K03000001,,,Whole Economy,,Total Pay,,Single month
0.452726150196,Month,Jul 2014,K03000001,,,Whole Economy,,Total Pay,,3 month average
0.445115748459,Month,Jul 2014,K03000001,,,Private sector,,Total Pay,,Single month
0.831875369131,Month,Jul 2014,K03000001,,,Private sector,,Total Pay,,3 month average
1.000908182373,Month,Jul 2014,K03000001,,,Public sector,,Total Pay,,Single month
0.768777882854,Month,Jul 2014,K03000001,,,Public sector,,Total Pay,,3 month average
0.096369455107,Month,Jul 2014,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,Single month
0.300662084999,Month,Jul 2014,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,3 month average
-0.842055922635,Month,Jul 2014,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,Single month
-1.267889736669,Month,Jul 2014,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,3 month average
1.652654387463,Month,Jul 2014,K03000001,,,Public sector excluding financial services,,Total Pay,,Single month
1.099578492092,Month,Jul 2014,K03000001,,,Public sector excluding financial services,,Total Pay,,3 month average
1.693481176171,Month,Jul 2014,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,Single month
1.822436350639,Month,Jul 2014,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,3 month average
3.177348521549,Month,Jul 2014,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,Single month
0.43821365791,Month,Jul 2014,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,3 month average
-0.934859371383,Month,Jul 2014,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,Single month
0.531385905091,Month,Jul 2014,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,3 month average
0.80830012905,Month,Aug 2014,K03000001,,,Whole Economy,,Total Pay,,Single month
0.634802436052,Month,Aug 2014,K03000001,,,Whole Economy,,Total Pay,,3 month average
1.016326720326,Month,Aug 2014,K03000001,,,Private sector,,Total Pay,,Single month
1.009737300852,Month,Aug 2014,K03000001,,,Private sector,,Total Pay,,3 month average
0.627172345701,Month,Aug 2014,K03000001,,,Public sector,,Total Pay,,Single month
1.006635556313,Month,Aug 2014,K03000001,,,Public sector,,Total Pay,,3 month average
0.739620537127,Month,Aug 2014,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,Single month
0.459308152385,Month,Aug 2014,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,3 month average
0.838056115034,Month,Aug 2014,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,Single month
-0.406968098443,Month,Aug 2014,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,3 month average
1.109736012541,Month,Aug 2014,K03000001,,,Public sector excluding financial services,,Total Pay,,Single month
1.123395796221,Month,Aug 2014,K03000001,,,Public sector excluding financial services,,Total Pay,,3 month average
1.361952083877,Month,Aug 2014,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,Single month
1.670440457728,Month,Aug 2014,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,3 month average
0.755645172534,Month,Aug 2014,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,Single month
1.426214620949,Month,Aug 2014,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,3 month average
-1.103223475583,Month,Aug 2014,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,Single month
-0.357954060494,Month,Aug 2014,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,3 month average
1.536059755096,Month,Sep 2014,K03000001,,,Whole Economy,,Total Pay,,Single month
0.928819331732,Month,Sep 2014,K03000001,,,Whole Economy,,Total Pay,,3 month average
1.906129341181,Month,Sep 2014,K03000001,,,Private sector,,Total Pay,,Single month
1.122743665989,Month,Sep 2014,K03000001,,,Private sector,,Total Pay,,3 month average
0.804081832545,Month,Sep 2014,K03000001,,,Public sector,,Total Pay,,Single month
0.810658087634,Month,Sep 2014,K03000001,,,Public sector,,Total Pay,,3 month average
1.441826792392,Month,Sep 2014,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,Single month
0.759393851187,Month,Sep 2014,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,3 month average
1.966424464116,Month,Sep 2014,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,Single month
0.652483985252,Month,Sep 2014,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,3 month average
1.430164883073,Month,Sep 2014,K03000001,,,Public sector excluding financial services,,Total Pay,,Single month
1.397628791914,Month,Sep 2014,K03000001,,,Public sector excluding financial services,,Total Pay,,3 month average
2.268778979368,Month,Sep 2014,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,Single month
1.774308851155,Month,Sep 2014,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,3 month average
1.754908887719,Month,Sep 2014,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,Single month
1.888882041244,Month,Sep 2014,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,3 month average
1.456366114136,Month,Sep 2014,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,Single month
-0.198864387098,Month,Sep 2014,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,3 month average
1.985633836969,Month,Oct 2014,K03000001,,,Whole Economy,,Total Pay,,Single month
1.443344776155,Month,Oct 2014,K03000001,,,Whole Economy,,Total Pay,,3 month average
2.421853442975,Month,Oct 2014,K03000001,,,Private sector,,Total Pay,,Single month
1.781194498507,Month,Oct 2014,K03000001,,,Private sector,,Total Pay,,3 month average
0.590687919804,Month,Oct 2014,K03000001,,,Public sector,,Total Pay,,Single month
0.6738768861,Month,Oct 2014,K03000001,,,Public sector,,Total Pay,,3 month average
2.09197832039,Month,Oct 2014,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,Single month
1.424485031243,Month,Oct 2014,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,3 month average
3.065411569071,Month,Oct 2014,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,Single month
1.954823483369,Month,Oct 2014,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,3 month average
1.056275656826,Month,Oct 2014,K03000001,,,Public sector excluding financial services,,Total Pay,,Single month
1.198547772877,Month,Oct 2014,K03000001,,,Public sector excluding financial services,,Total Pay,,3 month average
1.553373363662,Month,Oct 2014,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,Single month
1.727284553139,Month,Oct 2014,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,3 month average
2.415842015989,Month,Oct 2014,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,Single month
1.638281222604,Month,Oct 2014,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,3 month average
1.278257336738,Month,Oct 2014,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,Single month
0.537606447433,Month,Oct 2014,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,3 month average
1.949869464583,Month,Nov 2014,K03000001,,,Whole Economy,,Total Pay,,Single month
1.823856908499,Month,Nov 2014,K03000001,,,Whole Economy,,Total Pay,,3 month average
2.366103097296,Month,Nov 2014,K03000001,,,Private sector,,Total Pay,,Single month
2.231353982155,Month,Nov 2014,K03000001,,,Private sector,,Total Pay,,3 month average
0.637092587967,Month,Nov 2014,K03000001,,,Public sector,,Total Pay,,Single month
0.677160370499,Month,Nov 2014,K03000001,,,Public sector,,Total Pay,,3 month average
2.024695755868,Month,Nov 2014,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,Single month
1.852752048813,Month,Nov 2014,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,3 month average
2.592708520644,Month,Nov 2014,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,Single month
2.540655165119,Month,Nov 2014,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,3 month average
1.135301149471,Month,Nov 2014,K03000001,,,Public sector excluding financial services,,Total Pay,,Single month
1.206956326323,Month,Nov 2014,K03000001,,,Public sector excluding financial services,,Total Pay,,3 month average
1.099853908749,Month,Nov 2014,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,Single month
1.6382407576,Month,Nov 2014,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,3 month average
2.779215536816,Month,Nov 2014,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,Single month
2.314179922216,Month,Nov 2014,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,3 month average
2.122375600888,Month,Nov 2014,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,Single month
1.618308723619,Month,Nov 2014,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,3 month average
2.502024237723,Month,Dec 2014,K03000001,,,Whole Economy,,Total Pay,,Single month
2.146304422714,Month,Dec 2014,K03000001,,,Whole Economy,,Total Pay,,3 month average
2.895536390865,Month,Dec 2014,K03000001,,,Private sector,,Total Pay,,Single month
2.561580798598,Month,Dec 2014,K03000001,,,Private sector,,Total Pay,,3 month average
1.007347452273,Month,Dec 2014,K03000001,,,Public sector,,Total Pay,,Single month
0.745086232472,Month,Dec 2014,K03000001,,,Public sector,,Total Pay,,3 month average
2.558887263057,Month,Dec 2014,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,Single month
2.225499076606,Month,Dec 2014,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,3 month average
3.586091141629,Month,Dec 2014,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,Single month
3.081791242375,Month,Dec 2014,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,3 month average
1.656838461682,Month,Dec 2014,K03000001,,,Public sector excluding financial services,,Total Pay,,Single month
1.282898391285,Month,Dec 2014,K03000001,,,Public sector excluding financial services,,Total Pay,,3 month average
2.061431173357,Month,Dec 2014,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,Single month
1.571529225571,Month,Dec 2014,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,3 month average
3.097593844185,Month,Dec 2014,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,Single month
2.765039712665,Month,Dec 2014,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,3 month average
2.221525350424,Month,Dec 2014,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,Single month
1.873516820817,Month,Dec 2014,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,3 month average
1.557447961232,Month,Jan 2015,K03000001,,,Whole Economy,,Total Pay,,Single month
2.002909802373,Month,Jan 2015,K03000001,,,Whole Economy,,Total Pay,,3 month average
1.852321203842,Month,Jan 2015,K03000001,,,Private sector,,Total Pay,,Single month
2.370790209051,Month,Jan 2015,K03000001,,,Private sector,,Total Pay,,3 month average
0.771493453747,Month,Jan 2015,K03000001,,,Public sector,,Total Pay,,Single month
0.8053531532,Month,Jan 2015,K03000001,,,Public sector,,Total Pay,,3 month average
1.952805440049,Month,Jan 2015,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,Single month
2.178804480029,Month,Jan 2015,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,3 month average
0.973732546448,Month,Jan 2015,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,Single month
2.384806905541,Month,Jan 2015,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,3 month average
1.033455779684,Month,Jan 2015,K03000001,,,Public sector excluding financial services,,Total Pay,,Single month
1.274965640189,Month,Jan 2015,K03000001,,,Public sector excluding financial services,,Total Pay,,3 month average
0.294695088605,Month,Jan 2015,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,Single month
1.149443190004,Month,Jan 2015,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,3 month average
-1.847273072423,Month,Jan 2015,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,Single month
1.311324973476,Month,Jan 2015,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,3 month average
2.601748980504,Month,Jan 2015,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,Single month
2.316444076928,Month,Jan 2015,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,3 month average
1.578188608017,Month,Feb 2015,K03000001,,,Whole Economy,,Total Pay,,Single month
1.87824345111,Month,Feb 2015,K03000001,,,Whole Economy,,Total Pay,,3 month average
1.840491660099,Month,Feb 2015,K03000001,,,Private sector,,Total Pay,,Single month
2.194649551889,Month,Feb 2015,K03000001,,,Private sector,,Total Pay,,3 month average
0.938652818415,Month,Feb 2015,K03000001,,,Public sector,,Total Pay,,Single month
0.905845843163,Month,Feb 2015,K03000001,,,Public sector,,Total Pay,,3 month average
1.782134759924,Month,Feb 2015,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,Single month
2.096885481315,Month,Feb 2015,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,3 month average
0.528399398037,Month,Feb 2015,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,Single month
1.687144158739,Month,Feb 2015,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,3 month average
1.511744846101,Month,Feb 2015,K03000001,,,Public sector excluding financial services,,Total Pay,,Single month
1.400306264914,Month,Feb 2015,K03000001,,,Public sector excluding financial services,,Total Pay,,3 month average
0.091074625969,Month,Feb 2015,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,Single month
0.812575221187,Month,Feb 2015,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,3 month average
1.29069135981,Month,Feb 2015,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,Single month
0.82318477231,Month,Feb 2015,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,3 month average
5.195547815471,Month,Feb 2015,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,Single month
3.325807708875,Month,Feb 2015,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,3 month average
4.233123656938,Month,Mar 2015,K03000001,,,Whole Economy,,Total Pay,,Single month
2.445134924505,Month,Mar 2015,K03000001,,,Whole Economy,,Total Pay,,3 month average
5.443685676209,Month,Mar 2015,K03000001,,,Private sector,,Total Pay,,Single month
3.025023702799,Month,Mar 2015,K03000001,,,Private sector,,Total Pay,,3 month average
-0.786170228746,Month,Mar 2015,K03000001,,,Public sector,,Total Pay,,Single month
0.302590515928,Month,Mar 2015,K03000001,,,Public sector,,Total Pay,,3 month average
4.558303493382,Month,Mar 2015,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,Single month
2.751757032774,Month,Mar 2015,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,3 month average
4.243148298046,Month,Mar 2015,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,Single month
1.897158994738,Month,Mar 2015,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,3 month average
1.438963082724,Month,Mar 2015,K03000001,,,Public sector excluding financial services,,Total Pay,,Single month
1.327895876775,Month,Mar 2015,K03000001,,,Public sector excluding financial services,,Total Pay,,3 month average
2.138174733124,Month,Mar 2015,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,Single month
0.839487547475,Month,Mar 2015,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,3 month average
5.981186646035,Month,Mar 2015,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,Single month
1.744571651432,Month,Mar 2015,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,3 month average
7.878529472363,Month,Mar 2015,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,Single month
5.214208718591,Month,Mar 2015,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,3 month average
2.733013508846,Month,Apr 2015,K03000001,,,Whole Economy,,Total Pay,,Single month
2.838218079797,Month,Apr 2015,K03000001,,,Whole Economy,,Total Pay,,3 month average
3.221887796624,Month,Apr 2015,K03000001,,,Private sector,,Total Pay,,Single month
3.483829029705,Month,Apr 2015,K03000001,,,Private sector,,Total Pay,,3 month average
0.957498194879,Month,Apr 2015,K03000001,,,Public sector,,Total Pay,,Single month
0.364337191908,Month,Apr 2015,K03000001,,,Public sector,,Total Pay,,3 month average
2.914267364285,Month,Apr 2015,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,Single month
3.073154740865,Month,Apr 2015,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,3 month average
4.263197203677,Month,Apr 2015,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,Single month
2.987051945493,Month,Apr 2015,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,3 month average
1.059980963067,Month,Apr 2015,K03000001,,,Public sector excluding financial services,,Total Pay,,Single month
1.336575312463,Month,Apr 2015,K03000001,,,Public sector excluding financial services,,Total Pay,,3 month average
1.715921781194,Month,Apr 2015,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,Single month
1.313873812722,Month,Apr 2015,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,3 month average
3.287735416222,Month,Apr 2015,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,Single month
3.499914487623,Month,Apr 2015,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,3 month average
4.212899490315,Month,Apr 2015,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,Single month
5.764129700308,Month,Apr 2015,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,3 month average
2.797487926572,Month,May 2015,K03000001,,,Whole Economy,,Total Pay,,Single month
3.248936371731,Month,May 2015,K03000001,,,Whole Economy,,Total Pay,,3 month average
3.243494311117,Month,May 2015,K03000001,,,Private sector,,Total Pay,,Single month
3.957583682393,Month,May 2015,K03000001,,,Private sector,,Total Pay,,3 month average
1.194771991404,Month,May 2015,K03000001,,,Public sector,,Total Pay,,Single month
0.449412442507,Month,May 2015,K03000001,,,Public sector,,Total Pay,,3 month average
3.020250252475,Month,May 2015,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,Single month
3.490994519347,Month,May 2015,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,3 month average
3.126924148642,Month,May 2015,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,Single month
3.875149917734,Month,May 2015,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,3 month average
1.218668244775,Month,May 2015,K03000001,,,Public sector excluding financial services,,Total Pay,,Single month
1.23897457221,Month,May 2015,K03000001,,,Public sector excluding financial services,,Total Pay,,3 month average
0.926510798499,Month,May 2015,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,Single month
1.593325704096,Month,May 2015,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,3 month average
5.832646868936,Month,May 2015,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,Single month
5.02377612241,Month,May 2015,K03000001,,,"Construction, SIC 2007 section F",,Total Pay,,3 month average
4.90855679597,Month,May 2015,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,Single month
5.664943355659,Month,May 2015,K03000001,,,"Wholesaling, retailing, hotels & restaurants, SIC 2007 sections G & I",,Total Pay,,3 month average
2.513869093752,Month,Jun 2015,K03000001,,,Whole Economy,,Total Pay,,Single month
2.681402261047,Month,Jun 2015,K03000001,,,Whole Economy,,Total Pay,,3 month average
2.685650832097,Month,Jun 2015,K03000001,,,Private sector,,Total Pay,,Single month
3.049530760868,Month,Jun 2015,K03000001,,,Private sector,,Total Pay,,3 month average
0.74081738206,Month,Jun 2015,K03000001,,,Public sector,,Total Pay,,Single month
0.964104251346,Month,Jun 2015,K03000001,,,Public sector,,Total Pay,,3 month average
2.607477920463,Month,Jun 2015,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,Single month
2.847260038716,Month,Jun 2015,K03000001,,,"Services, SIC 2007 sections G-S",,Total Pay,,3 month average
1.601438144901,Month,Jun 2015,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,Single month
2.995649274216,Month,Jun 2015,K03000001,,,"Finance and business services,SIC 2007 sections K-N",,Total Pay,,3 month average
1.198589092257,Month,Jun 2015,K03000001,,,Public sector excluding financial services,,Total Pay,,Single month
1.159071443631,Month,Jun 2015,K03000001,,,Public sector excluding financial services,,Total Pay,,3 month average
1.622718560691,Month,Jun 2015,K03000001,,,"Manufacturing, SIC 2007 section C",,Total Pay,,Single month
