V4_0,Time_codelist,Time,Geography_codelist,Geography,Employment size band_codelist,Employment size band,Entity Type_codelist,Entity Type
355.0,Year,2016,E14000992,,,5-9,,Enterprise
140.0,Year,2016,E14000992,,,10-19,,Enterprise
75.0,Year,2016,E14000992,,,20-49,,Enterprise
30.0,Year,2016,E14000992,,,50-99,,Enterprise
20.0,Year,2016,E14000992,,,100-249,,Enterprise
10.0,Year,2016,E14000992,,,250+,,Enterprise
2940.0,Year,2016,E14000992,,,Total,,Enterprise
1640.0,Year,2016,E14001011,,,0-4,,Enterprise
280.0,Year,2016,E14001011,,,5-9,,Enterprise
185.0,Year,2016,E14001011,,,10-19,,Enterprise
95.0,Year,2016,E14001011,,,20-49,,Enterprise
30.0,Year,2016,E14001011,,,50-99,,Enterprise
10.0,Year,2016,E14001011,,,100-249,,Enterprise
15.0,Year,2016,E14001011,,,250+,,Enterprise
2255.0,Year,2016,E14001011,,,Total,,Enterprise
2240.0,Year,2016,E14001012,,,0-4,,Enterprise
345.0,Year,2016,E14001012,,,5-9,,Enterprise
165.0,Year,2016,E14001012,,,10-19,,Enterprise
115.0,Year,2016,E14001012,,,20-49,,Enterprise
30.0,Year,2016,E14001012,,,50-99,,Enterprise
35.0,Year,2016,E14001012,,,100-249,,Enterprise
15.0,Year,2016,E14001012,,,250+,,Enterprise
2945.0,Year,2016,E14001012,,,Total,,Enterprise
1950.0,Year,2016,E14001016,,,0-4,,Enterprise
270.0,Year,2016,E14001016,,,5-9,,Enterprise
140.0,Year,2016,E14001016,,,10-19,,Enterprise
85.0,Year,2016,E14001016,,,20-49,,Enterprise
20.0,Year,2016,E14001016,,,50-99,,Enterprise
15.0,Year,2016,E14001016,,,100-249,,Enterprise
15.0,Year,2016,E14001016,,,250+,,Enterprise
2495.0,Year,2016,E14001016,,,Total,,Enterprise
4265.0,Year,2016,E14001019,,,0-4,,Enterprise
530.0,Year,2016,E14001019,,,5-9,,Enterprise
280.0,Year,2016,E14001019,,,10-19,,Enterprise
165.0,Year,2016,E14001019,,,20-49,,Enterprise
50.0,Year,2016,E14001019,,,50-99,,Enterprise
25.0,Year,2016,E14001019,,,100-249,,Enterprise
30.0,Year,2016,E14001019,,,250+,,Enterprise
5345.0,Year,2016,E14001019,,,Total,,Enterprise
1795.0,Year,2016,E14001029,,,0-4,,Enterprise
255.0,Year,2016,E14001029,,,5-9,,Enterprise
145.0,Year,2016,E14001029,,,10-19,,Enterprise
90.0,Year,2016,E14001029,,,20-49,,Enterprise
30.0,Year,2016,E14001029,,,50-99,,Enterprise
20.0,Year,2016,E14001029,,,100-249,,Enterprise
15.0,Year,2016,E14001029,,,250+,,Enterprise
2350.0,Year,2016,E14001029,,,Total,,Enterprise
1910.0,Year,2016,E14001030,,,0-4,,Enterprise
385.0,Year,2016,E14001030,,,5-9,,Enterprise
210.0,Year,2016,E14001030,,,10-19,,Enterprise
140.0,Year,2016,E14001030,,,20-49,,Enterprise
50.0,Year,2016,E14001030,,,50-99,,Enterprise
25.0,Year,2016,E14001030,,,100-249,,Enterprise
15.0,Year,2016,E14001030,,,250+,,Enterprise
2735.0,Year,2016,E14001030,,,Total,,Enterprise
4255.0,Year,2016,E14001035,,,0-4,,Enterprise
590.0,Year,2016,E14001035,,,5-9,,Enterprise
250.0,Year,2016,E14001035,,,10-19,,Enterprise
135.0,Year,2016,E14001035,,,20-49,,Enterprise
45.0,Year,2016,E14001035,,,50-99,,Enterprise
25.0,Year,2016,E14001035,,,100-249,,Enterprise
10.0,Year,2016,E14001035,,,250+,,Enterprise
5310.0,Year,2016,E14001035,,,Total,,Enterprise
1430.0,Year,2016,E14001049,,,0-4,,Enterprise
255.0,Year,2016,E14001049,,,5-9,,Enterprise
110.0,Year,2016,E14001049,,,10-19,,Enterprise
60.0,Year,2016,E14001049,,,20-49,,Enterprise
30.0,Year,2016,E14001049,,,50-99,,Enterprise
10.0,Year,2016,E14001049,,,100-249,,Enterprise
10.0,Year,2016,E14001049,,,250+,,Enterprise
1905.0,Year,2016,E14001049,,,Total,,Enterprise
1880.0,Year,2016,E14001050,,,0-4,,Enterprise
310.0,Year,2016,E14001050,,,5-9,,Enterprise
190.0,Year,2016,E14001050,,,10-19,,Enterprise
125.0,Year,2016,E14001050,,,20-49,,Enterprise
30.0,Year,2016,E14001050,,,50-99,,Enterprise
20.0,Year,2016,E14001050,,,100-249,,Enterprise
15.0,Year,2016,E14001050,,,250+,,Enterprise
2570.0,Year,2016,E14001050,,,Total,,Enterprise
2675.0,Year,2016,E14001051,,,0-4,,Enterprise
315.0,Year,2016,E14001051,,,5-9,,Enterprise
185.0,Year,2016,E14001051,,,10-19,,Enterprise
100.0,Year,2016,E14001051,,,20-49,,Enterprise
30.0,Year,2016,E14001051,,,50-99,,Enterprise
20.0,Year,2016,E14001051,,,100-249,,Enterprise
10.0,Year,2016,E14001051,,,250+,,Enterprise
3335.0,Year,2016,E14001051,,,Total,,Enterprise
2300.0,Year,2016,E14001052,,,0-4,,Enterprise
380.0,Year,2016,E14001052,,,5-9,,Enterprise
205.0,Year,2016,E14001052,,,10-19,,Enterprise
125.0,Year,2016,E14001052,,,20-49,,Enterprise
30.0,Year,2016,E14001052,,,50-99,,Enterprise
20.0,Year,2016,E14001052,,,100-249,,Enterprise
25.0,Year,2016,E14001052,,,250+,,Enterprise
3085.0,Year,2016,E14001052,,,Total,,Enterprise
2695.0,Year,2016,E14001058,,,0-4,,Enterprise
420.0,Year,2016,E14001058,,,5-9,,Enterprise
200.0,Year,2016,E14001058,,,10-19,,Enterprise
105.0,Year,2016,E14001058,,,20-49,,Enterprise
30.0,Year,2016,E14001058,,,50-99,,Enterprise
20.0,Year,2016,E14001058,,,100-249,,Enterprise
5.0,Year,2016,E14001058,,,250+,,Enterprise
3475.0,Year,2016,E14001058,,,Total,,Enterprise
214015.0,Year,2016,E12000006,,,0-4,,Enterprise
30285.0,Year,2016,E12000006,,,5-9,,Enterprise
14610.0,Year,2016,E12000006,,,10-19,,Enterprise
7650.0,Year,2016,E12000006,,,20-49,,Enterprise
2465.0,Year,2016,E12000006,,,50-99,,Enterprise
1370.0,Year,2016,E12000006,,,100-249,,Enterprise
945.0,Year,2016,E12000006,,,250+,,Enterprise
271340.0,Year,2016,E12000006,,,Total,,Enterprise
3215.0,Year,2016,E14000544,,,0-4,,Enterprise
460.0,Year,2016,E14000544,,,5-9,,Enterprise
270.0,Year,2016,E14000544,,,10-19,,Enterprise
155.0,Year,2016,E14000544,,,20-49,,Enterprise
60.0,Year,2016,E14000544,,,50-99,,Enterprise
25.0,Year,2016,E14000544,,,100-249,,Enterprise
20.0,Year,2016,E14000544,,,250+,,Enterprise
4205.0,Year,2016,E14000544,,,Total,,Enterprise
2935.0,Year,2016,E14000552,,,0-4,,Enterprise
480.0,Year,2016,E14000552,,,5-9,,Enterprise
225.0,Year,2016,E14000552,,,10-19,,Enterprise
110.0,Year,2016,E14000552,,,20-49,,Enterprise
65.0,Year,2016,E14000552,,,50-99,,Enterprise
30.0,Year,2016,E14000552,,,100-249,,Enterprise
15.0,Year,2016,E14000552,,,250+,,Enterprise
3860.0,Year,2016,E14000552,,,Total,,Enterprise
3560.0,Year,2016,E14000590,,,0-4,,Enterprise
520.0,Year,2016,E14000590,,,5-9,,Enterprise
255.0,Year,2016,E14000590,,,10-19,,Enterprise
120.0,Year,2016,E14000590,,,20-49,,Enterprise
35.0,Year,2016,E14000590,,,50-99,,Enterprise
15.0,Year,2016,E14000590,,,100-249,,Enterprise
15.0,Year,2016,E14000590,,,250+,,Enterprise
4520.0,Year,2016,E14000590,,,Total,,Enterprise
4680.0,Year,2016,E14000594,,,0-4,,Enterprise
575.0,Year,2016,E14000594,,,5-9,,Enterprise
305.0,Year,2016,E14000594,,,10-19,,Enterprise
125.0,Year,2016,E14000594,,,20-49,,Enterprise
40.0,Year,2016,E14000594,,,50-99,,Enterprise
20.0,Year,2016,E14000594,,,100-249,,Enterprise
15.0,Year,2016,E14000594,,,250+,,Enterprise
5760.0,Year,2016,E14000594,,,Total,,Enterprise
3775.0,Year,2016,E14000603,,,0-4,,Enterprise
560.0,Year,2016,E14000603,,,5-9,,Enterprise
265.0,Year,2016,E14000603,,,10-19,,Enterprise
150.0,Year,2016,E14000603,,,20-49,,Enterprise
35.0,Year,2016,E14000603,,,50-99,,Enterprise
15.0,Year,2016,E14000603,,,100-249,,Enterprise
5.0,Year,2016,E14000603,,,250+,,Enterprise
4805.0,Year,2016,E14000603,,,Total,,Enterprise
3625.0,Year,2016,E14000606,,,0-4,,Enterprise
445.0,Year,2016,E14000606,,,5-9,,Enterprise
205.0,Year,2016,E14000606,,,10-19,,Enterprise
100.0,Year,2016,E14000606,,,20-49,,Enterprise
25.0,Year,2016,E14000606,,,50-99,,Enterprise
25.0,Year,2016,E14000606,,,100-249,,Enterprise
20.0,Year,2016,E14000606,,,250+,,Enterprise
4445.0,Year,2016,E14000606,,,Total,,Enterprise
3535.0,Year,2016,E14000613,,,0-4,,Enterprise
625.0,Year,2016,E14000613,,,5-9,,Enterprise
265.0,Year,2016,E14000613,,,10-19,,Enterprise
170.0,Year,2016,E14000613,,,20-49,,Enterprise
60.0,Year,2016,E14000613,,,50-99,,Enterprise
15.0,Year,2016,E14000613,,,100-249,,Enterprise
20.0,Year,2016,E14000613,,,250+,,Enterprise
4690.0,Year,2016,E14000613,,,Total,,Enterprise
3450.0,Year,2016,E14000617,,,0-4,,Enterprise
580.0,Year,2016,E14000617,,,5-9,,Enterprise
345.0,Year,2016,E14000617,,,10-19,,Enterprise
165.0,Year,2016,E14000617,,,20-49,,Enterprise
60.0,Year,2016,E14000617,,,50-99,,Enterprise
60.0,Year,2016,E14000617,,,100-249,,Enterprise
30.0,Year,2016,E14000617,,,250+,,Enterprise
4690.0,Year,2016,E14000617,,,Total,,Enterprise
2710.0,Year,2016,E14000622,,,0-4,,Enterprise
320.0,Year,2016,E14000622,,,5-9,,Enterprise
140.0,Year,2016,E14000622,,,10-19,,Enterprise
65.0,Year,2016,E14000622,,,20-49,,Enterprise
20.0,Year,2016,E14000622,,,50-99,,Enterprise
15.0,Year,2016,E14000622,,,100-249,,Enterprise
5.0,Year,2016,E14000622,,,250+,,Enterprise
3275.0,Year,2016,E14000622,,,Total,,Enterprise
3565.0,Year,2016,E14000624,,,0-4,,Enterprise
520.0,Year,2016,E14000624,,,5-9,,Enterprise
245.0,Year,2016,E14000624,,,10-19,,Enterprise
145.0,Year,2016,E14000624,,,20-49,,Enterprise
45.0,Year,2016,E14000624,,,50-99,,Enterprise
20.0,Year,2016,E14000624,,,100-249,,Enterprise
15.0,Year,2016,E14000624,,,250+,,Enterprise
4555.0,Year,2016,E14000624,,,Total,,Enterprise
3500.0,Year,2016,E14000628,,,0-4,,Enterprise
460.0,Year,2016,E14000628,,,5-9,,Enterprise
210.0,Year,2016,E14000628,,,10-19,,Enterprise
115.0,Year,2016,E14000628,,,20-49,,Enterprise
45.0,Year,2016,E14000628,,,50-99,,Enterprise
30.0,Year,2016,E14000628,,,100-249,,Enterprise
20.0,Year,2016,E14000628,,,250+,,Enterprise
4380.0,Year,2016,E14000628,,,Total,,Enterprise
1715.0,Year,2016,E14000642,,,0-4,,Enterprise
330.0,Year,2016,E14000642,,,5-9,,Enterprise
150.0,Year,2016,E14000642,,,10-19,,Enterprise
65.0,Year,2016,E14000642,,,20-49,,Enterprise
25.0,Year,2016,E14000642,,,50-99,,Enterprise
5.0,Year,2016,E14000642,,,100-249,,Enterprise
5.0,Year,2016,E14000642,,,250+,,Enterprise
2295.0,Year,2016,E14000642,,,Total,,Enterprise
2750.0,Year,2016,E14000644,,,0-4,,Enterprise
480.0,Year,2016,E14000644,,,5-9,,Enterprise
235.0,Year,2016,E14000644,,,10-19,,Enterprise
155.0,Year,2016,E14000644,,,20-49,,Enterprise
55.0,Year,2016,E14000644,,,50-99,,Enterprise
30.0,Year,2016,E14000644,,,100-249,,Enterprise
25.0,Year,2016,E14000644,,,250+,,Enterprise
3730.0,Year,2016,E14000644,,,Total,,Enterprise
4435.0,Year,2016,E14000693,,,0-4,,Enterprise
545.0,Year,2016,E14000693,,,5-9,,Enterprise
255.0,Year,2016,E14000693,,,10-19,,Enterprise
120.0,Year,2016,E14000693,,,20-49,,Enterprise
35.0,Year,2016,E14000693,,,50-99,,Enterprise
25.0,Year,2016,E14000693,,,100-249,,Enterprise
15.0,Year,2016,E14000693,,,250+,,Enterprise
5430.0,Year,2016,E14000693,,,Total,,Enterprise
2100.0,Year,2016,E14000717,,,0-4,,Enterprise
405.0,Year,2016,E14000717,,,5-9,,Enterprise
195.0,Year,2016,E14000717,,,10-19,,Enterprise
130.0,Year,2016,E14000717,,,20-49,,Enterprise
35.0,Year,2016,E14000717,,,50-99,,Enterprise
20.0,Year,2016,E14000717,,,100-249,,Enterprise
5.0,Year,2016,E14000717,,,250+,,Enterprise
2890.0,Year,2016,E14000717,,,Total,,Enterprise
3025.0,Year,2016,E14000729,,,0-4,,Enterprise
430.0,Year,2016,E14000729,,,5-9,,Enterprise
225.0,Year,2016,E14000729,,,10-19,,Enterprise
120.0,Year,2016,E14000729,,,20-49,,Enterprise
40.0,Year,2016,E14000729,,,50-99,,Enterprise
20.0,Year,2016,E14000729,,,100-249,,Enterprise
20.0,Year,2016,E14000729,,,250+,,Enterprise
3880.0,Year,2016,E14000729,,,Total,,Enterprise
3275.0,Year,2016,E14000734,,,0-4,,Enterprise
455.0,Year,2016,E14000734,,,5-9,,Enterprise
245.0,Year,2016,E14000734,,,10-19,,Enterprise
120.0,Year,2016,E14000734,,,20-49,,Enterprise
30.0,Year,2016,E14000734,,,50-99,,Enterprise
15.0,Year,2016,E14000734,,,100-249,,Enterprise
15.0,Year,2016,E14000734,,,250+,,Enterprise
4155.0,Year,2016,E14000734,,,Total,,Enterprise
3945.0,Year,2016,E14000739,,,0-4,,Enterprise
455.0,Year,2016,E14000739,,,5-9,,Enterprise
210.0,Year,2016,E14000739,,,10-19,,Enterprise
130.0,Year,2016,E14000739,,,20-49,,Enterprise
35.0,Year,2016,E14000739,,,50-99,,Enterprise
35.0,Year,2016,E14000739,,,100-249,,Enterprise
25.0,Year,2016,E14000739,,,250+,,Enterprise
4835.0,Year,2016,E14000739,,,Total,,Enterprise
6535.0,Year,2016,E14000744,,,0-4,,Enterprise
955.0,Year,2016,E14000744,,,5-9,,Enterprise
375.0,Year,2016,E14000744,,,10-19,,Enterprise
155.0,Year,2016,E14000744,,,20-49,,Enterprise
65.0,Year,2016,E14000744,,,50-99,,Enterprise
40.0,Year,2016,E14000744,,,100-249,,Enterprise
15.0,Year,2016,E14000744,,,250+,,Enterprise
8140.0,Year,2016,E14000744,,,Total,,Enterprise
6160.0,Year,2016,E14000745,,,0-4,,Enterprise
635.0,Year,2016,E14000745,,,5-9,,Enterprise
350.0,Year,2016,E14000745,,,10-19,,Enterprise
155.0,Year,2016,E14000745,,,20-49,,Enterprise
50.0,Year,2016,E14000745,,,50-99,,Enterprise
45.0,Year,2016,E14000745,,,100-249,,Enterprise
20.0,Year,2016,E14000745,,,250+,,Enterprise
7415.0,Year,2016,E14000745,,,Total,,Enterprise
5105.0,Year,2016,E14000749,,,0-4,,Enterprise
670.0,Year,2016,E14000749,,,5-9,,Enterprise
285.0,Year,2016,E14000749,,,10-19,,Enterprise
120.0,Year,2016,E14000749,,,20-49,,Enterprise
35.0,Year,2016,E14000749,,,50-99,,Enterprise
20.0,Year,2016,E14000749,,,100-249,,Enterprise
10.0,Year,2016,E14000749,,,250+,,Enterprise
6245.0,Year,2016,E14000749,,,Total,,Enterprise
3880.0,Year,2016,E14000757,,,0-4,,Enterprise
550.0,Year,2016,E14000757,,,5-9,,Enterprise
305.0,Year,2016,E14000757,,,10-19,,Enterprise
155.0,Year,2016,E14000757,,,20-49,,Enterprise
55.0,Year,2016,E14000757,,,50-99,,Enterprise
30.0,Year,2016,E14000757,,,100-249,,Enterprise
30.0,Year,2016,E14000757,,,250+,,Enterprise
5005.0,Year,2016,E14000757,,,Total,,Enterprise
2520.0,Year,2016,E14000761,,,0-4,,Enterprise
455.0,Year,2016,E14000761,,,5-9,,Enterprise
240.0,Year,2016,E14000761,,,10-19,,Enterprise
135.0,Year,2016,E14000761,,,20-49,,Enterprise
45.0,Year,2016,E14000761,,,50-99,,Enterprise
35.0,Year,2016,E14000761,,,100-249,,Enterprise
30.0,Year,2016,E14000761,,,250+,,Enterprise
3460.0,Year,2016,E14000761,,,Total,,Enterprise
2195.0,Year,2016,E14000800,,,0-4,,Enterprise
190.0,Year,2016,E14000800,,,5-9,,Enterprise
100.0,Year,2016,E14000800,,,10-19,,Enterprise
55.0,Year,2016,E14000800,,,20-49,,Enterprise
20.0,Year,2016,E14000800,,,50-99,,Enterprise
10.0,Year,2016,E14000800,,,100-249,,Enterprise
5.0,Year,2016,E14000800,,,250+,,Enterprise
2575.0,Year,2016,E14000800,,,Total,,Enterprise
6280.0,Year,2016,E14000801,,,0-4,,Enterprise
650.0,Year,2016,E14000801,,,5-9,,Enterprise
290.0,Year,2016,E14000801,,,10-19,,Enterprise
130.0,Year,2016,E14000801,,,20-49,,Enterprise
40.0,Year,2016,E14000801,,,50-99,,Enterprise
25.0,Year,2016,E14000801,,,100-249,,Enterprise
25.0,Year,2016,E14000801,,,250+,,Enterprise
7440.0,Year,2016,E14000801,,,Total,,Enterprise
3810.0,Year,2016,E14000806,,,0-4,,Enterprise
515.0,Year,2016,E14000806,,,5-9,,Enterprise
295.0,Year,2016,E14000806,,,10-19,,Enterprise
135.0,Year,2016,E14000806,,,20-49,,Enterprise
45.0,Year,2016,E14000806,,,50-99,,Enterprise
10.0,Year,2016,E14000806,,,100-249,,Enterprise
5.0,Year,2016,E14000806,,,250+,,Enterprise
4815.0,Year,2016,E14000806,,,Total,,Enterprise
6540.0,Year,2016,E14000813,,,0-4,,Enterprise
1525.0,Year,2016,E14000813,,,5-9,,Enterprise
520.0,Year,2016,E14000813,,,10-19,,Enterprise
135.0,Year,2016,E14000813,,,20-49,,Enterprise
45.0,Year,2016,E14000813,,,50-99,,Enterprise
15.0,Year,2016,E14000813,,,100-249,,Enterprise
15.0,Year,2016,E14000813,,,250+,,Enterprise
8795.0,Year,2016,E14000813,,,Total,,Enterprise
3320.0,Year,2016,E14000816,,,0-4,,Enterprise
480.0,Year,2016,E14000816,,,5-9,,Enterprise
235.0,Year,2016,E14000816,,,10-19,,Enterprise
115.0,Year,2016,E14000816,,,20-49,,Enterprise
30.0,Year,2016,E14000816,,,50-99,,Enterprise
20.0,Year,2016,E14000816,,,100-249,,Enterprise
10.0,Year,2016,E14000816,,,250+,,Enterprise
4210.0,Year,2016,E14000816,,,Total,,Enterprise
4290.0,Year,2016,E14000841,,,0-4,,Enterprise
475.0,Year,2016,E14000841,,,5-9,,Enterprise
235.0,Year,2016,E14000841,,,10-19,,Enterprise
140.0,Year,2016,E14000841,,,20-49,,Enterprise
45.0,Year,2016,E14000841,,,50-99,,Enterprise
5.0,Year,2016,E14000841,,,100-249,,Enterprise
15.0,Year,2016,E14000841,,,250+,,Enterprise
5205.0,Year,2016,E14000841,,,Total,,Enterprise
3325.0,Year,2016,E14000842,,,0-4,,Enterprise
495.0,Year,2016,E14000842,,,5-9,,Enterprise
205.0,Year,2016,E14000842,,,10-19,,Enterprise
120.0,Year,2016,E14000842,,,20-49,,Enterprise
30.0,Year,2016,E14000842,,,50-99,,Enterprise
30.0,Year,2016,E14000842,,,100-249,,Enterprise
10.0,Year,2016,E14000842,,,250+,,Enterprise
4215.0,Year,2016,E14000842,,,Total,,Enterprise
3970.0,Year,2016,E14000845,,,0-4,,Enterprise
570.0,Year,2016,E14000845,,,5-9,,Enterprise
245.0,Year,2016,E14000845,,,10-19,,Enterprise
145.0,Year,2016,E14000845,,,20-49,,Enterprise
50.0,Year,2016,E14000845,,,50-99,,Enterprise
30.0,Year,2016,E14000845,,,100-249,,Enterprise
10.0,Year,2016,E14000845,,,250+,,Enterprise
5020.0,Year,2016,E14000845,,,Total,,Enterprise
2615.0,Year,2016,E14000848,,,0-4,,Enterprise
530.0,Year,2016,E14000848,,,5-9,,Enterprise
225.0,Year,2016,E14000848,,,10-19,,Enterprise
130.0,Year,2016,E14000848,,,20-49,,Enterprise
25.0,Year,2016,E14000848,,,50-99,,Enterprise
10.0,Year,2016,E14000848,,,100-249,,Enterprise
5.0,Year,2016,E14000848,,,250+,,Enterprise
3540.0,Year,2016,E14000848,,,Total,,Enterprise
4455.0,Year,2016,E14000855,,,0-4,,Enterprise
545.0,Year,2016,E14000855,,,5-9,,Enterprise
275.0,Year,2016,E14000855,,,10-19,,Enterprise
155.0,Year,2016,E14000855,,,20-49,,Enterprise
55.0,Year,2016,E14000855,,,50-99,,Enterprise
25.0,Year,2016,E14000855,,,100-249,,Enterprise
15.0,Year,2016,E14000855,,,250+,,Enterprise
5525.0,Year,2016,E14000855,,,Total,,Enterprise
2480.0,Year,2016,E14000859,,,0-4,,Enterprise
485.0,Year,2016,E14000859,,,5-9,,Enterprise
235.0,Year,2016,E14000859,,,10-19,,Enterprise
140.0,Year,2016,E14000859,,,20-49,,Enterprise
40.0,Year,2016,E14000859,,,50-99,,Enterprise
15.0,Year,2016,E14000859,,,100-249,,Enterprise
10.0,Year,2016,E14000859,,,250+,,Enterprise
3405.0,Year,2016,E14000859,,,Total,,Enterprise
1710.0,Year,2016,E14000863,,,0-4,,Enterprise
300.0,Year,2016,E14000863,,,5-9,,Enterprise
170.0,Year,2016,E14000863,,,10-19,,Enterprise
100.0,Year,2016,E14000863,,,20-49,,Enterprise
30.0,Year,2016,E14000863,,,50-99,,Enterprise
25.0,Year,2016,E14000863,,,100-249,,Enterprise
10.0,Year,2016,E14000863,,,250+,,Enterprise
2345.0,Year,2016,E14000863,,,Total,,Enterprise
2575.0,Year,2016,E14000864,,,0-4,,Enterprise
505.0,Year,2016,E14000864,,,5-9,,Enterprise
275.0,Year,2016,E14000864,,,10-19,,Enterprise
160.0,Year,2016,E14000864,,,20-49,,Enterprise
55.0,Year,2016,E14000864,,,50-99,,Enterprise
45.0,Year,2016,E14000864,,,100-249,,Enterprise
35.0,Year,2016,E14000864,,,250+,,Enterprise
3650.0,Year,2016,E14000864,,,Total,,Enterprise
3120.0,Year,2016,E14000878,,,0-4,,Enterprise
495.0,Year,2016,E14000878,,,5-9,,Enterprise
240.0,Year,2016,E14000878,,,10-19,,Enterprise
165.0,Year,2016,E14000878,,,20-49,,Enterprise
50.0,Year,2016,E14000878,,,50-99,,Enterprise
35.0,Year,2016,E14000878,,,100-249,,Enterprise
30.0,Year,2016,E14000878,,,250+,,Enterprise
4135.0,Year,2016,E14000878,,,Total,,Enterprise
3450.0,Year,2016,E14000888,,,0-4,,Enterprise
410.0,Year,2016,E14000888,,,5-9,,Enterprise
230.0,Year,2016,E14000888,,,10-19,,Enterprise
100.0,Year,2016,E14000888,,,20-49,,Enterprise
30.0,Year,2016,E14000888,,,50-99,,Enterprise
10.0,Year,2016,E14000888,,,100-249,,Enterprise
0.0,Year,2016,E14000888,,,250+,,Enterprise
4230.0,Year,2016,E14000888,,,Total,,Enterprise
3175.0,Year,2016,E14000899,,,0-4,,Enterprise
495.0,Year,2016,E14000899,,,5-9,,Enterprise
235.0,Year,2016,E14000899,,,10-19,,Enterprise
150.0,Year,2016,E14000899,,,20-49,,Enterprise
40.0,Year,2016,E14000899,,,50-99,,Enterprise
20.0,Year,2016,E14000899,,,100-249,,Enterprise
15.0,Year,2016,E14000899,,,250+,,Enterprise
4130.0,Year,2016,E14000899,,,Total,,Enterprise
5220.0,Year,2016,E14000910,,,0-4,,Enterprise
750.0,Year,2016,E14000910,,,5-9,,Enterprise
340.0,Year,2016,E14000910,,,10-19,,Enterprise
165.0,Year,2016,E14000910,,,20-49,,Enterprise
55.0,Year,2016,E14000910,,,50-99,,Enterprise
25.0,Year,2016,E14000910,,,100-249,,Enterprise
20.0,Year,2016,E14000910,,,250+,,Enterprise
6575.0,Year,2016,E14000910,,,Total,,Enterprise
2760.0,Year,2016,E14000933,,,0-4,,Enterprise
320.0,Year,2016,E14000933,,,5-9,,Enterprise
140.0,Year,2016,E14000933,,,10-19,,Enterprise
85.0,Year,2016,E14000933,,,20-49,,Enterprise
25.0,Year,2016,E14000933,,,50-99,,Enterprise
10.0,Year,2016,E14000933,,,100-249,,Enterprise
10.0,Year,2016,E14000933,,,250+,,Enterprise
3350.0,Year,2016,E14000933,,,Total,,Enterprise
4675.0,Year,2016,E14000934,,,0-4,,Enterprise
600.0,Year,2016,E14000934,,,5-9,,Enterprise
320.0,Year,2016,E14000934,,,10-19,,Enterprise
185.0,Year,2016,E14000934,,,20-49,,Enterprise
55.0,Year,2016,E14000934,,,50-99,,Enterprise
30.0,Year,2016,E14000934,,,100-249,,Enterprise
25.0,Year,2016,E14000934,,,250+,,Enterprise
5890.0,Year,2016,E14000934,,,Total,,Enterprise
4520.0,Year,2016,E14000937,,,0-4,,Enterprise
660.0,Year,2016,E14000937,,,5-9,,Enterprise
330.0,Year,2016,E14000937,,,10-19,,Enterprise
200.0,Year,2016,E14000937,,,20-49,,Enterprise
70.0,Year,2016,E14000937,,,50-99,,Enterprise
30.0,Year,2016,E14000937,,,100-249,,Enterprise
30.0,Year,2016,E14000937,,,250+,,Enterprise
5840.0,Year,2016,E14000937,,,Total,,Enterprise
3610.0,Year,2016,E14000941,,,0-4,,Enterprise
505.0,Year,2016,E14000941,,,5-9,,Enterprise
205.0,Year,2016,E14000941,,,10-19,,Enterprise
120.0,Year,2016,E14000941,,,20-49,,Enterprise
40.0,Year,2016,E14000941,,,50-99,,Enterprise
20.0,Year,2016,E14000941,,,100-249,,Enterprise
15.0,Year,2016,E14000941,,,250+,,Enterprise
4515.0,Year,2016,E14000941,,,Total,,Enterprise
3375.0,Year,2016,E14000946,,,0-4,,Enterprise
510.0,Year,2016,E14000946,,,5-9,,Enterprise
235.0,Year,2016,E14000946,,,10-19,,Enterprise
125.0,Year,2016,E14000946,,,20-49,,Enterprise
45.0,Year,2016,E14000946,,,50-99,,Enterprise
20.0,Year,2016,E14000946,,,100-249,,Enterprise
10.0,Year,2016,E14000946,,,250+,,Enterprise
4320.0,Year,2016,E14000946,,,Total,,Enterprise
3520.0,Year,2016,E14000949,,,0-4,,Enterprise
450.0,Year,2016,E14000949,,,5-9,,Enterprise
235.0,Year,2016,E14000949,,,10-19,,Enterprise
135.0,Year,2016,E14000949,,,20-49,,Enterprise
40.0,Year,2016,E14000949,,,50-99,,Enterprise
25.0,Year,2016,E14000949,,,100-249,,Enterprise
15.0,Year,2016,E14000949,,,250+,,Enterprise
4420.0,Year,2016,E14000949,,,Total,,Enterprise
5680.0,Year,2016,E14000951,,,0-4,,Enterprise
600.0,Year,2016,E14000951,,,5-9,,Enterprise
295.0,Year,2016,E14000951,,,10-19,,Enterprise
160.0,Year,2016,E14000951,,,20-49,,Enterprise
45.0,Year,2016,E14000951,,,50-99,,Enterprise
25.0,Year,2016,E14000951,,,100-249,,Enterprise
20.0,Year,2016,E14000951,,,250+,,Enterprise
6825.0,Year,2016,E14000951,,,Total,,Enterprise
3005.0,Year,2016,E14000952,,,0-4,,Enterprise
490.0,Year,2016,E14000952,,,5-9,,Enterprise
245.0,Year,2016,E14000952,,,10-19,,Enterprise
135.0,Year,2016,E14000952,,,20-49,,Enterprise
50.0,Year,2016,E14000952,,,50-99,,Enterprise
20.0,Year,2016,E14000952,,,100-249,,Enterprise
10.0,Year,2016,E14000952,,,250+,,Enterprise
3955.0,Year,2016,E14000952,,,Total,,Enterprise
3065.0,Year,2016,E14000957,,,0-4,,Enterprise
335.0,Year,2016,E14000957,,,5-9,,Enterprise
