V4_0,Time_codelist,Time,Geography_codelist,Geography,Employment size band_codelist,Employment size band,Entity Type_codelist,Entity Type,SIC07_codelist,SIC07
129985.0,Year,2017,K04000001,,,0-4,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
30410.0,Year,2017,K04000001,,,5-9,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
11000.0,Year,2017,K04000001,,,10-19,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
4285.0,Year,2017,K04000001,,,20-49,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
945.0,Year,2017,K04000001,,,50-99,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
430.0,Year,2017,K04000001,,,100-249,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
435.0,Year,2017,K04000001,,,250+,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
177490.0,Year,2017,K04000001,,,Total,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
124025.0,Year,2017,E92000001,,,0-4,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
28665.0,Year,2017,E92000001,,,5-9,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
10375.0,Year,2017,E92000001,,,10-19,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
4085.0,Year,2017,E92000001,,,20-49,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
910.0,Year,2017,E92000001,,,50-99,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
415.0,Year,2017,E92000001,,,100-249,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
420.0,Year,2017,E92000001,,,250+,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
168895.0,Year,2017,E92000001,,,Total,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
4120.0,Year,2017,E12000001,,,0-4,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
1195.0,Year,2017,E12000001,,,5-9,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
420.0,Year,2017,E12000001,,,10-19,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
155.0,Year,2017,E12000001,,,20-49,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
35.0,Year,2017,E12000001,,,50-99,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
10.0,Year,2017,E12000001,,,100-249,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
10.0,Year,2017,E12000001,,,250+,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
5945.0,Year,2017,E12000001,,,Total,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
18085.0,Year,2017,E12000002,,,0-4,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
3745.0,Year,2017,E12000002,,,5-9,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
1355.0,Year,2017,E12000002,,,10-19,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
535.0,Year,2017,E12000002,,,20-49,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
120.0,Year,2017,E12000002,,,50-99,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
40.0,Year,2017,E12000002,,,100-249,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
60.0,Year,2017,E12000002,,,250+,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
23940.0,Year,2017,E12000002,,,Total,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
11100.0,Year,2017,E12000003,,,0-4,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
2815.0,Year,2017,E12000003,,,5-9,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
990.0,Year,2017,E12000003,,,10-19,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
350.0,Year,2017,E12000003,,,20-49,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
80.0,Year,2017,E12000003,,,50-99,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
45.0,Year,2017,E12000003,,,100-249,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
35.0,Year,2017,E12000003,,,250+,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
15415.0,Year,2017,E12000003,,,Total,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
9545.0,Year,2017,E12000004,,,0-4,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
2335.0,Year,2017,E12000004,,,5-9,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
785.0,Year,2017,E12000004,,,10-19,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
330.0,Year,2017,E12000004,,,20-49,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
75.0,Year,2017,E12000004,,,50-99,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
25.0,Year,2017,E12000004,,,100-249,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
35.0,Year,2017,E12000004,,,250+,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
13130.0,Year,2017,E12000004,,,Total,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
12170.0,Year,2017,E12000005,,,0-4,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
2865.0,Year,2017,E12000005,,,5-9,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
995.0,Year,2017,E12000005,,,10-19,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
360.0,Year,2017,E12000005,,,20-49,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
75.0,Year,2017,E12000005,,,50-99,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
30.0,Year,2017,E12000005,,,100-249,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
35.0,Year,2017,E12000005,,,250+,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
16530.0,Year,2017,E12000005,,,Total,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
12455.0,Year,2017,E12000006,,,0-4,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
3070.0,Year,2017,E12000006,,,5-9,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
1085.0,Year,2017,E12000006,,,10-19,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
410.0,Year,2017,E12000006,,,20-49,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
90.0,Year,2017,E12000006,,,50-99,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
40.0,Year,2017,E12000006,,,100-249,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
45.0,Year,2017,E12000006,,,250+,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
17195.0,Year,2017,E12000006,,,Total,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
26155.0,Year,2017,E12000007,,,0-4,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
5155.0,Year,2017,E12000007,,,5-9,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
1825.0,Year,2017,E12000007,,,10-19,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
740.0,Year,2017,E12000007,,,20-49,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
195.0,Year,2017,E12000007,,,50-99,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
115.0,Year,2017,E12000007,,,100-249,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
120.0,Year,2017,E12000007,,,250+,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
34305.0,Year,2017,E12000007,,,Total,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
19120.0,Year,2017,E12000008,,,0-4,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
4355.0,Year,2017,E12000008,,,5-9,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
1740.0,Year,2017,E12000008,,,10-19,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
700.0,Year,2017,E12000008,,,20-49,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
140.0,Year,2017,E12000008,,,50-99,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
65.0,Year,2017,E12000008,,,100-249,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
50.0,Year,2017,E12000008,,,250+,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
26170.0,Year,2017,E12000008,,,Total,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
11275.0,Year,2017,E12000009,,,0-4,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
3130.0,Year,2017,E12000009,,,5-9,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
1180.0,Year,2017,E12000009,,,10-19,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
505.0,Year,2017,E12000009,,,20-49,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
100.0,Year,2017,E12000009,,,50-99,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
45.0,Year,2017,E12000009,,,100-249,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
30.0,Year,2017,E12000009,,,250+,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
16265.0,Year,2017,E12000009,,,Total,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
5960.0,Year,2017,W92000004,,,0-4,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
1745.0,Year,2017,W92000004,,,5-9,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
625.0,Year,2017,W92000004,,,10-19,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
200.0,Year,2017,W92000004,,,20-49,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
35.0,Year,2017,W92000004,,,50-99,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
15.0,Year,2017,W92000004,,,100-249,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
15.0,Year,2017,W92000004,,,250+,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
8595.0,Year,2017,W92000004,,,Total,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
9085.0,Year,2017,S92000003,,,0-4,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
2865.0,Year,2017,S92000003,,,5-9,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
995.0,Year,2017,S92000003,,,10-19,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
360.0,Year,2017,S92000003,,,20-49,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
105.0,Year,2017,S92000003,,,50-99,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
30.0,Year,2017,S92000003,,,100-249,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
25.0,Year,2017,S92000003,,,250+,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
13465.0,Year,2017,S92000003,,,Total,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
3515.0,Year,2017,N92000002,,,0-4,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
1220.0,Year,2017,N92000002,,,5-9,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
645.0,Year,2017,N92000002,,,10-19,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
330.0,Year,2017,N92000002,,,20-49,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
90.0,Year,2017,N92000002,,,50-99,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
30.0,Year,2017,N92000002,,,100-249,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
20.0,Year,2017,N92000002,,,250+,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
5850.0,Year,2017,N92000002,,,Total,,Enterprise,47,47 : Retail trade; except of motor vehicles and motorcycles
55885.0,Year,2017,K02000001,,,0-4,,Enterprise,49,49 : Land transport and transport via pipelines
5290.0,Year,2017,K02000001,,,5-9,,Enterprise,49,49 : Land transport and transport via pipelines
3185.0,Year,2017,K02000001,,,10-19,,Enterprise,49,49 : Land transport and transport via pipelines
1910.0,Year,2017,K02000001,,,20-49,,Enterprise,49,49 : Land transport and transport via pipelines
585.0,Year,2017,K02000001,,,50-99,,Enterprise,49,49 : Land transport and transport via pipelines
260.0,Year,2017,K02000001,,,100-249,,Enterprise,49,49 : Land transport and transport via pipelines
175.0,Year,2017,K02000001,,,250+,,Enterprise,49,49 : Land transport and transport via pipelines
67290.0,Year,2017,K02000001,,,Total,,Enterprise,49,49 : Land transport and transport via pipelines
54620.0,Year,2017,K03000001,,,0-4,,Enterprise,49,49 : Land transport and transport via pipelines
5060.0,Year,2017,K03000001,,,5-9,,Enterprise,49,49 : Land transport and transport via pipelines
3075.0,Year,2017,K03000001,,,10-19,,Enterprise,49,49 : Land transport and transport via pipelines
1840.0,Year,2017,K03000001,,,20-49,,Enterprise,49,49 : Land transport and transport via pipelines
565.0,Year,2017,K03000001,,,50-99,,Enterprise,49,49 : Land transport and transport via pipelines
250.0,Year,2017,K03000001,,,100-249,,Enterprise,49,49 : Land transport and transport via pipelines
170.0,Year,2017,K03000001,,,250+,,Enterprise,49,49 : Land transport and transport via pipelines
65580.0,Year,2017,K03000001,,,Total,,Enterprise,49,49 : Land transport and transport via pipelines
52215.0,Year,2017,K04000001,,,0-4,,Enterprise,49,49 : Land transport and transport via pipelines
4590.0,Year,2017,K04000001,,,5-9,,Enterprise,49,49 : Land transport and transport via pipelines
2785.0,Year,2017,K04000001,,,10-19,,Enterprise,49,49 : Land transport and transport via pipelines
1660.0,Year,2017,K04000001,,,20-49,,Enterprise,49,49 : Land transport and transport via pipelines
495.0,Year,2017,K04000001,,,50-99,,Enterprise,49,49 : Land transport and transport via pipelines
235.0,Year,2017,K04000001,,,100-249,,Enterprise,49,49 : Land transport and transport via pipelines
155.0,Year,2017,K04000001,,,250+,,Enterprise,49,49 : Land transport and transport via pipelines
62135.0,Year,2017,K04000001,,,Total,,Enterprise,49,49 : Land transport and transport via pipelines
50280.0,Year,2017,E92000001,,,0-4,,Enterprise,49,49 : Land transport and transport via pipelines
4275.0,Year,2017,E92000001,,,5-9,,Enterprise,49,49 : Land transport and transport via pipelines
2600.0,Year,2017,E92000001,,,10-19,,Enterprise,49,49 : Land transport and transport via pipelines
1545.0,Year,2017,E92000001,,,20-49,,Enterprise,49,49 : Land transport and transport via pipelines
470.0,Year,2017,E92000001,,,50-99,,Enterprise,49,49 : Land transport and transport via pipelines
225.0,Year,2017,E92000001,,,100-249,,Enterprise,49,49 : Land transport and transport via pipelines
145.0,Year,2017,E92000001,,,250+,,Enterprise,49,49 : Land transport and transport via pipelines
59540.0,Year,2017,E92000001,,,Total,,Enterprise,49,49 : Land transport and transport via pipelines
1195.0,Year,2017,E12000001,,,0-4,,Enterprise,49,49 : Land transport and transport via pipelines
220.0,Year,2017,E12000001,,,5-9,,Enterprise,49,49 : Land transport and transport via pipelines
115.0,Year,2017,E12000001,,,10-19,,Enterprise,49,49 : Land transport and transport via pipelines
85.0,Year,2017,E12000001,,,20-49,,Enterprise,49,49 : Land transport and transport via pipelines
15.0,Year,2017,E12000001,,,50-99,,Enterprise,49,49 : Land transport and transport via pipelines
10.0,Year,2017,E12000001,,,100-249,,Enterprise,49,49 : Land transport and transport via pipelines
15.0,Year,2017,E12000001,,,250+,,Enterprise,49,49 : Land transport and transport via pipelines
1655.0,Year,2017,E12000001,,,Total,,Enterprise,49,49 : Land transport and transport via pipelines
6010.0,Year,2017,E12000002,,,0-4,,Enterprise,49,49 : Land transport and transport via pipelines
515.0,Year,2017,E12000002,,,5-9,,Enterprise,49,49 : Land transport and transport via pipelines
335.0,Year,2017,E12000002,,,10-19,,Enterprise,49,49 : Land transport and transport via pipelines
205.0,Year,2017,E12000002,,,20-49,,Enterprise,49,49 : Land transport and transport via pipelines
70.0,Year,2017,E12000002,,,50-99,,Enterprise,49,49 : Land transport and transport via pipelines
30.0,Year,2017,E12000002,,,100-249,,Enterprise,49,49 : Land transport and transport via pipelines
20.0,Year,2017,E12000002,,,250+,,Enterprise,49,49 : Land transport and transport via pipelines
7185.0,Year,2017,E12000002,,,Total,,Enterprise,49,49 : Land transport and transport via pipelines
5280.0,Year,2017,E12000003,,,0-4,,Enterprise,49,49 : Land transport and transport via pipelines
465.0,Year,2017,E12000003,,,5-9,,Enterprise,49,49 : Land transport and transport via pipelines
315.0,Year,2017,E12000003,,,10-19,,Enterprise,49,49 : Land transport and transport via pipelines
170.0,Year,2017,E12000003,,,20-49,,Enterprise,49,49 : Land transport and transport via pipelines
55.0,Year,2017,E12000003,,,50-99,,Enterprise,49,49 : Land transport and transport via pipelines
25.0,Year,2017,E12000003,,,100-249,,Enterprise,49,49 : Land transport and transport via pipelines
15.0,Year,2017,E12000003,,,250+,,Enterprise,49,49 : Land transport and transport via pipelines
6325.0,Year,2017,E12000003,,,Total,,Enterprise,49,49 : Land transport and transport via pipelines
7215.0,Year,2017,E12000004,,,0-4,,Enterprise,49,49 : Land transport and transport via pipelines
445.0,Year,2017,E12000004,,,5-9,,Enterprise,49,49 : Land transport and transport via pipelines
275.0,Year,2017,E12000004,,,10-19,,Enterprise,49,49 : Land transport and transport via pipelines
170.0,Year,2017,E12000004,,,20-49,,Enterprise,49,49 : Land transport and transport via pipelines
55.0,Year,2017,E12000004,,,50-99,,Enterprise,49,49 : Land transport and transport via pipelines
30.0,Year,2017,E12000004,,,100-249,,Enterprise,49,49 : Land transport and transport via pipelines
15.0,Year,2017,E12000004,,,250+,,Enterprise,49,49 : Land transport and transport via pipelines
8205.0,Year,2017,E12000004,,,Total,,Enterprise,49,49 : Land transport and transport via pipelines
7505.0,Year,2017,E12000005,,,0-4,,Enterprise,49,49 : Land transport and transport via pipelines
635.0,Year,2017,E12000005,,,5-9,,Enterprise,49,49 : Land transport and transport via pipelines
380.0,Year,2017,E12000005,,,10-19,,Enterprise,49,49 : Land transport and transport via pipelines
185.0,Year,2017,E12000005,,,20-49,,Enterprise,49,49 : Land transport and transport via pipelines
45.0,Year,2017,E12000005,,,50-99,,Enterprise,49,49 : Land transport and transport via pipelines
25.0,Year,2017,E12000005,,,100-249,,Enterprise,49,49 : Land transport and transport via pipelines
15.0,Year,2017,E12000005,,,250+,,Enterprise,49,49 : Land transport and transport via pipelines
8790.0,Year,2017,E12000005,,,Total,,Enterprise,49,49 : Land transport and transport via pipelines
6645.0,Year,2017,E12000006,,,0-4,,Enterprise,49,49 : Land transport and transport via pipelines
525.0,Year,2017,E12000006,,,5-9,,Enterprise,49,49 : Land transport and transport via pipelines
350.0,Year,2017,E12000006,,,10-19,,Enterprise,49,49 : Land transport and transport via pipelines
205.0,Year,2017,E12000006,,,20-49,,Enterprise,49,49 : Land transport and transport via pipelines
70.0,Year,2017,E12000006,,,50-99,,Enterprise,49,49 : Land transport and transport via pipelines
35.0,Year,2017,E12000006,,,100-249,,Enterprise,49,49 : Land transport and transport via pipelines
10.0,Year,2017,E12000006,,,250+,,Enterprise,49,49 : Land transport and transport via pipelines
7840.0,Year,2017,E12000006,,,Total,,Enterprise,49,49 : Land transport and transport via pipelines
6390.0,Year,2017,E12000007,,,0-4,,Enterprise,49,49 : Land transport and transport via pipelines
465.0,Year,2017,E12000007,,,5-9,,Enterprise,49,49 : Land transport and transport via pipelines
200.0,Year,2017,E12000007,,,10-19,,Enterprise,49,49 : Land transport and transport via pipelines
130.0,Year,2017,E12000007,,,20-49,,Enterprise,49,49 : Land transport and transport via pipelines
45.0,Year,2017,E12000007,,,50-99,,Enterprise,49,49 : Land transport and transport via pipelines
25.0,Year,2017,E12000007,,,100-249,,Enterprise,49,49 : Land transport and transport via pipelines
30.0,Year,2017,E12000007,,,250+,,Enterprise,49,49 : Land transport and transport via pipelines
7285.0,Year,2017,E12000007,,,Total,,Enterprise,49,49 : Land transport and transport via pipelines
6270.0,Year,2017,E12000008,,,0-4,,Enterprise,49,49 : Land transport and transport via pipelines
595.0,Year,2017,E12000008,,,5-9,,Enterprise,49,49 : Land transport and transport via pipelines
350.0,Year,2017,E12000008,,,10-19,,Enterprise,49,49 : Land transport and transport via pipelines
230.0,Year,2017,E12000008,,,20-49,,Enterprise,49,49 : Land transport and transport via pipelines
65.0,Year,2017,E12000008,,,50-99,,Enterprise,49,49 : Land transport and transport via pipelines
25.0,Year,2017,E12000008,,,100-249,,Enterprise,49,49 : Land transport and transport via pipelines
10.0,Year,2017,E12000008,,,250+,,Enterprise,49,49 : Land transport and transport via pipelines
7545.0,Year,2017,E12000008,,,Total,,Enterprise,49,49 : Land transport and transport via pipelines
3770.0,Year,2017,E12000009,,,0-4,,Enterprise,49,49 : Land transport and transport via pipelines
410.0,Year,2017,E12000009,,,5-9,,Enterprise,49,49 : Land transport and transport via pipelines
280.0,Year,2017,E12000009,,,10-19,,Enterprise,49,49 : Land transport and transport via pipelines
165.0,Year,2017,E12000009,,,20-49,,Enterprise,49,49 : Land transport and transport via pipelines
50.0,Year,2017,E12000009,,,50-99,,Enterprise,49,49 : Land transport and transport via pipelines
20.0,Year,2017,E12000009,,,100-249,,Enterprise,49,49 : Land transport and transport via pipelines
15.0,Year,2017,E12000009,,,250+,,Enterprise,49,49 : Land transport and transport via pipelines
4710.0,Year,2017,E12000009,,,Total,,Enterprise,49,49 : Land transport and transport via pipelines
1935.0,Year,2017,W92000004,,,0-4,,Enterprise,49,49 : Land transport and transport via pipelines
315.0,Year,2017,W92000004,,,5-9,,Enterprise,49,49 : Land transport and transport via pipelines
185.0,Year,2017,W92000004,,,10-19,,Enterprise,49,49 : Land transport and transport via pipelines
115.0,Year,2017,W92000004,,,20-49,,Enterprise,49,49 : Land transport and transport via pipelines
25.0,Year,2017,W92000004,,,50-99,,Enterprise,49,49 : Land transport and transport via pipelines
10.0,Year,2017,W92000004,,,100-249,,Enterprise,49,49 : Land transport and transport via pipelines
10.0,Year,2017,W92000004,,,250+,,Enterprise,49,49 : Land transport and transport via pipelines
2595.0,Year,2017,W92000004,,,Total,,Enterprise,49,49 : Land transport and transport via pipelines
2405.0,Year,2017,S92000003,,,0-4,,Enterprise,49,49 : Land transport and transport via pipelines
470.0,Year,2017,S92000003,,,5-9,,Enterprise,49,49 : Land transport and transport via pipelines
290.0,Year,2017,S92000003,,,10-19,,Enterprise,49,49 : Land transport and transport via pipelines
180.0,Year,2017,S92000003,,,20-49,,Enterprise,49,49 : Land transport and transport via pipelines
70.0,Year,2017,S92000003,,,50-99,,Enterprise,49,49 : Land transport and transport via pipelines
15.0,Year,2017,S92000003,,,100-249,,Enterprise,49,49 : Land transport and transport via pipelines
15.0,Year,2017,S92000003,,,250+,,Enterprise,49,49 : Land transport and transport via pipelines
3445.0,Year,2017,S92000003,,,Total,,Enterprise,49,49 : Land transport and transport via pipelines
1265.0,Year,2017,N92000002,,,0-4,,Enterprise,49,49 : Land transport and transport via pipelines
230.0,Year,2017,N92000002,,,5-9,,Enterprise,49,49 : Land transport and transport via pipelines
110.0,Year,2017,N92000002,,,10-19,,Enterprise,49,49 : Land transport and transport via pipelines
70.0,Year,2017,N92000002,,,20-49,,Enterprise,49,49 : Land transport and transport via pipelines
20.0,Year,2017,N92000002,,,50-99,,Enterprise,49,49 : Land transport and transport via pipelines
10.0,Year,2017,N92000002,,,100-249,,Enterprise,49,49 : Land transport and transport via pipelines
5.0,Year,2017,N92000002,,,250+,,Enterprise,49,49 : Land transport and transport via pipelines
1710.0,Year,2017,N92000002,,,Total,,Enterprise,49,49 : Land transport and transport via pipelines
1030.0,Year,2017,K02000001,,,0-4,,Enterprise,50,50 : Water transport
185.0,Year,2017,K02000001,,,5-9,,Enterprise,50,50 : Water transport
95.0,Year,2017,K02000001,,,10-19,,Enterprise,50,50 : Water transport
50.0,Year,2017,K02000001,,,20-49,,Enterprise,50,50 : Water transport
15.0,Year,2017,K02000001,,,50-99,,Enterprise,50,50 : Water transport
15.0,Year,2017,K02000001,,,100-249,,Enterprise,50,50 : Water transport
5.0,Year,2017,K02000001,,,250+,,Enterprise,50,50 : Water transport
1395.0,Year,2017,K02000001,,,Total,,Enterprise,50,50 : Water transport
1025.0,Year,2017,K03000001,,,0-4,,Enterprise,50,50 : Water transport
185.0,Year,2017,K03000001,,,5-9,,Enterprise,50,50 : Water transport
90.0,Year,2017,K03000001,,,10-19,,Enterprise,50,50 : Water transport
50.0,Year,2017,K03000001,,,20-49,,Enterprise,50,50 : Water transport
15.0,Year,2017,K03000001,,,50-99,,Enterprise,50,50 : Water transport
15.0,Year,2017,K03000001,,,100-249,,Enterprise,50,50 : Water transport
5.0,Year,2017,K03000001,,,250+,,Enterprise,50,50 : Water transport
1385.0,Year,2017,K03000001,,,Total,,Enterprise,50,50 : Water transport
905.0,Year,2017,K04000001,,,0-4,,Enterprise,50,50 : Water transport
165.0,Year,2017,K04000001,,,5-9,,Enterprise,50,50 : Water transport
75.0,Year,2017,K04000001,,,10-19,,Enterprise,50,50 : Water transport
45.0,Year,2017,K04000001,,,20-49,,Enterprise,50,50 : Water transport
10.0,Year,2017,K04000001,,,50-99,,Enterprise,50,50 : Water transport
10.0,Year,2017,K04000001,,,100-249,,Enterprise,50,50 : Water transport
5.0,Year,2017,K04000001,,,250+,,Enterprise,50,50 : Water transport
1215.0,Year,2017,K04000001,,,Total,,Enterprise,50,50 : Water transport
850.0,Year,2017,E92000001,,,0-4,,Enterprise,50,50 : Water transport
165.0,Year,2017,E92000001,,,5-9,,Enterprise,50,50 : Water transport
75.0,Year,2017,E92000001,,,10-19,,Enterprise,50,50 : Water transport
45.0,Year,2017,E92000001,,,20-49,,Enterprise,50,50 : Water transport
10.0,Year,2017,E92000001,,,50-99,,Enterprise,50,50 : Water transport
10.0,Year,2017,E92000001,,,100-249,,Enterprise,50,50 : Water transport
5.0,Year,2017,E92000001,,,250+,,Enterprise,50,50 : Water transport
1160.0,Year,2017,E92000001,,,Total,,Enterprise,50,50 : Water transport
20.0,Year,2017,E12000001,,,0-4,,Enterprise,50,50 : Water transport
5.0,Year,2017,E12000001,,,5-9,,Enterprise,50,50 : Water transport
5.0,Year,2017,E12000001,,,10-19,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000001,,,20-49,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000001,,,50-99,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000001,,,100-249,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000001,,,250+,,Enterprise,50,50 : Water transport
30.0,Year,2017,E12000001,,,Total,,Enterprise,50,50 : Water transport
50.0,Year,2017,E12000002,,,0-4,,Enterprise,50,50 : Water transport
10.0,Year,2017,E12000002,,,5-9,,Enterprise,50,50 : Water transport
5.0,Year,2017,E12000002,,,10-19,,Enterprise,50,50 : Water transport
5.0,Year,2017,E12000002,,,20-49,,Enterprise,50,50 : Water transport
5.0,Year,2017,E12000002,,,50-99,,Enterprise,50,50 : Water transport
5.0,Year,2017,E12000002,,,100-249,,Enterprise,50,50 : Water transport
0.0,Year,2017,E12000002,,,250+,,Enterprise,50,50 : Water transport
80.0,Year,2017,E12000002,,,Total,,Enterprise,50,50 : Water transport
45.0,Year,2017,E12000003,,,0-4,,Enterprise,50,50 : Water transport
15.0,Year,2017,E12000003,,,5-9,,Enterprise,50,50 : Water transport
5.0,Year,2017,E12000003,,,10-19,,Enterprise,50,50 : Water transport
