V4_0,Time_codelist,Time,Geography_codelist,Geography,Employment size band_codelist,Employment size band,Entity Type_codelist,Entity Type
45.0,Year,2016,E09000032,,,250+,,Enterprise
17440.0,Year,2016,E09000032,,,Total,,Enterprise
33890.0,Year,2016,E09000033,,,0-4,,Enterprise
6460.0,Year,2016,E09000033,,,5-9,,Enterprise
3920.0,Year,2016,E09000033,,,10-19,,Enterprise
2010.0,Year,2016,E09000033,,,20-49,,Enterprise
765.0,Year,2016,E09000033,,,50-99,,Enterprise
440.0,Year,2016,E09000033,,,100-249,,Enterprise
385.0,Year,2016,E09000033,,,250+,,Enterprise
47870.0,Year,2016,E09000033,,,Total,,Enterprise
203565.0,Year,2016,E13000002,,,0-4,,Enterprise
20040.0,Year,2016,E13000002,,,5-9,,Enterprise
9435.0,Year,2016,E13000002,,,10-19,,Enterprise
4545.0,Year,2016,E13000002,,,20-49,,Enterprise
1645.0,Year,2016,E13000002,,,50-99,,Enterprise
915.0,Year,2016,E13000002,,,100-249,,Enterprise
605.0,Year,2016,E13000002,,,250+,,Enterprise
240750.0,Year,2016,E13000002,,,Total,,Enterprise
5810.0,Year,2016,E09000002,,,0-4,,Enterprise
525.0,Year,2016,E09000002,,,5-9,,Enterprise
255.0,Year,2016,E09000002,,,10-19,,Enterprise
120.0,Year,2016,E09000002,,,20-49,,Enterprise
40.0,Year,2016,E09000002,,,50-99,,Enterprise
25.0,Year,2016,E09000002,,,100-249,,Enterprise
10.0,Year,2016,E09000002,,,250+,,Enterprise
6785.0,Year,2016,E09000002,,,Total,,Enterprise
19740.0,Year,2016,E09000003,,,0-4,,Enterprise
1915.0,Year,2016,E09000003,,,5-9,,Enterprise
835.0,Year,2016,E09000003,,,10-19,,Enterprise
350.0,Year,2016,E09000003,,,20-49,,Enterprise
125.0,Year,2016,E09000003,,,50-99,,Enterprise
70.0,Year,2016,E09000003,,,100-249,,Enterprise
30.0,Year,2016,E09000003,,,250+,,Enterprise
23065.0,Year,2016,E09000003,,,Total,,Enterprise
7410.0,Year,2016,E09000004,,,0-4,,Enterprise
740.0,Year,2016,E09000004,,,5-9,,Enterprise
375.0,Year,2016,E09000004,,,10-19,,Enterprise
200.0,Year,2016,E09000004,,,20-49,,Enterprise
75.0,Year,2016,E09000004,,,50-99,,Enterprise
40.0,Year,2016,E09000004,,,100-249,,Enterprise
20.0,Year,2016,E09000004,,,250+,,Enterprise
8860.0,Year,2016,E09000004,,,Total,,Enterprise
12410.0,Year,2016,E09000005,,,0-4,,Enterprise
1400.0,Year,2016,E09000005,,,5-9,,Enterprise
635.0,Year,2016,E09000005,,,10-19,,Enterprise
280.0,Year,2016,E09000005,,,20-49,,Enterprise
95.0,Year,2016,E09000005,,,50-99,,Enterprise
65.0,Year,2016,E09000005,,,100-249,,Enterprise
50.0,Year,2016,E09000005,,,250+,,Enterprise
14935.0,Year,2016,E09000005,,,Total,,Enterprise
12720.0,Year,2016,E09000006,,,0-4,,Enterprise
1305.0,Year,2016,E09000006,,,5-9,,Enterprise
560.0,Year,2016,E09000006,,,10-19,,Enterprise
325.0,Year,2016,E09000006,,,20-49,,Enterprise
115.0,Year,2016,E09000006,,,50-99,,Enterprise
55.0,Year,2016,E09000006,,,100-249,,Enterprise
35.0,Year,2016,E09000006,,,250+,,Enterprise
15115.0,Year,2016,E09000006,,,Total,,Enterprise
12505.0,Year,2016,E09000008,,,0-4,,Enterprise
1255.0,Year,2016,E09000008,,,5-9,,Enterprise
600.0,Year,2016,E09000008,,,10-19,,Enterprise
265.0,Year,2016,E09000008,,,20-49,,Enterprise
110.0,Year,2016,E09000008,,,50-99,,Enterprise
55.0,Year,2016,E09000008,,,100-249,,Enterprise
35.0,Year,2016,E09000008,,,250+,,Enterprise
14825.0,Year,2016,E09000008,,,Total,,Enterprise
14945.0,Year,2016,E09000009,,,0-4,,Enterprise
1585.0,Year,2016,E09000009,,,5-9,,Enterprise
760.0,Year,2016,E09000009,,,10-19,,Enterprise
360.0,Year,2016,E09000009,,,20-49,,Enterprise
130.0,Year,2016,E09000009,,,50-99,,Enterprise
65.0,Year,2016,E09000009,,,100-249,,Enterprise
40.0,Year,2016,E09000009,,,250+,,Enterprise
17885.0,Year,2016,E09000009,,,Total,,Enterprise
10785.0,Year,2016,E09000010,,,0-4,,Enterprise
1215.0,Year,2016,E09000010,,,5-9,,Enterprise
540.0,Year,2016,E09000010,,,10-19,,Enterprise
270.0,Year,2016,E09000010,,,20-49,,Enterprise
95.0,Year,2016,E09000010,,,50-99,,Enterprise
40.0,Year,2016,E09000010,,,100-249,,Enterprise
20.0,Year,2016,E09000010,,,250+,,Enterprise
12965.0,Year,2016,E09000010,,,Total,,Enterprise
8705.0,Year,2016,E09000011,,,0-4,,Enterprise
640.0,Year,2016,E09000011,,,5-9,,Enterprise
350.0,Year,2016,E09000011,,,10-19,,Enterprise
160.0,Year,2016,E09000011,,,20-49,,Enterprise
50.0,Year,2016,E09000011,,,50-99,,Enterprise
30.0,Year,2016,E09000011,,,100-249,,Enterprise
20.0,Year,2016,E09000011,,,250+,,Enterprise
9955.0,Year,2016,E09000011,,,Total,,Enterprise
12280.0,Year,2016,E09000015,,,0-4,,Enterprise
1075.0,Year,2016,E09000015,,,5-9,,Enterprise
480.0,Year,2016,E09000015,,,10-19,,Enterprise
220.0,Year,2016,E09000015,,,20-49,,Enterprise
75.0,Year,2016,E09000015,,,50-99,,Enterprise
40.0,Year,2016,E09000015,,,100-249,,Enterprise
25.0,Year,2016,E09000015,,,250+,,Enterprise
14195.0,Year,2016,E09000015,,,Total,,Enterprise
8070.0,Year,2016,E09000016,,,0-4,,Enterprise
950.0,Year,2016,E09000016,,,5-9,,Enterprise
435.0,Year,2016,E09000016,,,10-19,,Enterprise
190.0,Year,2016,E09000016,,,20-49,,Enterprise
80.0,Year,2016,E09000016,,,50-99,,Enterprise
50.0,Year,2016,E09000016,,,100-249,,Enterprise
20.0,Year,2016,E09000016,,,250+,,Enterprise
9795.0,Year,2016,E09000016,,,Total,,Enterprise
10770.0,Year,2016,E09000017,,,0-4,,Enterprise
1160.0,Year,2016,E09000017,,,5-9,,Enterprise
550.0,Year,2016,E09000017,,,10-19,,Enterprise
340.0,Year,2016,E09000017,,,20-49,,Enterprise
155.0,Year,2016,E09000017,,,50-99,,Enterprise
100.0,Year,2016,E09000017,,,100-249,,Enterprise
85.0,Year,2016,E09000017,,,250+,,Enterprise
13160.0,Year,2016,E09000017,,,Total,,Enterprise
11115.0,Year,2016,E09000018,,,0-4,,Enterprise
1120.0,Year,2016,E09000018,,,5-9,,Enterprise
560.0,Year,2016,E09000018,,,10-19,,Enterprise
265.0,Year,2016,E09000018,,,20-49,,Enterprise
120.0,Year,2016,E09000018,,,50-99,,Enterprise
75.0,Year,2016,E09000018,,,100-249,,Enterprise
70.0,Year,2016,E09000018,,,250+,,Enterprise
13325.0,Year,2016,E09000018,,,Total,,Enterprise
7140.0,Year,2016,E09000021,,,0-4,,Enterprise
670.0,Year,2016,E09000021,,,5-9,,Enterprise
345.0,Year,2016,E09000021,,,10-19,,Enterprise
190.0,Year,2016,E09000021,,,20-49,,Enterprise
55.0,Year,2016,E09000021,,,50-99,,Enterprise
35.0,Year,2016,E09000021,,,100-249,,Enterprise
35.0,Year,2016,E09000021,,,250+,,Enterprise
8470.0,Year,2016,E09000021,,,Total,,Enterprise
9775.0,Year,2016,E09000024,,,0-4,,Enterprise
795.0,Year,2016,E09000024,,,5-9,,Enterprise
420.0,Year,2016,E09000024,,,10-19,,Enterprise
230.0,Year,2016,E09000024,,,20-49,,Enterprise
90.0,Year,2016,E09000024,,,50-99,,Enterprise
35.0,Year,2016,E09000024,,,100-249,,Enterprise
20.0,Year,2016,E09000024,,,250+,,Enterprise
11365.0,Year,2016,E09000024,,,Total,,Enterprise
11910.0,Year,2016,E09000026,,,0-4,,Enterprise
1070.0,Year,2016,E09000026,,,5-9,,Enterprise
470.0,Year,2016,E09000026,,,10-19,,Enterprise
195.0,Year,2016,E09000026,,,20-49,,Enterprise
55.0,Year,2016,E09000026,,,50-99,,Enterprise
25.0,Year,2016,E09000026,,,100-249,,Enterprise
20.0,Year,2016,E09000026,,,250+,,Enterprise
13745.0,Year,2016,E09000026,,,Total,,Enterprise
11280.0,Year,2016,E09000027,,,0-4,,Enterprise
995.0,Year,2016,E09000027,,,5-9,,Enterprise
545.0,Year,2016,E09000027,,,10-19,,Enterprise
230.0,Year,2016,E09000027,,,20-49,,Enterprise
80.0,Year,2016,E09000027,,,50-99,,Enterprise
45.0,Year,2016,E09000027,,,100-249,,Enterprise
35.0,Year,2016,E09000027,,,250+,,Enterprise
13210.0,Year,2016,E09000027,,,Total,,Enterprise
6900.0,Year,2016,E09000029,,,0-4,,Enterprise
760.0,Year,2016,E09000029,,,5-9,,Enterprise
310.0,Year,2016,E09000029,,,10-19,,Enterprise
195.0,Year,2016,E09000029,,,20-49,,Enterprise
55.0,Year,2016,E09000029,,,50-99,,Enterprise
30.0,Year,2016,E09000029,,,100-249,,Enterprise
20.0,Year,2016,E09000029,,,250+,,Enterprise
8270.0,Year,2016,E09000029,,,Total,,Enterprise
9295.0,Year,2016,E09000031,,,0-4,,Enterprise
865.0,Year,2016,E09000031,,,5-9,,Enterprise
410.0,Year,2016,E09000031,,,10-19,,Enterprise
160.0,Year,2016,E09000031,,,20-49,,Enterprise
45.0,Year,2016,E09000031,,,50-99,,Enterprise
35.0,Year,2016,E09000031,,,100-249,,Enterprise
15.0,Year,2016,E09000031,,,250+,,Enterprise
10825.0,Year,2016,E09000031,,,Total,,Enterprise
320875.0,Year,2016,E12000008,,,0-4,,Enterprise
42470.0,Year,2016,E12000008,,,5-9,,Enterprise
21425.0,Year,2016,E12000008,,,10-19,,Enterprise
11465.0,Year,2016,E12000008,,,20-49,,Enterprise
3695.0,Year,2016,E12000008,,,50-99,,Enterprise
2290.0,Year,2016,E12000008,,,100-249,,Enterprise
1460.0,Year,2016,E12000008,,,250+,,Enterprise
403680.0,Year,2016,E12000008,,,Total,,Enterprise
3880.0,Year,2016,E06000036,,,0-4,,Enterprise
410.0,Year,2016,E06000036,,,5-9,,Enterprise
205.0,Year,2016,E06000036,,,10-19,,Enterprise
110.0,Year,2016,E06000036,,,20-49,,Enterprise
35.0,Year,2016,E06000036,,,50-99,,Enterprise
35.0,Year,2016,E06000036,,,100-249,,Enterprise
40.0,Year,2016,E06000036,,,250+,,Enterprise
4715.0,Year,2016,E06000036,,,Total,,Enterprise
10970.0,Year,2016,E06000043,,,0-4,,Enterprise
1430.0,Year,2016,E06000043,,,5-9,,Enterprise
695.0,Year,2016,E06000043,,,10-19,,Enterprise
380.0,Year,2016,E06000043,,,20-49,,Enterprise
105.0,Year,2016,E06000043,,,50-99,,Enterprise
50.0,Year,2016,E06000043,,,100-249,,Enterprise
35.0,Year,2016,E06000043,,,250+,,Enterprise
13665.0,Year,2016,E06000043,,,Total,,Enterprise
3260.0,Year,2016,E06000046,,,0-4,,Enterprise
685.0,Year,2016,E06000046,,,5-9,,Enterprise
350.0,Year,2016,E06000046,,,10-19,,Enterprise
225.0,Year,2016,E06000046,,,20-49,,Enterprise
60.0,Year,2016,E06000046,,,50-99,,Enterprise
25.0,Year,2016,E06000046,,,100-249,,Enterprise
5.0,Year,2016,E06000046,,,250+,,Enterprise
4610.0,Year,2016,E06000046,,,Total,,Enterprise
6720.0,Year,2016,E06000035,,,0-4,,Enterprise
910.0,Year,2016,E06000035,,,5-9,,Enterprise
445.0,Year,2016,E06000035,,,10-19,,Enterprise
205.0,Year,2016,E06000035,,,20-49,,Enterprise
70.0,Year,2016,E06000035,,,50-99,,Enterprise
50.0,Year,2016,E06000035,,,100-249,,Enterprise
25.0,Year,2016,E06000035,,,250+,,Enterprise
8425.0,Year,2016,E06000035,,,Total,,Enterprise
10215.0,Year,2016,E06000042,,,0-4,,Enterprise
1070.0,Year,2016,E06000042,,,5-9,,Enterprise
575.0,Year,2016,E06000042,,,10-19,,Enterprise
365.0,Year,2016,E06000042,,,20-49,,Enterprise
135.0,Year,2016,E06000042,,,50-99,,Enterprise
95.0,Year,2016,E06000042,,,100-249,,Enterprise
75.0,Year,2016,E06000042,,,250+,,Enterprise
12530.0,Year,2016,E06000042,,,Total,,Enterprise
4375.0,Year,2016,E06000044,,,0-4,,Enterprise
715.0,Year,2016,E06000044,,,5-9,,Enterprise
370.0,Year,2016,E06000044,,,10-19,,Enterprise
185.0,Year,2016,E06000044,,,20-49,,Enterprise
65.0,Year,2016,E06000044,,,50-99,,Enterprise
40.0,Year,2016,E06000044,,,100-249,,Enterprise
25.0,Year,2016,E06000044,,,250+,,Enterprise
5775.0,Year,2016,E06000044,,,Total,,Enterprise
5670.0,Year,2016,E06000038,,,0-4,,Enterprise
605.0,Year,2016,E06000038,,,5-9,,Enterprise
375.0,Year,2016,E06000038,,,10-19,,Enterprise
220.0,Year,2016,E06000038,,,20-49,,Enterprise
85.0,Year,2016,E06000038,,,50-99,,Enterprise
45.0,Year,2016,E06000038,,,100-249,,Enterprise
40.0,Year,2016,E06000038,,,250+,,Enterprise
7040.0,Year,2016,E06000038,,,Total,,Enterprise
4850.0,Year,2016,E06000039,,,0-4,,Enterprise
505.0,Year,2016,E06000039,,,5-9,,Enterprise
285.0,Year,2016,E06000039,,,10-19,,Enterprise
180.0,Year,2016,E06000039,,,20-49,,Enterprise
75.0,Year,2016,E06000039,,,50-99,,Enterprise
65.0,Year,2016,E06000039,,,100-249,,Enterprise
40.0,Year,2016,E06000039,,,250+,,Enterprise
6000.0,Year,2016,E06000039,,,Total,,Enterprise
5165.0,Year,2016,E06000045,,,0-4,,Enterprise
775.0,Year,2016,E06000045,,,5-9,,Enterprise
405.0,Year,2016,E06000045,,,10-19,,Enterprise
215.0,Year,2016,E06000045,,,20-49,,Enterprise
75.0,Year,2016,E06000045,,,50-99,,Enterprise
45.0,Year,2016,E06000045,,,100-249,,Enterprise
30.0,Year,2016,E06000045,,,250+,,Enterprise
6710.0,Year,2016,E06000045,,,Total,,Enterprise
7170.0,Year,2016,E06000037,,,0-4,,Enterprise
885.0,Year,2016,E06000037,,,5-9,,Enterprise
460.0,Year,2016,E06000037,,,10-19,,Enterprise
275.0,Year,2016,E06000037,,,20-49,,Enterprise
90.0,Year,2016,E06000037,,,50-99,,Enterprise
55.0,Year,2016,E06000037,,,100-249,,Enterprise
40.0,Year,2016,E06000037,,,250+,,Enterprise
8975.0,Year,2016,E06000037,,,Total,,Enterprise
7650.0,Year,2016,E06000040,,,0-4,,Enterprise
875.0,Year,2016,E06000040,,,5-9,,Enterprise
415.0,Year,2016,E06000040,,,10-19,,Enterprise
255.0,Year,2016,E06000040,,,20-49,,Enterprise
85.0,Year,2016,E06000040,,,50-99,,Enterprise
70.0,Year,2016,E06000040,,,100-249,,Enterprise
40.0,Year,2016,E06000040,,,250+,,Enterprise
9390.0,Year,2016,E06000040,,,Total,,Enterprise
7045.0,Year,2016,E06000041,,,0-4,,Enterprise
740.0,Year,2016,E06000041,,,5-9,,Enterprise
410.0,Year,2016,E06000041,,,10-19,,Enterprise
200.0,Year,2016,E06000041,,,20-49,,Enterprise
80.0,Year,2016,E06000041,,,50-99,,Enterprise
40.0,Year,2016,E06000041,,,100-249,,Enterprise
40.0,Year,2016,E06000041,,,250+,,Enterprise
8555.0,Year,2016,E06000041,,,Total,,Enterprise
25350.0,Year,2016,E10000002,,,0-4,,Enterprise
3025.0,Year,2016,E10000002,,,5-9,,Enterprise
1445.0,Year,2016,E10000002,,,10-19,,Enterprise
740.0,Year,2016,E10000002,,,20-49,,Enterprise
245.0,Year,2016,E10000002,,,50-99,,Enterprise
180.0,Year,2016,E10000002,,,100-249,,Enterprise
95.0,Year,2016,E10000002,,,250+,,Enterprise
31080.0,Year,2016,E10000002,,,Total,,Enterprise
8100.0,Year,2016,E07000004,,,0-4,,Enterprise
990.0,Year,2016,E07000004,,,5-9,,Enterprise
455.0,Year,2016,E07000004,,,10-19,,Enterprise
235.0,Year,2016,E07000004,,,20-49,,Enterprise
60.0,Year,2016,E07000004,,,50-99,,Enterprise
40.0,Year,2016,E07000004,,,100-249,,Enterprise
20.0,Year,2016,E07000004,,,250+,,Enterprise
9900.0,Year,2016,E07000004,,,Total,,Enterprise
5355.0,Year,2016,E07000005,,,0-4,,Enterprise
555.0,Year,2016,E07000005,,,5-9,,Enterprise
235.0,Year,2016,E07000005,,,10-19,,Enterprise
120.0,Year,2016,E07000005,,,20-49,,Enterprise
40.0,Year,2016,E07000005,,,50-99,,Enterprise
20.0,Year,2016,E07000005,,,100-249,,Enterprise
15.0,Year,2016,E07000005,,,250+,,Enterprise
6340.0,Year,2016,E07000005,,,Total,,Enterprise
4245.0,Year,2016,E07000006,,,0-4,,Enterprise
515.0,Year,2016,E07000006,,,5-9,,Enterprise
255.0,Year,2016,E07000006,,,10-19,,Enterprise
125.0,Year,2016,E07000006,,,20-49,,Enterprise
50.0,Year,2016,E07000006,,,50-99,,Enterprise
50.0,Year,2016,E07000006,,,100-249,,Enterprise
20.0,Year,2016,E07000006,,,250+,,Enterprise
5260.0,Year,2016,E07000006,,,Total,,Enterprise
7650.0,Year,2016,E07000007,,,0-4,,Enterprise
965.0,Year,2016,E07000007,,,5-9,,Enterprise
500.0,Year,2016,E07000007,,,10-19,,Enterprise
260.0,Year,2016,E07000007,,,20-49,,Enterprise
95.0,Year,2016,E07000007,,,50-99,,Enterprise
70.0,Year,2016,E07000007,,,100-249,,Enterprise
40.0,Year,2016,E07000007,,,250+,,Enterprise
9580.0,Year,2016,E07000007,,,Total,,Enterprise
18035.0,Year,2016,E10000011,,,0-4,,Enterprise
2605.0,Year,2016,E10000011,,,5-9,,Enterprise
1230.0,Year,2016,E10000011,,,10-19,,Enterprise
635.0,Year,2016,E10000011,,,20-49,,Enterprise
195.0,Year,2016,E10000011,,,50-99,,Enterprise
105.0,Year,2016,E10000011,,,100-249,,Enterprise
50.0,Year,2016,E10000011,,,250+,,Enterprise
22855.0,Year,2016,E10000011,,,Total,,Enterprise
2295.0,Year,2016,E07000061,,,0-4,,Enterprise
390.0,Year,2016,E07000061,,,5-9,,Enterprise
180.0,Year,2016,E07000061,,,10-19,,Enterprise
115.0,Year,2016,E07000061,,,20-49,,Enterprise
35.0,Year,2016,E07000061,,,50-99,,Enterprise
25.0,Year,2016,E07000061,,,100-249,,Enterprise
5.0,Year,2016,E07000061,,,250+,,Enterprise
3045.0,Year,2016,E07000061,,,Total,,Enterprise
2130.0,Year,2016,E07000062,,,0-4,,Enterprise
300.0,Year,2016,E07000062,,,5-9,,Enterprise
170.0,Year,2016,E07000062,,,10-19,,Enterprise
90.0,Year,2016,E07000062,,,20-49,,Enterprise
40.0,Year,2016,E07000062,,,50-99,,Enterprise
15.0,Year,2016,E07000062,,,100-249,,Enterprise
5.0,Year,2016,E07000062,,,250+,,Enterprise
2750.0,Year,2016,E07000062,,,Total,,Enterprise
3385.0,Year,2016,E07000063,,,0-4,,Enterprise
540.0,Year,2016,E07000063,,,5-9,,Enterprise
250.0,Year,2016,E07000063,,,10-19,,Enterprise
120.0,Year,2016,E07000063,,,20-49,,Enterprise
30.0,Year,2016,E07000063,,,50-99,,Enterprise
20.0,Year,2016,E07000063,,,100-249,,Enterprise
15.0,Year,2016,E07000063,,,250+,,Enterprise
4360.0,Year,2016,E07000063,,,Total,,Enterprise
3305.0,Year,2016,E07000064,,,0-4,,Enterprise
480.0,Year,2016,E07000064,,,5-9,,Enterprise
220.0,Year,2016,E07000064,,,10-19,,Enterprise
110.0,Year,2016,E07000064,,,20-49,,Enterprise
30.0,Year,2016,E07000064,,,50-99,,Enterprise
20.0,Year,2016,E07000064,,,100-249,,Enterprise
10.0,Year,2016,E07000064,,,250+,,Enterprise
4175.0,Year,2016,E07000064,,,Total,,Enterprise
6920.0,Year,2016,E07000065,,,0-4,,Enterprise
895.0,Year,2016,E07000065,,,5-9,,Enterprise
410.0,Year,2016,E07000065,,,10-19,,Enterprise
200.0,Year,2016,E07000065,,,20-49,,Enterprise
60.0,Year,2016,E07000065,,,50-99,,Enterprise
25.0,Year,2016,E07000065,,,100-249,,Enterprise
15.0,Year,2016,E07000065,,,250+,,Enterprise
8525.0,Year,2016,E07000065,,,Total,,Enterprise
47730.0,Year,2016,E10000014,,,0-4,,Enterprise
6570.0,Year,2016,E10000014,,,5-9,,Enterprise
3525.0,Year,2016,E10000014,,,10-19,,Enterprise
1860.0,Year,2016,E10000014,,,20-49,,Enterprise
565.0,Year,2016,E10000014,,,50-99,,Enterprise
310.0,Year,2016,E10000014,,,100-249,,Enterprise
205.0,Year,2016,E10000014,,,250+,,Enterprise
60765.0,Year,2016,E10000014,,,Total,,Enterprise
6305.0,Year,2016,E07000084,,,0-4,,Enterprise
695.0,Year,2016,E07000084,,,5-9,,Enterprise
355.0,Year,2016,E07000084,,,10-19,,Enterprise
200.0,Year,2016,E07000084,,,20-49,,Enterprise
60.0,Year,2016,E07000084,,,50-99,,Enterprise
45.0,Year,2016,E07000084,,,100-249,,Enterprise
40.0,Year,2016,E07000084,,,250+,,Enterprise
7700.0,Year,2016,E07000084,,,Total,,Enterprise
5100.0,Year,2016,E07000085,,,0-4,,Enterprise
695.0,Year,2016,E07000085,,,5-9,,Enterprise
335.0,Year,2016,E07000085,,,10-19,,Enterprise
180.0,Year,2016,E07000085,,,20-49,,Enterprise
50.0,Year,2016,E07000085,,,50-99,,Enterprise
20.0,Year,2016,E07000085,,,100-249,,Enterprise
10.0,Year,2016,E07000085,,,250+,,Enterprise
6390.0,Year,2016,E07000085,,,Total,,Enterprise
4900.0,Year,2016,E07000086,,,0-4,,Enterprise
575.0,Year,2016,E07000086,,,5-9,,Enterprise
325.0,Year,2016,E07000086,,,10-19,,Enterprise
170.0,Year,2016,E07000086,,,20-49,,Enterprise
50.0,Year,2016,E07000086,,,50-99,,Enterprise
30.0,Year,2016,E07000086,,,100-249,,Enterprise
20.0,Year,2016,E07000086,,,250+,,Enterprise
6070.0,Year,2016,E07000086,,,Total,,Enterprise
3435.0,Year,2016,E07000087,,,0-4,,Enterprise
510.0,Year,2016,E07000087,,,5-9,,Enterprise
275.0,Year,2016,E07000087,,,10-19,,Enterprise
155.0,Year,2016,E07000087,,,20-49,,Enterprise
50.0,Year,2016,E07000087,,,50-99,,Enterprise
25.0,Year,2016,E07000087,,,100-249,,Enterprise
10.0,Year,2016,E07000087,,,250+,,Enterprise
4460.0,Year,2016,E07000087,,,Total,,Enterprise
1570.0,Year,2016,E07000088,,,0-4,,Enterprise
230.0,Year,2016,E07000088,,,5-9,,Enterprise
110.0,Year,2016,E07000088,,,10-19,,Enterprise
60.0,Year,2016,E07000088,,,20-49,,Enterprise
10.0,Year,2016,E07000088,,,50-99,,Enterprise
5.0,Year,2016,E07000088,,,100-249,,Enterprise
5.0,Year,2016,E07000088,,,250+,,Enterprise
1990.0,Year,2016,E07000088,,,Total,,Enterprise
4020.0,Year,2016,E07000089,,,0-4,,Enterprise
460.0,Year,2016,E07000089,,,5-9,,Enterprise
240.0,Year,2016,E07000089,,,10-19,,Enterprise
100.0,Year,2016,E07000089,,,20-49,,Enterprise
45.0,Year,2016,E07000089,,,50-99,,Enterprise
20.0,Year,2016,E07000089,,,100-249,,Enterprise
20.0,Year,2016,E07000089,,,250+,,Enterprise
4905.0,Year,2016,E07000089,,,Total,,Enterprise
3395.0,Year,2016,E07000090,,,0-4,,Enterprise
445.0,Year,2016,E07000090,,,5-9,,Enterprise
220.0,Year,2016,E07000090,,,10-19,,Enterprise
115.0,Year,2016,E07000090,,,20-49,,Enterprise
40.0,Year,2016,E07000090,,,50-99,,Enterprise
25.0,Year,2016,E07000090,,,100-249,,Enterprise
15.0,Year,2016,E07000090,,,250+,,Enterprise
4255.0,Year,2016,E07000090,,,Total,,Enterprise
6070.0,Year,2016,E07000091,,,0-4,,Enterprise
990.0,Year,2016,E07000091,,,5-9,,Enterprise
465.0,Year,2016,E07000091,,,10-19,,Enterprise
255.0,Year,2016,E07000091,,,20-49,,Enterprise
80.0,Year,2016,E07000091,,,50-99,,Enterprise
50.0,Year,2016,E07000091,,,100-249,,Enterprise
20.0,Year,2016,E07000091,,,250+,,Enterprise
7930.0,Year,2016,E07000091,,,Total,,Enterprise
2570.0,Year,2016,E07000092,,,0-4,,Enterprise
370.0,Year,2016,E07000092,,,5-9,,Enterprise
210.0,Year,2016,E07000092,,,10-19,,Enterprise
130.0,Year,2016,E07000092,,,20-49,,Enterprise
35.0,Year,2016,E07000092,,,50-99,,Enterprise
35.0,Year,2016,E07000092,,,100-249,,Enterprise
20.0,Year,2016,E07000092,,,250+,,Enterprise
3370.0,Year,2016,E07000092,,,Total,,Enterprise
4805.0,Year,2016,E07000093,,,0-4,,Enterprise
695.0,Year,2016,E07000093,,,5-9,,Enterprise
360.0,Year,2016,E07000093,,,10-19,,Enterprise
195.0,Year,2016,E07000093,,,20-49,,Enterprise
60.0,Year,2016,E07000093,,,50-99,,Enterprise
30.0,Year,2016,E07000093,,,100-249,,Enterprise
15.0,Year,2016,E07000093,,,250+,,Enterprise
6160.0,Year,2016,E07000093,,,Total,,Enterprise
5560.0,Year,2016,E07000094,,,0-4,,Enterprise
905.0,Year,2016,E07000094,,,5-9,,Enterprise
630.0,Year,2016,E07000094,,,10-19,,Enterprise
300.0,Year,2016,E07000094,,,20-49,,Enterprise
85.0,Year,2016,E07000094,,,50-99,,Enterprise
25.0,Year,2016,E07000094,,,100-249,,Enterprise
30.0,Year,2016,E07000094,,,250+,,Enterprise
7535.0,Year,2016,E07000094,,,Total,,Enterprise
47720.0,Year,2016,E10000016,,,0-4,,Enterprise
6980.0,Year,2016,E10000016,,,5-9,,Enterprise
3350.0,Year,2016,E10000016,,,10-19,,Enterprise
1805.0,Year,2016,E10000016,,,20-49,,Enterprise
555.0,Year,2016,E10000016,,,50-99,,Enterprise
330.0,Year,2016,E10000016,,,100-249,,Enterprise
195.0,Year,2016,E10000016,,,250+,,Enterprise
60935.0,Year,2016,E10000016,,,Total,,Enterprise
4855.0,Year,2016,E07000105,,,0-4,,Enterprise
630.0,Year,2016,E07000105,,,5-9,,Enterprise
275.0,Year,2016,E07000105,,,10-19,,Enterprise
165.0,Year,2016,E07000105,,,20-49,,Enterprise
50.0,Year,2016,E07000105,,,50-99,,Enterprise
30.0,Year,2016,E07000105,,,100-249,,Enterprise
15.0,Year,2016,E07000105,,,250+,,Enterprise
6020.0,Year,2016,E07000105,,,Total,,Enterprise
4090.0,Year,2016,E07000106,,,0-4,,Enterprise
655.0,Year,2016,E07000106,,,5-9,,Enterprise
310.0,Year,2016,E07000106,,,10-19,,Enterprise
175.0,Year,2016,E07000106,,,20-49,,Enterprise
50.0,Year,2016,E07000106,,,50-99,,Enterprise
25.0,Year,2016,E07000106,,,100-249,,Enterprise
25.0,Year,2016,E07000106,,,250+,,Enterprise
5330.0,Year,2016,E07000106,,,Total,,Enterprise
3365.0,Year,2016,E07000107,,,0-4,,Enterprise
400.0,Year,2016,E07000107,,,5-9,,Enterprise
220.0,Year,2016,E07000107,,,10-19,,Enterprise
120.0,Year,2016,E07000107,,,20-49,,Enterprise
50.0,Year,2016,E07000107,,,50-99,,Enterprise
35.0,Year,2016,E07000107,,,100-249,,Enterprise
20.0,Year,2016,E07000107,,,250+,,Enterprise
4210.0,Year,2016,E07000107,,,Total,,Enterprise
2555.0,Year,2016,E07000108,,,0-4,,Enterprise
445.0,Year,2016,E07000108,,,5-9,,Enterprise
215.0,Year,2016,E07000108,,,10-19,,Enterprise
110.0,Year,2016,E07000108,,,20-49,,Enterprise
30.0,Year,2016,E07000108,,,50-99,,Enterprise
20.0,Year,2016,E07000108,,,100-249,,Enterprise
