V4_0,Time_codelist,Time,Geography_codelist,Geography,Entity Type_codelist,Entity Type,SIC07_codelist,SIC07
250.0,Year,2016,E07000085,,,Enterprise,46,46 : Wholesale
375.0,Year,2016,E07000085,,,Enterprise,47,47 : Retail
130.0,Year,2016,E07000085,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
215.0,Year,2016,E07000085,,,Enterprise,55-56,55-56 : Accommodation & food services
640.0,Year,2016,E07000085,,,Enterprise,58-63,58-63 : Information & communication
115.0,Year,2016,E07000085,,,Enterprise,64-66,64-66 : Finance & insurance
215.0,Year,2016,E07000085,,,Enterprise,68,68 : Property
1425.0,Year,2016,E07000085,,,Enterprise,69-75,"69-75 : Professional, scientific & technical"
530.0,Year,2016,E07000085,,,Enterprise,77-82,77-82 : Business administration & support services
35.0,Year,2016,E07000085,,,Enterprise,84,84 : Public administration & defence
125.0,Year,2016,E07000085,,,Enterprise,85,85 : Education
250.0,Year,2016,E07000085,,,Enterprise,86-88,86-88 : Health
390.0,Year,2016,E07000085,,,Enterprise,90-99,"90-99 : Arts, entertainment, recreation & other"
6390.0,Year,2016,E07000085,,,Enterprise,Total,Total
50.0,Year,2016,E07000086,,,Enterprise,01-03,"01-03 : Agriculture, forestry & fishing"
385.0,Year,2016,E07000086,,,Enterprise,05-39,05-39 : Production
890.0,Year,2016,E07000086,,,Enterprise,41-43,41-43 : Construction
170.0,Year,2016,E07000086,,,Enterprise,45,45 : Motor trades
210.0,Year,2016,E07000086,,,Enterprise,46,46 : Wholesale
1110.0,Year,2016,E07000086,,,Enterprise,47,47 : Retail
240.0,Year,2016,E07000086,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
210.0,Year,2016,E07000086,,,Enterprise,55-56,55-56 : Accommodation & food services
480.0,Year,2016,E07000086,,,Enterprise,58-63,58-63 : Information & communication
110.0,Year,2016,E07000086,,,Enterprise,64-66,64-66 : Finance & insurance
130.0,Year,2016,E07000086,,,Enterprise,68,68 : Property
980.0,Year,2016,E07000086,,,Enterprise,69-75,"69-75 : Professional, scientific & technical"
445.0,Year,2016,E07000086,,,Enterprise,77-82,77-82 : Business administration & support services
15.0,Year,2016,E07000086,,,Enterprise,84,84 : Public administration & defence
95.0,Year,2016,E07000086,,,Enterprise,85,85 : Education
225.0,Year,2016,E07000086,,,Enterprise,86-88,86-88 : Health
325.0,Year,2016,E07000086,,,Enterprise,90-99,"90-99 : Arts, entertainment, recreation & other"
6070.0,Year,2016,E07000086,,,Enterprise,Total,Total
45.0,Year,2016,E07000087,,,Enterprise,01-03,"01-03 : Agriculture, forestry & fishing"
335.0,Year,2016,E07000087,,,Enterprise,05-39,05-39 : Production
755.0,Year,2016,E07000087,,,Enterprise,41-43,41-43 : Construction
140.0,Year,2016,E07000087,,,Enterprise,45,45 : Motor trades
155.0,Year,2016,E07000087,,,Enterprise,46,46 : Wholesale
225.0,Year,2016,E07000087,,,Enterprise,47,47 : Retail
135.0,Year,2016,E07000087,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
195.0,Year,2016,E07000087,,,Enterprise,55-56,55-56 : Accommodation & food services
430.0,Year,2016,E07000087,,,Enterprise,58-63,58-63 : Information & communication
110.0,Year,2016,E07000087,,,Enterprise,64-66,64-66 : Finance & insurance
145.0,Year,2016,E07000087,,,Enterprise,68,68 : Property
850.0,Year,2016,E07000087,,,Enterprise,69-75,"69-75 : Professional, scientific & technical"
390.0,Year,2016,E07000087,,,Enterprise,77-82,77-82 : Business administration & support services
5.0,Year,2016,E07000087,,,Enterprise,84,84 : Public administration & defence
100.0,Year,2016,E07000087,,,Enterprise,85,85 : Education
175.0,Year,2016,E07000087,,,Enterprise,86-88,86-88 : Health
270.0,Year,2016,E07000087,,,Enterprise,90-99,"90-99 : Arts, entertainment, recreation & other"
4460.0,Year,2016,E07000087,,,Enterprise,Total,Total
5.0,Year,2016,E07000088,,,Enterprise,01-03,"01-03 : Agriculture, forestry & fishing"
180.0,Year,2016,E07000088,,,Enterprise,05-39,05-39 : Production
360.0,Year,2016,E07000088,,,Enterprise,41-43,41-43 : Construction
65.0,Year,2016,E07000088,,,Enterprise,45,45 : Motor trades
60.0,Year,2016,E07000088,,,Enterprise,46,46 : Wholesale
150.0,Year,2016,E07000088,,,Enterprise,47,47 : Retail
80.0,Year,2016,E07000088,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
160.0,Year,2016,E07000088,,,Enterprise,55-56,55-56 : Accommodation & food services
125.0,Year,2016,E07000088,,,Enterprise,58-63,58-63 : Information & communication
15.0,Year,2016,E07000088,,,Enterprise,64-66,64-66 : Finance & insurance
50.0,Year,2016,E07000088,,,Enterprise,68,68 : Property
290.0,Year,2016,E07000088,,,Enterprise,69-75,"69-75 : Professional, scientific & technical"
175.0,Year,2016,E07000088,,,Enterprise,77-82,77-82 : Business administration & support services
0.0,Year,2016,E07000088,,,Enterprise,84,84 : Public administration & defence
30.0,Year,2016,E07000088,,,Enterprise,85,85 : Education
90.0,Year,2016,E07000088,,,Enterprise,86-88,86-88 : Health
155.0,Year,2016,E07000088,,,Enterprise,90-99,"90-99 : Arts, entertainment, recreation & other"
1990.0,Year,2016,E07000088,,,Enterprise,Total,Total
95.0,Year,2016,E07000089,,,Enterprise,01-03,"01-03 : Agriculture, forestry & fishing"
210.0,Year,2016,E07000089,,,Enterprise,05-39,05-39 : Production
575.0,Year,2016,E07000089,,,Enterprise,41-43,41-43 : Construction
155.0,Year,2016,E07000089,,,Enterprise,45,45 : Motor trades
165.0,Year,2016,E07000089,,,Enterprise,46,46 : Wholesale
215.0,Year,2016,E07000089,,,Enterprise,47,47 : Retail
95.0,Year,2016,E07000089,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
175.0,Year,2016,E07000089,,,Enterprise,55-56,55-56 : Accommodation & food services
795.0,Year,2016,E07000089,,,Enterprise,58-63,58-63 : Information & communication
70.0,Year,2016,E07000089,,,Enterprise,64-66,64-66 : Finance & insurance
140.0,Year,2016,E07000089,,,Enterprise,68,68 : Property
1250.0,Year,2016,E07000089,,,Enterprise,69-75,"69-75 : Professional, scientific & technical"
400.0,Year,2016,E07000089,,,Enterprise,77-82,77-82 : Business administration & support services
20.0,Year,2016,E07000089,,,Enterprise,84,84 : Public administration & defence
85.0,Year,2016,E07000089,,,Enterprise,85,85 : Education
155.0,Year,2016,E07000089,,,Enterprise,86-88,86-88 : Health
305.0,Year,2016,E07000089,,,Enterprise,90-99,"90-99 : Arts, entertainment, recreation & other"
4905.0,Year,2016,E07000089,,,Enterprise,Total,Total
35.0,Year,2016,E07000090,,,Enterprise,01-03,"01-03 : Agriculture, forestry & fishing"
315.0,Year,2016,E07000090,,,Enterprise,05-39,05-39 : Production
920.0,Year,2016,E07000090,,,Enterprise,41-43,41-43 : Construction
140.0,Year,2016,E07000090,,,Enterprise,45,45 : Motor trades
120.0,Year,2016,E07000090,,,Enterprise,46,46 : Wholesale
275.0,Year,2016,E07000090,,,Enterprise,47,47 : Retail
135.0,Year,2016,E07000090,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
205.0,Year,2016,E07000090,,,Enterprise,55-56,55-56 : Accommodation & food services
335.0,Year,2016,E07000090,,,Enterprise,58-63,58-63 : Information & communication
70.0,Year,2016,E07000090,,,Enterprise,64-66,64-66 : Finance & insurance
115.0,Year,2016,E07000090,,,Enterprise,68,68 : Property
715.0,Year,2016,E07000090,,,Enterprise,69-75,"69-75 : Professional, scientific & technical"
340.0,Year,2016,E07000090,,,Enterprise,77-82,77-82 : Business administration & support services
5.0,Year,2016,E07000090,,,Enterprise,84,84 : Public administration & defence
80.0,Year,2016,E07000090,,,Enterprise,85,85 : Education
185.0,Year,2016,E07000090,,,Enterprise,86-88,86-88 : Health
265.0,Year,2016,E07000090,,,Enterprise,90-99,"90-99 : Arts, entertainment, recreation & other"
4255.0,Year,2016,E07000090,,,Enterprise,Total,Total
395.0,Year,2016,E07000091,,,Enterprise,01-03,"01-03 : Agriculture, forestry & fishing"
530.0,Year,2016,E07000091,,,Enterprise,05-39,05-39 : Production
1165.0,Year,2016,E07000091,,,Enterprise,41-43,41-43 : Construction
260.0,Year,2016,E07000091,,,Enterprise,45,45 : Motor trades
295.0,Year,2016,E07000091,,,Enterprise,46,46 : Wholesale
575.0,Year,2016,E07000091,,,Enterprise,47,47 : Retail
270.0,Year,2016,E07000091,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
430.0,Year,2016,E07000091,,,Enterprise,55-56,55-56 : Accommodation & food services
545.0,Year,2016,E07000091,,,Enterprise,58-63,58-63 : Information & communication
145.0,Year,2016,E07000091,,,Enterprise,64-66,64-66 : Finance & insurance
355.0,Year,2016,E07000091,,,Enterprise,68,68 : Property
1385.0,Year,2016,E07000091,,,Enterprise,69-75,"69-75 : Professional, scientific & technical"
585.0,Year,2016,E07000091,,,Enterprise,77-82,77-82 : Business administration & support services
25.0,Year,2016,E07000091,,,Enterprise,84,84 : Public administration & defence
155.0,Year,2016,E07000091,,,Enterprise,85,85 : Education
305.0,Year,2016,E07000091,,,Enterprise,86-88,86-88 : Health
510.0,Year,2016,E07000091,,,Enterprise,90-99,"90-99 : Arts, entertainment, recreation & other"
7930.0,Year,2016,E07000091,,,Enterprise,Total,Total
10.0,Year,2016,E07000092,,,Enterprise,01-03,"01-03 : Agriculture, forestry & fishing"
205.0,Year,2016,E07000092,,,Enterprise,05-39,05-39 : Production
490.0,Year,2016,E07000092,,,Enterprise,41-43,41-43 : Construction
115.0,Year,2016,E07000092,,,Enterprise,45,45 : Motor trades
110.0,Year,2016,E07000092,,,Enterprise,46,46 : Wholesale
225.0,Year,2016,E07000092,,,Enterprise,47,47 : Retail
125.0,Year,2016,E07000092,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
160.0,Year,2016,E07000092,,,Enterprise,55-56,55-56 : Accommodation & food services
450.0,Year,2016,E07000092,,,Enterprise,58-63,58-63 : Information & communication
60.0,Year,2016,E07000092,,,Enterprise,64-66,64-66 : Finance & insurance
85.0,Year,2016,E07000092,,,Enterprise,68,68 : Property
635.0,Year,2016,E07000092,,,Enterprise,69-75,"69-75 : Professional, scientific & technical"
340.0,Year,2016,E07000092,,,Enterprise,77-82,77-82 : Business administration & support services
0.0,Year,2016,E07000092,,,Enterprise,84,84 : Public administration & defence
60.0,Year,2016,E07000092,,,Enterprise,85,85 : Education
120.0,Year,2016,E07000092,,,Enterprise,86-88,86-88 : Health
180.0,Year,2016,E07000092,,,Enterprise,90-99,"90-99 : Arts, entertainment, recreation & other"
3370.0,Year,2016,E07000092,,,Enterprise,Total,Total
310.0,Year,2016,E07000093,,,Enterprise,01-03,"01-03 : Agriculture, forestry & fishing"
385.0,Year,2016,E07000093,,,Enterprise,05-39,05-39 : Production
795.0,Year,2016,E07000093,,,Enterprise,41-43,41-43 : Construction
205.0,Year,2016,E07000093,,,Enterprise,45,45 : Motor trades
260.0,Year,2016,E07000093,,,Enterprise,46,46 : Wholesale
320.0,Year,2016,E07000093,,,Enterprise,47,47 : Retail
255.0,Year,2016,E07000093,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
235.0,Year,2016,E07000093,,,Enterprise,55-56,55-56 : Accommodation & food services
565.0,Year,2016,E07000093,,,Enterprise,58-63,58-63 : Information & communication
125.0,Year,2016,E07000093,,,Enterprise,64-66,64-66 : Finance & insurance
220.0,Year,2016,E07000093,,,Enterprise,68,68 : Property
1245.0,Year,2016,E07000093,,,Enterprise,69-75,"69-75 : Professional, scientific & technical"
480.0,Year,2016,E07000093,,,Enterprise,77-82,77-82 : Business administration & support services
25.0,Year,2016,E07000093,,,Enterprise,84,84 : Public administration & defence
105.0,Year,2016,E07000093,,,Enterprise,85,85 : Education
255.0,Year,2016,E07000093,,,Enterprise,86-88,86-88 : Health
375.0,Year,2016,E07000093,,,Enterprise,90-99,"90-99 : Arts, entertainment, recreation & other"
6160.0,Year,2016,E07000093,,,Enterprise,Total,Total
435.0,Year,2016,E07000094,,,Enterprise,01-03,"01-03 : Agriculture, forestry & fishing"
335.0,Year,2016,E07000094,,,Enterprise,05-39,05-39 : Production
760.0,Year,2016,E07000094,,,Enterprise,41-43,41-43 : Construction
150.0,Year,2016,E07000094,,,Enterprise,45,45 : Motor trades
235.0,Year,2016,E07000094,,,Enterprise,46,46 : Wholesale
1010.0,Year,2016,E07000094,,,Enterprise,47,47 : Retail
135.0,Year,2016,E07000094,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
250.0,Year,2016,E07000094,,,Enterprise,55-56,55-56 : Accommodation & food services
685.0,Year,2016,E07000094,,,Enterprise,58-63,58-63 : Information & communication
130.0,Year,2016,E07000094,,,Enterprise,64-66,64-66 : Finance & insurance
280.0,Year,2016,E07000094,,,Enterprise,68,68 : Property
1710.0,Year,2016,E07000094,,,Enterprise,69-75,"69-75 : Professional, scientific & technical"
575.0,Year,2016,E07000094,,,Enterprise,77-82,77-82 : Business administration & support services
30.0,Year,2016,E07000094,,,Enterprise,84,84 : Public administration & defence
145.0,Year,2016,E07000094,,,Enterprise,85,85 : Education
255.0,Year,2016,E07000094,,,Enterprise,86-88,86-88 : Health
415.0,Year,2016,E07000094,,,Enterprise,90-99,"90-99 : Arts, entertainment, recreation & other"
7535.0,Year,2016,E07000094,,,Enterprise,Total,Total
2275.0,Year,2016,E10000016,,,Enterprise,01-03,"01-03 : Agriculture, forestry & fishing"
3330.0,Year,2016,E10000016,,,Enterprise,05-39,05-39 : Production
9605.0,Year,2016,E10000016,,,Enterprise,41-43,41-43 : Construction
1815.0,Year,2016,E10000016,,,Enterprise,45,45 : Motor trades
2515.0,Year,2016,E10000016,,,Enterprise,46,46 : Wholesale
4080.0,Year,2016,E10000016,,,Enterprise,47,47 : Retail
2365.0,Year,2016,E10000016,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
3415.0,Year,2016,E10000016,,,Enterprise,55-56,55-56 : Accommodation & food services
4400.0,Year,2016,E10000016,,,Enterprise,58-63,58-63 : Information & communication
1295.0,Year,2016,E10000016,,,Enterprise,64-66,64-66 : Finance & insurance
1855.0,Year,2016,E10000016,,,Enterprise,68,68 : Property
10935.0,Year,2016,E10000016,,,Enterprise,69-75,"69-75 : Professional, scientific & technical"
5330.0,Year,2016,E10000016,,,Enterprise,77-82,77-82 : Business administration & support services
255.0,Year,2016,E10000016,,,Enterprise,84,84 : Public administration & defence
1120.0,Year,2016,E10000016,,,Enterprise,85,85 : Education
2685.0,Year,2016,E10000016,,,Enterprise,86-88,86-88 : Health
3660.0,Year,2016,E10000016,,,Enterprise,90-99,"90-99 : Arts, entertainment, recreation & other"
60935.0,Year,2016,E10000016,,,Enterprise,Total,Total
410.0,Year,2016,E07000105,,,Enterprise,01-03,"01-03 : Agriculture, forestry & fishing"
355.0,Year,2016,E07000105,,,Enterprise,05-39,05-39 : Production
805.0,Year,2016,E07000105,,,Enterprise,41-43,41-43 : Construction
160.0,Year,2016,E07000105,,,Enterprise,45,45 : Motor trades
370.0,Year,2016,E07000105,,,Enterprise,46,46 : Wholesale
365.0,Year,2016,E07000105,,,Enterprise,47,47 : Retail
165.0,Year,2016,E07000105,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
245.0,Year,2016,E07000105,,,Enterprise,55-56,55-56 : Accommodation & food services
395.0,Year,2016,E07000105,,,Enterprise,58-63,58-63 : Information & communication
335.0,Year,2016,E07000105,,,Enterprise,64-66,64-66 : Finance & insurance
195.0,Year,2016,E07000105,,,Enterprise,68,68 : Property
1005.0,Year,2016,E07000105,,,Enterprise,69-75,"69-75 : Professional, scientific & technical"
520.0,Year,2016,E07000105,,,Enterprise,77-82,77-82 : Business administration & support services
35.0,Year,2016,E07000105,,,Enterprise,84,84 : Public administration & defence
90.0,Year,2016,E07000105,,,Enterprise,85,85 : Education
255.0,Year,2016,E07000105,,,Enterprise,86-88,86-88 : Health
315.0,Year,2016,E07000105,,,Enterprise,90-99,"90-99 : Arts, entertainment, recreation & other"
6020.0,Year,2016,E07000105,,,Enterprise,Total,Total
180.0,Year,2016,E07000106,,,Enterprise,01-03,"01-03 : Agriculture, forestry & fishing"
250.0,Year,2016,E07000106,,,Enterprise,05-39,05-39 : Production
750.0,Year,2016,E07000106,,,Enterprise,41-43,41-43 : Construction
160.0,Year,2016,E07000106,,,Enterprise,45,45 : Motor trades
200.0,Year,2016,E07000106,,,Enterprise,46,46 : Wholesale
460.0,Year,2016,E07000106,,,Enterprise,47,47 : Retail
140.0,Year,2016,E07000106,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
400.0,Year,2016,E07000106,,,Enterprise,55-56,55-56 : Accommodation & food services
335.0,Year,2016,E07000106,,,Enterprise,58-63,58-63 : Information & communication
80.0,Year,2016,E07000106,,,Enterprise,64-66,64-66 : Finance & insurance
190.0,Year,2016,E07000106,,,Enterprise,68,68 : Property
945.0,Year,2016,E07000106,,,Enterprise,69-75,"69-75 : Professional, scientific & technical"
425.0,Year,2016,E07000106,,,Enterprise,77-82,77-82 : Business administration & support services
15.0,Year,2016,E07000106,,,Enterprise,84,84 : Public administration & defence
120.0,Year,2016,E07000106,,,Enterprise,85,85 : Education
285.0,Year,2016,E07000106,,,Enterprise,86-88,86-88 : Health
395.0,Year,2016,E07000106,,,Enterprise,90-99,"90-99 : Arts, entertainment, recreation & other"
5330.0,Year,2016,E07000106,,,Enterprise,Total,Total
25.0,Year,2016,E07000107,,,Enterprise,01-03,"01-03 : Agriculture, forestry & fishing"
250.0,Year,2016,E07000107,,,Enterprise,05-39,05-39 : Production
805.0,Year,2016,E07000107,,,Enterprise,41-43,41-43 : Construction
125.0,Year,2016,E07000107,,,Enterprise,45,45 : Motor trades
170.0,Year,2016,E07000107,,,Enterprise,46,46 : Wholesale
245.0,Year,2016,E07000107,,,Enterprise,47,47 : Retail
250.0,Year,2016,E07000107,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
185.0,Year,2016,E07000107,,,Enterprise,55-56,55-56 : Accommodation & food services
390.0,Year,2016,E07000107,,,Enterprise,58-63,58-63 : Information & communication
75.0,Year,2016,E07000107,,,Enterprise,64-66,64-66 : Finance & insurance
100.0,Year,2016,E07000107,,,Enterprise,68,68 : Property
775.0,Year,2016,E07000107,,,Enterprise,69-75,"69-75 : Professional, scientific & technical"
355.0,Year,2016,E07000107,,,Enterprise,77-82,77-82 : Business administration & support services
5.0,Year,2016,E07000107,,,Enterprise,84,84 : Public administration & defence
65.0,Year,2016,E07000107,,,Enterprise,85,85 : Education
210.0,Year,2016,E07000107,,,Enterprise,86-88,86-88 : Health
180.0,Year,2016,E07000107,,,Enterprise,90-99,"90-99 : Arts, entertainment, recreation & other"
4210.0,Year,2016,E07000107,,,Enterprise,Total,Total
195.0,Year,2016,E07000108,,,Enterprise,01-03,"01-03 : Agriculture, forestry & fishing"
190.0,Year,2016,E07000108,,,Enterprise,05-39,05-39 : Production
535.0,Year,2016,E07000108,,,Enterprise,41-43,41-43 : Construction
115.0,Year,2016,E07000108,,,Enterprise,45,45 : Motor trades
115.0,Year,2016,E07000108,,,Enterprise,46,46 : Wholesale
280.0,Year,2016,E07000108,,,Enterprise,47,47 : Retail
165.0,Year,2016,E07000108,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
275.0,Year,2016,E07000108,,,Enterprise,55-56,55-56 : Accommodation & food services
165.0,Year,2016,E07000108,,,Enterprise,58-63,58-63 : Information & communication
35.0,Year,2016,E07000108,,,Enterprise,64-66,64-66 : Finance & insurance
70.0,Year,2016,E07000108,,,Enterprise,68,68 : Property
490.0,Year,2016,E07000108,,,Enterprise,69-75,"69-75 : Professional, scientific & technical"
240.0,Year,2016,E07000108,,,Enterprise,77-82,77-82 : Business administration & support services
40.0,Year,2016,E07000108,,,Enterprise,84,84 : Public administration & defence
80.0,Year,2016,E07000108,,,Enterprise,85,85 : Education
170.0,Year,2016,E07000108,,,Enterprise,86-88,86-88 : Health
220.0,Year,2016,E07000108,,,Enterprise,90-99,"90-99 : Arts, entertainment, recreation & other"
3380.0,Year,2016,E07000108,,,Enterprise,Total,Total
40.0,Year,2016,E07000109,,,Enterprise,01-03,"01-03 : Agriculture, forestry & fishing"
200.0,Year,2016,E07000109,,,Enterprise,05-39,05-39 : Production
790.0,Year,2016,E07000109,,,Enterprise,41-43,41-43 : Construction
115.0,Year,2016,E07000109,,,Enterprise,45,45 : Motor trades
100.0,Year,2016,E07000109,,,Enterprise,46,46 : Wholesale
250.0,Year,2016,E07000109,,,Enterprise,47,47 : Retail
350.0,Year,2016,E07000109,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
220.0,Year,2016,E07000109,,,Enterprise,55-56,55-56 : Accommodation & food services
245.0,Year,2016,E07000109,,,Enterprise,58-63,58-63 : Information & communication
40.0,Year,2016,E07000109,,,Enterprise,64-66,64-66 : Finance & insurance
95.0,Year,2016,E07000109,,,Enterprise,68,68 : Property
560.0,Year,2016,E07000109,,,Enterprise,69-75,"69-75 : Professional, scientific & technical"
360.0,Year,2016,E07000109,,,Enterprise,77-82,77-82 : Business administration & support services
5.0,Year,2016,E07000109,,,Enterprise,84,84 : Public administration & defence
75.0,Year,2016,E07000109,,,Enterprise,85,85 : Education
185.0,Year,2016,E07000109,,,Enterprise,86-88,86-88 : Health
210.0,Year,2016,E07000109,,,Enterprise,90-99,"90-99 : Arts, entertainment, recreation & other"
3840.0,Year,2016,E07000109,,,Enterprise,Total,Total
305.0,Year,2016,E07000110,,,Enterprise,01-03,"01-03 : Agriculture, forestry & fishing"
400.0,Year,2016,E07000110,,,Enterprise,05-39,05-39 : Production
1275.0,Year,2016,E07000110,,,Enterprise,41-43,41-43 : Construction
240.0,Year,2016,E07000110,,,Enterprise,45,45 : Motor trades
305.0,Year,2016,E07000110,,,Enterprise,46,46 : Wholesale
400.0,Year,2016,E07000110,,,Enterprise,47,47 : Retail
355.0,Year,2016,E07000110,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
300.0,Year,2016,E07000110,,,Enterprise,55-56,55-56 : Accommodation & food services
470.0,Year,2016,E07000110,,,Enterprise,58-63,58-63 : Information & communication
125.0,Year,2016,E07000110,,,Enterprise,64-66,64-66 : Finance & insurance
220.0,Year,2016,E07000110,,,Enterprise,68,68 : Property
1265.0,Year,2016,E07000110,,,Enterprise,69-75,"69-75 : Professional, scientific & technical"
650.0,Year,2016,E07000110,,,Enterprise,77-82,77-82 : Business administration & support services
30.0,Year,2016,E07000110,,,Enterprise,84,84 : Public administration & defence
120.0,Year,2016,E07000110,,,Enterprise,85,85 : Education
315.0,Year,2016,E07000110,,,Enterprise,86-88,86-88 : Health
420.0,Year,2016,E07000110,,,Enterprise,90-99,"90-99 : Arts, entertainment, recreation & other"
7195.0,Year,2016,E07000110,,,Enterprise,Total,Total
200.0,Year,2016,E07000111,,,Enterprise,01-03,"01-03 : Agriculture, forestry & fishing"
335.0,Year,2016,E07000111,,,Enterprise,05-39,05-39 : Production
970.0,Year,2016,E07000111,,,Enterprise,41-43,41-43 : Construction
195.0,Year,2016,E07000111,,,Enterprise,45,45 : Motor trades
360.0,Year,2016,E07000111,,,Enterprise,46,46 : Wholesale
365.0,Year,2016,E07000111,,,Enterprise,47,47 : Retail
145.0,Year,2016,E07000111,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
260.0,Year,2016,E07000111,,,Enterprise,55-56,55-56 : Accommodation & food services
625.0,Year,2016,E07000111,,,Enterprise,58-63,58-63 : Information & communication
165.0,Year,2016,E07000111,,,Enterprise,64-66,64-66 : Finance & insurance
255.0,Year,2016,E07000111,,,Enterprise,68,68 : Property
1365.0,Year,2016,E07000111,,,Enterprise,69-75,"69-75 : Professional, scientific & technical"
645.0,Year,2016,E07000111,,,Enterprise,77-82,77-82 : Business administration & support services
30.0,Year,2016,E07000111,,,Enterprise,84,84 : Public administration & defence
110.0,Year,2016,E07000111,,,Enterprise,85,85 : Education
215.0,Year,2016,E07000111,,,Enterprise,86-88,86-88 : Health
400.0,Year,2016,E07000111,,,Enterprise,90-99,"90-99 : Arts, entertainment, recreation & other"
6640.0,Year,2016,E07000111,,,Enterprise,Total,Total
200.0,Year,2016,E07000112,,,Enterprise,01-03,"01-03 : Agriculture, forestry & fishing"
175.0,Year,2016,E07000112,,,Enterprise,05-39,05-39 : Production
595.0,Year,2016,E07000112,,,Enterprise,41-43,41-43 : Construction
125.0,Year,2016,E07000112,,,Enterprise,45,45 : Motor trades
105.0,Year,2016,E07000112,,,Enterprise,46,46 : Wholesale
300.0,Year,2016,E07000112,,,Enterprise,47,47 : Retail
135.0,Year,2016,E07000112,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
330.0,Year,2016,E07000112,,,Enterprise,55-56,55-56 : Accommodation & food services
200.0,Year,2016,E07000112,,,Enterprise,58-63,58-63 : Information & communication
45.0,Year,2016,E07000112,,,Enterprise,64-66,64-66 : Finance & insurance
125.0,Year,2016,E07000112,,,Enterprise,68,68 : Property
630.0,Year,2016,E07000112,,,Enterprise,69-75,"69-75 : Professional, scientific & technical"
295.0,Year,2016,E07000112,,,Enterprise,77-82,77-82 : Business administration & support services
15.0,Year,2016,E07000112,,,Enterprise,84,84 : Public administration & defence
70.0,Year,2016,E07000112,,,Enterprise,85,85 : Education
180.0,Year,2016,E07000112,,,Enterprise,86-88,86-88 : Health
235.0,Year,2016,E07000112,,,Enterprise,90-99,"90-99 : Arts, entertainment, recreation & other"
3760.0,Year,2016,E07000112,,,Enterprise,Total,Total
225.0,Year,2016,E07000113,,,Enterprise,01-03,"01-03 : Agriculture, forestry & fishing"
350.0,Year,2016,E07000113,,,Enterprise,05-39,05-39 : Production
915.0,Year,2016,E07000113,,,Enterprise,41-43,41-43 : Construction
175.0,Year,2016,E07000113,,,Enterprise,45,45 : Motor trades
175.0,Year,2016,E07000113,,,Enterprise,46,46 : Wholesale
305.0,Year,2016,E07000113,,,Enterprise,47,47 : Retail
260.0,Year,2016,E07000113,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
315.0,Year,2016,E07000113,,,Enterprise,55-56,55-56 : Accommodation & food services
250.0,Year,2016,E07000113,,,Enterprise,58-63,58-63 : Information & communication
60.0,Year,2016,E07000113,,,Enterprise,64-66,64-66 : Finance & insurance
125.0,Year,2016,E07000113,,,Enterprise,68,68 : Property
700.0,Year,2016,E07000113,,,Enterprise,69-75,"69-75 : Professional, scientific & technical"
375.0,Year,2016,E07000113,,,Enterprise,77-82,77-82 : Business administration & support services
25.0,Year,2016,E07000113,,,Enterprise,84,84 : Public administration & defence
80.0,Year,2016,E07000113,,,Enterprise,85,85 : Education
215.0,Year,2016,E07000113,,,Enterprise,86-88,86-88 : Health
295.0,Year,2016,E07000113,,,Enterprise,90-99,"90-99 : Arts, entertainment, recreation & other"
4845.0,Year,2016,E07000113,,,Enterprise,Total,Total
70.0,Year,2016,E07000114,,,Enterprise,01-03,"01-03 : Agriculture, forestry & fishing"
260.0,Year,2016,E07000114,,,Enterprise,05-39,05-39 : Production
630.0,Year,2016,E07000114,,,Enterprise,41-43,41-43 : Construction
125.0,Year,2016,E07000114,,,Enterprise,45,45 : Motor trades
120.0,Year,2016,E07000114,,,Enterprise,46,46 : Wholesale
380.0,Year,2016,E07000114,,,Enterprise,47,47 : Retail
125.0,Year,2016,E07000114,,,Enterprise,49-53,49-53 : Transport & Storage (inc. postal)
380.0,Year,2016,E07000114,,,Enterprise,55-56,55-56 : Accommodation & food services
210.0,Year,2016,E07000114,,,Enterprise,58-63,58-63 : Information & communication
55.0,Year,2016,E07000114,,,Enterprise,64-66,64-66 : Finance & insurance
115.0,Year,2016,E07000114,,,Enterprise,68,68 : Property
