V4_0,Time_codelist,Time,Geography_codelist,Geography,Entity Type_codelist,Entity Type,Legal status_codelist,Legal status,Size Band_codelist,Size Band
4365.0,Year,2017,E92000001,,,Enterprise,6,6 - Local Authority,,0-49
1080.0,Year,2017,E92000001,,,Enterprise,6,6 - Local Authority,,50-99
530.0,Year,2017,E92000001,,,Enterprise,6,6 - Local Authority,,100-249
235.0,Year,2017,E92000001,,,Enterprise,6,6 - Local Authority,,250-499
185.0,Year,2017,E92000001,,,Enterprise,6,6 - Local Authority,,500-999
270.0,Year,2017,E92000001,,,Enterprise,6,6 - Local Authority,,1000-1999
420.0,Year,2017,E92000001,,,Enterprise,6,6 - Local Authority,,2000-4999
195.0,Year,2017,E92000001,,,Enterprise,6,6 - Local Authority,,5000-9999
195.0,Year,2017,E92000001,,,Enterprise,6,6 - Local Authority,,10000-49999
95.0,Year,2017,E92000001,,,Enterprise,6,6 - Local Authority,,50000+
7570.0,Year,2017,E92000001,,,Enterprise,6,6 - Local Authority,,Total
18865.0,Year,2017,E92000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,0-49
10640.0,Year,2017,E92000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,50-99
18790.0,Year,2017,E92000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,100-249
10275.0,Year,2017,E92000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,250-499
6335.0,Year,2017,E92000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,500-999
3375.0,Year,2017,E92000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,1000-1999
2460.0,Year,2017,E92000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,2000-4999
985.0,Year,2017,E92000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,5000-9999
880.0,Year,2017,E92000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,10000-49999
245.0,Year,2017,E92000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,50000+
72850.0,Year,2017,E92000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,Total
388305.0,Year,2017,E92000001,,,Enterprise,Total,Total,,0-49
561685.0,Year,2017,E92000001,,,Enterprise,Total,Total,,50-99
722205.0,Year,2017,E92000001,,,Enterprise,Total,Total,,100-249
277875.0,Year,2017,E92000001,,,Enterprise,Total,Total,,250-499
161515.0,Year,2017,E92000001,,,Enterprise,Total,Total,,500-999
93410.0,Year,2017,E92000001,,,Enterprise,Total,Total,,1000-1999
64050.0,Year,2017,E92000001,,,Enterprise,Total,Total,,2000-4999
24235.0,Year,2017,E92000001,,,Enterprise,Total,Total,,5000-9999
20845.0,Year,2017,E92000001,,,Enterprise,Total,Total,,10000-49999
6755.0,Year,2017,E92000001,,,Enterprise,Total,Total,,50000+
2320880.0,Year,2017,E92000001,,,Enterprise,Total,Total,,Total
5685.0,Year,2017,E12000001,,,Enterprise,1,1 - Company (incl. Building Society),,0-49
12030.0,Year,2017,E12000001,,,Enterprise,1,1 - Company (incl. Building Society),,50-99
14095.0,Year,2017,E12000001,,,Enterprise,1,1 - Company (incl. Building Society),,100-249
5090.0,Year,2017,E12000001,,,Enterprise,1,1 - Company (incl. Building Society),,250-499
3380.0,Year,2017,E12000001,,,Enterprise,1,1 - Company (incl. Building Society),,500-999
2080.0,Year,2017,E12000001,,,Enterprise,1,1 - Company (incl. Building Society),,1000-1999
1520.0,Year,2017,E12000001,,,Enterprise,1,1 - Company (incl. Building Society),,2000-4999
605.0,Year,2017,E12000001,,,Enterprise,1,1 - Company (incl. Building Society),,5000-9999
540.0,Year,2017,E12000001,,,Enterprise,1,1 - Company (incl. Building Society),,10000-49999
150.0,Year,2017,E12000001,,,Enterprise,1,1 - Company (incl. Building Society),,50000+
45175.0,Year,2017,E12000001,,,Enterprise,1,1 - Company (incl. Building Society),,Total
2805.0,Year,2017,E12000001,,,Enterprise,2,2 - Sole Proprietor,,0-49
3720.0,Year,2017,E12000001,,,Enterprise,2,2 - Sole Proprietor,,50-99
5275.0,Year,2017,E12000001,,,Enterprise,2,2 - Sole Proprietor,,100-249
2055.0,Year,2017,E12000001,,,Enterprise,2,2 - Sole Proprietor,,250-499
545.0,Year,2017,E12000001,,,Enterprise,2,2 - Sole Proprietor,,500-999
125.0,Year,2017,E12000001,,,Enterprise,2,2 - Sole Proprietor,,1000-1999
45.0,Year,2017,E12000001,,,Enterprise,2,2 - Sole Proprietor,,2000-4999
5.0,Year,2017,E12000001,,,Enterprise,2,2 - Sole Proprietor,,5000-9999
0.0,Year,2017,E12000001,,,Enterprise,2,2 - Sole Proprietor,,10000-49999
0.0,Year,2017,E12000001,,,Enterprise,2,2 - Sole Proprietor,,50000+
14575.0,Year,2017,E12000001,,,Enterprise,2,2 - Sole Proprietor,,Total
1080.0,Year,2017,E12000001,,,Enterprise,3,3 - Partnership,,0-49
1145.0,Year,2017,E12000001,,,Enterprise,3,3 - Partnership,,50-99
2325.0,Year,2017,E12000001,,,Enterprise,3,3 - Partnership,,100-249
1335.0,Year,2017,E12000001,,,Enterprise,3,3 - Partnership,,250-499
665.0,Year,2017,E12000001,,,Enterprise,3,3 - Partnership,,500-999
320.0,Year,2017,E12000001,,,Enterprise,3,3 - Partnership,,1000-1999
135.0,Year,2017,E12000001,,,Enterprise,3,3 - Partnership,,2000-4999
10.0,Year,2017,E12000001,,,Enterprise,3,3 - Partnership,,5000-9999
5.0,Year,2017,E12000001,,,Enterprise,3,3 - Partnership,,10000-49999
0.0,Year,2017,E12000001,,,Enterprise,3,3 - Partnership,,50000+
7020.0,Year,2017,E12000001,,,Enterprise,3,3 - Partnership,,Total
0.0,Year,2017,E12000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,0-49
0.0,Year,2017,E12000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,50-99
0.0,Year,2017,E12000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,100-249
0.0,Year,2017,E12000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,250-499
0.0,Year,2017,E12000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,500-999
5.0,Year,2017,E12000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,1000-1999
0.0,Year,2017,E12000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,2000-4999
0.0,Year,2017,E12000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,5000-9999
10.0,Year,2017,E12000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,10000-49999
0.0,Year,2017,E12000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,50000+
15.0,Year,2017,E12000001,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,Total
10.0,Year,2017,E12000001,,,Enterprise,5,5 - Central Government,,0-49
0.0,Year,2017,E12000001,,,Enterprise,5,5 - Central Government,,50-99
10.0,Year,2017,E12000001,,,Enterprise,5,5 - Central Government,,100-249
5.0,Year,2017,E12000001,,,Enterprise,5,5 - Central Government,,250-499
15.0,Year,2017,E12000001,,,Enterprise,5,5 - Central Government,,500-999
30.0,Year,2017,E12000001,,,Enterprise,5,5 - Central Government,,1000-1999
40.0,Year,2017,E12000001,,,Enterprise,5,5 - Central Government,,2000-4999
40.0,Year,2017,E12000001,,,Enterprise,5,5 - Central Government,,5000-9999
15.0,Year,2017,E12000001,,,Enterprise,5,5 - Central Government,,10000-49999
15.0,Year,2017,E12000001,,,Enterprise,5,5 - Central Government,,50000+
180.0,Year,2017,E12000001,,,Enterprise,5,5 - Central Government,,Total
135.0,Year,2017,E12000001,,,Enterprise,6,6 - Local Authority,,0-49
40.0,Year,2017,E12000001,,,Enterprise,6,6 - Local Authority,,50-99
20.0,Year,2017,E12000001,,,Enterprise,6,6 - Local Authority,,100-249
10.0,Year,2017,E12000001,,,Enterprise,6,6 - Local Authority,,250-499
0.0,Year,2017,E12000001,,,Enterprise,6,6 - Local Authority,,500-999
0.0,Year,2017,E12000001,,,Enterprise,6,6 - Local Authority,,1000-1999
5.0,Year,2017,E12000001,,,Enterprise,6,6 - Local Authority,,2000-4999
5.0,Year,2017,E12000001,,,Enterprise,6,6 - Local Authority,,5000-9999
10.0,Year,2017,E12000001,,,Enterprise,6,6 - Local Authority,,10000-49999
10.0,Year,2017,E12000001,,,Enterprise,6,6 - Local Authority,,50000+
235.0,Year,2017,E12000001,,,Enterprise,6,6 - Local Authority,,Total
420.0,Year,2017,E12000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,0-49
400.0,Year,2017,E12000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,50-99
705.0,Year,2017,E12000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,100-249
520.0,Year,2017,E12000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,250-499
300.0,Year,2017,E12000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,500-999
125.0,Year,2017,E12000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,1000-1999
80.0,Year,2017,E12000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,2000-4999
45.0,Year,2017,E12000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,5000-9999
25.0,Year,2017,E12000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,10000-49999
10.0,Year,2017,E12000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,50000+
2630.0,Year,2017,E12000001,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,Total
10135.0,Year,2017,E12000001,,,Enterprise,Total,Total,,0-49
17335.0,Year,2017,E12000001,,,Enterprise,Total,Total,,50-99
22430.0,Year,2017,E12000001,,,Enterprise,Total,Total,,100-249
9015.0,Year,2017,E12000001,,,Enterprise,Total,Total,,250-499
4905.0,Year,2017,E12000001,,,Enterprise,Total,Total,,500-999
2685.0,Year,2017,E12000001,,,Enterprise,Total,Total,,1000-1999
1825.0,Year,2017,E12000001,,,Enterprise,Total,Total,,2000-4999
710.0,Year,2017,E12000001,,,Enterprise,Total,Total,,5000-9999
605.0,Year,2017,E12000001,,,Enterprise,Total,Total,,10000-49999
185.0,Year,2017,E12000001,,,Enterprise,Total,Total,,50000+
69830.0,Year,2017,E12000001,,,Enterprise,Total,Total,,Total
26055.0,Year,2017,E12000002,,,Enterprise,1,1 - Company (incl. Building Society),,0-49
50420.0,Year,2017,E12000002,,,Enterprise,1,1 - Company (incl. Building Society),,50-99
55415.0,Year,2017,E12000002,,,Enterprise,1,1 - Company (incl. Building Society),,100-249
20600.0,Year,2017,E12000002,,,Enterprise,1,1 - Company (incl. Building Society),,250-499
14040.0,Year,2017,E12000002,,,Enterprise,1,1 - Company (incl. Building Society),,500-999
8505.0,Year,2017,E12000002,,,Enterprise,1,1 - Company (incl. Building Society),,1000-1999
6380.0,Year,2017,E12000002,,,Enterprise,1,1 - Company (incl. Building Society),,2000-4999
2520.0,Year,2017,E12000002,,,Enterprise,1,1 - Company (incl. Building Society),,5000-9999
2110.0,Year,2017,E12000002,,,Enterprise,1,1 - Company (incl. Building Society),,10000-49999
590.0,Year,2017,E12000002,,,Enterprise,1,1 - Company (incl. Building Society),,50000+
186635.0,Year,2017,E12000002,,,Enterprise,1,1 - Company (incl. Building Society),,Total
9560.0,Year,2017,E12000002,,,Enterprise,2,2 - Sole Proprietor,,0-49
10845.0,Year,2017,E12000002,,,Enterprise,2,2 - Sole Proprietor,,50-99
14655.0,Year,2017,E12000002,,,Enterprise,2,2 - Sole Proprietor,,100-249
5735.0,Year,2017,E12000002,,,Enterprise,2,2 - Sole Proprietor,,250-499
1630.0,Year,2017,E12000002,,,Enterprise,2,2 - Sole Proprietor,,500-999
430.0,Year,2017,E12000002,,,Enterprise,2,2 - Sole Proprietor,,1000-1999
115.0,Year,2017,E12000002,,,Enterprise,2,2 - Sole Proprietor,,2000-4999
10.0,Year,2017,E12000002,,,Enterprise,2,2 - Sole Proprietor,,5000-9999
0.0,Year,2017,E12000002,,,Enterprise,2,2 - Sole Proprietor,,10000-49999
0.0,Year,2017,E12000002,,,Enterprise,2,2 - Sole Proprietor,,50000+
42980.0,Year,2017,E12000002,,,Enterprise,2,2 - Sole Proprietor,,Total
3830.0,Year,2017,E12000002,,,Enterprise,3,3 - Partnership,,0-49
3450.0,Year,2017,E12000002,,,Enterprise,3,3 - Partnership,,50-99
6315.0,Year,2017,E12000002,,,Enterprise,3,3 - Partnership,,100-249
3425.0,Year,2017,E12000002,,,Enterprise,3,3 - Partnership,,250-499
1810.0,Year,2017,E12000002,,,Enterprise,3,3 - Partnership,,500-999
970.0,Year,2017,E12000002,,,Enterprise,3,3 - Partnership,,1000-1999
310.0,Year,2017,E12000002,,,Enterprise,3,3 - Partnership,,2000-4999
50.0,Year,2017,E12000002,,,Enterprise,3,3 - Partnership,,5000-9999
35.0,Year,2017,E12000002,,,Enterprise,3,3 - Partnership,,10000-49999
5.0,Year,2017,E12000002,,,Enterprise,3,3 - Partnership,,50000+
20200.0,Year,2017,E12000002,,,Enterprise,3,3 - Partnership,,Total
0.0,Year,2017,E12000002,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,0-49
0.0,Year,2017,E12000002,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,50-99
0.0,Year,2017,E12000002,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,100-249
0.0,Year,2017,E12000002,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,250-499
0.0,Year,2017,E12000002,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,500-999
0.0,Year,2017,E12000002,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,1000-1999
0.0,Year,2017,E12000002,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,2000-4999
0.0,Year,2017,E12000002,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,5000-9999
10.0,Year,2017,E12000002,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,10000-49999
5.0,Year,2017,E12000002,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,50000+
15.0,Year,2017,E12000002,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,Total
20.0,Year,2017,E12000002,,,Enterprise,5,5 - Central Government,,0-49
10.0,Year,2017,E12000002,,,Enterprise,5,5 - Central Government,,50-99
25.0,Year,2017,E12000002,,,Enterprise,5,5 - Central Government,,100-249
10.0,Year,2017,E12000002,,,Enterprise,5,5 - Central Government,,250-499
25.0,Year,2017,E12000002,,,Enterprise,5,5 - Central Government,,500-999
55.0,Year,2017,E12000002,,,Enterprise,5,5 - Central Government,,1000-1999
115.0,Year,2017,E12000002,,,Enterprise,5,5 - Central Government,,2000-4999
90.0,Year,2017,E12000002,,,Enterprise,5,5 - Central Government,,5000-9999
20.0,Year,2017,E12000002,,,Enterprise,5,5 - Central Government,,10000-49999
45.0,Year,2017,E12000002,,,Enterprise,5,5 - Central Government,,50000+
415.0,Year,2017,E12000002,,,Enterprise,5,5 - Central Government,,Total
365.0,Year,2017,E12000002,,,Enterprise,6,6 - Local Authority,,0-49
80.0,Year,2017,E12000002,,,Enterprise,6,6 - Local Authority,,50-99
35.0,Year,2017,E12000002,,,Enterprise,6,6 - Local Authority,,100-249
10.0,Year,2017,E12000002,,,Enterprise,6,6 - Local Authority,,250-499
25.0,Year,2017,E12000002,,,Enterprise,6,6 - Local Authority,,500-999
35.0,Year,2017,E12000002,,,Enterprise,6,6 - Local Authority,,1000-1999
30.0,Year,2017,E12000002,,,Enterprise,6,6 - Local Authority,,2000-4999
30.0,Year,2017,E12000002,,,Enterprise,6,6 - Local Authority,,5000-9999
20.0,Year,2017,E12000002,,,Enterprise,6,6 - Local Authority,,10000-49999
20.0,Year,2017,E12000002,,,Enterprise,6,6 - Local Authority,,50000+
650.0,Year,2017,E12000002,,,Enterprise,6,6 - Local Authority,,Total
3635.0,Year,2017,E12000002,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,0-49
1150.0,Year,2017,E12000002,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,50-99
1725.0,Year,2017,E12000002,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,100-249
1160.0,Year,2017,E12000002,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,250-499
665.0,Year,2017,E12000002,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,500-999
355.0,Year,2017,E12000002,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,1000-1999
275.0,Year,2017,E12000002,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,2000-4999
90.0,Year,2017,E12000002,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,5000-9999
85.0,Year,2017,E12000002,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,10000-49999
25.0,Year,2017,E12000002,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,50000+
9165.0,Year,2017,E12000002,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,Total
43465.0,Year,2017,E12000002,,,Enterprise,Total,Total,,0-49
65955.0,Year,2017,E12000002,,,Enterprise,Total,Total,,50-99
78170.0,Year,2017,E12000002,,,Enterprise,Total,Total,,100-249
30940.0,Year,2017,E12000002,,,Enterprise,Total,Total,,250-499
18195.0,Year,2017,E12000002,,,Enterprise,Total,Total,,500-999
10350.0,Year,2017,E12000002,,,Enterprise,Total,Total,,1000-1999
7225.0,Year,2017,E12000002,,,Enterprise,Total,Total,,2000-4999
2790.0,Year,2017,E12000002,,,Enterprise,Total,Total,,5000-9999
2280.0,Year,2017,E12000002,,,Enterprise,Total,Total,,10000-49999
690.0,Year,2017,E12000002,,,Enterprise,Total,Total,,50000+
260060.0,Year,2017,E12000002,,,Enterprise,Total,Total,,Total
18850.0,Year,2017,E12000003,,,Enterprise,1,1 - Company (incl. Building Society),,0-49
30085.0,Year,2017,E12000003,,,Enterprise,1,1 - Company (incl. Building Society),,50-99
36305.0,Year,2017,E12000003,,,Enterprise,1,1 - Company (incl. Building Society),,100-249
14600.0,Year,2017,E12000003,,,Enterprise,1,1 - Company (incl. Building Society),,250-499
9720.0,Year,2017,E12000003,,,Enterprise,1,1 - Company (incl. Building Society),,500-999
6310.0,Year,2017,E12000003,,,Enterprise,1,1 - Company (incl. Building Society),,1000-1999
4530.0,Year,2017,E12000003,,,Enterprise,1,1 - Company (incl. Building Society),,2000-4999
1795.0,Year,2017,E12000003,,,Enterprise,1,1 - Company (incl. Building Society),,5000-9999
1625.0,Year,2017,E12000003,,,Enterprise,1,1 - Company (incl. Building Society),,10000-49999
390.0,Year,2017,E12000003,,,Enterprise,1,1 - Company (incl. Building Society),,50000+
124210.0,Year,2017,E12000003,,,Enterprise,1,1 - Company (incl. Building Society),,Total
8495.0,Year,2017,E12000003,,,Enterprise,2,2 - Sole Proprietor,,0-49
9280.0,Year,2017,E12000003,,,Enterprise,2,2 - Sole Proprietor,,50-99
11910.0,Year,2017,E12000003,,,Enterprise,2,2 - Sole Proprietor,,100-249
4280.0,Year,2017,E12000003,,,Enterprise,2,2 - Sole Proprietor,,250-499
1195.0,Year,2017,E12000003,,,Enterprise,2,2 - Sole Proprietor,,500-999
300.0,Year,2017,E12000003,,,Enterprise,2,2 - Sole Proprietor,,1000-1999
80.0,Year,2017,E12000003,,,Enterprise,2,2 - Sole Proprietor,,2000-4999
10.0,Year,2017,E12000003,,,Enterprise,2,2 - Sole Proprietor,,5000-9999
0.0,Year,2017,E12000003,,,Enterprise,2,2 - Sole Proprietor,,10000-49999
0.0,Year,2017,E12000003,,,Enterprise,2,2 - Sole Proprietor,,50000+
35550.0,Year,2017,E12000003,,,Enterprise,2,2 - Sole Proprietor,,Total
3320.0,Year,2017,E12000003,,,Enterprise,3,3 - Partnership,,0-49
3100.0,Year,2017,E12000003,,,Enterprise,3,3 - Partnership,,50-99
6110.0,Year,2017,E12000003,,,Enterprise,3,3 - Partnership,,100-249
3035.0,Year,2017,E12000003,,,Enterprise,3,3 - Partnership,,250-499
1530.0,Year,2017,E12000003,,,Enterprise,3,3 - Partnership,,500-999
825.0,Year,2017,E12000003,,,Enterprise,3,3 - Partnership,,1000-1999
325.0,Year,2017,E12000003,,,Enterprise,3,3 - Partnership,,2000-4999
40.0,Year,2017,E12000003,,,Enterprise,3,3 - Partnership,,5000-9999
15.0,Year,2017,E12000003,,,Enterprise,3,3 - Partnership,,10000-49999
5.0,Year,2017,E12000003,,,Enterprise,3,3 - Partnership,,50000+
18305.0,Year,2017,E12000003,,,Enterprise,3,3 - Partnership,,Total
0.0,Year,2017,E12000003,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,0-49
0.0,Year,2017,E12000003,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,50-99
0.0,Year,2017,E12000003,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,100-249
0.0,Year,2017,E12000003,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,250-499
5.0,Year,2017,E12000003,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,500-999
0.0,Year,2017,E12000003,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,1000-1999
0.0,Year,2017,E12000003,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,2000-4999
0.0,Year,2017,E12000003,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,5000-9999
5.0,Year,2017,E12000003,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,10000-49999
0.0,Year,2017,E12000003,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,50000+
10.0,Year,2017,E12000003,,,Enterprise,4,4 - Public Corporation/Nationalised Body,,Total
10.0,Year,2017,E12000003,,,Enterprise,5,5 - Central Government,,0-49
10.0,Year,2017,E12000003,,,Enterprise,5,5 - Central Government,,50-99
15.0,Year,2017,E12000003,,,Enterprise,5,5 - Central Government,,100-249
5.0,Year,2017,E12000003,,,Enterprise,5,5 - Central Government,,250-499
20.0,Year,2017,E12000003,,,Enterprise,5,5 - Central Government,,500-999
85.0,Year,2017,E12000003,,,Enterprise,5,5 - Central Government,,1000-1999
95.0,Year,2017,E12000003,,,Enterprise,5,5 - Central Government,,2000-4999
55.0,Year,2017,E12000003,,,Enterprise,5,5 - Central Government,,5000-9999
30.0,Year,2017,E12000003,,,Enterprise,5,5 - Central Government,,10000-49999
25.0,Year,2017,E12000003,,,Enterprise,5,5 - Central Government,,50000+
350.0,Year,2017,E12000003,,,Enterprise,5,5 - Central Government,,Total
435.0,Year,2017,E12000003,,,Enterprise,6,6 - Local Authority,,0-49
100.0,Year,2017,E12000003,,,Enterprise,6,6 - Local Authority,,50-99
50.0,Year,2017,E12000003,,,Enterprise,6,6 - Local Authority,,100-249
15.0,Year,2017,E12000003,,,Enterprise,6,6 - Local Authority,,250-499
15.0,Year,2017,E12000003,,,Enterprise,6,6 - Local Authority,,500-999
10.0,Year,2017,E12000003,,,Enterprise,6,6 - Local Authority,,1000-1999
15.0,Year,2017,E12000003,,,Enterprise,6,6 - Local Authority,,2000-4999
5.0,Year,2017,E12000003,,,Enterprise,6,6 - Local Authority,,5000-9999
25.0,Year,2017,E12000003,,,Enterprise,6,6 - Local Authority,,10000-49999
5.0,Year,2017,E12000003,,,Enterprise,6,6 - Local Authority,,50000+
675.0,Year,2017,E12000003,,,Enterprise,6,6 - Local Authority,,Total
1470.0,Year,2017,E12000003,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,0-49
940.0,Year,2017,E12000003,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,50-99
1425.0,Year,2017,E12000003,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,100-249
1015.0,Year,2017,E12000003,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,250-499
605.0,Year,2017,E12000003,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,500-999
270.0,Year,2017,E12000003,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,1000-1999
165.0,Year,2017,E12000003,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,2000-4999
75.0,Year,2017,E12000003,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,5000-9999
50.0,Year,2017,E12000003,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,10000-49999
20.0,Year,2017,E12000003,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,50000+
6035.0,Year,2017,E12000003,,,Enterprise,7,7 - Non-profit Body or Mutual Association,,Total
32580.0,Year,2017,E12000003,,,Enterprise,Total,Total,,0-49
43515.0,Year,2017,E12000003,,,Enterprise,Total,Total,,50-99
55815.0,Year,2017,E12000003,,,Enterprise,Total,Total,,100-249
22950.0,Year,2017,E12000003,,,Enterprise,Total,Total,,250-499
13090.0,Year,2017,E12000003,,,Enterprise,Total,Total,,500-999
7800.0,Year,2017,E12000003,,,Enterprise,Total,Total,,1000-1999
5210.0,Year,2017,E12000003,,,Enterprise,Total,Total,,2000-4999
1980.0,Year,2017,E12000003,,,Enterprise,Total,Total,,5000-9999
1750.0,Year,2017,E12000003,,,Enterprise,Total,Total,,10000-49999
445.0,Year,2017,E12000003,,,Enterprise,Total,Total,,50000+
185135.0,Year,2017,E12000003,,,Enterprise,Total,Total,,Total
19625.0,Year,2017,E12000004,,,Enterprise,1,1 - Company (incl. Building Society),,0-49
29235.0,Year,2017,E12000004,,,Enterprise,1,1 - Company (incl. Building Society),,50-99
35760.0,Year,2017,E12000004,,,Enterprise,1,1 - Company (incl. Building Society),,100-249
14390.0,Year,2017,E12000004,,,Enterprise,1,1 - Company (incl. Building Society),,250-499
9400.0,Year,2017,E12000004,,,Enterprise,1,1 - Company (incl. Building Society),,500-999
5875.0,Year,2017,E12000004,,,Enterprise,1,1 - Company (incl. Building Society),,1000-1999
4335.0,Year,2017,E12000004,,,Enterprise,1,1 - Company (incl. Building Society),,2000-4999
1610.0,Year,2017,E12000004,,,Enterprise,1,1 - Company (incl. Building Society),,5000-9999
1400.0,Year,2017,E12000004,,,Enterprise,1,1 - Company (incl. Building Society),,10000-49999
375.0,Year,2017,E12000004,,,Enterprise,1,1 - Company (incl. Building Society),,50000+
122005.0,Year,2017,E12000004,,,Enterprise,1,1 - Company (incl. Building Society),,Total
7770.0,Year,2017,E12000004,,,Enterprise,2,2 - Sole Proprietor,,0-49
8000.0,Year,2017,E12000004,,,Enterprise,2,2 - Sole Proprietor,,50-99
10520.0,Year,2017,E12000004,,,Enterprise,2,2 - Sole Proprietor,,100-249
3900.0,Year,2017,E12000004,,,Enterprise,2,2 - Sole Proprietor,,250-499
1065.0,Year,2017,E12000004,,,Enterprise,2,2 - Sole Proprietor,,500-999
280.0,Year,2017,E12000004,,,Enterprise,2,2 - Sole Proprietor,,1000-1999
55.0,Year,2017,E12000004,,,Enterprise,2,2 - Sole Proprietor,,2000-4999
10.0,Year,2017,E12000004,,,Enterprise,2,2 - Sole Proprietor,,5000-9999
0.0,Year,2017,E12000004,,,Enterprise,2,2 - Sole Proprietor,,10000-49999
0.0,Year,2017,E12000004,,,Enterprise,2,2 - Sole Proprietor,,50000+
31600.0,Year,2017,E12000004,,,Enterprise,2,2 - Sole Proprietor,,Total
3170.0,Year,2017,E12000004,,,Enterprise,3,3 - Partnership,,0-49
2620.0,Year,2017,E12000004,,,Enterprise,3,3 - Partnership,,50-99
5145.0,Year,2017,E12000004,,,Enterprise,3,3 - Partnership,,100-249
2630.0,Year,2017,E12000004,,,Enterprise,3,3 - Partnership,,250-499
1330.0,Year,2017,E12000004,,,Enterprise,3,3 - Partnership,,500-999
665.0,Year,2017,E12000004,,,Enterprise,3,3 - Partnership,,1000-1999
280.0,Year,2017,E12000004,,,Enterprise,3,3 - Partnership,,2000-4999
60.0,Year,2017,E12000004,,,Enterprise,3,3 - Partnership,,5000-9999
25.0,Year,2017,E12000004,,,Enterprise,3,3 - Partnership,,10000-49999
