V4_0,Time_codelist,Time,Geography_codelist,Geography,Entity Type_codelist,Entity Type,SIC07_codelist,SIC07,Turnover Size Band_codelist,Turnover Size Band
1530.0,Year,2017,N92000002,,,Enterprise,56,56 : Food and beverage service activities,,100-249
570.0,Year,2017,N92000002,,,Enterprise,56,56 : Food and beverage service activities,,250-499
305.0,Year,2017,N92000002,,,Enterprise,56,56 : Food and beverage service activities,,500-999
180.0,Year,2017,N92000002,,,Enterprise,56,56 : Food and beverage service activities,,1000-4999
25.0,Year,2017,N92000002,,,Enterprise,56,56 : Food and beverage service activities,,5000+
3525.0,Year,2017,N92000002,,,Enterprise,56,56 : Food and beverage service activities,,Total
2695.0,Year,2017,K02000001,,,Enterprise,58,58 : Publishing activities,,0-49
2880.0,Year,2017,K02000001,,,Enterprise,58,58 : Publishing activities,,50-99
3040.0,Year,2017,K02000001,,,Enterprise,58,58 : Publishing activities,,100-249
1105.0,Year,2017,K02000001,,,Enterprise,58,58 : Publishing activities,,250-499
825.0,Year,2017,K02000001,,,Enterprise,58,58 : Publishing activities,,500-999
820.0,Year,2017,K02000001,,,Enterprise,58,58 : Publishing activities,,1000-4999
320.0,Year,2017,K02000001,,,Enterprise,58,58 : Publishing activities,,5000+
11685.0,Year,2017,K02000001,,,Enterprise,58,58 : Publishing activities,,Total
2670.0,Year,2017,K03000001,,,Enterprise,58,58 : Publishing activities,,0-49
2855.0,Year,2017,K03000001,,,Enterprise,58,58 : Publishing activities,,50-99
3020.0,Year,2017,K03000001,,,Enterprise,58,58 : Publishing activities,,100-249
1095.0,Year,2017,K03000001,,,Enterprise,58,58 : Publishing activities,,250-499
810.0,Year,2017,K03000001,,,Enterprise,58,58 : Publishing activities,,500-999
805.0,Year,2017,K03000001,,,Enterprise,58,58 : Publishing activities,,1000-4999
320.0,Year,2017,K03000001,,,Enterprise,58,58 : Publishing activities,,5000+
11575.0,Year,2017,K03000001,,,Enterprise,58,58 : Publishing activities,,Total
2540.0,Year,2017,K04000001,,,Enterprise,58,58 : Publishing activities,,0-49
2725.0,Year,2017,K04000001,,,Enterprise,58,58 : Publishing activities,,50-99
2895.0,Year,2017,K04000001,,,Enterprise,58,58 : Publishing activities,,100-249
1045.0,Year,2017,K04000001,,,Enterprise,58,58 : Publishing activities,,250-499
785.0,Year,2017,K04000001,,,Enterprise,58,58 : Publishing activities,,500-999
775.0,Year,2017,K04000001,,,Enterprise,58,58 : Publishing activities,,1000-4999
310.0,Year,2017,K04000001,,,Enterprise,58,58 : Publishing activities,,5000+
11075.0,Year,2017,K04000001,,,Enterprise,58,58 : Publishing activities,,Total
2475.0,Year,2017,E92000001,,,Enterprise,58,58 : Publishing activities,,0-49
2640.0,Year,2017,E92000001,,,Enterprise,58,58 : Publishing activities,,50-99
2820.0,Year,2017,E92000001,,,Enterprise,58,58 : Publishing activities,,100-249
1025.0,Year,2017,E92000001,,,Enterprise,58,58 : Publishing activities,,250-499
770.0,Year,2017,E92000001,,,Enterprise,58,58 : Publishing activities,,500-999
765.0,Year,2017,E92000001,,,Enterprise,58,58 : Publishing activities,,1000-4999
310.0,Year,2017,E92000001,,,Enterprise,58,58 : Publishing activities,,5000+
10805.0,Year,2017,E92000001,,,Enterprise,58,58 : Publishing activities,,Total
35.0,Year,2017,E12000001,,,Enterprise,58,58 : Publishing activities,,0-49
60.0,Year,2017,E12000001,,,Enterprise,58,58 : Publishing activities,,50-99
45.0,Year,2017,E12000001,,,Enterprise,58,58 : Publishing activities,,100-249
25.0,Year,2017,E12000001,,,Enterprise,58,58 : Publishing activities,,250-499
10.0,Year,2017,E12000001,,,Enterprise,58,58 : Publishing activities,,500-999
10.0,Year,2017,E12000001,,,Enterprise,58,58 : Publishing activities,,1000-4999
5.0,Year,2017,E12000001,,,Enterprise,58,58 : Publishing activities,,5000+
190.0,Year,2017,E12000001,,,Enterprise,58,58 : Publishing activities,,Total
145.0,Year,2017,E12000002,,,Enterprise,58,58 : Publishing activities,,0-49
205.0,Year,2017,E12000002,,,Enterprise,58,58 : Publishing activities,,50-99
200.0,Year,2017,E12000002,,,Enterprise,58,58 : Publishing activities,,100-249
70.0,Year,2017,E12000002,,,Enterprise,58,58 : Publishing activities,,250-499
55.0,Year,2017,E12000002,,,Enterprise,58,58 : Publishing activities,,500-999
45.0,Year,2017,E12000002,,,Enterprise,58,58 : Publishing activities,,1000-4999
10.0,Year,2017,E12000002,,,Enterprise,58,58 : Publishing activities,,5000+
730.0,Year,2017,E12000002,,,Enterprise,58,58 : Publishing activities,,Total
145.0,Year,2017,E12000003,,,Enterprise,58,58 : Publishing activities,,0-49
140.0,Year,2017,E12000003,,,Enterprise,58,58 : Publishing activities,,50-99
140.0,Year,2017,E12000003,,,Enterprise,58,58 : Publishing activities,,100-249
50.0,Year,2017,E12000003,,,Enterprise,58,58 : Publishing activities,,250-499
35.0,Year,2017,E12000003,,,Enterprise,58,58 : Publishing activities,,500-999
30.0,Year,2017,E12000003,,,Enterprise,58,58 : Publishing activities,,1000-4999
10.0,Year,2017,E12000003,,,Enterprise,58,58 : Publishing activities,,5000+
550.0,Year,2017,E12000003,,,Enterprise,58,58 : Publishing activities,,Total
115.0,Year,2017,E12000004,,,Enterprise,58,58 : Publishing activities,,0-49
160.0,Year,2017,E12000004,,,Enterprise,58,58 : Publishing activities,,50-99
160.0,Year,2017,E12000004,,,Enterprise,58,58 : Publishing activities,,100-249
50.0,Year,2017,E12000004,,,Enterprise,58,58 : Publishing activities,,250-499
30.0,Year,2017,E12000004,,,Enterprise,58,58 : Publishing activities,,500-999
40.0,Year,2017,E12000004,,,Enterprise,58,58 : Publishing activities,,1000-4999
10.0,Year,2017,E12000004,,,Enterprise,58,58 : Publishing activities,,5000+
565.0,Year,2017,E12000004,,,Enterprise,58,58 : Publishing activities,,Total
120.0,Year,2017,E12000005,,,Enterprise,58,58 : Publishing activities,,0-49
135.0,Year,2017,E12000005,,,Enterprise,58,58 : Publishing activities,,50-99
220.0,Year,2017,E12000005,,,Enterprise,58,58 : Publishing activities,,100-249
40.0,Year,2017,E12000005,,,Enterprise,58,58 : Publishing activities,,250-499
35.0,Year,2017,E12000005,,,Enterprise,58,58 : Publishing activities,,500-999
35.0,Year,2017,E12000005,,,Enterprise,58,58 : Publishing activities,,1000-4999
10.0,Year,2017,E12000005,,,Enterprise,58,58 : Publishing activities,,5000+
595.0,Year,2017,E12000005,,,Enterprise,58,58 : Publishing activities,,Total
300.0,Year,2017,E12000006,,,Enterprise,58,58 : Publishing activities,,0-49
300.0,Year,2017,E12000006,,,Enterprise,58,58 : Publishing activities,,50-99
315.0,Year,2017,E12000006,,,Enterprise,58,58 : Publishing activities,,100-249
130.0,Year,2017,E12000006,,,Enterprise,58,58 : Publishing activities,,250-499
100.0,Year,2017,E12000006,,,Enterprise,58,58 : Publishing activities,,500-999
90.0,Year,2017,E12000006,,,Enterprise,58,58 : Publishing activities,,1000-4999
30.0,Year,2017,E12000006,,,Enterprise,58,58 : Publishing activities,,5000+
1265.0,Year,2017,E12000006,,,Enterprise,58,58 : Publishing activities,,Total
775.0,Year,2017,E12000007,,,Enterprise,58,58 : Publishing activities,,0-49
770.0,Year,2017,E12000007,,,Enterprise,58,58 : Publishing activities,,50-99
850.0,Year,2017,E12000007,,,Enterprise,58,58 : Publishing activities,,100-249
345.0,Year,2017,E12000007,,,Enterprise,58,58 : Publishing activities,,250-499
265.0,Year,2017,E12000007,,,Enterprise,58,58 : Publishing activities,,500-999
300.0,Year,2017,E12000007,,,Enterprise,58,58 : Publishing activities,,1000-4999
165.0,Year,2017,E12000007,,,Enterprise,58,58 : Publishing activities,,5000+
3470.0,Year,2017,E12000007,,,Enterprise,58,58 : Publishing activities,,Total
545.0,Year,2017,E12000008,,,Enterprise,58,58 : Publishing activities,,0-49
565.0,Year,2017,E12000008,,,Enterprise,58,58 : Publishing activities,,50-99
620.0,Year,2017,E12000008,,,Enterprise,58,58 : Publishing activities,,100-249
220.0,Year,2017,E12000008,,,Enterprise,58,58 : Publishing activities,,250-499
165.0,Year,2017,E12000008,,,Enterprise,58,58 : Publishing activities,,500-999
145.0,Year,2017,E12000008,,,Enterprise,58,58 : Publishing activities,,1000-4999
50.0,Year,2017,E12000008,,,Enterprise,58,58 : Publishing activities,,5000+
2310.0,Year,2017,E12000008,,,Enterprise,58,58 : Publishing activities,,Total
295.0,Year,2017,E12000009,,,Enterprise,58,58 : Publishing activities,,0-49
305.0,Year,2017,E12000009,,,Enterprise,58,58 : Publishing activities,,50-99
270.0,Year,2017,E12000009,,,Enterprise,58,58 : Publishing activities,,100-249
95.0,Year,2017,E12000009,,,Enterprise,58,58 : Publishing activities,,250-499
75.0,Year,2017,E12000009,,,Enterprise,58,58 : Publishing activities,,500-999
70.0,Year,2017,E12000009,,,Enterprise,58,58 : Publishing activities,,1000-4999
20.0,Year,2017,E12000009,,,Enterprise,58,58 : Publishing activities,,5000+
1130.0,Year,2017,E12000009,,,Enterprise,58,58 : Publishing activities,,Total
65.0,Year,2017,W92000004,,,Enterprise,58,58 : Publishing activities,,0-49
85.0,Year,2017,W92000004,,,Enterprise,58,58 : Publishing activities,,50-99
75.0,Year,2017,W92000004,,,Enterprise,58,58 : Publishing activities,,100-249
20.0,Year,2017,W92000004,,,Enterprise,58,58 : Publishing activities,,250-499
15.0,Year,2017,W92000004,,,Enterprise,58,58 : Publishing activities,,500-999
10.0,Year,2017,W92000004,,,Enterprise,58,58 : Publishing activities,,1000-4999
0.0,Year,2017,W92000004,,,Enterprise,58,58 : Publishing activities,,5000+
270.0,Year,2017,W92000004,,,Enterprise,58,58 : Publishing activities,,Total
130.0,Year,2017,S92000003,,,Enterprise,58,58 : Publishing activities,,0-49
130.0,Year,2017,S92000003,,,Enterprise,58,58 : Publishing activities,,50-99
125.0,Year,2017,S92000003,,,Enterprise,58,58 : Publishing activities,,100-249
50.0,Year,2017,S92000003,,,Enterprise,58,58 : Publishing activities,,250-499
25.0,Year,2017,S92000003,,,Enterprise,58,58 : Publishing activities,,500-999
30.0,Year,2017,S92000003,,,Enterprise,58,58 : Publishing activities,,1000-4999
10.0,Year,2017,S92000003,,,Enterprise,58,58 : Publishing activities,,5000+
500.0,Year,2017,S92000003,,,Enterprise,58,58 : Publishing activities,,Total
25.0,Year,2017,N92000002,,,Enterprise,58,58 : Publishing activities,,0-49
25.0,Year,2017,N92000002,,,Enterprise,58,58 : Publishing activities,,50-99
20.0,Year,2017,N92000002,,,Enterprise,58,58 : Publishing activities,,100-249
10.0,Year,2017,N92000002,,,Enterprise,58,58 : Publishing activities,,250-499
15.0,Year,2017,N92000002,,,Enterprise,58,58 : Publishing activities,,500-999
15.0,Year,2017,N92000002,,,Enterprise,58,58 : Publishing activities,,1000-4999
0.0,Year,2017,N92000002,,,Enterprise,58,58 : Publishing activities,,5000+
110.0,Year,2017,N92000002,,,Enterprise,58,58 : Publishing activities,,Total
5950.0,Year,2017,K02000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,0-49
8325.0,Year,2017,K02000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,50-99
7635.0,Year,2017,K02000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,100-249
1665.0,Year,2017,K02000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,250-499
1035.0,Year,2017,K02000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,500-999
1190.0,Year,2017,K02000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,1000-4999
500.0,Year,2017,K02000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,5000+
26300.0,Year,2017,K02000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,Total
5880.0,Year,2017,K03000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,0-49
8280.0,Year,2017,K03000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,50-99
7560.0,Year,2017,K03000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,100-249
1640.0,Year,2017,K03000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,250-499
1020.0,Year,2017,K03000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,500-999
1170.0,Year,2017,K03000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,1000-4999
495.0,Year,2017,K03000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,5000+
26045.0,Year,2017,K03000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,Total
5660.0,Year,2017,K04000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,0-49
8030.0,Year,2017,K04000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,50-99
7335.0,Year,2017,K04000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,100-249
1600.0,Year,2017,K04000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,250-499
995.0,Year,2017,K04000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,500-999
1145.0,Year,2017,K04000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,1000-4999
490.0,Year,2017,K04000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,5000+
25255.0,Year,2017,K04000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,Total
5500.0,Year,2017,E92000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,0-49
7805.0,Year,2017,E92000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,50-99
7170.0,Year,2017,E92000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,100-249
1555.0,Year,2017,E92000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,250-499
970.0,Year,2017,E92000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,500-999
1120.0,Year,2017,E92000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,1000-4999
485.0,Year,2017,E92000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,5000+
24605.0,Year,2017,E92000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,Total
65.0,Year,2017,E12000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,0-49
65.0,Year,2017,E12000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,50-99
65.0,Year,2017,E12000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,100-249
15.0,Year,2017,E12000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,250-499
5.0,Year,2017,E12000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,500-999
5.0,Year,2017,E12000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,1000-4999
0.0,Year,2017,E12000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,5000+
220.0,Year,2017,E12000001,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,Total
290.0,Year,2017,E12000002,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,0-49
415.0,Year,2017,E12000002,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,50-99
425.0,Year,2017,E12000002,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,100-249
80.0,Year,2017,E12000002,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,250-499
40.0,Year,2017,E12000002,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,500-999
40.0,Year,2017,E12000002,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,1000-4999
10.0,Year,2017,E12000002,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,5000+
1300.0,Year,2017,E12000002,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,Total
180.0,Year,2017,E12000003,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,0-49
195.0,Year,2017,E12000003,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,50-99
250.0,Year,2017,E12000003,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,100-249
45.0,Year,2017,E12000003,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,250-499
35.0,Year,2017,E12000003,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,500-999
25.0,Year,2017,E12000003,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,1000-4999
5.0,Year,2017,E12000003,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,5000+
735.0,Year,2017,E12000003,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,Total
150.0,Year,2017,E12000004,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,0-49
170.0,Year,2017,E12000004,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,50-99
165.0,Year,2017,E12000004,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,100-249
35.0,Year,2017,E12000004,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,250-499
15.0,Year,2017,E12000004,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,500-999
15.0,Year,2017,E12000004,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,1000-4999
5.0,Year,2017,E12000004,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,5000+
555.0,Year,2017,E12000004,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,Total
200.0,Year,2017,E12000005,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,0-49
225.0,Year,2017,E12000005,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,50-99
195.0,Year,2017,E12000005,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,100-249
50.0,Year,2017,E12000005,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,250-499
20.0,Year,2017,E12000005,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,500-999
10.0,Year,2017,E12000005,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,1000-4999
0.0,Year,2017,E12000005,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,5000+
700.0,Year,2017,E12000005,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,Total
420.0,Year,2017,E12000006,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,0-49
655.0,Year,2017,E12000006,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,50-99
570.0,Year,2017,E12000006,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,100-249
115.0,Year,2017,E12000006,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,250-499
55.0,Year,2017,E12000006,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,500-999
45.0,Year,2017,E12000006,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,1000-4999
20.0,Year,2017,E12000006,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,5000+
1880.0,Year,2017,E12000006,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,Total
2865.0,Year,2017,E12000007,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,0-49
4145.0,Year,2017,E12000007,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,50-99
3680.0,Year,2017,E12000007,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,100-249
890.0,Year,2017,E12000007,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,250-499
620.0,Year,2017,E12000007,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,500-999
845.0,Year,2017,E12000007,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,1000-4999
405.0,Year,2017,E12000007,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,5000+
13450.0,Year,2017,E12000007,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,Total
905.0,Year,2017,E12000008,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,0-49
1405.0,Year,2017,E12000008,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,50-99
1345.0,Year,2017,E12000008,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,100-249
240.0,Year,2017,E12000008,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,250-499
130.0,Year,2017,E12000008,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,500-999
95.0,Year,2017,E12000008,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,1000-4999
25.0,Year,2017,E12000008,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,5000+
4145.0,Year,2017,E12000008,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,Total
425.0,Year,2017,E12000009,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,0-49
530.0,Year,2017,E12000009,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,50-99
475.0,Year,2017,E12000009,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,100-249
85.0,Year,2017,E12000009,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,250-499
50.0,Year,2017,E12000009,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,500-999
40.0,Year,2017,E12000009,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,1000-4999
15.0,Year,2017,E12000009,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,5000+
1620.0,Year,2017,E12000009,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,Total
160.0,Year,2017,W92000004,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,0-49
225.0,Year,2017,W92000004,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,50-99
165.0,Year,2017,W92000004,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,100-249
45.0,Year,2017,W92000004,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,250-499
25.0,Year,2017,W92000004,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,500-999
25.0,Year,2017,W92000004,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,1000-4999
5.0,Year,2017,W92000004,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,5000+
650.0,Year,2017,W92000004,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,Total
220.0,Year,2017,S92000003,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,0-49
250.0,Year,2017,S92000003,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,50-99
225.0,Year,2017,S92000003,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,100-249
40.0,Year,2017,S92000003,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,250-499
25.0,Year,2017,S92000003,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,500-999
25.0,Year,2017,S92000003,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,1000-4999
5.0,Year,2017,S92000003,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,5000+
790.0,Year,2017,S92000003,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,Total
70.0,Year,2017,N92000002,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,0-49
45.0,Year,2017,N92000002,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,50-99
75.0,Year,2017,N92000002,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,100-249
25.0,Year,2017,N92000002,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,250-499
15.0,Year,2017,N92000002,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,500-999
20.0,Year,2017,N92000002,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,1000-4999
5.0,Year,2017,N92000002,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,5000+
255.0,Year,2017,N92000002,,,Enterprise,59,59 : Motion picture; video and television programme production; sound recording and music publishing activities,,Total
385.0,Year,2017,K02000001,,,Enterprise,60,60 : Programming and broadcasting activities,,0-49
520.0,Year,2017,K02000001,,,Enterprise,60,60 : Programming and broadcasting activities,,50-99
605.0,Year,2017,K02000001,,,Enterprise,60,60 : Programming and broadcasting activities,,100-249
210.0,Year,2017,K02000001,,,Enterprise,60,60 : Programming and broadcasting activities,,250-499
100.0,Year,2017,K02000001,,,Enterprise,60,60 : Programming and broadcasting activities,,500-999
120.0,Year,2017,K02000001,,,Enterprise,60,60 : Programming and broadcasting activities,,1000-4999
65.0,Year,2017,K02000001,,,Enterprise,60,60 : Programming and broadcasting activities,,5000+
2005.0,Year,2017,K02000001,,,Enterprise,60,60 : Programming and broadcasting activities,,Total
380.0,Year,2017,K03000001,,,Enterprise,60,60 : Programming and broadcasting activities,,0-49
515.0,Year,2017,K03000001,,,Enterprise,60,60 : Programming and broadcasting activities,,50-99
605.0,Year,2017,K03000001,,,Enterprise,60,60 : Programming and broadcasting activities,,100-249
205.0,Year,2017,K03000001,,,Enterprise,60,60 : Programming and broadcasting activities,,250-499
95.0,Year,2017,K03000001,,,Enterprise,60,60 : Programming and broadcasting activities,,500-999
115.0,Year,2017,K03000001,,,Enterprise,60,60 : Programming and broadcasting activities,,1000-4999
65.0,Year,2017,K03000001,,,Enterprise,60,60 : Programming and broadcasting activities,,5000+
1980.0,Year,2017,K03000001,,,Enterprise,60,60 : Programming and broadcasting activities,,Total
355.0,Year,2017,K04000001,,,Enterprise,60,60 : Programming and broadcasting activities,,0-49
500.0,Year,2017,K04000001,,,Enterprise,60,60 : Programming and broadcasting activities,,50-99
580.0,Year,2017,K04000001,,,Enterprise,60,60 : Programming and broadcasting activities,,100-249
195.0,Year,2017,K04000001,,,Enterprise,60,60 : Programming and broadcasting activities,,250-499
95.0,Year,2017,K04000001,,,Enterprise,60,60 : Programming and broadcasting activities,,500-999
110.0,Year,2017,K04000001,,,Enterprise,60,60 : Programming and broadcasting activities,,1000-4999
