V4_0,Time_codelist,Time,Geography_codelist,Geography,Entity Type_codelist,Entity Type,SIC07_codelist,SIC07,Turnover Size Band_codelist,Turnover Size Band
10.0,Year,2017,E12000006,,,Enterprise,08,08 : Other mining and quarrying,,100-249
10.0,Year,2017,E12000006,,,Enterprise,08,08 : Other mining and quarrying,,250-499
0.0,Year,2017,E12000006,,,Enterprise,08,08 : Other mining and quarrying,,500-999
20.0,Year,2017,E12000006,,,Enterprise,08,08 : Other mining and quarrying,,1000-4999
0.0,Year,2017,E12000006,,,Enterprise,08,08 : Other mining and quarrying,,5000+
55.0,Year,2017,E12000006,,,Enterprise,08,08 : Other mining and quarrying,,Total
15.0,Year,2017,E12000007,,,Enterprise,08,08 : Other mining and quarrying,,0-49
15.0,Year,2017,E12000007,,,Enterprise,08,08 : Other mining and quarrying,,50-99
15.0,Year,2017,E12000007,,,Enterprise,08,08 : Other mining and quarrying,,100-249
5.0,Year,2017,E12000007,,,Enterprise,08,08 : Other mining and quarrying,,250-499
0.0,Year,2017,E12000007,,,Enterprise,08,08 : Other mining and quarrying,,500-999
5.0,Year,2017,E12000007,,,Enterprise,08,08 : Other mining and quarrying,,1000-4999
0.0,Year,2017,E12000007,,,Enterprise,08,08 : Other mining and quarrying,,5000+
55.0,Year,2017,E12000007,,,Enterprise,08,08 : Other mining and quarrying,,Total
10.0,Year,2017,E12000008,,,Enterprise,08,08 : Other mining and quarrying,,0-49
5.0,Year,2017,E12000008,,,Enterprise,08,08 : Other mining and quarrying,,50-99
10.0,Year,2017,E12000008,,,Enterprise,08,08 : Other mining and quarrying,,100-249
5.0,Year,2017,E12000008,,,Enterprise,08,08 : Other mining and quarrying,,250-499
10.0,Year,2017,E12000008,,,Enterprise,08,08 : Other mining and quarrying,,500-999
15.0,Year,2017,E12000008,,,Enterprise,08,08 : Other mining and quarrying,,1000-4999
15.0,Year,2017,E12000008,,,Enterprise,08,08 : Other mining and quarrying,,5000+
70.0,Year,2017,E12000008,,,Enterprise,08,08 : Other mining and quarrying,,Total
10.0,Year,2017,E12000009,,,Enterprise,08,08 : Other mining and quarrying,,0-49
10.0,Year,2017,E12000009,,,Enterprise,08,08 : Other mining and quarrying,,50-99
15.0,Year,2017,E12000009,,,Enterprise,08,08 : Other mining and quarrying,,100-249
5.0,Year,2017,E12000009,,,Enterprise,08,08 : Other mining and quarrying,,250-499
15.0,Year,2017,E12000009,,,Enterprise,08,08 : Other mining and quarrying,,500-999
10.0,Year,2017,E12000009,,,Enterprise,08,08 : Other mining and quarrying,,1000-4999
10.0,Year,2017,E12000009,,,Enterprise,08,08 : Other mining and quarrying,,5000+
75.0,Year,2017,E12000009,,,Enterprise,08,08 : Other mining and quarrying,,Total
5.0,Year,2017,W92000004,,,Enterprise,08,08 : Other mining and quarrying,,0-49
5.0,Year,2017,W92000004,,,Enterprise,08,08 : Other mining and quarrying,,50-99
10.0,Year,2017,W92000004,,,Enterprise,08,08 : Other mining and quarrying,,100-249
10.0,Year,2017,W92000004,,,Enterprise,08,08 : Other mining and quarrying,,250-499
5.0,Year,2017,W92000004,,,Enterprise,08,08 : Other mining and quarrying,,500-999
15.0,Year,2017,W92000004,,,Enterprise,08,08 : Other mining and quarrying,,1000-4999
0.0,Year,2017,W92000004,,,Enterprise,08,08 : Other mining and quarrying,,5000+
50.0,Year,2017,W92000004,,,Enterprise,08,08 : Other mining and quarrying,,Total
10.0,Year,2017,S92000003,,,Enterprise,08,08 : Other mining and quarrying,,0-49
5.0,Year,2017,S92000003,,,Enterprise,08,08 : Other mining and quarrying,,50-99
10.0,Year,2017,S92000003,,,Enterprise,08,08 : Other mining and quarrying,,100-249
5.0,Year,2017,S92000003,,,Enterprise,08,08 : Other mining and quarrying,,250-499
10.0,Year,2017,S92000003,,,Enterprise,08,08 : Other mining and quarrying,,500-999
15.0,Year,2017,S92000003,,,Enterprise,08,08 : Other mining and quarrying,,1000-4999
10.0,Year,2017,S92000003,,,Enterprise,08,08 : Other mining and quarrying,,5000+
65.0,Year,2017,S92000003,,,Enterprise,08,08 : Other mining and quarrying,,Total
10.0,Year,2017,N92000002,,,Enterprise,08,08 : Other mining and quarrying,,0-49
5.0,Year,2017,N92000002,,,Enterprise,08,08 : Other mining and quarrying,,50-99
20.0,Year,2017,N92000002,,,Enterprise,08,08 : Other mining and quarrying,,100-249
10.0,Year,2017,N92000002,,,Enterprise,08,08 : Other mining and quarrying,,250-499
10.0,Year,2017,N92000002,,,Enterprise,08,08 : Other mining and quarrying,,500-999
25.0,Year,2017,N92000002,,,Enterprise,08,08 : Other mining and quarrying,,1000-4999
15.0,Year,2017,N92000002,,,Enterprise,08,08 : Other mining and quarrying,,5000+
95.0,Year,2017,N92000002,,,Enterprise,08,08 : Other mining and quarrying,,Total
45.0,Year,2017,K02000001,,,Enterprise,09,09 : Mining support service activities,,0-49
45.0,Year,2017,K02000001,,,Enterprise,09,09 : Mining support service activities,,50-99
100.0,Year,2017,K02000001,,,Enterprise,09,09 : Mining support service activities,,100-249
20.0,Year,2017,K02000001,,,Enterprise,09,09 : Mining support service activities,,250-499
20.0,Year,2017,K02000001,,,Enterprise,09,09 : Mining support service activities,,500-999
45.0,Year,2017,K02000001,,,Enterprise,09,09 : Mining support service activities,,1000-4999
70.0,Year,2017,K02000001,,,Enterprise,09,09 : Mining support service activities,,5000+
345.0,Year,2017,K02000001,,,Enterprise,09,09 : Mining support service activities,,Total
45.0,Year,2017,K03000001,,,Enterprise,09,09 : Mining support service activities,,0-49
40.0,Year,2017,K03000001,,,Enterprise,09,09 : Mining support service activities,,50-99
100.0,Year,2017,K03000001,,,Enterprise,09,09 : Mining support service activities,,100-249
20.0,Year,2017,K03000001,,,Enterprise,09,09 : Mining support service activities,,250-499
20.0,Year,2017,K03000001,,,Enterprise,09,09 : Mining support service activities,,500-999
45.0,Year,2017,K03000001,,,Enterprise,09,09 : Mining support service activities,,1000-4999
70.0,Year,2017,K03000001,,,Enterprise,09,09 : Mining support service activities,,5000+
340.0,Year,2017,K03000001,,,Enterprise,09,09 : Mining support service activities,,Total
40.0,Year,2017,K04000001,,,Enterprise,09,09 : Mining support service activities,,0-49
25.0,Year,2017,K04000001,,,Enterprise,09,09 : Mining support service activities,,50-99
70.0,Year,2017,K04000001,,,Enterprise,09,09 : Mining support service activities,,100-249
15.0,Year,2017,K04000001,,,Enterprise,09,09 : Mining support service activities,,250-499
10.0,Year,2017,K04000001,,,Enterprise,09,09 : Mining support service activities,,500-999
30.0,Year,2017,K04000001,,,Enterprise,09,09 : Mining support service activities,,1000-4999
25.0,Year,2017,K04000001,,,Enterprise,09,09 : Mining support service activities,,5000+
215.0,Year,2017,K04000001,,,Enterprise,09,09 : Mining support service activities,,Total
40.0,Year,2017,E92000001,,,Enterprise,09,09 : Mining support service activities,,0-49
20.0,Year,2017,E92000001,,,Enterprise,09,09 : Mining support service activities,,50-99
70.0,Year,2017,E92000001,,,Enterprise,09,09 : Mining support service activities,,100-249
15.0,Year,2017,E92000001,,,Enterprise,09,09 : Mining support service activities,,250-499
10.0,Year,2017,E92000001,,,Enterprise,09,09 : Mining support service activities,,500-999
30.0,Year,2017,E92000001,,,Enterprise,09,09 : Mining support service activities,,1000-4999
25.0,Year,2017,E92000001,,,Enterprise,09,09 : Mining support service activities,,5000+
210.0,Year,2017,E92000001,,,Enterprise,09,09 : Mining support service activities,,Total
0.0,Year,2017,E12000001,,,Enterprise,09,09 : Mining support service activities,,0-49
0.0,Year,2017,E12000001,,,Enterprise,09,09 : Mining support service activities,,50-99
10.0,Year,2017,E12000001,,,Enterprise,09,09 : Mining support service activities,,100-249
0.0,Year,2017,E12000001,,,Enterprise,09,09 : Mining support service activities,,250-499
0.0,Year,2017,E12000001,,,Enterprise,09,09 : Mining support service activities,,500-999
0.0,Year,2017,E12000001,,,Enterprise,09,09 : Mining support service activities,,1000-4999
0.0,Year,2017,E12000001,,,Enterprise,09,09 : Mining support service activities,,5000+
10.0,Year,2017,E12000001,,,Enterprise,09,09 : Mining support service activities,,Total
5.0,Year,2017,E12000002,,,Enterprise,09,09 : Mining support service activities,,0-49
0.0,Year,2017,E12000002,,,Enterprise,09,09 : Mining support service activities,,50-99
5.0,Year,2017,E12000002,,,Enterprise,09,09 : Mining support service activities,,100-249
0.0,Year,2017,E12000002,,,Enterprise,09,09 : Mining support service activities,,250-499
0.0,Year,2017,E12000002,,,Enterprise,09,09 : Mining support service activities,,500-999
0.0,Year,2017,E12000002,,,Enterprise,09,09 : Mining support service activities,,1000-4999
0.0,Year,2017,E12000002,,,Enterprise,09,09 : Mining support service activities,,5000+
10.0,Year,2017,E12000002,,,Enterprise,09,09 : Mining support service activities,,Total
5.0,Year,2017,E12000003,,,Enterprise,09,09 : Mining support service activities,,0-49
0.0,Year,2017,E12000003,,,Enterprise,09,09 : Mining support service activities,,50-99
5.0,Year,2017,E12000003,,,Enterprise,09,09 : Mining support service activities,,100-249
5.0,Year,2017,E12000003,,,Enterprise,09,09 : Mining support service activities,,250-499
0.0,Year,2017,E12000003,,,Enterprise,09,09 : Mining support service activities,,500-999
5.0,Year,2017,E12000003,,,Enterprise,09,09 : Mining support service activities,,1000-4999
0.0,Year,2017,E12000003,,,Enterprise,09,09 : Mining support service activities,,5000+
20.0,Year,2017,E12000003,,,Enterprise,09,09 : Mining support service activities,,Total
5.0,Year,2017,E12000004,,,Enterprise,09,09 : Mining support service activities,,0-49
0.0,Year,2017,E12000004,,,Enterprise,09,09 : Mining support service activities,,50-99
10.0,Year,2017,E12000004,,,Enterprise,09,09 : Mining support service activities,,100-249
0.0,Year,2017,E12000004,,,Enterprise,09,09 : Mining support service activities,,250-499
5.0,Year,2017,E12000004,,,Enterprise,09,09 : Mining support service activities,,500-999
0.0,Year,2017,E12000004,,,Enterprise,09,09 : Mining support service activities,,1000-4999
5.0,Year,2017,E12000004,,,Enterprise,09,09 : Mining support service activities,,5000+
25.0,Year,2017,E12000004,,,Enterprise,09,09 : Mining support service activities,,Total
5.0,Year,2017,E12000005,,,Enterprise,09,09 : Mining support service activities,,0-49
0.0,Year,2017,E12000005,,,Enterprise,09,09 : Mining support service activities,,50-99
5.0,Year,2017,E12000005,,,Enterprise,09,09 : Mining support service activities,,100-249
0.0,Year,2017,E12000005,,,Enterprise,09,09 : Mining support service activities,,250-499
0.0,Year,2017,E12000005,,,Enterprise,09,09 : Mining support service activities,,500-999
5.0,Year,2017,E12000005,,,Enterprise,09,09 : Mining support service activities,,1000-4999
0.0,Year,2017,E12000005,,,Enterprise,09,09 : Mining support service activities,,5000+
15.0,Year,2017,E12000005,,,Enterprise,09,09 : Mining support service activities,,Total
10.0,Year,2017,E12000006,,,Enterprise,09,09 : Mining support service activities,,0-49
0.0,Year,2017,E12000006,,,Enterprise,09,09 : Mining support service activities,,50-99
5.0,Year,2017,E12000006,,,Enterprise,09,09 : Mining support service activities,,100-249
0.0,Year,2017,E12000006,,,Enterprise,09,09 : Mining support service activities,,250-499
0.0,Year,2017,E12000006,,,Enterprise,09,09 : Mining support service activities,,500-999
5.0,Year,2017,E12000006,,,Enterprise,09,09 : Mining support service activities,,1000-4999
5.0,Year,2017,E12000006,,,Enterprise,09,09 : Mining support service activities,,5000+
25.0,Year,2017,E12000006,,,Enterprise,09,09 : Mining support service activities,,Total
5.0,Year,2017,E12000007,,,Enterprise,09,09 : Mining support service activities,,0-49
5.0,Year,2017,E12000007,,,Enterprise,09,09 : Mining support service activities,,50-99
15.0,Year,2017,E12000007,,,Enterprise,09,09 : Mining support service activities,,100-249
10.0,Year,2017,E12000007,,,Enterprise,09,09 : Mining support service activities,,250-499
5.0,Year,2017,E12000007,,,Enterprise,09,09 : Mining support service activities,,500-999
10.0,Year,2017,E12000007,,,Enterprise,09,09 : Mining support service activities,,1000-4999
10.0,Year,2017,E12000007,,,Enterprise,09,09 : Mining support service activities,,5000+
60.0,Year,2017,E12000007,,,Enterprise,09,09 : Mining support service activities,,Total
5.0,Year,2017,E12000008,,,Enterprise,09,09 : Mining support service activities,,0-49
5.0,Year,2017,E12000008,,,Enterprise,09,09 : Mining support service activities,,50-99
5.0,Year,2017,E12000008,,,Enterprise,09,09 : Mining support service activities,,100-249
0.0,Year,2017,E12000008,,,Enterprise,09,09 : Mining support service activities,,250-499
0.0,Year,2017,E12000008,,,Enterprise,09,09 : Mining support service activities,,500-999
5.0,Year,2017,E12000008,,,Enterprise,09,09 : Mining support service activities,,1000-4999
5.0,Year,2017,E12000008,,,Enterprise,09,09 : Mining support service activities,,5000+
25.0,Year,2017,E12000008,,,Enterprise,09,09 : Mining support service activities,,Total
0.0,Year,2017,E12000009,,,Enterprise,09,09 : Mining support service activities,,0-49
10.0,Year,2017,E12000009,,,Enterprise,09,09 : Mining support service activities,,50-99
10.0,Year,2017,E12000009,,,Enterprise,09,09 : Mining support service activities,,100-249
0.0,Year,2017,E12000009,,,Enterprise,09,09 : Mining support service activities,,250-499
0.0,Year,2017,E12000009,,,Enterprise,09,09 : Mining support service activities,,500-999
0.0,Year,2017,E12000009,,,Enterprise,09,09 : Mining support service activities,,1000-4999
0.0,Year,2017,E12000009,,,Enterprise,09,09 : Mining support service activities,,5000+
20.0,Year,2017,E12000009,,,Enterprise,09,09 : Mining support service activities,,Total
0.0,Year,2017,W92000004,,,Enterprise,09,09 : Mining support service activities,,0-49
5.0,Year,2017,W92000004,,,Enterprise,09,09 : Mining support service activities,,50-99
0.0,Year,2017,W92000004,,,Enterprise,09,09 : Mining support service activities,,100-249
0.0,Year,2017,W92000004,,,Enterprise,09,09 : Mining support service activities,,250-499
0.0,Year,2017,W92000004,,,Enterprise,09,09 : Mining support service activities,,500-999
0.0,Year,2017,W92000004,,,Enterprise,09,09 : Mining support service activities,,1000-4999
0.0,Year,2017,W92000004,,,Enterprise,09,09 : Mining support service activities,,5000+
5.0,Year,2017,W92000004,,,Enterprise,09,09 : Mining support service activities,,Total
5.0,Year,2017,S92000003,,,Enterprise,09,09 : Mining support service activities,,0-49
15.0,Year,2017,S92000003,,,Enterprise,09,09 : Mining support service activities,,50-99
30.0,Year,2017,S92000003,,,Enterprise,09,09 : Mining support service activities,,100-249
5.0,Year,2017,S92000003,,,Enterprise,09,09 : Mining support service activities,,250-499
10.0,Year,2017,S92000003,,,Enterprise,09,09 : Mining support service activities,,500-999
15.0,Year,2017,S92000003,,,Enterprise,09,09 : Mining support service activities,,1000-4999
45.0,Year,2017,S92000003,,,Enterprise,09,09 : Mining support service activities,,5000+
125.0,Year,2017,S92000003,,,Enterprise,09,09 : Mining support service activities,,Total
0.0,Year,2017,N92000002,,,Enterprise,09,09 : Mining support service activities,,0-49
5.0,Year,2017,N92000002,,,Enterprise,09,09 : Mining support service activities,,50-99
0.0,Year,2017,N92000002,,,Enterprise,09,09 : Mining support service activities,,100-249
0.0,Year,2017,N92000002,,,Enterprise,09,09 : Mining support service activities,,250-499
0.0,Year,2017,N92000002,,,Enterprise,09,09 : Mining support service activities,,500-999
0.0,Year,2017,N92000002,,,Enterprise,09,09 : Mining support service activities,,1000-4999
0.0,Year,2017,N92000002,,,Enterprise,09,09 : Mining support service activities,,5000+
5.0,Year,2017,N92000002,,,Enterprise,09,09 : Mining support service activities,,Total
1150.0,Year,2017,K02000001,,,Enterprise,10,10 : Manufacture of food products,,0-49
1140.0,Year,2017,K02000001,,,Enterprise,10,10 : Manufacture of food products,,50-99
1805.0,Year,2017,K02000001,,,Enterprise,10,10 : Manufacture of food products,,100-249
1025.0,Year,2017,K02000001,,,Enterprise,10,10 : Manufacture of food products,,250-499
680.0,Year,2017,K02000001,,,Enterprise,10,10 : Manufacture of food products,,500-999
1040.0,Year,2017,K02000001,,,Enterprise,10,10 : Manufacture of food products,,1000-4999
1005.0,Year,2017,K02000001,,,Enterprise,10,10 : Manufacture of food products,,5000+
7845.0,Year,2017,K02000001,,,Enterprise,10,10 : Manufacture of food products,,Total
1105.0,Year,2017,K03000001,,,Enterprise,10,10 : Manufacture of food products,,0-49
1095.0,Year,2017,K03000001,,,Enterprise,10,10 : Manufacture of food products,,50-99
1730.0,Year,2017,K03000001,,,Enterprise,10,10 : Manufacture of food products,,100-249
975.0,Year,2017,K03000001,,,Enterprise,10,10 : Manufacture of food products,,250-499
640.0,Year,2017,K03000001,,,Enterprise,10,10 : Manufacture of food products,,500-999
950.0,Year,2017,K03000001,,,Enterprise,10,10 : Manufacture of food products,,1000-4999
940.0,Year,2017,K03000001,,,Enterprise,10,10 : Manufacture of food products,,5000+
7435.0,Year,2017,K03000001,,,Enterprise,10,10 : Manufacture of food products,,Total
1000.0,Year,2017,K04000001,,,Enterprise,10,10 : Manufacture of food products,,0-49
1010.0,Year,2017,K04000001,,,Enterprise,10,10 : Manufacture of food products,,50-99
1585.0,Year,2017,K04000001,,,Enterprise,10,10 : Manufacture of food products,,100-249
885.0,Year,2017,K04000001,,,Enterprise,10,10 : Manufacture of food products,,250-499
570.0,Year,2017,K04000001,,,Enterprise,10,10 : Manufacture of food products,,500-999
815.0,Year,2017,K04000001,,,Enterprise,10,10 : Manufacture of food products,,1000-4999
830.0,Year,2017,K04000001,,,Enterprise,10,10 : Manufacture of food products,,5000+
6695.0,Year,2017,K04000001,,,Enterprise,10,10 : Manufacture of food products,,Total
935.0,Year,2017,E92000001,,,Enterprise,10,10 : Manufacture of food products,,0-49
955.0,Year,2017,E92000001,,,Enterprise,10,10 : Manufacture of food products,,50-99
1480.0,Year,2017,E92000001,,,Enterprise,10,10 : Manufacture of food products,,100-249
840.0,Year,2017,E92000001,,,Enterprise,10,10 : Manufacture of food products,,250-499
530.0,Year,2017,E92000001,,,Enterprise,10,10 : Manufacture of food products,,500-999
780.0,Year,2017,E92000001,,,Enterprise,10,10 : Manufacture of food products,,1000-4999
770.0,Year,2017,E92000001,,,Enterprise,10,10 : Manufacture of food products,,5000+
6290.0,Year,2017,E92000001,,,Enterprise,10,10 : Manufacture of food products,,Total
30.0,Year,2017,E12000001,,,Enterprise,10,10 : Manufacture of food products,,0-49
35.0,Year,2017,E12000001,,,Enterprise,10,10 : Manufacture of food products,,50-99
45.0,Year,2017,E12000001,,,Enterprise,10,10 : Manufacture of food products,,100-249
30.0,Year,2017,E12000001,,,Enterprise,10,10 : Manufacture of food products,,250-499
25.0,Year,2017,E12000001,,,Enterprise,10,10 : Manufacture of food products,,500-999
30.0,Year,2017,E12000001,,,Enterprise,10,10 : Manufacture of food products,,1000-4999
30.0,Year,2017,E12000001,,,Enterprise,10,10 : Manufacture of food products,,5000+
225.0,Year,2017,E12000001,,,Enterprise,10,10 : Manufacture of food products,,Total
105.0,Year,2017,E12000002,,,Enterprise,10,10 : Manufacture of food products,,0-49
115.0,Year,2017,E12000002,,,Enterprise,10,10 : Manufacture of food products,,50-99
210.0,Year,2017,E12000002,,,Enterprise,10,10 : Manufacture of food products,,100-249
125.0,Year,2017,E12000002,,,Enterprise,10,10 : Manufacture of food products,,250-499
70.0,Year,2017,E12000002,,,Enterprise,10,10 : Manufacture of food products,,500-999
120.0,Year,2017,E12000002,,,Enterprise,10,10 : Manufacture of food products,,1000-4999
125.0,Year,2017,E12000002,,,Enterprise,10,10 : Manufacture of food products,,5000+
870.0,Year,2017,E12000002,,,Enterprise,10,10 : Manufacture of food products,,Total
70.0,Year,2017,E12000003,,,Enterprise,10,10 : Manufacture of food products,,0-49
95.0,Year,2017,E12000003,,,Enterprise,10,10 : Manufacture of food products,,50-99
170.0,Year,2017,E12000003,,,Enterprise,10,10 : Manufacture of food products,,100-249
80.0,Year,2017,E12000003,,,Enterprise,10,10 : Manufacture of food products,,250-499
55.0,Year,2017,E12000003,,,Enterprise,10,10 : Manufacture of food products,,500-999
90.0,Year,2017,E12000003,,,Enterprise,10,10 : Manufacture of food products,,1000-4999
140.0,Year,2017,E12000003,,,Enterprise,10,10 : Manufacture of food products,,5000+
700.0,Year,2017,E12000003,,,Enterprise,10,10 : Manufacture of food products,,Total
75.0,Year,2017,E12000004,,,Enterprise,10,10 : Manufacture of food products,,0-49
75.0,Year,2017,E12000004,,,Enterprise,10,10 : Manufacture of food products,,50-99
105.0,Year,2017,E12000004,,,Enterprise,10,10 : Manufacture of food products,,100-249
60.0,Year,2017,E12000004,,,Enterprise,10,10 : Manufacture of food products,,250-499
45.0,Year,2017,E12000004,,,Enterprise,10,10 : Manufacture of food products,,500-999
65.0,Year,2017,E12000004,,,Enterprise,10,10 : Manufacture of food products,,1000-4999
90.0,Year,2017,E12000004,,,Enterprise,10,10 : Manufacture of food products,,5000+
515.0,Year,2017,E12000004,,,Enterprise,10,10 : Manufacture of food products,,Total
100.0,Year,2017,E12000005,,,Enterprise,10,10 : Manufacture of food products,,0-49
95.0,Year,2017,E12000005,,,Enterprise,10,10 : Manufacture of food products,,50-99
130.0,Year,2017,E12000005,,,Enterprise,10,10 : Manufacture of food products,,100-249
85.0,Year,2017,E12000005,,,Enterprise,10,10 : Manufacture of food products,,250-499
45.0,Year,2017,E12000005,,,Enterprise,10,10 : Manufacture of food products,,500-999
80.0,Year,2017,E12000005,,,Enterprise,10,10 : Manufacture of food products,,1000-4999
85.0,Year,2017,E12000005,,,Enterprise,10,10 : Manufacture of food products,,5000+
620.0,Year,2017,E12000005,,,Enterprise,10,10 : Manufacture of food products,,Total
95.0,Year,2017,E12000006,,,Enterprise,10,10 : Manufacture of food products,,0-49
90.0,Year,2017,E12000006,,,Enterprise,10,10 : Manufacture of food products,,50-99
145.0,Year,2017,E12000006,,,Enterprise,10,10 : Manufacture of food products,,100-249
75.0,Year,2017,E12000006,,,Enterprise,10,10 : Manufacture of food products,,250-499
50.0,Year,2017,E12000006,,,Enterprise,10,10 : Manufacture of food products,,500-999
65.0,Year,2017,E12000006,,,Enterprise,10,10 : Manufacture of food products,,1000-4999
85.0,Year,2017,E12000006,,,Enterprise,10,10 : Manufacture of food products,,5000+
605.0,Year,2017,E12000006,,,Enterprise,10,10 : Manufacture of food products,,Total
170.0,Year,2017,E12000007,,,Enterprise,10,10 : Manufacture of food products,,0-49
205.0,Year,2017,E12000007,,,Enterprise,10,10 : Manufacture of food products,,50-99
290.0,Year,2017,E12000007,,,Enterprise,10,10 : Manufacture of food products,,100-249
170.0,Year,2017,E12000007,,,Enterprise,10,10 : Manufacture of food products,,250-499
105.0,Year,2017,E12000007,,,Enterprise,10,10 : Manufacture of food products,,500-999
150.0,Year,2017,E12000007,,,Enterprise,10,10 : Manufacture of food products,,1000-4999
70.0,Year,2017,E12000007,,,Enterprise,10,10 : Manufacture of food products,,5000+
1160.0,Year,2017,E12000007,,,Enterprise,10,10 : Manufacture of food products,,Total
165.0,Year,2017,E12000008,,,Enterprise,10,10 : Manufacture of food products,,0-49
130.0,Year,2017,E12000008,,,Enterprise,10,10 : Manufacture of food products,,50-99
200.0,Year,2017,E12000008,,,Enterprise,10,10 : Manufacture of food products,,100-249
120.0,Year,2017,E12000008,,,Enterprise,10,10 : Manufacture of food products,,250-499
75.0,Year,2017,E12000008,,,Enterprise,10,10 : Manufacture of food products,,500-999
85.0,Year,2017,E12000008,,,Enterprise,10,10 : Manufacture of food products,,1000-4999
70.0,Year,2017,E12000008,,,Enterprise,10,10 : Manufacture of food products,,5000+
845.0,Year,2017,E12000008,,,Enterprise,10,10 : Manufacture of food products,,Total
125.0,Year,2017,E12000009,,,Enterprise,10,10 : Manufacture of food products,,0-49
115.0,Year,2017,E12000009,,,Enterprise,10,10 : Manufacture of food products,,50-99
185.0,Year,2017,E12000009,,,Enterprise,10,10 : Manufacture of food products,,100-249
95.0,Year,2017,E12000009,,,Enterprise,10,10 : Manufacture of food products,,250-499
60.0,Year,2017,E12000009,,,Enterprise,10,10 : Manufacture of food products,,500-999
95.0,Year,2017,E12000009,,,Enterprise,10,10 : Manufacture of food products,,1000-4999
75.0,Year,2017,E12000009,,,Enterprise,10,10 : Manufacture of food products,,5000+
750.0,Year,2017,E12000009,,,Enterprise,10,10 : Manufacture of food products,,Total
65.0,Year,2017,W92000004,,,Enterprise,10,10 : Manufacture of food products,,0-49
55.0,Year,2017,W92000004,,,Enterprise,10,10 : Manufacture of food products,,50-99
105.0,Year,2017,W92000004,,,Enterprise,10,10 : Manufacture of food products,,100-249
45.0,Year,2017,W92000004,,,Enterprise,10,10 : Manufacture of food products,,250-499
40.0,Year,2017,W92000004,,,Enterprise,10,10 : Manufacture of food products,,500-999
35.0,Year,2017,W92000004,,,Enterprise,10,10 : Manufacture of food products,,1000-4999
60.0,Year,2017,W92000004,,,Enterprise,10,10 : Manufacture of food products,,5000+
405.0,Year,2017,W92000004,,,Enterprise,10,10 : Manufacture of food products,,Total
105.0,Year,2017,S92000003,,,Enterprise,10,10 : Manufacture of food products,,0-49
85.0,Year,2017,S92000003,,,Enterprise,10,10 : Manufacture of food products,,50-99
145.0,Year,2017,S92000003,,,Enterprise,10,10 : Manufacture of food products,,100-249
90.0,Year,2017,S92000003,,,Enterprise,10,10 : Manufacture of food products,,250-499
70.0,Year,2017,S92000003,,,Enterprise,10,10 : Manufacture of food products,,500-999
135.0,Year,2017,S92000003,,,Enterprise,10,10 : Manufacture of food products,,1000-4999
110.0,Year,2017,S92000003,,,Enterprise,10,10 : Manufacture of food products,,5000+
740.0,Year,2017,S92000003,,,Enterprise,10,10 : Manufacture of food products,,Total
45.0,Year,2017,N92000002,,,Enterprise,10,10 : Manufacture of food products,,0-49
45.0,Year,2017,N92000002,,,Enterprise,10,10 : Manufacture of food products,,50-99
75.0,Year,2017,N92000002,,,Enterprise,10,10 : Manufacture of food products,,100-249
50.0,Year,2017,N92000002,,,Enterprise,10,10 : Manufacture of food products,,250-499
40.0,Year,2017,N92000002,,,Enterprise,10,10 : Manufacture of food products,,500-999
90.0,Year,2017,N92000002,,,Enterprise,10,10 : Manufacture of food products,,1000-4999
65.0,Year,2017,N92000002,,,Enterprise,10,10 : Manufacture of food products,,5000+
410.0,Year,2017,N92000002,,,Enterprise,10,10 : Manufacture of food products,,Total
460.0,Year,2017,K02000001,,,Enterprise,11,11 : Manufacture of beverages,,0-49
365.0,Year,2017,K02000001,,,Enterprise,11,11 : Manufacture of beverages,,50-99
555.0,Year,2017,K02000001,,,Enterprise,11,11 : Manufacture of beverages,,100-249
235.0,Year,2017,K02000001,,,Enterprise,11,11 : Manufacture of beverages,,250-499
145.0,Year,2017,K02000001,,,Enterprise,11,11 : Manufacture of beverages,,500-999
155.0,Year,2017,K02000001,,,Enterprise,11,11 : Manufacture of beverages,,1000-4999
110.0,Year,2017,K02000001,,,Enterprise,11,11 : Manufacture of beverages,,5000+
2025.0,Year,2017,K02000001,,,Enterprise,11,11 : Manufacture of beverages,,Total
450.0,Year,2017,K03000001,,,Enterprise,11,11 : Manufacture of beverages,,0-49
355.0,Year,2017,K03000001,,,Enterprise,11,11 : Manufacture of beverages,,50-99
545.0,Year,2017,K03000001,,,Enterprise,11,11 : Manufacture of beverages,,100-249
230.0,Year,2017,K03000001,,,Enterprise,11,11 : Manufacture of beverages,,250-499
145.0,Year,2017,K03000001,,,Enterprise,11,11 : Manufacture of beverages,,500-999
155.0,Year,2017,K03000001,,,Enterprise,11,11 : Manufacture of beverages,,1000-4999
105.0,Year,2017,K03000001,,,Enterprise,11,11 : Manufacture of beverages,,5000+
1985.0,Year,2017,K03000001,,,Enterprise,11,11 : Manufacture of beverages,,Total
400.0,Year,2017,K04000001,,,Enterprise,11,11 : Manufacture of beverages,,0-49
315.0,Year,2017,K04000001,,,Enterprise,11,11 : Manufacture of beverages,,50-99
480.0,Year,2017,K04000001,,,Enterprise,11,11 : Manufacture of beverages,,100-249
210.0,Year,2017,K04000001,,,Enterprise,11,11 : Manufacture of beverages,,250-499
130.0,Year,2017,K04000001,,,Enterprise,11,11 : Manufacture of beverages,,500-999
