V4_2,Data_Marking,CV,Time_codelist,Time,Geography_codelist,Geography,Age Group_codelist,Age Group,Earnings_codelist,Earnings,Gender_codelist,Gender,Provision_codelist,Provision
21.7,,4.5,Year,2016,K02000001,,,22 - 29,,£600 and over,,Female,,Group personal pension
,x,25.0,Year,2016,K02000001,,,22 - 29,,£600 and over,,Female,,Group self-invested personal pension
4.4,,11.0,Year,2016,K02000001,,,22 - 29,,£600 and over,,Female,,Group stakeholder pension
,x,22.0,Year,2016,K02000001,,,22 - 29,,£600 and over,,Female,,Unknown pension provision
14.6,,5.7,Year,2016,K02000001,,,22 - 29,,£600 and over,,Female,,No pension provision
35.3,,0.9,Year,2016,K02000001,,,30 - 39,,All,,Female,,Defined benefit
17.6,,1.5,Year,2016,K02000001,,,30 - 39,,All,,Female,,Defined contribution
13.4,,1.8,Year,2016,K02000001,,,30 - 39,,All,,Female,,Group personal pension
0.5,,10.0,Year,2016,K02000001,,,30 - 39,,All,,Female,,Group self-invested personal pension
4.2,,3.4,Year,2016,K02000001,,,30 - 39,,All,,Female,,Group stakeholder pension
1.2,,6.5,Year,2016,K02000001,,,30 - 39,,All,,Female,,Unknown pension provision
27.8,,1.1,Year,2016,K02000001,,,30 - 39,,All,,Female,,No pension provision
21.1,,5.4,Year,2016,K02000001,,,30 - 39,,Less than £100,,Female,,Defined benefit
8.2,,9.3,Year,2016,K02000001,,,30 - 39,,Less than £100,,Female,,Defined contribution
2.7,,18.0,Year,2016,K02000001,,,30 - 39,,Less than £100,,Female,,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,30 - 39,,Less than £100,,Female,,Group self-invested personal pension
,x,30.0,Year,2016,K02000001,,,30 - 39,,Less than £100,,Female,,Group stakeholder pension
,x,41.0,Year,2016,K02000001,,,30 - 39,,Less than £100,,Female,,Unknown pension provision
66.6,,2.0,Year,2016,K02000001,,,30 - 39,,Less than £100,,Female,,No pension provision
21.3,,3.2,Year,2016,K02000001,,,30 - 39,,£100 - £200,,Female,,Defined benefit
15.0,,3.9,Year,2016,K02000001,,,30 - 39,,£100 - £200,,Female,,Defined contribution
7.0,,6.2,Year,2016,K02000001,,,30 - 39,,£100 - £200,,Female,,Group personal pension
,x,28.0,Year,2016,K02000001,,,30 - 39,,£100 - £200,,Female,,Group self-invested personal pension
3.3,,8.8,Year,2016,K02000001,,,30 - 39,,£100 - £200,,Female,,Group stakeholder pension
,x,21.0,Year,2016,K02000001,,,30 - 39,,£100 - £200,,Female,,Unknown pension provision
52.4,,1.6,Year,2016,K02000001,,,30 - 39,,£100 - £200,,Female,,No pension provision
28.9,,2.8,Year,2016,K02000001,,,30 - 39,,£200 - £300,,Female,,Defined benefit
21.9,,3.3,Year,2016,K02000001,,,30 - 39,,£200 - £300,,Female,,Defined contribution
10.3,,5.3,Year,2016,K02000001,,,30 - 39,,£200 - £300,,Female,,Group personal pension
,x,41.0,Year,2016,K02000001,,,30 - 39,,£200 - £300,,Female,,Group self-invested personal pension
4.3,,8.3,Year,2016,K02000001,,,30 - 39,,£200 - £300,,Female,,Group stakeholder pension
1.3,,16.0,Year,2016,K02000001,,,30 - 39,,£200 - £300,,Female,,Unknown pension provision
33.0,,2.5,Year,2016,K02000001,,,30 - 39,,£200 - £300,,Female,,No pension provision
31.9,,2.6,Year,2016,K02000001,,,30 - 39,,£300 - £400,,Female,,Defined benefit
23.1,,3.2,Year,2016,K02000001,,,30 - 39,,£300 - £400,,Female,,Defined contribution
14.3,,4.4,Year,2016,K02000001,,,30 - 39,,£300 - £400,,Female,,Group personal pension
,x,22.0,Year,2016,K02000001,,,30 - 39,,£300 - £400,,Female,,Group self-invested personal pension
4.8,,7.9,Year,2016,K02000001,,,30 - 39,,£300 - £400,,Female,,Group stakeholder pension
1.6,,14.0,Year,2016,K02000001,,,30 - 39,,£300 - £400,,Female,,Unknown pension provision
23.6,,3.3,Year,2016,K02000001,,,30 - 39,,£300 - £400,,Female,,No pension provision
39.2,,2.5,Year,2016,K02000001,,,30 - 39,,£400 - £500,,Female,,Defined benefit
18.1,,4.2,Year,2016,K02000001,,,30 - 39,,£400 - £500,,Female,,Defined contribution
17.0,,4.4,Year,2016,K02000001,,,30 - 39,,£400 - £500,,Female,,Group personal pension
,x,32.0,Year,2016,K02000001,,,30 - 39,,£400 - £500,,Female,,Group self-invested personal pension
4.5,,9.2,Year,2016,K02000001,,,30 - 39,,£400 - £500,,Female,,Group stakeholder pension
1.5,,17.0,Year,2016,K02000001,,,30 - 39,,£400 - £500,,Female,,Unknown pension provision
19.3,,4.2,Year,2016,K02000001,,,30 - 39,,£400 - £500,,Female,,No pension provision
44.6,,2.6,Year,2016,K02000001,,,30 - 39,,£500 - £600,,Female,,Defined benefit
15.6,,5.4,Year,2016,K02000001,,,30 - 39,,£500 - £600,,Female,,Defined contribution
16.3,,5.3,Year,2016,K02000001,,,30 - 39,,£500 - £600,,Female,,Group personal pension
,x,30.0,Year,2016,K02000001,,,30 - 39,,£500 - £600,,Female,,Group self-invested personal pension
5.1,,10.0,Year,2016,K02000001,,,30 - 39,,£500 - £600,,Female,,Group stakeholder pension
1.5,,19.0,Year,2016,K02000001,,,30 - 39,,£500 - £600,,Female,,Unknown pension provision
16.4,,5.3,Year,2016,K02000001,,,30 - 39,,£500 - £600,,Female,,No pension provision
47.2,,1.5,Year,2016,K02000001,,,30 - 39,,£600 and over,,Female,,Defined benefit
16.2,,3.3,Year,2016,K02000001,,,30 - 39,,£600 and over,,Female,,Defined contribution
17.9,,3.1,Year,2016,K02000001,,,30 - 39,,£600 and over,,Female,,Group personal pension
0.8,,17.0,Year,2016,K02000001,,,30 - 39,,£600 and over,,Female,,Group self-invested personal pension
4.6,,6.6,Year,2016,K02000001,,,30 - 39,,£600 and over,,Female,,Group stakeholder pension
1.2,,14.0,Year,2016,K02000001,,,30 - 39,,£600 and over,,Female,,Unknown pension provision
12.1,,4.0,Year,2016,K02000001,,,30 - 39,,£600 and over,,Female,,No pension provision
42.2,,0.8,Year,2016,K02000001,,,40 - 49,,All,,Female,,Defined benefit
15.9,,1.5,Year,2016,K02000001,,,40 - 49,,All,,Female,,Defined contribution
10.7,,2.0,Year,2016,K02000001,,,40 - 49,,All,,Female,,Group personal pension
0.4,,11.0,Year,2016,K02000001,,,40 - 49,,All,,Female,,Group self-invested personal pension
3.6,,3.4,Year,2016,K02000001,,,40 - 49,,All,,Female,,Group stakeholder pension
1.2,,6.2,Year,2016,K02000001,,,40 - 49,,All,,Female,,Unknown pension provision
26.0,,1.1,Year,2016,K02000001,,,40 - 49,,All,,Female,,No pension provision
26.2,,4.1,Year,2016,K02000001,,,40 - 49,,Less than £100,,Female,,Defined benefit
5.6,,9.9,Year,2016,K02000001,,,40 - 49,,Less than £100,,Female,,Defined contribution
2.2,,17.0,Year,2016,K02000001,,,40 - 49,,Less than £100,,Female,,Group personal pension
,x,,Year,2016,K02000001,,,40 - 49,,Less than £100,,Female,,Group self-invested personal pension
1.5,,20.0,Year,2016,K02000001,,,40 - 49,,Less than £100,,Female,,Group stakeholder pension
,x,38.0,Year,2016,K02000001,,,40 - 49,,Less than £100,,Female,,Unknown pension provision
64.2,,1.8,Year,2016,K02000001,,,40 - 49,,Less than £100,,Female,,No pension provision
26.1,,2.8,Year,2016,K02000001,,,40 - 49,,£100 - £200,,Female,,Defined benefit
13.1,,4.2,Year,2016,K02000001,,,40 - 49,,£100 - £200,,Female,,Defined contribution
4.4,,7.8,Year,2016,K02000001,,,40 - 49,,£100 - £200,,Female,,Group personal pension
,x,38.0,Year,2016,K02000001,,,40 - 49,,£100 - £200,,Female,,Group self-invested personal pension
2.5,,9.9,Year,2016,K02000001,,,40 - 49,,£100 - £200,,Female,,Group stakeholder pension
0.8,,19.0,Year,2016,K02000001,,,40 - 49,,£100 - £200,,Female,,Unknown pension provision
53.0,,1.6,Year,2016,K02000001,,,40 - 49,,£100 - £200,,Female,,No pension provision
36.3,,2.1,Year,2016,K02000001,,,40 - 49,,£200 - £300,,Female,,Defined benefit
19.6,,3.1,Year,2016,K02000001,,,40 - 49,,£200 - £300,,Female,,Defined contribution
9.4,,4.9,Year,2016,K02000001,,,40 - 49,,£200 - £300,,Female,,Group personal pension
,x,29.0,Year,2016,K02000001,,,40 - 49,,£200 - £300,,Female,,Group self-invested personal pension
4.0,,7.4,Year,2016,K02000001,,,40 - 49,,£200 - £300,,Female,,Group stakeholder pension
1.3,,14.0,Year,2016,K02000001,,,40 - 49,,£200 - £300,,Female,,Unknown pension provision
29.2,,2.5,Year,2016,K02000001,,,40 - 49,,£200 - £300,,Female,,No pension provision
40.6,,2.0,Year,2016,K02000001,,,40 - 49,,£300 - £400,,Female,,Defined benefit
20.2,,3.3,Year,2016,K02000001,,,40 - 49,,£300 - £400,,Female,,Defined contribution
12.1,,4.5,Year,2016,K02000001,,,40 - 49,,£300 - £400,,Female,,Group personal pension
,x,36.0,Year,2016,K02000001,,,40 - 49,,£300 - £400,,Female,,Group self-invested personal pension
4.5,,7.5,Year,2016,K02000001,,,40 - 49,,£300 - £400,,Female,,Group stakeholder pension
1.6,,13.0,Year,2016,K02000001,,,40 - 49,,£300 - £400,,Female,,Unknown pension provision
20.7,,3.3,Year,2016,K02000001,,,40 - 49,,£300 - £400,,Female,,No pension provision
47.3,,2.1,Year,2016,K02000001,,,40 - 49,,£400 - £500,,Female,,Defined benefit
16.0,,4.5,Year,2016,K02000001,,,40 - 49,,£400 - £500,,Female,,Defined contribution
14.2,,4.9,Year,2016,K02000001,,,40 - 49,,£400 - £500,,Female,,Group personal pension
,x,30.0,Year,2016,K02000001,,,40 - 49,,£400 - £500,,Female,,Group self-invested personal pension
4.0,,9.7,Year,2016,K02000001,,,40 - 49,,£400 - £500,,Female,,Group stakeholder pension
1.6,,16.0,Year,2016,K02000001,,,40 - 49,,£400 - £500,,Female,,Unknown pension provision
16.6,,4.5,Year,2016,K02000001,,,40 - 49,,£400 - £500,,Female,,No pension provision
50.1,,2.4,Year,2016,K02000001,,,40 - 49,,£500 - £600,,Female,,Defined benefit
16.6,,5.4,Year,2016,K02000001,,,40 - 49,,£500 - £600,,Female,,Defined contribution
13.7,,6.0,Year,2016,K02000001,,,40 - 49,,£500 - £600,,Female,,Group personal pension
,x,32.0,Year,2016,K02000001,,,40 - 49,,£500 - £600,,Female,,Group self-invested personal pension
4.6,,11.0,Year,2016,K02000001,,,40 - 49,,£500 - £600,,Female,,Group stakeholder pension
,x,21.0,Year,2016,K02000001,,,40 - 49,,£500 - £600,,Female,,Unknown pension provision
13.3,,6.1,Year,2016,K02000001,,,40 - 49,,£500 - £600,,Female,,No pension provision
56.2,,1.2,Year,2016,K02000001,,,40 - 49,,£600 and over,,Female,,Defined benefit
14.7,,3.4,Year,2016,K02000001,,,40 - 49,,£600 and over,,Female,,Defined contribution
14.2,,3.5,Year,2016,K02000001,,,40 - 49,,£600 and over,,Female,,Group personal pension
0.7,,17.0,Year,2016,K02000001,,,40 - 49,,£600 and over,,Female,,Group self-invested personal pension
3.6,,7.4,Year,2016,K02000001,,,40 - 49,,£600 and over,,Female,,Group stakeholder pension
0.9,,15.0,Year,2016,K02000001,,,40 - 49,,£600 and over,,Female,,Unknown pension provision
9.6,,4.4,Year,2016,K02000001,,,40 - 49,,£600 and over,,Female,,No pension provision
45.2,,1.0,Year,2016,K02000001,,,50 - 54,,All,,Female,,Defined benefit
14.9,,2.1,Year,2016,K02000001,,,50 - 54,,All,,Female,,Defined contribution
9.9,,2.8,Year,2016,K02000001,,,50 - 54,,All,,Female,,Group personal pension
0.3,,17.0,Year,2016,K02000001,,,50 - 54,,All,,Female,,Group self-invested personal pension
3.4,,4.9,Year,2016,K02000001,,,50 - 54,,All,,Female,,Group stakeholder pension
1.4,,7.8,Year,2016,K02000001,,,50 - 54,,All,,Female,,Unknown pension provision
24.9,,1.5,Year,2016,K02000001,,,50 - 54,,All,,Female,,No pension provision
20.4,,6.5,Year,2016,K02000001,,,50 - 54,,Less than £100,,Female,,Defined benefit
6.8,,13.0,Year,2016,K02000001,,,50 - 54,,Less than £100,,Female,,Defined contribution
,x,24.0,Year,2016,K02000001,,,50 - 54,,Less than £100,,Female,,Group personal pension
,x,,Year,2016,K02000001,,,50 - 54,,Less than £100,,Female,,Group self-invested personal pension
,x,39.0,Year,2016,K02000001,,,50 - 54,,Less than £100,,Female,,Group stakeholder pension
,x,42.0,Year,2016,K02000001,,,50 - 54,,Less than £100,,Female,,Unknown pension provision
68.7,,2.3,Year,2016,K02000001,,,50 - 54,,Less than £100,,Female,,No pension provision
27.2,,3.6,Year,2016,K02000001,,,50 - 54,,£100 - £200,,Female,,Defined benefit
13.1,,5.4,Year,2016,K02000001,,,50 - 54,,£100 - £200,,Female,,Defined contribution
4.1,,11.0,Year,2016,K02000001,,,50 - 54,,£100 - £200,,Female,,Group personal pension
,x,,Year,2016,K02000001,,,50 - 54,,£100 - £200,,Female,,Group self-invested personal pension
2.8,,12.0,Year,2016,K02000001,,,50 - 54,,£100 - £200,,Female,,Group stakeholder pension
,x,28.0,Year,2016,K02000001,,,50 - 54,,£100 - £200,,Female,,Unknown pension provision
52.0,,2.1,Year,2016,K02000001,,,50 - 54,,£100 - £200,,Female,,No pension provision
36.9,,2.8,Year,2016,K02000001,,,50 - 54,,£200 - £300,,Female,,Defined benefit
21.5,,3.9,Year,2016,K02000001,,,50 - 54,,£200 - £300,,Female,,Defined contribution
9.0,,6.7,Year,2016,K02000001,,,50 - 54,,£200 - £300,,Female,,Group personal pension
,x,41.0,Year,2016,K02000001,,,50 - 54,,£200 - £300,,Female,,Group self-invested personal pension
3.5,,11.0,Year,2016,K02000001,,,50 - 54,,£200 - £300,,Female,,Group stakeholder pension
1.4,,18.0,Year,2016,K02000001,,,50 - 54,,£200 - £300,,Female,,Unknown pension provision
27.4,,3.5,Year,2016,K02000001,,,50 - 54,,£200 - £300,,Female,,No pension provision
43.0,,2.5,Year,2016,K02000001,,,50 - 54,,£300 - £400,,Female,,Defined benefit
19.6,,4.4,Year,2016,K02000001,,,50 - 54,,£300 - £400,,Female,,Defined contribution
12.1,,5.9,Year,2016,K02000001,,,50 - 54,,£300 - £400,,Female,,Group personal pension
,x,38.0,Year,2016,K02000001,,,50 - 54,,£300 - £400,,Female,,Group self-invested personal pension
4.3,,10.0,Year,2016,K02000001,,,50 - 54,,£300 - £400,,Female,,Group stakeholder pension
1.9,,16.0,Year,2016,K02000001,,,50 - 54,,£300 - £400,,Female,,Unknown pension provision
18.8,,4.6,Year,2016,K02000001,,,50 - 54,,£300 - £400,,Female,,No pension provision
49.3,,2.6,Year,2016,K02000001,,,50 - 54,,£400 - £500,,Female,,Defined benefit
14.7,,6.2,Year,2016,K02000001,,,50 - 54,,£400 - £500,,Female,,Defined contribution
13.8,,6.5,Year,2016,K02000001,,,50 - 54,,£400 - £500,,Female,,Group personal pension
,x,45.0,Year,2016,K02000001,,,50 - 54,,£400 - £500,,Female,,Group self-invested personal pension
4.1,,13.0,Year,2016,K02000001,,,50 - 54,,£400 - £500,,Female,,Group stakeholder pension
1.9,,19.0,Year,2016,K02000001,,,50 - 54,,£400 - £500,,Female,,Unknown pension provision
15.8,,6.1,Year,2016,K02000001,,,50 - 54,,£400 - £500,,Female,,No pension provision
59.7,,2.8,Year,2016,K02000001,,,50 - 54,,£500 - £600,,Female,,Defined benefit
10.9,,9.3,Year,2016,K02000001,,,50 - 54,,£500 - £600,,Female,,Defined contribution
12.1,,9.2,Year,2016,K02000001,,,50 - 54,,£500 - £600,,Female,,Group personal pension
,x,71.0,Year,2016,K02000001,,,50 - 54,,£500 - £600,,Female,,Group self-invested personal pension
2.9,,19.0,Year,2016,K02000001,,,50 - 54,,£500 - £600,,Female,,Group stakeholder pension
,x,28.0,Year,2016,K02000001,,,50 - 54,,£500 - £600,,Female,,Unknown pension provision
12.8,,8.9,Year,2016,K02000001,,,50 - 54,,£500 - £600,,Female,,No pension provision
63.6,,1.5,Year,2016,K02000001,,,50 - 54,,£600 and over,,Female,,Defined benefit
11.4,,5.6,Year,2016,K02000001,,,50 - 54,,£600 and over,,Female,,Defined contribution
12.0,,5.6,Year,2016,K02000001,,,50 - 54,,£600 and over,,Female,,Group personal pension
,x,26.0,Year,2016,K02000001,,,50 - 54,,£600 and over,,Female,,Group self-invested personal pension
3.4,,11.0,Year,2016,K02000001,,,50 - 54,,£600 and over,,Female,,Group stakeholder pension
1.5,,17.0,Year,2016,K02000001,,,50 - 54,,£600 and over,,Female,,Unknown pension provision
7.5,,7.2,Year,2016,K02000001,,,50 - 54,,£600 and over,,Female,,No pension provision
43.7,,1.2,Year,2016,K02000001,,,55 - 59,,All,,Female,,Defined benefit
14.9,,2.5,Year,2016,K02000001,,,55 - 59,,All,,Female,,Defined contribution
9.6,,3.3,Year,2016,K02000001,,,55 - 59,,All,,Female,,Group personal pension
0.4,,17.0,Year,2016,K02000001,,,55 - 59,,All,,Female,,Group self-invested personal pension
3.6,,5.4,Year,2016,K02000001,,,55 - 59,,All,,Female,,Group stakeholder pension
1.1,,10.0,Year,2016,K02000001,,,55 - 59,,All,,Female,,Unknown pension provision
26.9,,1.7,Year,2016,K02000001,,,55 - 59,,All,,Female,,No pension provision
21.9,,6.8,Year,2016,K02000001,,,55 - 59,,Less than £100,,Female,,Defined benefit
6.7,,13.0,Year,2016,K02000001,,,55 - 59,,Less than £100,,Female,,Defined contribution
,x,28.0,Year,2016,K02000001,,,55 - 59,,Less than £100,,Female,,Group personal pension
,x,,Year,2016,K02000001,,,55 - 59,,Less than £100,,Female,,Group self-invested personal pension
,x,28.0,Year,2016,K02000001,,,55 - 59,,Less than £100,,Female,,Group stakeholder pension
,x,73.0,Year,2016,K02000001,,,55 - 59,,Less than £100,,Female,,Unknown pension provision
67.5,,2.5,Year,2016,K02000001,,,55 - 59,,Less than £100,,Female,,No pension provision
24.7,,4.3,Year,2016,K02000001,,,55 - 59,,£100 - £200,,Female,,Defined benefit
14.8,,5.7,Year,2016,K02000001,,,55 - 59,,£100 - £200,,Female,,Defined contribution
4.9,,11.0,Year,2016,K02000001,,,55 - 59,,£100 - £200,,Female,,Group personal pension
,x,50.0,Year,2016,K02000001,,,55 - 59,,£100 - £200,,Female,,Group self-invested personal pension
3.6,,12.0,Year,2016,K02000001,,,55 - 59,,£100 - £200,,Female,,Group stakeholder pension
,x,45.0,Year,2016,K02000001,,,55 - 59,,£100 - £200,,Female,,Unknown pension provision
51.4,,2.4,Year,2016,K02000001,,,55 - 59,,£100 - £200,,Female,,No pension provision
35.1,,3.2,Year,2016,K02000001,,,55 - 59,,£200 - £300,,Female,,Defined benefit
21.2,,4.4,Year,2016,K02000001,,,55 - 59,,£200 - £300,,Female,,Defined contribution
8.4,,7.7,Year,2016,K02000001,,,55 - 59,,£200 - £300,,Female,,Group personal pension
,x,58.0,Year,2016,K02000001,,,55 - 59,,£200 - £300,,Female,,Group self-invested personal pension
4.8,,10.0,Year,2016,K02000001,,,55 - 59,,£200 - £300,,Female,,Group stakeholder pension
1.4,,20.0,Year,2016,K02000001,,,55 - 59,,£200 - £300,,Female,,Unknown pension provision
29.0,,3.7,Year,2016,K02000001,,,55 - 59,,£200 - £300,,Female,,No pension provision
43.3,,2.9,Year,2016,K02000001,,,55 - 59,,£300 - £400,,Female,,Defined benefit
16.2,,5.6,Year,2016,K02000001,,,55 - 59,,£300 - £400,,Female,,Defined contribution
14.2,,6.3,Year,2016,K02000001,,,55 - 59,,£300 - £400,,Female,,Group personal pension
,x,41.0,Year,2016,K02000001,,,55 - 59,,£300 - £400,,Female,,Group self-invested personal pension
3.9,,12.0,Year,2016,K02000001,,,55 - 59,,£300 - £400,,Female,,Group stakeholder pension
1.6,,20.0,Year,2016,K02000001,,,55 - 59,,£300 - £400,,Female,,Unknown pension provision
20.5,,5.0,Year,2016,K02000001,,,55 - 59,,£300 - £400,,Female,,No pension provision
52.4,,2.9,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Female,,Defined benefit
16.0,,7.0,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Female,,Defined contribution
10.1,,9.2,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Female,,Group personal pension
,x,42.0,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Female,,Group self-invested personal pension
3.6,,16.0,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Female,,Group stakeholder pension
,x,28.0,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Female,,Unknown pension provision
16.2,,7.0,Year,2016,K02000001,,,55 - 59,,£400 - £500,,Female,,No pension provision
54.9,,3.6,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Female,,Defined benefit
11.5,,11.0,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Female,,Defined contribution
14.7,,9.5,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Female,,Group personal pension
,x,42.0,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Female,,Group self-invested personal pension
4.0,,19.0,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Female,,Group stakeholder pension
,x,38.0,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Female,,Unknown pension provision
12.9,,11.0,Year,2016,K02000001,,,55 - 59,,£500 - £600,,Female,,No pension provision
65.5,,1.8,Year,2016,K02000001,,,55 - 59,,£600 and over,,Female,,Defined benefit
11.3,,7.1,Year,2016,K02000001,,,55 - 59,,£600 and over,,Female,,Defined contribution
10.9,,7.4,Year,2016,K02000001,,,55 - 59,,£600 and over,,Female,,Group personal pension
,x,34.0,Year,2016,K02000001,,,55 - 59,,£600 and over,,Female,,Group self-invested personal pension
2.6,,16.0,Year,2016,K02000001,,,55 - 59,,£600 and over,,Female,,Group stakeholder pension
,x,24.0,Year,2016,K02000001,,,55 - 59,,£600 and over,,Female,,Unknown pension provision
7.9,,8.8,Year,2016,K02000001,,,55 - 59,,£600 and over,,Female,,No pension provision
34.5,,2.0,Year,2016,K02000001,,,60 - 64,,All,,Female,,Defined benefit
13.1,,3.7,Year,2016,K02000001,,,60 - 64,,All,,Female,,Defined contribution
9.2,,4.7,Year,2016,K02000001,,,60 - 64,,All,,Female,,Group personal pension
,x,28.0,Year,2016,K02000001,,,60 - 64,,All,,Female,,Group self-invested personal pension
3.6,,7.3,Year,2016,K02000001,,,60 - 64,,All,,Female,,Group stakeholder pension
0.8,,16.0,Year,2016,K02000001,,,60 - 64,,All,,Female,,Unknown pension provision
38.5,,1.8,Year,2016,K02000001,,,60 - 64,,All,,Female,,No pension provision
17.1,,9.2,Year,2016,K02000001,,,60 - 64,,Less than £100,,Female,,Defined benefit
4.5,,19.0,Year,2016,K02000001,,,60 - 64,,Less than £100,,Female,,Defined contribution
,x,29.0,Year,2016,K02000001,,,60 - 64,,Less than £100,,Female,,Group personal pension
0.0,,0.0,Year,2016,K02000001,,,60 - 64,,Less than £100,,Female,,Group self-invested personal pension
,x,45.0,Year,2016,K02000001,,,60 - 64,,Less than £100,,Female,,Group stakeholder pension
,x,,Year,2016,K02000001,,,60 - 64,,Less than £100,,Female,,Unknown pension provision
75.3,,2.4,Year,2016,K02000001,,,60 - 64,,Less than £100,,Female,,No pension provision
20.7,,5.8,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Female,,Defined benefit
13.1,,7.3,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Female,,Defined contribution
4.5,,14.0,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Female,,Group personal pension
,x,70.0,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Female,,Group self-invested personal pension
3.6,,14.0,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Female,,Group stakeholder pension
,x,41.0,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Female,,Unknown pension provision
57.3,,2.5,Year,2016,K02000001,,,60 - 64,,£100 - £200,,Female,,No pension provision
32.9,,4.4,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Female,,Defined benefit
18.4,,6.5,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Female,,Defined contribution
8.8,,10.0,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Female,,Group personal pension
,x,75.0,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Female,,Group self-invested personal pension
3.3,,15.0,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Female,,Group stakeholder pension
,x,30.0,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Female,,Unknown pension provision
35.3,,4.2,Year,2016,K02000001,,,60 - 64,,£200 - £300,,Female,,No pension provision
35.2,,4.8,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Female,,Defined benefit
16.2,,8.0,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Female,,Defined contribution
13.9,,8.9,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Female,,Group personal pension
,x,,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Female,,Group self-invested personal pension
4.6,,16.0,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Female,,Group stakeholder pension
,x,35.0,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Female,,Unknown pension provision
29.1,,5.6,Year,2016,K02000001,,,60 - 64,,£300 - £400,,Female,,No pension provision
44.6,,4.8,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Female,,Defined benefit
12.2,,12.0,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Female,,Defined contribution
13.3,,11.0,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Female,,Group personal pension
,x,58.0,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Female,,Group self-invested personal pension
,x,23.0,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Female,,Group stakeholder pension
,x,36.0,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Female,,Unknown pension provision
24.3,,7.7,Year,2016,K02000001,,,60 - 64,,£400 - £500,,Female,,No pension provision
47.8,,6.4,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Female,,Defined benefit
9.9,,18.0,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Female,,Defined contribution
13.9,,16.0,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Female,,Group personal pension
,x,71.0,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Female,,Group self-invested personal pension
,x,26.0,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Female,,Group stakeholder pension
,x,50.0,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Female,,Unknown pension provision
21.2,,12.0,Year,2016,K02000001,,,60 - 64,,£500 - £600,,Female,,No pension provision
60.1,,3.8,Year,2016,K02000001,,,60 - 64,,£600 and over,,Female,,Defined benefit
9.5,,14.0,Year,2016,K02000001,,,60 - 64,,£600 and over,,Female,,Defined contribution
10.8,,14.0,Year,2016,K02000001,,,60 - 64,,£600 and over,,Female,,Group personal pension
,x,57.0,Year,2016,K02000001,,,60 - 64,,£600 and over,,Female,,Group self-invested personal pension
,x,22.0,Year,2016,K02000001,,,60 - 64,,£600 and over,,Female,,Group stakeholder pension
,x,70.0,Year,2016,K02000001,,,60 - 64,,£600 and over,,Female,,Unknown pension provision
14.4,,11.0,Year,2016,K02000001,,,60 - 64,,£600 and over,,Female,,No pension provision
13.4,,5.4,Year,2016,K02000001,,,65 and over,,All,,Female,,Defined benefit
4.8,,9.4,Year,2016,K02000001,,,65 and over,,All,,Female,,Defined contribution
2.8,,13.0,Year,2016,K02000001,,,65 and over,,All,,Female,,Group personal pension
,x,38.0,Year,2016,K02000001,,,65 and over,,All,,Female,,Group self-invested personal pension
1.9,,15.0,Year,2016,K02000001,,,65 and over,,All,,Female,,Group stakeholder pension
,x,32.0,Year,2016,K02000001,,,65 and over,,All,,Female,,Unknown pension provision
