V4_0,Time_codelist,Time,Geography_codelist,Geography,Flow_codelist,Flow,Transactions_codelist,Transactions,Merger or Acquisition_codelist,Merger or Acquisition
91,Quarter,2005 Q1,K02000001,,,Outward,,Number Of,,Acquisition
74,Quarter,2005 Q2,K02000001,,,Outward,,Number Of,,Acquisition
109,Quarter,2005 Q3,K02000001,,,Outward,,Number Of,,Acquisition
91,Quarter,2005 Q4,K02000001,,,Outward,,Number Of,,Acquisition
94,Quarter,2006 Q1,K02000001,,,Outward,,Number Of,,Acquisition
98,Quarter,2006 Q2,K02000001,,,Outward,,Number Of,,Acquisition
98,Quarter,2006 Q3,K02000001,,,Outward,,Number Of,,Acquisition
115,Quarter,2006 Q4,K02000001,,,Outward,,Number Of,,Acquisition
108,Quarter,2007 Q1,K02000001,,,Outward,,Number Of,,Acquisition
105,Quarter,2007 Q2,K02000001,,,Outward,,Number Of,,Acquisition
141,Quarter,2007 Q3,K02000001,,,Outward,,Number Of,,Acquisition
87,Quarter,2007 Q4,K02000001,,,Outward,,Number Of,,Acquisition
86,Quarter,2008 Q1,K02000001,,,Outward,,Number Of,,Acquisition
91,Quarter,2008 Q2,K02000001,,,Outward,,Number Of,,Acquisition
72,Quarter,2008 Q3,K02000001,,,Outward,,Number Of,,Acquisition
49,Quarter,2008 Q4,K02000001,,,Outward,,Number Of,,Acquisition
17,Quarter,2009 Q1,K02000001,,,Outward,,Number Of,,Acquisition
32,Quarter,2009 Q2,K02000001,,,Outward,,Number Of,,Acquisition
28,Quarter,2009 Q3,K02000001,,,Outward,,Number Of,,Acquisition
41,Quarter,2009 Q4,K02000001,,,Outward,,Number Of,,Acquisition
30,Quarter,2010 Q1,K02000001,,,Outward,,Number Of,,Acquisition
49,Quarter,2010 Q2,K02000001,,,Outward,,Number Of,,Acquisition
54,Quarter,2010 Q3,K02000001,,,Outward,,Number Of,,Acquisition
66,Quarter,2010 Q4,K02000001,,,Outward,,Number Of,,Acquisition
70,Quarter,2011 Q1,K02000001,,,Outward,,Number Of,,Acquisition
75,Quarter,2011 Q2,K02000001,,,Outward,,Number Of,,Acquisition
77,Quarter,2011 Q3,K02000001,,,Outward,,Number Of,,Acquisition
64,Quarter,2011 Q4,K02000001,,,Outward,,Number Of,,Acquisition
25,Quarter,2012 Q1,K02000001,,,Outward,,Number Of,,Acquisition
41,Quarter,2012 Q2,K02000001,,,Outward,,Number Of,,Acquisition
21,Quarter,2012 Q3,K02000001,,,Outward,,Number Of,,Acquisition
35,Quarter,2012 Q4,K02000001,,,Outward,,Number Of,,Acquisition
27,Quarter,2013 Q1,K02000001,,,Outward,,Number Of,,Acquisition
13,Quarter,2013 Q2,K02000001,,,Outward,,Number Of,,Acquisition
7,Quarter,2013 Q3,K02000001,,,Outward,,Number Of,,Acquisition
11,Quarter,2013 Q4,K02000001,,,Outward,,Number Of,,Acquisition
30,Quarter,2014 Q1,K02000001,,,Outward,,Number Of,,Acquisition
25,Quarter,2014 Q2,K02000001,,,Outward,,Number Of,,Acquisition
23,Quarter,2014 Q3,K02000001,,,Outward,,Number Of,,Acquisition
35,Quarter,2014 Q4,K02000001,,,Outward,,Number Of,,Acquisition
49,Quarter,2015 Q1,K02000001,,,Outward,,Number Of,,Acquisition
31,Quarter,2015 Q2,K02000001,,,Outward,,Number Of,,Acquisition
39,Quarter,2015 Q3,K02000001,,,Outward,,Number Of,,Acquisition
51,Quarter,2015 Q4,K02000001,,,Outward,,Number Of,,Acquisition
38,Quarter,2016 Q1,K02000001,,,Outward,,Number Of,,Acquisition
35,Quarter,2016 Q2,K02000001,,,Outward,,Number Of,,Acquisition
46,Quarter,2016 Q3,K02000001,,,Outward,,Number Of,,Acquisition
22,Quarter,2016 Q4,K02000001,,,Outward,,Number Of,,Acquisition
36,Quarter,2017 Q1,K02000001,,,Outward,,Number Of,,Acquisition
24,Quarter,2017 Q2,K02000001,,,Outward,,Number Of,,Acquisition
6,Year,1987,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
4,Year,1988,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
2,Year,1989,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
3,Year,1990,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
4,Year,1991,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
5,Year,1992,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
2,Year,1993,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
2,Year,1994,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
11,Year,1995,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
17,Year,1996,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
20,Year,1997,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
24,Year,1998,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
29,Year,1999,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
20,Year,2000,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
17,Year,2001,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
8,Year,2002,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
12,Year,2003,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
17,Year,2004,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
13,Year,2005,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
20,Year,2006,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
8,Year,2007,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
9,Year,2008,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
2,Year,2009,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
4,Year,2010,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
6,Year,2011,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
3,Year,2012,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
2,Year,2013,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
7,Year,2014,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
0,Year,2015,K02000001,,,Outward,,Indirect Funded In UK,,Disposal
92,Year,1987,K02000001,,,Outward,,Direct Transactions,,Disposal
76,Year,1988,K02000001,,,Outward,,Direct Transactions,,Disposal
111,Year,1989,K02000001,,,Outward,,Direct Transactions,,Disposal
101,Year,1990,K02000001,,,Outward,,Direct Transactions,,Disposal
140,Year,1991,K02000001,,,Outward,,Direct Transactions,,Disposal
180,Year,1992,K02000001,,,Outward,,Direct Transactions,,Disposal
172,Year,1993,K02000001,,,Outward,,Direct Transactions,,Disposal
124,Year,1994,K02000001,,,Outward,,Direct Transactions,,Disposal
89,Year,1995,K02000001,,,Outward,,Direct Transactions,,Disposal
144,Year,1996,K02000001,,,Outward,,Direct Transactions,,Disposal
134,Year,1997,K02000001,,,Outward,,Direct Transactions,,Disposal
175,Year,1998,K02000001,,,Outward,,Direct Transactions,,Disposal
139,Year,1999,K02000001,,,Outward,,Direct Transactions,,Disposal
127,Year,2000,K02000001,,,Outward,,Direct Transactions,,Disposal
102,Year,2001,K02000001,,,Outward,,Direct Transactions,,Disposal
103,Year,2002,K02000001,,,Outward,,Direct Transactions,,Disposal
105,Year,2003,K02000001,,,Outward,,Direct Transactions,,Disposal
87,Year,2004,K02000001,,,Outward,,Direct Transactions,,Disposal
85,Year,2005,K02000001,,,Outward,,Direct Transactions,,Disposal
65,Year,2006,K02000001,,,Outward,,Direct Transactions,,Disposal
87,Year,2007,K02000001,,,Outward,,Direct Transactions,,Disposal
54,Year,2008,K02000001,,,Outward,,Direct Transactions,,Disposal
33,Year,2009,K02000001,,,Outward,,Direct Transactions,,Disposal
59,Year,2010,K02000001,,,Outward,,Direct Transactions,,Disposal
66,Year,2011,K02000001,,,Outward,,Direct Transactions,,Disposal
30,Year,2012,K02000001,,,Outward,,Direct Transactions,,Disposal
28,Year,2013,K02000001,,,Outward,,Direct Transactions,,Disposal
28,Year,2014,K02000001,,,Outward,,Direct Transactions,,Disposal
44,Year,2015,K02000001,,,Outward,,Direct Transactions,,Disposal
43,Year,2016,K02000001,,,Outward,,Direct Transactions,,Disposal
97,Year,1987,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
132,Year,1988,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
193,Year,1989,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
128,Year,1990,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
97,Year,1991,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
67,Year,1992,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
86,Year,1993,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
70,Year,1994,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
53,Year,1995,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
64,Year,1996,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
70,Year,1997,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
88,Year,1998,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
108,Year,1999,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
93,Year,2000,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
35,Year,2001,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
44,Year,2002,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
47,Year,2003,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
71,Year,2004,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
83,Year,2005,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
54,Year,2006,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
66,Year,2007,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
44,Year,2008,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
11,Year,2009,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
26,Year,2010,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
35,Year,2011,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
19,Year,2012,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
4,Year,2013,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
77,Year,2014,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
83,Year,2015,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
58,Year,2016,K02000001,,,Outward,,Indirect Funded Locally,,Acquisition
61,Year,1987,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
124,Year,1988,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
111,Year,1989,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
68,Year,1990,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
55,Year,1991,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
45,Year,1992,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
46,Year,1993,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
51,Year,1994,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
68,Year,1995,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
85,Year,1996,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
81,Year,1997,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
112,Year,1998,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
116,Year,1999,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
114,Year,2000,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
90,Year,2001,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
52,Year,2002,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
54,Year,2003,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
69,Year,2004,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
69,Year,2005,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
96,Year,2006,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
105,Year,2007,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
75,Year,2008,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
17,Year,2009,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
38,Year,2010,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
47,Year,2011,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
29,Year,2012,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
11,Year,2013,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
35,Year,2014,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
30,Year,2015,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
23,Year,2016,K02000001,,,Outward,,Indirect Funded In UK,,Acquisition
292,Year,1987,K02000001,,,Outward,,Direct Transactions,,Acquisition
442,Year,1988,K02000001,,,Outward,,Direct Transactions,,Acquisition
434,Year,1989,K02000001,,,Outward,,Direct Transactions,,Acquisition
433,Year,1990,K02000001,,,Outward,,Direct Transactions,,Acquisition
461,Year,1991,K02000001,,,Outward,,Direct Transactions,,Acquisition
578,Year,1992,K02000001,,,Outward,,Direct Transactions,,Acquisition
380,Year,1993,K02000001,,,Outward,,Direct Transactions,,Acquisition
296,Year,1994,K02000001,,,Outward,,Direct Transactions,,Acquisition
275,Year,1995,K02000001,,,Outward,,Direct Transactions,,Acquisition
321,Year,1996,K02000001,,,Outward,,Direct Transactions,,Acquisition
340,Year,1997,K02000001,,,Outward,,Direct Transactions,,Acquisition
403,Year,1998,K02000001,,,Outward,,Direct Transactions,,Acquisition
414,Year,1999,K02000001,,,Outward,,Direct Transactions,,Acquisition
384,Year,2000,K02000001,,,Outward,,Direct Transactions,,Acquisition
268,Year,2001,K02000001,,,Outward,,Direct Transactions,,Acquisition
185,Year,2002,K02000001,,,Outward,,Direct Transactions,,Acquisition
161,Year,2003,K02000001,,,Outward,,Direct Transactions,,Acquisition
186,Year,2004,K02000001,,,Outward,,Direct Transactions,,Acquisition
239,Year,2005,K02000001,,,Outward,,Direct Transactions,,Acquisition
277,Year,2006,K02000001,,,Outward,,Direct Transactions,,Acquisition
289,Year,2007,K02000001,,,Outward,,Direct Transactions,,Acquisition
196,Year,2008,K02000001,,,Outward,,Direct Transactions,,Acquisition
97,Year,2009,K02000001,,,Outward,,Direct Transactions,,Acquisition
149,Year,2010,K02000001,,,Outward,,Direct Transactions,,Acquisition
223,Year,2011,K02000001,,,Outward,,Direct Transactions,,Acquisition
83,Year,2012,K02000001,,,Outward,,Direct Transactions,,Acquisition
44,Year,2013,K02000001,,,Outward,,Direct Transactions,,Acquisition
79,Year,2014,K02000001,,,Outward,,Direct Transactions,,Acquisition
155,Year,2015,K02000001,,,Outward,,Direct Transactions,,Acquisition
142,Year,2016,K02000001,,,Outward,,Direct Transactions,,Acquisition
36,Year,1987,K02000001,,,Outward,,In USA,,Disposal
45,Year,1988,K02000001,,,Outward,,In USA,,Disposal
60,Year,1989,K02000001,,,Outward,,In USA,,Disposal
40,Year,1990,K02000001,,,Outward,,In USA,,Disposal
50,Year,1991,K02000001,,,Outward,,In USA,,Disposal
59,Year,1992,K02000001,,,Outward,,In USA,,Disposal
70,Year,1993,K02000001,,,Outward,,In USA,,Disposal
39,Year,1994,K02000001,,,Outward,,In USA,,Disposal
46,Year,1995,K02000001,,,Outward,,In USA,,Disposal
52,Year,1996,K02000001,,,Outward,,In USA,,Disposal
39,Year,1997,K02000001,,,Outward,,In USA,,Disposal
52,Year,1998,K02000001,,,Outward,,In USA,,Disposal
65,Year,1999,K02000001,,,Outward,,In USA,,Disposal
61,Year,2000,K02000001,,,Outward,,In USA,,Disposal
36,Year,2001,K02000001,,,Outward,,In USA,,Disposal
34,Year,2002,K02000001,,,Outward,,In USA,,Disposal
43,Year,2003,K02000001,,,Outward,,In USA,,Disposal
24,Year,2004,K02000001,,,Outward,,In USA,,Disposal
24,Year,2005,K02000001,,,Outward,,In USA,,Disposal
25,Year,2006,K02000001,,,Outward,,In USA,,Disposal
28,Year,2007,K02000001,,,Outward,,In USA,,Disposal
22,Year,2008,K02000001,,,Outward,,In USA,,Disposal
7,Year,2009,K02000001,,,Outward,,In USA,,Disposal
15,Year,2010,K02000001,,,Outward,,In USA,,Disposal
18,Year,2011,K02000001,,,Outward,,In USA,,Disposal
7,Year,2012,K02000001,,,Outward,,In USA,,Disposal
9,Year,2013,K02000001,,,Outward,,In USA,,Disposal
10,Year,2016,K02000001,,,Outward,,In USA,,Disposal
30,Year,1987,K02000001,,,Outward,,In EU,,Disposal
23,Year,1988,K02000001,,,Outward,,In EU,,Disposal
28,Year,1989,K02000001,,,Outward,,In EU,,Disposal
47,Year,1990,K02000001,,,Outward,,In EU,,Disposal
48,Year,1991,K02000001,,,Outward,,In EU,,Disposal
78,Year,1992,K02000001,,,Outward,,In EU,,Disposal
70,Year,1993,K02000001,,,Outward,,In EU,,Disposal
50,Year,1994,K02000001,,,Outward,,In EU,,Disposal
44,Year,1995,K02000001,,,Outward,,In EU,,Disposal
59,Year,1996,K02000001,,,Outward,,In EU,,Disposal
76,Year,1997,K02000001,,,Outward,,In EU,,Disposal
87,Year,1998,K02000001,,,Outward,,In EU,,Disposal
77,Year,1999,K02000001,,,Outward,,In EU,,Disposal
62,Year,2000,K02000001,,,Outward,,In EU,,Disposal
61,Year,2001,K02000001,,,Outward,,In EU,,Disposal
43,Year,2002,K02000001,,,Outward,,In EU,,Disposal
47,Year,2003,K02000001,,,Outward,,In EU,,Disposal
40,Year,2004,K02000001,,,Outward,,In EU,,Disposal
47,Year,2005,K02000001,,,Outward,,In EU,,Disposal
33,Year,2006,K02000001,,,Outward,,In EU,,Disposal
44,Year,2007,K02000001,,,Outward,,In EU,,Disposal
30,Year,2008,K02000001,,,Outward,,In EU,,Disposal
15,Year,2009,K02000001,,,Outward,,In EU,,Disposal
27,Year,2010,K02000001,,,Outward,,In EU,,Disposal
32,Year,2011,K02000001,,,Outward,,In EU,,Disposal
12,Year,2013,K02000001,,,Outward,,In EU,,Disposal
18,Year,2015,K02000001,,,Outward,,In EU,,Disposal
